team,opponent,team_score,opp_score,date,OT,neutral,home_game,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,Opp-eFG%,Opp-TOV%,Opp-ORB%,Opp-FT/FGA
Penn,Cornell,69,65,3/8/2014,0,FALSE,FALSE,106.2,100,64.7,0.457,0.348,0.616,57.4,68.2,4.6,6.3,0.543,21.4,33.3,0.413,0.455,10.9,72.7,0.25
Penn,Princeton,65,70,3/11/2014,0,FALSE,FALSE,95.6,102.9,67.7,0.237,0.305,0.495,45.8,57.7,7.4,14.8,0.483,14.4,24.2,0.136,0.51,13.7,73.1,0.353
Pepperdine,San Diego Christian,81,68,11/9/2013,0,FALSE,TRUE,105.2,88.3,77.3,0.356,0.305,0.587,58.2,64.5,13,24.2,0.559,19,25,0.254,0.475,20.4,82.1,0.164
Pepperdine,UC-Riverside,69,66,11/13/2013,0,FALSE,FALSE,101.5,97.1,68.2,0.542,0.375,0.572,60.3,55,7.4,14.3,0.51,19.1,29.2,0.417,0.474,12.1,82.4,0.19
Pepperdine,Central Michigan,88,71,11/16/2013,0,FALSE,FALSE,123.9,100,71.2,0.2,0.417,0.67,48.4,70.6,8.5,22.2,0.65,12.1,20,0.167,0.441,12.9,66.7,0.162
Pepperdine,San Jose State,77,83,11/20/2013,0,FALSE,TRUE,108.5,116.9,70.9,0.483,0.379,0.54,53.4,51.9,1.4,22.9,0.509,11.3,27.8,0.31,0.548,7.6,78.4,0.242
Pepperdine,Utah Valley,58,53,11/23/2013,0,FALSE,TRUE,86.6,79.1,66.5,0.605,0.372,0.524,56.1,50,6,10.5,0.477,21.6,14.8,0.395,0.367,8.3,84.6,0.15
Pepperdine,Green Bay,89,97,11/28/2013,0,TRUE,TRUE,118.7,129.3,75,0.108,0.369,0.651,53.1,44.4,2.7,10.4,0.654,22.7,41.4,0.062,0.537,3.5,62.9,0.373
Pepperdine,Denver,68,56,11/29/2013,0,TRUE,TRUE,117.2,96.6,57.6,0.629,0.2,0.748,47.9,64,6.9,6.1,0.757,25.1,21.4,0.429,0.411,12.6,58.8,0.179
Pepperdine,Indiana State,70,73,11/30/2013,0,TRUE,TRUE,112.9,117.7,62.4,0.289,0.444,0.684,58.5,69.2,3.2,7.9,0.689,24,22.2,0.178,0.6,10.9,87,0.26
Pepperdine,Cal State Fullerton,64,78,12/4/2013,0,FALSE,TRUE,95.5,116.4,67,0.3,0.283,0.467,42.6,62.5,4.5,4.4,0.433,8.1,21.6,0.2,0.534,10.4,67.7,0.254
Pepperdine,UC-Irvine,75,69,12/7/2013,0,FALSE,FALSE,111.9,103,66.7,0.421,0.316,0.548,51.5,46.2,4.5,11.4,0.518,10.6,28.1,0.281,0.528,16.2,73.5,0.245
Pepperdine,Washington State,61,78,12/15/2013,0,FALSE,FALSE,85.9,109.9,71,0.558,0.346,0.464,40.3,50,5.6,0,0.452,18.8,22.2,0.269,0.58,10.4,65.4,0.232
Pepperdine,Houston Baptist,76,64,12/21/2013,0,FALSE,TRUE,108.6,91.4,70,0.355,0.113,0.524,55.7,41.4,5.7,12.5,0.468,11.2,36.4,0.29,0.441,16.3,73,0.203
Pepperdine,San Diego,75,64,12/28/2013,0,FALSE,TRUE,121,103.2,62.1,0.263,0.386,0.585,47.5,74.1,11.3,7.5,0.553,11.2,38.5,0.211,0.473,18.1,54.3,0.196
Pepperdine,BYU,80,74,12/30/2013,0,FALSE,TRUE,112.7,104.2,70.9,0.397,0.414,0.58,47.5,53.8,4.2,16.1,0.56,17,35.1,0.259,0.41,10.1,58.1,0.284
Pepperdine,Santa Clara,70,61,1/2/2014,0,FALSE,FALSE,106.1,92.4,65.6,0.345,0.207,0.519,56.5,48,1.5,9.8,0.474,10.7,29.4,0.259,0.466,11.2,82.9,0.102
Pepperdine,San Francisco,66,76,1/4/2014,0,FALSE,FALSE,95.7,110.1,69.1,0.304,0.304,0.515,49.3,25,5.8,9.8,0.482,19.1,35.5,0.214,0.448,10.7,60.5,0.239
Pepperdine,BYU,72,84,1/9/2014,0,FALSE,FALSE,105.9,123.5,68.5,0.577,0.442,0.543,41.3,52.4,8.8,2.4,0.471,13.3,26.7,0.442,0.526,13.3,54.5,0.397
Pepperdine,San Diego,69,65,1/11/2014,0,FALSE,FALSE,104.5,98.5,66.4,0.563,0.313,0.567,52,47.6,16.7,3.2,0.51,16.7,25.9,0.417,0.607,24.3,82.6,0.333
Pepperdine,Gonzaga,53,70,1/16/2014,0,FALSE,TRUE,77.9,102.9,68.4,0.462,0.308,0.418,47.7,47.1,7.4,13.5,0.365,20.4,31.4,0.288,0.5,15.5,66.7,0.273
Pepperdine,Portland,76,65,1/18/2014,0,FALSE,TRUE,113.4,97,67.1,0.577,0.269,0.574,63.9,48,9,10.8,0.51,14.4,40.7,0.442,0.463,12.3,82.4,0.278
Pepperdine,Saint Mary's (CA),74,80,1/23/2014,0,FALSE,FALSE,105.7,114.3,70,0.424,0.288,0.522,44.1,34.6,4.3,8.1,0.483,9.1,20.6,0.288,0.474,7.6,67.6,0.456
Pepperdine,Pacific,66,76,1/25/2014,0,FALSE,FALSE,91.7,105.6,72.1,0.333,0.298,0.5,45.5,41.7,12.5,5.6,0.456,19.7,29.4,0.246,0.63,25.8,71.4,0.26
Pepperdine,Loyola Marymount,80,69,2/1/2014,0,FALSE,TRUE,112.7,97.2,70.5,0.258,0.318,0.54,56.5,61.3,5.6,5.4,0.523,12,36.4,0.167,0.481,14.8,79.3,0.34
Pepperdine,Pacific,80,69,2/6/2014,0,FALSE,TRUE,117.6,101.5,68.1,0.612,0.265,0.632,53.2,80,5.9,26.5,0.582,15,26.9,0.469,0.474,14.1,72.2,0.263
Pepperdine,Saint Mary's (CA),67,69,2/8/2014,1,FALSE,TRUE,93.1,95.8,63.7,0.364,0.218,0.519,46,69.6,12.5,20,0.464,16.9,31,0.291,0.403,14.8,58.8,0.306
Pepperdine,Gonzaga,68,83,2/13/2014,0,FALSE,FALSE,97.1,118.6,70,0.293,0.293,0.515,44.8,55.6,8.6,14.3,0.491,16.6,19.4,0.19,0.61,10.8,74.1,0.186
Pepperdine,Portland,62,74,2/15/2014,0,FALSE,FALSE,92.5,110.4,66.9,0.404,0.351,0.456,53.1,60,10.4,6.5,0.395,15.2,38.9,0.298,0.53,16.1,71.4,0.42
Pepperdine,Loyola Marymount,72,69,2/20/2014,0,FALSE,FALSE,109.1,104.5,66.3,0.185,0.444,0.613,53.4,70.4,4.5,11.4,0.593,17,27.3,0.148,0.462,7.7,69.4,0.121
Pepperdine,San Francisco,53,77,2/27/2014,0,FALSE,TRUE,76.8,111.6,68.8,0.316,0.281,0.404,40.3,52.6,5.8,3.3,0.351,12.2,8.6,0.228,0.604,12.8,81.5,0.245
Pepperdine,Santa Clara,78,86,3/1/2014,0,FALSE,TRUE,101.3,111.7,76.4,0.518,0.393,0.559,45.9,72,6.5,11.4,0.527,19.8,32.1,0.339,0.5,13.5,57.6,0.365
Pepperdine,Saint Mary's (CA),69,80,3/8/2014,0,TRUE,TRUE,106.2,123.1,65.2,0.339,0.339,0.531,39.7,41.7,4.6,8.6,0.509,12.3,27.3,0.214,0.58,11.9,56,0.268
Pitt,Savannah State,88,55,11/8/2013,0,FALSE,TRUE,122.2,76.4,72.4,0.731,0.288,0.628,63.4,61.5,9.7,11.4,0.567,18.9,55.6,0.558,0.352,19.5,68.2,0.156
Pitt,Fresno State,75,54,11/12/2013,0,FALSE,TRUE,108.7,78.3,69.3,0.313,0.164,0.487,67.6,56.7,10.1,7.1,0.448,10.6,48.6,0.224,0.431,20.5,87.9,0.196
Pitt,Howard,84,52,11/17/2013,0,FALSE,TRUE,131.3,81.3,63.5,0.46,0.3,0.689,60.4,69,9.4,13.8,0.66,17.8,45.8,0.36,0.436,25.1,72.4,0.234
Pitt,Lehigh,77,58,11/20/2013,0,FALSE,TRUE,128.3,96.7,59.9,0.226,0.419,0.561,69.4,69,8.3,6.1,0.556,10.5,51.6,0.129,0.5,12.8,87.1,0.234
Pitt,Texas Tech,76,53,11/25/2013,0,TRUE,TRUE,120.6,84.1,62.6,0.396,0.453,0.603,53.8,56,19,5.3,0.566,10.1,33.3,0.302,0.439,22.6,71.4,0.204
Pitt,Stanford,88,67,11/26/2013,0,TRUE,TRUE,129.4,98.5,67.8,0.618,0.309,0.618,52.9,60,13.2,6.1,0.527,6.7,26.9,0.545,0.552,19.8,80,0.292
Pitt,Duquesne,84,67,11/30/2013,0,TRUE,TRUE,116.7,93.1,71.8,0.313,0.239,0.546,59.7,69.7,11.1,15.6,0.515,8.4,34.3,0.224,0.49,14.4,83.8,0.36
Pitt,Penn State,78,69,12/3/2013,0,FALSE,TRUE,111.4,98.6,70.3,0.648,0.204,0.552,57.1,37.5,4.3,12.5,0.463,11.5,28.1,0.519,0.455,10.9,87.1,0.345
Pitt,Loyola Marymount,85,68,12/6/2013,0,FALSE,TRUE,118.1,94.4,71.5,0.383,0.133,0.599,49.2,65.7,6.9,10.9,0.592,12.5,32,0.233,0.41,13,60.5,0.194
Pitt,Youngstown State,91,73,12/14/2013,0,FALSE,TRUE,130,104.3,70.2,0.294,0.235,0.587,70.3,62.9,10,5.6,0.551,14.5,59.4,0.235,0.518,12.1,81.3,0.268
Pitt,Cincinnati,43,44,12/17/2013,0,TRUE,TRUE,84.3,86.3,51.1,0.829,0.371,0.441,42,81.8,9.8,5,0.343,12.8,20,0.543,0.406,14.2,56.7,0.019
Pitt,Cal Poly,73,56,12/21/2013,0,FALSE,TRUE,114.1,87.5,64,0.207,0.259,0.573,51.7,70.4,14.1,7.4,0.526,15.9,37,0.207,0.481,20.6,64.5,0.094
Pitt,Albany (NY),58,46,12/31/2013,0,FALSE,TRUE,95.1,75.4,61.2,0.296,0.185,0.471,62.7,75,11.5,16.7,0.454,14.1,37.9,0.167,0.363,15.3,86.7,0.176
Pitt,North Carolina State,74,62,1/4/2014,0,FALSE,FALSE,110.4,92.5,67.3,0.444,0.222,0.566,44.8,50,19.4,2.2,0.519,14.6,31,0.333,0.429,20.4,58.6,0.25
Pitt,Maryland,79,59,1/6/2014,0,FALSE,TRUE,114.5,85.5,68.7,0.455,0.182,0.591,53.2,62.1,11.6,12.9,0.582,9.6,15.4,0.273,0.429,16.1,80.6,0.196
Pitt,Wake Forest,80,65,1/11/2014,0,FALSE,TRUE,125,101.6,63.7,0.585,0.226,0.591,55,73.1,9.4,17.9,0.538,13,44.8,0.434,0.431,11,64.5,0.412
Pitt,Georgia Tech,81,74,1/14/2014,0,FALSE,FALSE,114.1,104.2,70.5,0.608,0.137,0.616,65.3,62.1,12.7,2.9,0.588,17.8,47.8,0.412,0.526,15.5,80.8,0.246
Pitt,Syracuse,54,59,1/18/2014,0,FALSE,FALSE,96.4,105.4,55.7,0.489,0.298,0.466,59.6,55.6,3.6,0,0.436,16.1,41.4,0.277,0.561,15.5,82.6,0.317
Pitt,Clemson,76,43,1/21/2014,0,FALSE,TRUE,126.7,71.7,59.6,0.375,0.313,0.672,50.9,88.9,10,12.9,0.646,13.9,23.8,0.292,0.36,18.8,67.6,0.14
Pitt,Maryland,83,79,1/25/2014,0,FALSE,FALSE,103.8,98.8,79.8,0.959,0.143,0.582,57.6,48,8.8,0,0.52,18.7,30,0.653,0.519,20.2,86.2,0.426
Pitt,Duke,65,80,1/27/2014,0,FALSE,TRUE,104.8,129,62.3,0.471,0.235,0.521,48.5,57.1,6.5,15.2,0.461,14,29.4,0.353,0.595,9.8,68.8,0.19
Pitt,Virginia,45,48,2/2/2014,0,FALSE,TRUE,84.9,90.6,52.9,0.404,0.234,0.402,46.7,66.7,7.5,5.7,0.362,11.2,29,0.234,0.447,14.7,65.5,0.128
Pitt,Miami (FL),59,55,2/5/2014,1,FALSE,FALSE,92.2,85.9,57,0.481,0.259,0.445,51.6,50,9.4,9.4,0.37,12.1,36.4,0.352,0.394,14.9,67.7,0.269
Pitt,Virginia Tech,62,57,2/8/2014,2,FALSE,TRUE,92.5,85.1,53.5,0.583,0.438,0.506,36.9,88.9,16.4,6.5,0.438,15.4,16.7,0.417,0.387,24.4,54.3,0.302
Pitt,Syracuse,56,58,2/12/2014,0,FALSE,TRUE,101.8,105.5,54.5,0.38,0.38,0.474,60,83.3,7.3,25,0.42,15.9,46.9,0.28,0.5,13.7,78.3,0.381
Pitt,UNC,71,75,2/15/2014,0,FALSE,FALSE,97.3,102.7,72.9,0.359,0.234,0.474,47.9,38.5,15.1,8.5,0.438,15.9,38.2,0.234,0.492,15.3,56.8,0.246
Pitt,Florida State,66,71,2/23/2014,0,FALSE,TRUE,100,107.6,65.5,0.519,0.333,0.49,52.3,60,10.6,10.3,0.444,14.2,34.2,0.333,0.478,15.6,77.8,0.587
Pitt,Boston College,66,59,2/26/2014,0,FALSE,FALSE,111.9,100,58.7,0.413,0.217,0.6,62.5,65.2,6.8,7.1,0.554,22.7,52.2,0.326,0.523,17,72,0.295
Pitt,Notre Dame,85,81,3/1/2014,1,FALSE,FALSE,128.8,122.7,58.7,0.431,0.231,0.543,63.8,53.6,13.6,5.3,0.469,10.4,55.6,0.369,0.69,21.8,77.3,0.548
Pitt,North Carolina State,67,74,3/3/2014,0,FALSE,TRUE,111.7,123.3,59.9,0.548,0.5,0.633,41.5,85.7,5,8.3,0.619,13.3,9.5,0.357,0.536,8.3,62.5,0.273
Pitt,Clemson,83,78,3/8/2014,1,FALSE,FALSE,113.7,106.8,63.2,0.446,0.321,0.611,59.3,67.9,15.1,2.9,0.563,15.2,30.4,0.357,0.553,15.4,80.6,0.263
Pitt,Wake Forest,84,55,3/13/2014,0,TRUE,TRUE,123.5,80.9,68,0.323,0.258,0.587,55.9,64.5,14.7,8.6,0.556,10.2,38.5,0.242,0.377,18.5,69.7,0.283
Pitt,UNC,80,75,3/14/2014,0,TRUE,TRUE,105.3,98.7,76.3,0.788,0.25,0.56,54.1,44.4,9.2,4.4,0.567,17.6,32.4,0.404,0.443,13.8,72.5,0.344
Pitt,Virginia,48,51,3/15/2014,0,TRUE,TRUE,87.3,92.7,55.5,0.286,0.286,0.431,52.8,50,10.9,6.1,0.398,12.7,27.6,0.184,0.5,18.6,83.3,0.133
Pitt,Colorado,77,48,3/20/2014,0,TRUE,TRUE,122.2,76.2,63.1,0.197,0.23,0.577,52.7,58.1,19,11.5,0.541,4.3,22.2,0.18,0.405,25.4,82.1,0.333
Pitt,Florida,45,61,3/22/2014,0,TRUE,TRUE,78.9,107,56.6,0.118,0.333,0.418,41.4,73.7,7,5.3,0.412,15.7,19.2,0.059,0.474,7.5,59.4,0.103
Portland,UC-Davis,100,83,11/8/2013,0,FALSE,TRUE,125,103.8,80,0.587,0.254,0.621,50,50,8.8,10,0.556,9.2,26.7,0.476,0.531,16.7,69.4,0.234
Portland,Oregon State,73,79,11/13/2013,0,FALSE,FALSE,96.1,103.9,75.9,0.274,0.371,0.521,42.2,73.1,5.3,0,0.492,17.8,20.6,0.194,0.573,18.1,66.7,0.291
Portland,Michigan State,67,82,11/18/2013,0,FALSE,FALSE,94.4,115.5,71.3,0.4,0.273,0.512,46.2,56.5,9.9,8.1,0.464,16.7,23.3,0.291,0.53,12.1,65.7,0.164
Portland,Idaho,88,74,11/21/2013,0,FALSE,TRUE,114.3,96.1,77,0.655,0.172,0.579,56.3,40.7,7.8,14.3,0.491,13.8,36.7,0.534,0.434,12.5,70.7,0.221
Portland,Columbia,69,52,11/22/2013,0,FALSE,TRUE,106.2,80,65.2,0.263,0.228,0.538,56.9,64.3,4.6,20.6,0.526,8.6,22.2,0.158,0.341,15.9,87.1,0.5
Portland,North Texas,72,77,11/23/2013,2,FALSE,TRUE,82.8,88.5,69.4,0.37,0.247,0.419,59.1,51.9,10.3,13.5,0.39,15.9,33.3,0.205,0.5,16.5,90,0.132
Portland,San Jose State,86,69,11/27/2013,0,FALSE,TRUE,121.1,97.2,71,0.323,0.177,0.601,52.9,57.6,14.1,8.1,0.589,11.3,34.4,0.21,0.441,16.9,69.4,0.288
Portland,Southern Utah,86,57,12/1/2013,0,FALSE,TRUE,117.8,78.1,72.8,0.328,0.209,0.555,66.7,74.2,12.3,10.5,0.507,11.5,42.4,0.269,0.427,18.5,88.9,0.182
Portland,Portland State,92,76,12/7/2013,0,FALSE,FALSE,119.5,98.7,76.7,0.6,0.25,0.597,61.9,51.7,9.1,19,0.525,13.7,42.9,0.483,0.5,14.4,77.1,0.267
Portland,Montana State,69,72,12/15/2013,0,FALSE,TRUE,93.2,97.3,74.2,0.211,0.404,0.55,53.2,73.1,5.4,16.7,0.518,19.4,15.6,0.175,0.491,13,93.3,0.377
Portland,Bradley,74,53,12/20/2013,0,TRUE,TRUE,113.8,81.5,64.5,0.357,0.321,0.565,62.3,44,13.8,9.4,0.491,14.5,48,0.339,0.4,24,75,0.378
Portland,Princeton,93,79,12/21/2013,0,TRUE,TRUE,132.9,112.9,70.4,0.771,0.313,0.709,46.7,29.6,7.1,3.3,0.646,13.5,26.1,0.646,0.598,22.1,68.2,0.522
Portland,San Francisco,81,87,12/28/2013,1,FALSE,TRUE,117.4,126.1,61.5,0.306,0.323,0.57,32.7,83.3,10.1,5.1,0.565,6.6,22.2,0.177,0.651,14.4,56.3,0.34
Portland,Santa Clara,68,76,12/30/2013,0,FALSE,TRUE,97.1,108.6,70.4,0.433,0.183,0.47,63.1,50,4.3,20,0.417,15.4,41.7,0.3,0.547,12.4,89.7,0.34
Portland,Pacific,72,64,1/2/2014,0,FALSE,TRUE,102.9,91.4,69.7,0.518,0.196,0.516,60.5,66.7,4.3,18.2,0.455,15.9,46.9,0.375,0.384,8.1,69.4,0.11
Portland,Saint Mary's (CA),63,72,1/4/2014,0,FALSE,TRUE,95.5,109.1,66,0.52,0.2,0.505,44.8,57.9,4.5,13.2,0.41,14,20.7,0.44,0.489,15,69,0.587
Portland,Gonzaga,82,73,1/9/2014,0,FALSE,TRUE,118.8,105.8,69.1,0.5,0.269,0.637,47.3,59.3,10.1,18.6,0.596,15.9,32,0.385,0.483,14.8,60,0.293
Portland,Loyola Marymount,71,57,1/16/2014,0,FALSE,FALSE,100,80.3,71.2,0.49,0.235,0.565,50,50,11.3,6.4,0.529,21.5,29.6,0.333,0.341,15,62.2,0.182
Portland,Pepperdine,65,76,1/18/2014,0,FALSE,FALSE,97,113.4,67.1,0.426,0.315,0.501,36.1,68.2,4.5,2.6,0.463,12.3,17.6,0.278,0.51,14.4,59.3,0.442
Portland,BYU,114,110,1/23/2014,3,FALSE,TRUE,115.2,111.1,72.3,0.526,0.295,0.585,51.1,56.8,8.1,10.7,0.564,15.8,36.4,0.333,0.506,12.4,65.9,0.363
Portland,San Diego,63,65,1/25/2014,0,FALSE,TRUE,95.5,98.5,66.1,0.25,0.267,0.469,55,47.8,19.7,11.8,0.425,15.3,38.9,0.2,0.587,23.8,79.2,0.239
Portland,San Francisco,71,84,1/29/2014,0,FALSE,FALSE,114.5,135.5,62.4,0.245,0.377,0.6,41.2,38.5,3.2,6.3,0.585,14.6,25,0.17,0.635,11.3,60.9,0.479
Portland,Santa Clara,76,64,2/1/2014,0,FALSE,FALSE,124.6,104.9,60.7,0.583,0.146,0.62,59.3,64,9.8,12.1,0.542,13,41.7,0.5,0.427,9.9,71.4,0.309
Portland,Gonzaga,66,71,2/5/2014,0,FALSE,FALSE,98.5,106,67.4,0.25,0.214,0.527,53.6,54.2,10.4,8.3,0.5,17.3,20.7,0.179,0.57,14.9,88.9,0.512
Portland,Loyola Marymount,71,64,2/13/2014,0,FALSE,TRUE,104.4,94.1,68,0.211,0.316,0.566,54.8,64.3,8.8,10,0.561,16.2,32.1,0.123,0.402,14,73.5,0.339
Portland,Pepperdine,74,62,2/15/2014,0,FALSE,TRUE,110.4,92.5,66.9,0.58,0.38,0.58,46.9,60.9,7.5,10.8,0.53,16.1,28.6,0.42,0.395,15.2,61.1,0.298
Portland,San Diego,59,61,2/20/2014,0,FALSE,FALSE,93.7,96.8,63.1,0.167,0.352,0.506,49.2,47.8,11.1,11.8,0.481,16,14.3,0.13,0.479,12.1,80.6,0.313
Portland,BYU,72,89,2/22/2014,0,FALSE,FALSE,101.4,125.4,71.2,0.288,0.318,0.48,55.9,73.1,5.6,10.3,0.462,14.9,40.5,0.167,0.644,9.2,80.8,0.22
Portland,Saint Mary's (CA),61,70,2/27/2014,0,FALSE,FALSE,101.7,116.7,60.1,0.173,0.231,0.542,56.4,72,8.3,6.3,0.519,16.4,29.6,0.135,0.567,13.8,82.1,0.422
Portland,Pacific,65,68,3/1/2014,0,FALSE,FALSE,106.6,111.5,60.6,0.333,0.353,0.55,46.7,65.2,6.6,12.5,0.5,9.3,17.2,0.275,0.491,8.7,74.2,0.211
Portland,Loyola Marymount,64,67,3/6/2014,0,TRUE,TRUE,91.4,95.7,69.7,0.38,0.28,0.542,54.5,56.5,4.3,4.3,0.53,25.5,29.6,0.22,0.387,7.6,71.8,0.306
Portland State,UNLV,48,67,11/8/2013,0,FALSE,FALSE,64,89.3,74.7,0.246,0.115,0.352,48.1,21.1,14.7,0,0.311,22.8,29.3,0.164,0.509,21.6,69.4,0.245
Portland State,Pacific Lutheran,79,43,11/13/2013,0,FALSE,TRUE,119.7,65.2,66.1,0.822,0.222,0.631,55.6,58.3,18.2,11.6,0.589,16.4,38.1,0.578,0.293,21.2,64.3,0.155
Portland State,Loyola (IL),67,63,11/22/2013,0,FALSE,TRUE,106.3,100,63.2,0.426,0.296,0.516,52.9,68.2,11.1,6.3,0.454,12.3,39.3,0.333,0.556,22.9,69.6,0.289
Portland State,Southern Illinois-Edwardsville,77,74,11/23/2013,0,FALSE,TRUE,120.3,115.6,64.3,0.407,0.315,0.597,51,61.5,7.8,2.9,0.546,11.2,34.5,0.333,0.585,18.1,72.7,0.226
Portland State,UC-Davis,79,63,11/24/2013,0,FALSE,TRUE,112.9,90,69.7,0.444,0.37,0.604,51.6,73.1,8.6,2.6,0.565,11,20.7,0.333,0.433,15.1,77.1,0.183
Portland State,Boise State,60,76,11/29/2013,0,FALSE,FALSE,88.2,111.8,68,0.294,0.373,0.516,37.9,45.5,7.4,2.5,0.51,20.7,14.3,0.157,0.482,14.1,60,0.393
Portland State,Portland,76,92,12/7/2013,0,FALSE,TRUE,98.7,119.5,76.7,0.433,0.3,0.525,38.1,52,7.8,4.4,0.5,14.4,22.9,0.267,0.525,13.7,57.1,0.483
Portland State,Idaho,75,76,12/14/2013,0,FALSE,TRUE,111.9,113.4,66.5,0.4,0.327,0.573,52,66.7,6,3.3,0.555,15.6,33.3,0.255,0.65,17.2,73.9,0.22
Portland State,Evergreen State,98,65,12/23/2013,0,FALSE,TRUE,127.3,84.4,77,0.5,0.152,0.6,70.8,58.3,11.7,13.2,0.561,11,50,0.364,0.484,18.5,88.6,0.063
Portland State,Idaho State,76,87,1/2/2014,0,FALSE,FALSE,101.3,116,75,0.391,0.313,0.501,43.5,42.3,9.3,3.1,0.461,12.8,30,0.266,0.663,25.9,68.2,0.565
Portland State,Weber State,62,79,1/4/2014,0,FALSE,FALSE,92.5,117.9,67.5,0.304,0.304,0.484,39.3,56.5,4.5,7.4,0.464,11.2,11.1,0.179,0.606,18.3,80,0.468
Portland State,Montana State,76,79,1/9/2014,0,FALSE,TRUE,111.8,116.2,67.8,0.182,0.327,0.636,41.5,56.7,8.8,0,0.618,16.8,16.7,0.145,0.646,16.9,76.5,0.354
Portland State,Montana,81,78,1/11/2014,3,FALSE,TRUE,103.8,100,57,0.56,0.54,0.64,51.8,65.2,6.4,9.5,0.58,22.4,16.7,0.46,0.492,16.3,78.1,0.274
Portland State,Sacramento State,68,64,1/16/2014,1,FALSE,FALSE,106.3,100,56.7,0.315,0.315,0.548,46.7,53.8,7.8,5.3,0.528,12.8,25.8,0.204,0.442,15.1,69,0.346
Portland State,Northern Arizona,56,77,1/18/2014,0,FALSE,FALSE,91.8,126.2,61.3,0.208,0.396,0.481,34,19,6.6,2.4,0.443,14.7,21.9,0.17,0.643,16.9,52.4,0.089
Portland State,Southern Utah,67,64,1/25/2014,0,FALSE,TRUE,103.1,98.5,64.9,0.571,0.265,0.538,56.1,35,6.2,5.9,0.449,17.5,31,0.469,0.543,17.7,82.1,0.277
Portland State,Eastern Washington,92,83,1/27/2014,0,FALSE,TRUE,119.5,107.8,76.9,0.474,0.439,0.659,43.6,66.7,13,11.4,0.605,13.8,20.8,0.404,0.568,21.3,61.3,0.271
Portland State,Northern Colorado,80,57,1/30/2014,0,FALSE,TRUE,131.1,93.4,61.3,0.321,0.358,0.655,50.9,72.4,6.6,4.9,0.632,11.7,39.1,0.245,0.411,14.5,58.8,0.196
Portland State,North Dakota,70,68,2/1/2014,0,FALSE,TRUE,106.1,103,66.1,0.409,0.227,0.666,43.2,63,15.2,0,0.648,26.8,31.6,0.295,0.536,21.7,52,0.143
Portland State,Montana,76,82,2/6/2014,1,FALSE,FALSE,111.8,120.6,60.5,0.585,0.208,0.561,55.4,38.5,7.4,8.3,0.528,15.3,40,0.377,0.596,13.5,73.1,0.385
Portland State,Montana State,64,69,2/8/2014,0,FALSE,FALSE,98.5,106.2,65,0.267,0.35,0.473,48.5,34.8,4.6,9.8,0.433,10.7,24.3,0.2,0.52,11.5,77.4,0.314
Portland State,Northern Arizona,63,65,2/13/2014,0,FALSE,TRUE,103.3,106.6,61.5,0.511,0.383,0.539,44.3,70,4.9,5,0.511,14.8,19.4,0.319,0.519,11.6,70,0.189
Portland State,Sacramento State,65,72,2/15/2014,0,FALSE,TRUE,101.6,112.5,64.5,0.148,0.259,0.562,36.4,55.2,9.4,0,0.574,16.1,15.4,0.056,0.649,23,66.7,0.234
Portland State,Southern Utah,86,79,2/20/2014,0,FALSE,FALSE,122.9,112.9,69.8,0.545,0.364,0.621,40.4,15.4,12.9,2.5,0.536,8.1,11.1,0.491,0.542,16.9,66.7,0.563
Portland State,Eastern Washington,87,76,2/24/2014,0,FALSE,FALSE,122.5,107,71.2,0.339,0.403,0.604,44.1,60,11.3,10,0.573,7.8,20.6,0.258,0.545,16.9,76,0.291
Portland State,North Dakota,73,83,2/27/2014,0,FALSE,FALSE,102.8,116.9,71.1,0.276,0.259,0.556,50.8,33.3,7,10.9,0.552,19.7,29,0.155,0.548,10.3,71.9,0.242
Portland State,Northern Colorado,77,68,3/1/2014,0,FALSE,FALSE,122.2,107.9,62.6,0.388,0.429,0.664,42.4,48.1,1.6,6.8,0.633,16.1,26.9,0.306,0.444,11.6,54.5,0.21
Portland State,Weber State,66,59,3/6/2014,0,FALSE,TRUE,94.3,84.3,69.6,0.521,0.271,0.551,43.1,52.4,12.9,9.7,0.458,15.7,11.1,0.458,0.426,23.8,79.2,0.404
Portland State,Idaho State,78,74,3/8/2014,1,FALSE,TRUE,105.4,100,65.5,0.273,0.303,0.523,51.4,61.3,8.1,4.8,0.515,13,39.5,0.152,0.492,18.4,65.6,0.271
Portland State,Montana,70,63,3/13/2014,0,TRUE,TRUE,112.9,101.6,62.2,0.652,0.217,0.581,45,45,4.8,4.7,0.478,11.9,20.7,0.565,0.481,15.4,67.7,0.226
Portland State,North Dakota,63,79,3/14/2014,0,TRUE,TRUE,90,112.9,69.9,0.878,0.366,0.542,40.3,31.3,10,5.9,0.451,24.1,23.3,0.634,0.425,12.7,54.1,0.467
Portland State,San Diego,65,87,3/18/2014,0,FALSE,FALSE,92.9,124.3,69.7,0.4,0.327,0.497,43.9,23.8,8.6,2.4,0.436,12.2,17.1,0.309,0.623,12.8,74.2,0.281
Prairie View,Mississippi State,56,71,11/8/2013,0,FALSE,FALSE,80,101.4,70.5,0.42,0.44,0.467,31.5,31.6,14.3,7.7,0.41,24.3,23.5,0.3,0.453,21.5,38.5,0.203
