team,opponent,team_score,opp_score,date,OT,neutral,home_game,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,Opp-eFG%,Opp-TOV%,Opp-ORB%,Opp-FT/FGA
Green Bay,Youngstown State,71,40,2/13/2014,0,FALSE,FALSE,114.5,64.5,62.4,0.273,0.127,0.571,60.7,53.3,6.5,22.6,0.555,14,33.3,0.182,0.351,19.9,86.2,0.149
Green Bay,Cleveland State,68,54,2/15/2014,0,FALSE,FALSE,113.3,90,60,0.698,0.256,0.594,50.7,66.7,5,22.2,0.558,15.1,28.6,0.465,0.346,5.1,60,0.103
Green Bay,Valparaiso,67,53,2/20/2014,0,FALSE,TRUE,101.5,80.3,65.6,0.49,0.216,0.533,52.4,66.7,10.6,29.3,0.441,13.9,27.6,0.431,0.414,18.6,73.5,0.086
Green Bay,Oakland,71,63,2/27/2014,0,FALSE,FALSE,104.4,92.6,68.2,0.313,0.313,0.644,52.9,67.9,8.8,9.1,0.646,25.8,29.2,0.188,0.519,23.7,74.1,0.13
Green Bay,Detroit,75,66,3/1/2014,0,FALSE,FALSE,107.1,94.3,70,0.37,0.315,0.591,54.1,76.9,10,11.6,0.565,13.7,20.7,0.259,0.448,14.3,84.4,0.241
Green Bay,Milwaukee,66,73,3/8/2014,1,FALSE,TRUE,90.4,100,65.3,0.4,0.233,0.462,54.9,61.9,4.1,14.3,0.375,14.5,26.3,0.35,0.509,14.3,87.9,0.241
Green Bay,Belmont,65,80,3/18/2014,0,FALSE,TRUE,89,109.6,73,0.489,0.277,0.561,48.2,41.7,9.6,9.4,0.543,26.9,24,0.298,0.559,18.2,67.7,0.237
Hampton,William & Mary,77,69,11/8/2013,0,FALSE,TRUE,106.9,95.8,71.5,0.549,0.235,0.599,55.6,65.4,13.9,20,0.569,18.1,24.1,0.373,0.48,18.2,82.4,0.42
Hampton,St. Peter's,64,59,11/12/2013,0,FALSE,FALSE,97,89.4,66.2,0.638,0.277,0.522,41.8,57.9,3,17.1,0.457,15.4,15.6,0.447,0.404,19.7,65.7,0.447
Hampton,Delaware,79,90,11/17/2013,0,FALSE,TRUE,94,107.1,84,0.452,0.258,0.525,47.1,60.7,6,13.2,0.492,16.8,20,0.29,0.547,15.1,74.3,0.313
Hampton,Quinnipiac,68,71,11/20/2013,0,FALSE,FALSE,94.4,98.6,72.4,0.39,0.237,0.486,36.5,45.8,11.1,15.2,0.441,14.8,19.4,0.271,0.421,14.6,48.8,0.286
Hampton,Missouri State,67,81,11/24/2013,0,FALSE,FALSE,90.5,109.5,74,0.234,0.375,0.471,53,33.3,6.8,6.4,0.438,19.4,35.1,0.172,0.559,12.6,75.9,0.254
Hampton,Virginia,40,69,11/26/2013,0,FALSE,FALSE,58.8,101.5,68.4,0.115,0.269,0.365,30.4,23.5,10.3,22.9,0.346,23.7,8.8,0.077,0.596,24,63.6,0.277
Hampton,Liberty,53,70,11/29/2013,0,TRUE,TRUE,79.1,104.5,66.9,0.451,0.235,0.428,30.6,70.6,16.4,17.8,0.353,14.1,11.8,0.333,0.551,20.4,53.6,0.085
Hampton,Arkansas-Pine Bluff,72,65,11/30/2013,0,TRUE,TRUE,109.1,98.5,65.9,0.48,0.48,0.586,60.4,69.6,10.6,15.8,0.55,20.9,44.4,0.34,0.5,19.6,76.9,0.383
Hampton,Florida A&M,72,62,12/7/2013,0,FALSE,TRUE,88.9,76.5,80.5,0.533,0.217,0.479,51.3,46.2,9.9,11.4,0.45,15.9,26.3,0.3,0.415,22.9,73.8,0.22
Hampton,Bethune-Cookman,85,52,12/9/2013,0,FALSE,TRUE,126.9,77.6,66.5,0.635,0.365,0.628,49.2,48.1,11.9,22,0.596,11.9,44,0.442,0.297,17.6,52.5,0.288
Hampton,Northern Kentucky,67,69,12/18/2013,1,FALSE,FALSE,93.1,95.8,63.9,0.279,0.361,0.485,55.4,44,5.6,27.3,0.467,14.9,32.4,0.164,0.435,14,80.6,0.407
Hampton,James Madison,49,55,12/21/2013,0,TRUE,TRUE,76.6,85.9,64.3,0.263,0.439,0.382,46.8,55.6,14.1,12.5,0.368,18,32.5,0.123,0.524,26.2,72.7,0.293
Hampton,Winthrop,101,95,12/29/2013,2,FALSE,TRUE,109.8,103.3,73.8,0.612,0.269,0.584,48.6,51.6,7.6,25.6,0.53,17.5,32.4,0.448,0.449,19.1,62.5,0.5
Hampton,Radford,87,60,1/4/2014,0,FALSE,TRUE,116,80,74.8,0.655,0.19,0.572,46.7,35.5,10.7,9.3,0.578,11.8,32.4,0.345,0.368,18.8,58.5,0.316
Hampton,North Carolina Central,61,74,1/7/2014,0,FALSE,FALSE,77.2,93.7,78.6,0.46,0.349,0.397,46.6,41.2,11.4,12.2,0.31,16.5,29.3,0.349,0.545,25.4,68.8,0.255
Hampton,Delaware State,73,60,1/11/2014,0,FALSE,FALSE,107.4,88.2,67.6,0.291,0.2,0.583,54.4,62.1,8.8,15.9,0.564,20.5,45.8,0.2,0.279,8.3,59.1,0.426
Hampton,Coppin State,68,71,1/18/2014,0,FALSE,TRUE,89.5,93.4,75.5,0.614,0.25,0.598,49.2,66.7,13.2,18.2,0.614,28.2,23.8,0.318,0.405,20.9,62.5,0.414
Hampton,Morgan State,71,80,1/20/2014,0,FALSE,TRUE,86.6,97.6,82.2,0.607,0.361,0.452,52.5,36.8,7.3,14.5,0.361,17.2,31,0.443,0.477,16.5,76.3,0.297
Hampton,Savannah State,80,71,1/25/2014,0,FALSE,FALSE,96.4,85.5,82.7,0.733,0.217,0.494,53.4,50,14.5,6.8,0.433,16.8,39.5,0.467,0.455,20.3,68.6,0.167
Hampton,South Carolina State,67,56,1/27/2014,0,FALSE,FALSE,89.3,74.7,74.8,0.491,0.211,0.477,48.7,52.2,16,26.2,0.43,16.8,28.6,0.316,0.369,22.3,65.1,0.123
Hampton,Coppin State,79,76,2/1/2014,1,FALSE,FALSE,103.9,100,67.7,0.554,0.375,0.559,53.4,51.9,10.5,16.1,0.536,19.6,43.3,0.339,0.413,16.1,60.5,0.381
Hampton,Morgan State,92,94,2/3/2014,2,FALSE,FALSE,101.1,103.3,72.7,0.797,0.217,0.484,60,29.6,5.5,17.8,0.428,14.7,48.9,0.478,0.469,11.6,72.1,0.508
Hampton,Howard,63,47,2/8/2014,0,FALSE,TRUE,88.7,66.2,71.4,0.519,0.346,0.486,58.1,66.7,18.3,21.6,0.404,25.6,43.2,0.404,0.316,27.1,73,0.327
Hampton,Maryland-Eastern Shore,71,65,2/10/2014,0,FALSE,TRUE,107.6,98.5,66,0.422,0.281,0.462,53.5,46.4,7.6,17.6,0.469,9.5,42.5,0.172,0.417,13.7,67.7,0.521
Hampton,Norfolk State,79,73,2/15/2014,1,FALSE,FALSE,102.6,94.8,68,0.586,0.362,0.533,48.5,41.7,9.1,10,0.457,15.1,34.4,0.448,0.444,17.8,61.1,0.27
Hampton,Howard,81,78,2/22/2014,0,FALSE,FALSE,94.2,90.7,86.4,0.778,0.315,0.548,59.3,21.7,9.3,6.5,0.472,21.6,26.7,0.556,0.522,23,93.1,0.689
Hampton,Maryland-Eastern Shore,104,89,2/24/2014,0,FALSE,FALSE,122.4,104.7,85.3,0.652,0.227,0.602,62.9,69.7,5.9,9.8,0.545,16.7,45.5,0.485,0.484,11.2,78.4,0.422
Hampton,Norfolk State,61,53,3/1/2014,0,FALSE,TRUE,84.7,73.6,72.2,0.411,0.339,0.456,49.2,38.1,16.7,12.1,0.42,19.5,30.6,0.25,0.466,32.1,76,0.273
Hampton,North Carolina A&T,89,71,3/6/2014,0,FALSE,TRUE,117.1,93.4,75.8,0.741,0.37,0.61,50,60.7,9.2,20,0.611,13.3,24.2,0.426,0.471,18.2,75.8,0.423
Hampton,Coppin State,77,83,3/12/2014,0,TRUE,TRUE,95.1,102.5,80.9,0.32,0.373,0.446,57.3,37,8.6,3.3,0.407,16.6,44.9,0.213,0.54,19,80.8,0.58
Hampton,Penn State,65,69,3/19/2014,0,FALSE,FALSE,100,106.2,64.9,0.63,0.304,0.544,29.1,31.6,4.6,16,0.478,10.6,3.3,0.457,0.464,17.9,60,0.714
Hartford,Quinnipiac,77,82,11/9/2013,0,TRUE,TRUE,88.5,94.3,86.8,0.429,0.349,0.508,38.8,33.3,10.3,7.3,0.484,16.7,10.3,0.254,0.5,19.8,78.6,0.577
Hartford,Florida Gulf Coast,51,65,11/12/2013,0,FALSE,FALSE,81,103.2,62.7,0.235,0.451,0.45,42.9,28.6,6.3,2.5,0.451,16.3,10,0.098,0.547,10.7,80.8,0.132
Hartford,Fairfield,63,53,11/13/2013,0,FALSE,FALSE,100,84.1,62.6,0.524,0.333,0.601,50,63.2,7.9,8.6,0.56,20.1,16,0.381,0.435,18.2,75.8,0.111
Hartford,Fairleigh Dickinson,74,60,11/15/2013,0,FALSE,TRUE,117.5,95.2,63.4,0.61,0.488,0.7,60.5,56.5,15.9,6.7,0.683,24.6,33.3,0.439,0.628,24.4,85,0.021
Hartford,Louisville,48,87,11/19/2013,0,FALSE,FALSE,71.6,129.9,66.5,0.326,0.395,0.483,45.3,38.9,7.5,2.3,0.465,33.7,28.6,0.186,0.556,8.7,58.3,0.29
Hartford,Hofstra,78,81,11/23/2013,0,TRUE,TRUE,111.4,115.7,69.5,0.291,0.436,0.623,45.1,37.9,4.3,5.7,0.609,17.3,29.6,0.2,0.51,15.2,62.5,0.633
Hartford,Holy Cross,55,80,11/24/2013,0,TRUE,TRUE,82.1,119.4,67.3,0.55,0.575,0.545,34,66.7,10.4,0,0.488,29.7,12,0.4,0.63,18.9,59.1,0.478
Hartford,Yale,49,54,11/30/2013,0,FALSE,TRUE,75.4,83.1,65.1,0.548,0.357,0.463,47.5,50,7.7,13.5,0.393,25.7,21.4,0.381,0.356,13.6,71,0.327
Hartford,La Salle,62,75,12/4/2013,0,FALSE,FALSE,88.6,107.1,69.9,0.327,0.51,0.548,45.5,50,5.7,5.3,0.51,24.3,18.5,0.245,0.49,14.3,71.4,0.49
Hartford,Holy Cross,90,78,12/7/2013,0,FALSE,TRUE,132.4,114.7,68.4,0.491,0.358,0.689,58.5,58.1,7.4,3.3,0.66,14.6,34.8,0.377,0.702,20.1,88.9,0.255
Hartford,Central Connecticut,59,73,12/10/2013,0,FALSE,FALSE,93.7,115.9,63.5,0.522,0.478,0.514,50.8,56.3,4.8,4.3,0.413,18.7,28.6,0.457,0.553,12.2,69.7,0.175
Hartford,Sacred Heart,84,72,12/15/2013,0,FALSE,FALSE,113.5,97.3,74.1,0.689,0.444,0.703,50.8,56,10.8,11.4,0.667,24.5,25,0.533,0.492,19.8,68.6,0.197
Hartford,St. Peter's,66,56,12/22/2013,0,FALSE,TRUE,108.2,91.8,60.6,0.409,0.386,0.628,44.1,54.5,4.9,2.3,0.58,20,21.7,0.341,0.43,13.3,58.3,0.123
Hartford,Washington,67,73,12/29/2013,0,FALSE,FALSE,111.7,121.7,59.7,0.302,0.419,0.681,50,58.3,5,0,0.663,22.3,16.7,0.233,0.522,9.3,75,0.578
Hartford,Albany (NY),56,81,1/4/2014,0,FALSE,FALSE,103.7,150,54.4,0.196,0.392,0.502,25.5,38.1,13,0,0.471,6.7,13.8,0.157,0.767,19.2,44.4,0.349
Hartford,Dartmouth,68,56,1/7/2014,0,FALSE,FALSE,113.3,93.3,60.1,0.737,0.316,0.663,53.7,45,6.7,6.3,0.605,19.3,22.7,0.579,0.424,17.4,75,0.37
Hartford,Maine,80,65,1/9/2014,0,FALSE,TRUE,109.6,89,72.8,0.303,0.333,0.53,50,65.6,6.8,2.6,0.53,10.7,27,0.152,0.519,20.7,77.4,0.167
Hartford,Stony Brook,50,73,1/12/2014,0,FALSE,TRUE,75.8,110.6,66.3,0.326,0.587,0.471,34,58.8,16.7,2.7,0.457,25.5,14.3,0.174,0.622,20.9,63.2,0.245
Hartford,New Hampshire,60,43,1/18/2014,0,FALSE,FALSE,101.7,72.9,59.2,0.26,0.48,0.534,50.9,50,13.6,13,0.49,15.2,25.9,0.22,0.4,24,73.3,0.156
Hartford,UMass-Lowell,69,51,1/20/2014,0,FALSE,TRUE,113.1,83.6,60.5,0.081,0.645,0.536,55.7,61.5,4.9,3.3,0.532,14.6,41.9,0.048,0.429,19.3,70,0.184
Hartford,Binghamton,56,54,1/23/2014,0,FALSE,FALSE,91.8,88.5,60.9,0.239,0.609,0.547,53.1,73.7,8.2,10.3,0.522,22.8,24,0.174,0.444,18.5,83.3,0.311
Hartford,UMBC,58,60,1/25/2014,0,FALSE,FALSE,90.6,93.8,63.9,0.8,0.3,0.525,59,46.7,10.9,6.5,0.413,22.8,30.8,0.625,0.434,12.7,80,0.264
Hartford,Vermont,60,67,1/29/2014,0,FALSE,TRUE,90.9,101.5,65.7,0.477,0.295,0.556,43.5,57.1,7.6,3.2,0.557,19.6,4.5,0.25,0.558,21.6,79.2,0.442
Hartford,Stony Brook,52,56,2/1/2014,0,FALSE,FALSE,86.7,93.3,60,0.222,0.711,0.523,39.2,76.5,16.7,10.8,0.511,22.1,21.4,0.133,0.522,28.2,60.9,0.174
Hartford,Albany (NY),67,54,2/8/2014,0,FALSE,TRUE,113.6,91.5,59.3,0.229,0.479,0.629,44.6,68,10.2,5.7,0.646,15.9,19.2,0.104,0.362,15.8,66.7,0.426
Hartford,Maine,91,79,2/12/2014,0,FALSE,FALSE,123,106.8,74.2,0.453,0.453,0.707,45.1,67.7,9.5,0,0.708,17,18.5,0.302,0.594,22.2,75,0.302
Hartford,New Hampshire,61,59,2/15/2014,0,FALSE,TRUE,105.2,101.7,58.1,0.435,0.348,0.55,48.9,28.6,5.2,13.3,0.511,11.3,29.2,0.304,0.449,13.6,69.6,0.306
Hartford,UMass-Lowell,75,68,2/19/2014,0,FALSE,FALSE,111.9,101.5,67.1,0.319,0.404,0.693,47.1,92.6,6,8.3,0.67,23,15,0.255,0.508,13.1,67.7,0.117
Hartford,Vermont,47,72,2/23/2014,0,FALSE,FALSE,78.3,120,59.8,0.286,0.408,0.422,37.7,31.3,5,6.3,0.378,21.4,29.4,0.204,0.62,17.8,52.6,0.326
Hartford,Binghamton,89,83,2/27/2014,1,FALSE,TRUE,123.6,115.3,64,0.471,0.471,0.713,50,63.3,5.6,7.3,0.696,19.6,24,0.353,0.566,15,72.4,0.23
Hartford,UMBC,67,56,3/2/2014,0,FALSE,TRUE,95.7,80,70.1,0.583,0.417,0.546,47.5,73.7,12.9,3.2,0.469,18.8,13.8,0.458,0.413,24,78.1,0.391
Hartford,Binghamton,69,42,3/8/2014,0,TRUE,TRUE,109.5,66.7,62.8,0.413,0.457,0.627,59.6,50,9.5,24.1,0.62,15.5,17.6,0.261,0.347,21.4,80,0.163
Hartford,Stony Brook,64,69,3/9/2014,0,TRUE,TRUE,106.7,115,60.2,0.167,0.467,0.494,40.7,41.7,6.7,0,0.483,11,31.4,0.1,0.635,19.6,57.9,0.167
Harvard,Holy Cross,82,72,11/10/2013,0,TRUE,TRUE,110.8,97.3,74.5,0.333,0.27,0.562,63.8,62.1,6.8,13,0.508,14.2,39.3,0.286,0.458,11.5,86.7,0.283
Harvard,MIT,79,37,11/12/2013,0,FALSE,TRUE,116.2,54.4,67.8,0.318,0.197,0.52,54.7,46.7,27.9,17.9,0.485,8.5,44.1,0.227,0.302,36.3,66.7,0.256
Harvard,Howard,76,44,11/15/2013,0,FALSE,TRUE,113.4,65.7,67.3,0.704,0.315,0.527,60,56.5,17.9,21.1,0.444,14.5,47.2,0.519,0.313,24.4,75.9,0.292
Harvard,Bryant,86,68,11/20/2013,0,FALSE,TRUE,121.1,95.8,70.6,0.464,0.179,0.629,58.8,53.1,15.5,30.6,0.598,19.2,52,0.339,0.531,24.3,65.4,0.327
Harvard,Colorado,62,70,11/24/2013,0,FALSE,FALSE,92.5,104.5,66.6,0.21,0.371,0.455,39.7,56.5,14.9,8.8,0.427,12.9,22.5,0.145,0.528,19.6,60.6,0.264
Harvard,Denver,68,60,11/28/2013,0,TRUE,TRUE,107.9,95.2,62.6,0.571,0.061,0.546,63.2,56.5,7.9,17.2,0.48,16.4,41.4,0.429,0.468,15.1,85.7,0.34
Harvard,Green Bay,76,64,11/29/2013,0,TRUE,TRUE,115.2,97,66.1,0.397,0.238,0.508,60.6,48,10.6,5.4,0.437,11.9,51.4,0.333,0.519,21.7,72.4,0.17
Harvard,Texas Christian,71,50,12/1/2013,0,TRUE,TRUE,95.9,67.6,74.1,0.182,0.309,0.594,62.7,85.2,12.2,15.2,0.564,26.1,32.1,0.164,0.268,17.2,84.6,0.357
Harvard,Northeastern,72,64,12/4/2013,0,FALSE,FALSE,109.1,97,65.9,0.587,0.152,0.612,49.1,42.3,4.5,7.5,0.598,18.3,20,0.37,0.5,12.7,75,0.231
Harvard,Boston University,79,68,12/7/2013,1,FALSE,FALSE,103.9,89.5,67.7,0.435,0.258,0.528,51.6,46.2,14.5,7.7,0.468,11.9,32.3,0.339,0.444,17.3,69.7,0.19
Harvard,Vermont,74,68,12/21/2013,0,FALSE,TRUE,108.8,100,67.5,0.761,0.304,0.591,44.6,63.6,8.8,17.9,0.565,14,22.2,0.478,0.464,14.2,65.5,0.286
Harvard,Fordham,94,86,12/28/2013,0,FALSE,FALSE,123.7,113.2,75.6,0.66,0.34,0.675,50,80,11.8,9.6,0.651,17,29.6,0.472,0.529,12.4,64.1,0.188
Harvard,Boston College,73,58,1/1/2014,0,FALSE,TRUE,114.1,90.6,63.9,0.583,0.188,0.595,61.5,50,9.4,20,0.521,14.2,30.4,0.479,0.46,13.4,86.2,0.24
Harvard,Rice,69,54,1/4/2014,0,FALSE,FALSE,115,90,60.2,0.609,0.217,0.582,64.8,68.2,13.3,11.1,0.522,17.1,48,0.457,0.478,22.5,79.3,0.217
Harvard,UConn,56,61,1/8/2014,0,FALSE,FALSE,86.2,93.8,64.8,0.179,0.393,0.461,47.5,60,13.8,9.7,0.438,17.7,26.5,0.125,0.489,21.1,74.1,0.378
Harvard,Dartmouth,61,45,1/11/2014,0,FALSE,TRUE,101.7,75,59.8,0.533,0.178,0.541,38.3,50,10,11.8,0.467,12.6,16.7,0.422,0.4,26.5,60.9,0.2
Harvard,Florida Atlantic,53,68,1/21/2014,0,FALSE,FALSE,80.3,103,65.8,0.557,0.197,0.343,50,42.9,10.6,20.6,0.246,8.4,36.7,0.377,0.551,18.4,76,0.286
Harvard,Dartmouth,80,50,1/26/2014,0,FALSE,FALSE,115.9,72.5,69.1,0.318,0.318,0.79,62,55.2,8.7,15.9,0.773,30.5,29.4,0.273,0.406,22.1,78.8,0.132
Harvard,Princeton,82,76,1/31/2014,0,FALSE,TRUE,113.9,105.6,72.1,0.647,0.255,0.615,55.2,50,12.5,24.1,0.608,15.5,29.6,0.392,0.6,20.1,77.4,0.182
Harvard,Penn,80,50,2/1/2014,0,FALSE,TRUE,119.4,74.6,67.7,0.786,0.476,0.694,66.7,71.4,11.9,4.5,0.643,18.7,22.2,0.619,0.422,17.2,93.3,0.137
Harvard,Brown,52,45,2/7/2014,0,FALSE,TRUE,81.3,70.3,64,0.357,0.321,0.397,47.9,66.7,7.8,20.5,0.357,12.2,30.6,0.214,0.291,19.4,64.9,0.236
Harvard,Yale,67,74,2/8/2014,0,FALSE,TRUE,97.1,107.2,68.8,0.424,0.356,0.473,39.3,52.2,7.2,18.2,0.449,11.4,27.8,0.237,0.581,25.4,60,0.558
Harvard,Columbia,88,84,2/14/2014,2,FALSE,FALSE,117.3,112,60,0.684,0.351,0.583,48.3,50,8,16.2,0.518,9.7,25,0.509,0.534,13.7,75,0.356
Harvard,Cornell,67,44,2/15/2014,0,FALSE,FALSE,121.8,80,54.6,0.222,0.356,0.673,51,59.3,18.2,3.6,0.689,15.4,27.3,0.111,0.436,24.5,69,0.064
Harvard,Penn,83,63,2/21/2014,0,FALSE,FALSE,122.1,92.6,67.8,0.673,0.25,0.605,50,65.4,19.1,9.4,0.538,10.6,33.3,0.519,0.522,26.6,65.4,0.326
Harvard,Princeton,59,47,2/22/2014,0,FALSE,FALSE,90.8,72.3,64.7,0.24,0.26,0.53,50,54.5,10.8,17.2,0.49,19,14.8,0.2,0.415,19.6,78.8,0.057
Harvard,Cornell,72,47,2/28/2014,0,FALSE,TRUE,126.3,82.5,57.4,0.467,0.4,0.655,60.5,69.6,14,9.4,0.6,15.6,36.8,0.4,0.446,17.9,79.2,0.13
Harvard,Columbia,80,47,3/1/2014,0,FALSE,TRUE,131.1,77,60.8,0.444,0.289,0.734,57.1,63,9.8,10.3,0.689,14.3,13.3,0.4,0.398,21.7,81.5,0.273
Harvard,Yale,70,58,3/7/2014,0,FALSE,FALSE,104.5,86.6,67,0.727,0.364,0.591,47.5,52,7.5,13.9,0.636,15.9,16.1,0.318,0.36,15.1,82.1,0.44
Harvard,Brown,98,93,3/8/2014,1,FALSE,FALSE,122.5,116.3,71.4,0.397,0.247,0.565,54.2,58.8,5,11.9,0.507,7.5,32.4,0.329,0.531,10.5,77.1,0.391
Harvard,Cincinnati,61,57,3/20/2014,0,TRUE,TRUE,98.4,91.9,62.5,0.636,0.386,0.532,48.3,47.4,6.5,6.7,0.5,17.6,29.2,0.386,0.404,14.7,61.8,0.193
Harvard,Michigan State,73,80,3/22/2014,0,TRUE,TRUE,104.3,114.3,69.9,0.566,0.321,0.543,50.8,36.4,5.7,8.3,0.472,14.2,27.6,0.434,0.553,14.2,71.9,0.298
Hawaii,Tennessee State,85,55,11/8/2013,0,FALSE,TRUE,116.4,75.3,72.8,0.649,0.333,0.57,65.3,53.8,12.3,14.3,0.5,10.9,37.5,0.491,0.377,17.8,87.5,0.211
Hawaii,Western Michigan,78,68,11/10/2013,0,FALSE,TRUE,114.7,100,68,0.547,0.396,0.584,60.4,45.8,2.9,12.5,0.519,16.5,37.5,0.434,0.511,15.6,79.3,0.426
Hawaii,New Mexico State,88,95,11/12/2013,0,FALSE,TRUE,106,114.5,83.1,0.429,0.286,0.522,37.7,40,10.8,15.8,0.479,9.8,21.1,0.3,0.635,20.5,65.2,0.558
Hawaii,Missouri,80,92,11/16/2013,0,TRUE,TRUE,98.8,113.6,81,0.373,0.313,0.507,37.9,28.6,6.2,4.3,0.455,14.3,23.1,0.284,0.61,18,59.3,0.339
Hawaii,Hawaii-Hilo,114,63,11/21/2013,0,FALSE,TRUE,137.3,75.9,83.1,0.293,0.24,0.667,73,55.3,8.4,19.6,0.673,11.5,50,0.173,0.41,16.2,89.2,0.119
Hawaii,New Orleans,91,58,11/27/2013,0,FALSE,TRUE,115.2,73.4,78.8,0.377,0.29,0.559,65.8,71,7.6,23.1,0.522,20.7,55.3,0.275,0.31,17.6,75.6,0.379
Hawaii,Montana,72,61,11/30/2013,0,FALSE,TRUE,109.1,92.4,65.7,0.571,0.184,0.578,58.9,42.9,9.1,13.8,0.602,14,38.5,0.265,0.402,14.6,76.7,0.286
Hawaii,Northern Arizona,76,66,12/7/2013,0,FALSE,FALSE,110.1,95.7,69.2,0.415,0.283,0.599,47.2,53.8,20.3,17.6,0.547,16.1,24,0.34,0.554,24.5,67.9,0.071
Hawaii,Chaminade,94,84,12/14/2013,0,FALSE,FALSE,117.5,105,80.1,0.865,0.423,0.641,59.1,51.9,3.8,22,0.596,18.2,40,0.615,0.441,10.9,70.7,0.353
Hawaii,Boise State,61,62,12/22/2013,0,FALSE,TRUE,93.8,95.4,64.7,0.26,0.26,0.543,55.3,39.1,6.2,3.3,0.52,22.3,31.6,0.18,0.573,22.4,78.9,0.146
Hawaii,Saint Mary's (CA),76,74,12/23/2013,0,FALSE,TRUE,120.6,117.5,62.9,0.58,0.26,0.596,45.8,40,12.7,7.1,0.54,13.7,39.1,0.44,0.633,22.1,52,0.245
Hawaii,Oregon State,79,73,12/25/2013,0,FALSE,TRUE,111.3,102.8,71.2,0.509,0.211,0.558,50,64.3,5.6,7.3,0.553,11.4,35.3,0.281,0.492,20.5,67.9,0.254
Hawaii,Norfolk State,77,66,12/30/2013,0,FALSE,TRUE,114.9,98.5,67.2,0.571,0.286,0.618,55.1,56,19.4,13.5,0.582,20.7,47.6,0.408,0.509,22.2,60.7,0.204
Hawaii,Nebraska-Omaha,77,73,1/3/2014,0,FALSE,TRUE,98.7,93.6,77.7,0.556,0.254,0.484,58.3,48,7.7,9.8,0.413,13.3,35.9,0.397,0.432,13.4,84.8,0.373
Hawaii,Cal Poly,65,77,1/9/2014,0,FALSE,FALSE,97,114.9,66.6,0.246,0.333,0.511,48.3,61.5,9,10.8,0.491,17.1,31.3,0.158,0.571,16,67.9,0.232
Hawaii,Cal State Northridge,78,79,1/11/2014,0,FALSE,FALSE,116.4,117.9,66.9,0.344,0.377,0.549,53.2,63,14.9,8.1,0.5,15.6,48.6,0.279,0.531,19.6,60,0.583
Hawaii,UC-Riverside,100,69,1/18/2014,0,FALSE,TRUE,120.5,83.1,82.9,0.464,0.29,0.594,61.3,47.1,9.6,8.8,0.543,13.5,42.4,0.362,0.422,20.9,82.8,0.51
Hawaii,UC-Davis,90,73,1/23/2014,0,FALSE,FALSE,128.6,104.3,69.6,0.418,0.327,0.683,58.3,43.8,12.9,10,0.645,12.1,23.8,0.345,0.604,19.3,85.2,0.17
Hawaii,UC-Irvine,90,86,1/25/2014,1,FALSE,FALSE,115.4,110.3,69,0.388,0.328,0.567,51.7,56.3,2.6,4.3,0.522,13.3,33.3,0.299,0.575,10,76,0.283
Hawaii,Long Beach State,83,92,1/30/2014,0,FALSE,TRUE,115.3,127.8,71.9,0.281,0.422,0.572,49.2,56.7,8.3,2.3,0.555,12.2,33.3,0.188,0.636,13.9,72,0.4
Hawaii,Cal State Northridge,77,63,2/1/2014,0,FALSE,TRUE,116.7,95.5,65.6,0.31,0.338,0.473,55.4,37.9,3,5.4,0.444,6.9,44.2,0.197,0.471,11.3,71,0.294
Hawaii,UCSB,64,75,2/6/2014,0,FALSE,TRUE,94.1,110.3,68,0.235,0.279,0.423,46.7,28,8.8,5.7,0.39,11.8,39,0.162,0.509,14.9,55.9,0.298
Hawaii,Cal Poly,69,60,2/8/2014,0,FALSE,TRUE,113.1,98.4,61.3,0.574,0.234,0.577,64.2,52.2,6.6,0,0.511,15.7,45.5,0.447,0.474,11.7,77.4,0.105
Hawaii,UC-Riverside,87,76,2/13/2014,0,FALSE,FALSE,122.5,107,70.9,0.537,0.278,0.642,53.3,65.5,4.2,4.2,0.602,14.1,37,0.407,0.461,10.8,66.7,0.266
Hawaii,Cal State Fullerton,83,80,2/15/2014,0,FALSE,FALSE,112.2,108.1,74.4,0.481,0.167,0.625,51.8,63,8.1,4.2,0.546,16.6,28.6,0.444,0.492,13.8,65.7,0.246
Hawaii,UC-Irvine,56,60,2/20/2014,1,FALSE,TRUE,86.2,92.3,57.5,0.426,0.315,0.431,51.4,43.8,7.7,8.3,0.333,11.1,30.6,0.37,0.431,13,72.2,0.172
Hawaii,UC-Davis,86,77,2/22/2014,0,FALSE,TRUE,119.4,106.9,72.3,0.482,0.196,0.625,55.2,50,6.9,6.5,0.607,13.9,27.6,0.321,0.529,14.4,82.8,0.423
Hawaii,Long Beach State,61,63,2/27/2014,0,FALSE,FALSE,96.8,100,63.1,0.2,0.236,0.506,47.6,50,3.2,5.1,0.482,15.5,29.6,0.145,0.469,13,61.1,0.031
Hawaii,UCSB,77,86,3/6/2014,0,FALSE,FALSE,104.1,116.2,74.1,0.203,0.203,0.509,53.1,56.3,9.5,8.8,0.507,11.7,35.3,0.101,0.58,16,73.3,0.56
Hawaii,Cal State Fullerton,81,77,3/8/2014,0,FALSE,TRUE,112.5,106.9,71.6,0.618,0.2,0.569,49.2,29.6,9.7,9.8,0.518,14.6,35.5,0.436,0.485,13.2,61.8,0.215
