team,opponent,team_score,opp_score,date,OT,neutral,home_game,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,Opp-eFG%,Opp-TOV%,Opp-ORB%,Opp-FT/FGA
Coppin State,Kansas State,58,83,12/9/2015,0,FALSE,FALSE,79.5,113.7,73.3,0.409,0.318,0.368,47.4,42.1,5.5,14.6,0.303,12.4,40,0.273,0.5,12.7,58.1,0.297
Coppin State,Fordham,55,92,12/13/2015,0,FALSE,FALSE,70.5,117.9,77.9,0.6,0.291,0.389,36.9,43.8,10.3,14.7,0.318,17.7,18.6,0.364,0.698,22.7,72.7,0.19
Coppin State,San Francisco,93,96,12/18/2015,1,FALSE,FALSE,112,115.7,74,0.476,0.333,0.602,43.1,35.7,7.2,11.4,0.532,15.5,23.5,0.413,0.608,19.4,64.5,0.383
Coppin State,University of California,51,84,12/19/2015,0,FALSE,FALSE,70.8,116.7,71.8,0.333,0.238,0.349,37,60,9.7,11.4,0.278,12.2,23.8,0.254,0.534,13.2,54.8,0.379
Coppin State,Eastern Michigan,62,73,12/21/2015,0,FALSE,TRUE,93.9,110.6,66.5,0.35,0.517,0.443,51.6,61.1,7.6,14.3,0.375,13.7,40.5,0.283,0.587,17.5,68,0.231
Coppin State,Creighton,77,102,12/28/2015,0,FALSE,FALSE,106.9,141.7,72.5,0.356,0.424,0.558,30.5,52,5.6,0,0.525,11.7,13.9,0.254,0.705,13.5,56.5,0.262
Coppin State,Iowa State,84,104,12/30/2015,0,FALSE,FALSE,106.3,131.6,79.1,0.068,0.405,0.55,47.9,62.5,5.1,4.3,0.547,16.4,34.2,0.041,0.61,11,63.6,0.309
Coppin State,Howard,63,72,1/9/2016,0,FALSE,FALSE,95.5,109.1,66.4,0.288,0.492,0.47,46.3,37.5,9.1,2.6,0.458,14.2,32.4,0.153,0.5,14.2,60.6,0.385
Coppin State,Bethune-Cookman,62,54,1/16/2016,0,FALSE,FALSE,93.9,81.8,65.7,0.215,0.292,0.433,56.8,54.5,9.1,3.4,0.392,13.4,45.9,0.169,0.432,19.3,67.6,0.051
Coppin State,Florida A&M,70,66,1/18/2016,0,FALSE,FALSE,93.3,88,75.2,0.333,0.364,0.458,55.4,57.7,10.7,2.6,0.424,14.7,34.3,0.212,0.492,17,74.4,0.136
Coppin State,North Carolina A&T,73,68,1/27/2016,0,FALSE,TRUE,98.6,91.9,74.1,0.567,0.25,0.479,52.9,36.4,1.4,12.5,0.4,11.8,35.3,0.417,0.41,13,69.4,0.194
Coppin State,Maryland-Eastern Shore,81,83,1/30/2016,1,FALSE,TRUE,106.6,109.2,67.1,0.567,0.367,0.532,45.6,50,11.8,4.5,0.433,11.8,28.9,0.483,0.634,21.2,66.7,0.214
Coppin State,Morgan State,43,83,2/1/2016,0,FALSE,FALSE,58.9,113.7,73.2,0.49,0.431,0.342,41.3,50,5.5,10.9,0.314,19.5,17.1,0.216,0.5,12.6,66.7,0.407
Coppin State,South Carolina State,83,88,2/6/2016,0,FALSE,FALSE,109.2,115.8,76.1,0.407,0.407,0.589,43.3,27.6,7.9,0,0.585,16.8,22.9,0.237,0.667,20.8,72,0.392
Coppin State,Savannah State,63,72,2/8/2016,1,FALSE,FALSE,79.7,91.1,70.4,0.344,0.484,0.423,40.3,64.7,11.4,2.7,0.352,16,17.1,0.281,0.442,16.5,71,0.317
Coppin State,Howard,90,66,2/13/2016,0,FALSE,TRUE,126.8,93,71.1,0.266,0.391,0.624,53.9,47.1,4.2,18.4,0.609,10.1,36,0.188,0.317,11.3,62.7,0.413
Coppin State,Delaware State,67,71,2/15/2016,0,FALSE,TRUE,91.8,97.3,72.6,0.528,0.396,0.505,61.7,47.6,9.6,0,0.443,22.5,46.7,0.377,0.561,17.4,76.7,0.123
Coppin State,North Carolina Central,71,60,2/18/2016,0,FALSE,TRUE,101.4,85.7,69.6,0.352,0.407,0.563,53.7,77.3,4.3,7.5,0.519,17.3,24.1,0.278,0.424,15.3,76.3,0.169
Coppin State,Norfolk State,77,85,2/22/2016,0,FALSE,FALSE,105.5,116.4,73.2,0.262,0.508,0.527,40.3,42.3,4.1,8.7,0.492,12.1,22.2,0.2,0.523,9.7,61.3,0.281
Coppin State,Morgan State,72,74,2/27/2016,1,FALSE,TRUE,91.1,93.7,70.2,0.19,0.317,0.524,50.7,41.4,5.1,6,0.516,16,21.9,0.111,0.455,14.1,74.4,0.212
Coppin State,Delaware State,72,62,3/3/2016,0,FALSE,FALSE,107.5,92.5,66.8,0.407,0.463,0.559,60,50,11.9,8.6,0.491,17,39.3,0.352,0.509,16.3,78.1,0.109
Coppin State,North Carolina A&T,98,91,3/7/2016,2,TRUE,TRUE,115.3,107.1,68,0.806,0.435,0.571,46.3,55.6,7.1,9.1,0.516,12.5,30.8,0.548,0.459,10.1,61,0.311
Coppin State,South Carolina State,80,90,3/10/2016,0,TRUE,TRUE,106.7,120,75.1,0.343,0.373,0.513,44.6,46.4,2.7,9.6,0.478,8.3,22.2,0.239,0.531,9.4,65.8,0.323
Cornell,Georgia Tech,81,116,11/13/2015,0,FALSE,FALSE,106.6,152.6,76.5,0.317,0.517,0.587,32.4,50,2.6,0,0.575,16,17.6,0.2,0.654,6.4,47.1,0.179
Cornell,Colgate,101,98,11/16/2015,2,FALSE,FALSE,106.3,103.2,76.1,0.527,0.365,0.546,52.7,27.3,11.6,17.1,0.514,16.5,29.5,0.338,0.521,15.5,74.5,0.301
Cornell,Binghamton,76,59,11/18/2015,0,FALSE,TRUE,108.6,84.3,70.3,0.245,0.453,0.642,55.6,53.6,7.1,16.7,0.642,23.5,23.1,0.151,0.442,18.2,78.4,0.1
Cornell,Canisius,62,87,11/21/2015,0,FALSE,FALSE,83.8,117.6,73.5,0.667,0.458,0.491,40.3,52.9,1.4,13.6,0.417,20.5,20,0.458,0.507,11.3,56.8,0.284
Cornell,Penn State-Harrisburg,76,47,11/23/2015,0,FALSE,TRUE,100,61.8,75.7,0.351,0.421,0.571,57.1,53.6,17.1,14.6,0.561,21.5,32.4,0.211,0.328,19.4,76.7,0.045
Cornell,Pitt,49,93,11/25/2015,0,FALSE,FALSE,70,132.9,69.8,0.23,0.328,0.362,38,55.6,4.3,4.7,0.344,17.2,25.6,0.115,0.594,10,57.1,0.266
Cornell,UMass-Lowell,77,80,11/29/2015,0,FALSE,FALSE,96.3,100,80.1,0.441,0.576,0.54,33.8,50,8.8,2.9,0.508,16.6,12.8,0.288,0.544,25.5,62.1,0.316
Cornell,Siena,81,80,12/1/2015,0,FALSE,TRUE,103.8,102.6,78.2,0.459,0.361,0.545,44.3,46.2,11.5,9.1,0.508,13,15.6,0.311,0.55,18.2,75.9,0.233
Cornell,Lafayette,85,67,12/5/2015,0,FALSE,TRUE,104.9,82.7,81.1,0.292,0.308,0.574,53.8,44.1,18.5,6.1,0.562,16,23.3,0.185,0.459,22.8,80,0.18
Cornell,Syracuse,46,67,12/19/2015,0,FALSE,FALSE,71.9,104.7,64.5,0.222,0.463,0.385,30.8,58.8,14.1,2.6,0.37,15.7,16.2,0.111,0.492,16.7,50,0.133
Cornell,Monmouth,69,78,12/23/2015,0,FALSE,TRUE,86.3,97.5,80,0.316,0.561,0.526,41.1,50,10,16.4,0.491,21.7,20,0.228,0.444,16.4,60.5,0.211
Cornell,St. Peter's,65,62,12/28/2015,0,FALSE,FALSE,89,84.9,72.5,0.308,0.369,0.436,39.7,29.2,15.1,19.4,0.408,9.8,23.3,0.185,0.448,23.3,60,0.172
Cornell,Albany (NY),70,75,1/2/2016,0,FALSE,TRUE,98.6,105.6,71.1,0.317,0.508,0.483,37.5,54.2,14.1,17.1,0.46,10,25,0.19,0.48,21.1,58.3,0.51
Cornell,Howard,84,81,1/6/2016,0,FALSE,FALSE,105,101.3,80,0.273,0.273,0.563,48.1,28.6,8.8,7.5,0.576,15.9,29.4,0.121,0.465,16.4,62.2,0.211
Cornell,Columbia,70,74,1/16/2016,0,FALSE,FALSE,92.1,97.4,75.5,0.19,0.466,0.554,45.8,44.4,7.9,2.8,0.552,22.3,12.5,0.103,0.432,14.3,72.5,0.39
Cornell,Columbia,68,79,1/23/2016,0,FALSE,TRUE,94.4,109.7,71.8,0.172,0.406,0.491,50,44.4,12.5,11.5,0.461,13.8,20.6,0.141,0.63,19,85.7,0.32
Cornell,Harvard,77,65,1/29/2016,0,FALSE,FALSE,101.3,85.5,76.2,0.407,0.458,0.547,36.5,41.7,11.8,8.3,0.492,11.5,3,0.322,0.44,15.8,63.4,0.09
Cornell,Dartmouth,77,73,1/30/2016,0,FALSE,FALSE,102.7,97.3,74.5,0.745,0.362,0.605,43.9,31.8,9.3,6.4,0.543,19.4,17.2,0.553,0.438,16,64.9,0.266
Cornell,Brown,80,86,2/5/2016,0,FALSE,FALSE,102.6,110.3,78.5,0.263,0.408,0.468,43.4,26.7,15.4,2.4,0.454,8.6,27.5,0.145,0.542,18.5,68.8,0.35
Cornell,Yale,52,83,2/6/2016,0,FALSE,FALSE,80,127.7,65.2,0.25,0.411,0.415,25.7,42.1,7.7,14.6,0.411,11.4,12.5,0.107,0.563,13.6,43.3,0.172
Cornell,Princeton,56,85,2/12/2016,0,FALSE,TRUE,80,121.4,70.1,0.172,0.276,0.446,41.3,23.8,11.4,9.7,0.405,17.2,16.2,0.155,0.598,14.5,76.9,0.321
Cornell,Penn,84,92,2/13/2016,0,FALSE,TRUE,105,115,80.1,0.286,0.4,0.528,40.5,55.2,3.8,11.1,0.5,12.2,25.6,0.2,0.525,17.5,61.3,0.483
Cornell,Dartmouth,66,78,2/19/2016,0,FALSE,TRUE,86.8,102.6,75.6,0.274,0.532,0.471,40.5,36.4,11.8,10.9,0.419,16.8,21.6,0.226,0.449,18,59.5,0.424
Cornell,Harvard,74,76,2/20/2016,0,FALSE,TRUE,102.8,105.6,71.8,0.551,0.449,0.598,47.1,59.1,13.9,8.8,0.561,21.8,29,0.388,0.46,13.8,62.2,0.306
Cornell,Penn,67,79,2/26/2016,0,FALSE,FALSE,87,102.6,77.4,0.322,0.407,0.492,44.3,36,9.1,8.6,0.492,18.2,20.6,0.153,0.491,20.1,74.1,0.481
Cornell,Princeton,60,74,2/27/2016,0,FALSE,FALSE,100,123.3,59.5,0.103,0.293,0.493,39.7,28,6.7,3.4,0.491,9,18.8,0.052,0.571,9,65.4,0.179
Cornell,Yale,64,88,3/4/2016,0,FALSE,TRUE,90.1,123.9,70.8,0.207,0.31,0.502,38.7,48,11.3,11.1,0.457,15.9,12.5,0.19,0.636,13.9,66.7,0.22
Cornell,Brown,75,71,3/5/2016,0,FALSE,TRUE,108.7,102.9,68.8,0.316,0.316,0.572,42.9,48.1,13,15.8,0.553,11,20,0.211,0.545,19.4,69.2,0.2
Creighton,Texas Southern,93,70,11/14/2015,0,FALSE,TRUE,125.7,94.6,74.1,0.167,0.389,0.598,57.4,57.9,10.8,5.7,0.597,11.5,38.9,0.097,0.567,23.5,78.1,0.212
Creighton,UTSA,103,78,11/17/2015,0,FALSE,TRUE,124.1,94,83.1,0.375,0.547,0.683,53.4,74.3,12,8.6,0.664,13.9,20.7,0.281,0.534,20.5,86.2,0.276
Creighton,Indiana,65,86,11/19/2015,0,FALSE,FALSE,85.5,113.2,76.4,0.267,0.3,0.481,43.7,37,6.6,11.9,0.475,18.3,20.6,0.133,0.571,17.8,64.9,0.086
Creighton,Rutgers,85,75,11/23/2015,0,TRUE,TRUE,107.6,94.9,78.7,0.426,0.377,0.579,53,58.6,8.9,3.9,0.549,16.2,30,0.295,0.478,16.9,72.2,0.164
Creighton,UMass,97,76,11/25/2015,0,TRUE,TRUE,119.8,93.8,81.1,0.632,0.456,0.655,53.6,65.5,4.9,7,0.605,14.1,21.4,0.491,0.415,15.5,75.6,0.458
Creighton,Western Illinois,97,67,11/28/2015,0,FALSE,TRUE,142.6,98.5,67.8,0.391,0.348,0.593,63.8,45.7,4.4,10.5,0.58,4.7,45.9,0.246,0.533,12.6,84.4,0.05
Creighton,Arizona State,77,79,12/2/2015,0,FALSE,TRUE,111.6,114.5,69.4,0.186,0.39,0.599,45,53.3,11.6,4.7,0.602,16.9,24.1,0.102,0.575,15.2,64.5,0.167
Creighton,Loyola (IL),65,68,12/5/2015,0,FALSE,FALSE,97,101.5,67.1,0.271,0.339,0.488,57.4,48,6,12.5,0.475,14.3,32.3,0.153,0.483,10.8,78.4,0.167
Creighton,Nebraska,83,67,12/9/2015,0,FALSE,TRUE,105.1,84.8,78.7,0.63,0.315,0.592,49.3,60.7,7.6,8.5,0.574,14.8,12.9,0.389,0.426,16,77.5,0.132
Creighton,IUPUI,90,65,12/12/2015,0,FALSE,TRUE,125,90.3,72.4,0.444,0.389,0.688,55.2,62.5,6.9,14.3,0.704,16.8,29.2,0.259,0.362,11.7,69.8,0.277
Creighton,Oklahoma,74,87,12/19/2015,0,FALSE,FALSE,93.7,110.1,78.6,0.135,0.351,0.47,44.2,44.4,7.6,6.7,0.446,13.3,23.3,0.108,0.538,11.7,70.6,0.262
Creighton,North Texas,105,82,12/21/2015,0,FALSE,TRUE,131.3,102.5,80.1,0.635,0.27,0.64,57.8,55.6,12.5,13,0.603,9,33.3,0.46,0.492,13.9,79.4,0.383
Creighton,Coppin State,102,77,12/28/2015,0,FALSE,TRUE,141.7,106.9,72.5,0.344,0.377,0.719,69.5,75.7,8.3,14.7,0.705,13.5,43.5,0.262,0.525,11.7,86.1,0.254
Creighton,St. John's (NY),80,70,12/31/2015,0,FALSE,FALSE,109.6,95.9,73.4,0.518,0.393,0.573,52.1,50,11,9.8,0.527,14.9,28.6,0.375,0.453,14.2,73.7,0.188
Creighton,Villanova,71,85,1/2/2016,0,FALSE,TRUE,100,119.7,71.1,0.364,0.418,0.55,44.2,48,7,0,0.5,12.4,9.4,0.291,0.74,19.7,100,0.22
Creighton,Georgetown,79,66,1/5/2016,0,FALSE,TRUE,114.5,95.7,69.1,0.481,0.365,0.618,50.9,48,8.7,6.5,0.558,11.3,12,0.404,0.573,20.5,85.7,0.055
Creighton,Seton Hall,82,67,1/9/2016,0,FALSE,FALSE,110.8,90.5,74.4,0.375,0.297,0.544,46.5,58.6,12.2,4.4,0.516,10.8,23.5,0.25,0.456,16.8,67.6,0.263
Creighton,Providence,48,50,1/12/2016,0,FALSE,TRUE,70.6,73.5,68.1,0.197,0.348,0.333,50.6,58.8,11.8,3.3,0.295,13.3,34.1,0.136,0.333,18.3,72.7,0.259
Creighton,DePaul,91,80,1/17/2016,0,FALSE,FALSE,126.4,111.1,71.8,0.386,0.456,0.675,41.1,46.7,16.7,10.5,0.64,14.2,20.7,0.316,0.596,21.1,63,0.211
Creighton,Butler,72,64,1/23/2016,0,FALSE,TRUE,102.9,91.4,70.1,0.6,0.436,0.509,45.5,56.5,4.3,10.4,0.473,11.5,23.5,0.364,0.383,13.1,62.8,0.234
Creighton,Georgetown,73,74,1/26/2016,0,FALSE,FALSE,101.4,102.8,71.9,0.375,0.328,0.484,53.5,42.3,5.6,7.7,0.438,11.8,35.1,0.266,0.467,12.6,73.5,0.3
Creighton,Seton Hall,65,75,1/30/2016,0,FALSE,TRUE,95.6,110.3,68.1,0.345,0.418,0.508,38,43.5,11.8,8.5,0.473,14.8,17.6,0.236,0.508,14.5,56.8,0.156
Creighton,Villanova,58,83,2/3/2016,0,FALSE,FALSE,90.6,129.7,64.1,0.236,0.455,0.474,40,59.1,6.3,12,0.473,14.1,20.6,0.109,0.63,15.2,65.4,0.278
Creighton,DePaul,88,66,2/6/2016,0,FALSE,TRUE,118.9,89.2,73.7,0.397,0.397,0.638,63.5,70,8.1,2.2,0.595,19,34.5,0.328,0.482,14.5,88.2,0.193
Creighton,Xavier,70,56,2/9/2016,0,FALSE,TRUE,90.9,72.7,76.9,0.481,0.556,0.528,49.4,36.4,5.2,6.1,0.472,17.6,12.9,0.352,0.307,12.2,72.9,0.186
Creighton,Marquette,65,62,2/13/2016,0,FALSE,FALSE,94.2,89.9,68.7,0.183,0.417,0.498,47.8,72,7.2,2.8,0.475,11,13.9,0.133,0.491,17.7,84.8,0.167
Creighton,Butler,75,88,2/16/2016,0,FALSE,FALSE,101.4,118.9,74.4,0.473,0.455,0.557,47.1,47.8,1.4,13.2,0.5,13.1,9.7,0.364,0.531,7.4,78.4,0.292
Creighton,Marquette,61,66,2/24/2016,0,FALSE,TRUE,91,98.5,67.5,0.186,0.356,0.475,49.2,50,14.9,8.1,0.466,18,27.8,0.102,0.519,16.8,80,0.185
Creighton,St. John's (NY),100,59,2/28/2016,0,FALSE,TRUE,128.2,75.6,77.6,0.517,0.328,0.692,69.2,54.3,3.8,6.7,0.672,21.1,45.8,0.379,0.395,13.5,82.9,0.161
Creighton,Providence,66,70,3/2/2016,0,FALSE,FALSE,94.3,100,69.7,0.211,0.368,0.526,47,34.8,7.1,3.1,0.474,15,12.5,0.211,0.429,9.2,79.4,0.393
Creighton,Xavier,93,98,3/5/2016,0,FALSE,FALSE,114.8,121,81,0.492,0.492,0.618,48.3,64.5,8.6,6.5,0.607,12.9,15.6,0.311,0.645,15.8,88.5,0.491
Creighton,Seton Hall,73,81,3/10/2016,0,TRUE,TRUE,100,111,72.6,0.429,0.429,0.542,36.9,56.5,6.8,5.3,0.482,14.2,16.2,0.339,0.582,19.5,64.3,0.309
Creighton,Alabama,72,54,3/15/2016,0,FALSE,TRUE,110.8,83.1,65.4,0.2,0.233,0.548,59.5,41.4,9.2,17.2,0.525,17.7,45.5,0.15,0.35,14.2,70.7,0.2
Creighton,Wagner,87,54,3/19/2016,0,FALSE,TRUE,122.5,76.1,71.3,0.68,0.4,0.658,62.2,64.3,7,2.6,0.64,18.8,35.7,0.46,0.328,13.6,78.3,0.23
Creighton,BYU,82,88,3/22/2016,0,FALSE,FALSE,106.5,114.3,77.1,0.328,0.388,0.529,46.4,53.3,6.5,5.6,0.507,10.5,23.1,0.209,0.579,15.7,76.7,0.386
Dartmouth,Seton Hall,67,84,11/13/2015,0,FALSE,FALSE,88.2,110.5,76,0.254,0.286,0.475,39.4,66.7,10.5,7.7,0.429,15.7,21.6,0.206,0.66,23.3,62.1,0.468
Dartmouth,Marist,63,73,11/17/2015,0,FALSE,FALSE,84,97.3,74.6,0.403,0.306,0.426,52.9,57.1,14.7,9.5,0.363,16.1,27.5,0.29,0.614,25.5,89.3,0.432
Dartmouth,LIU-Brooklyn,79,56,11/29/2015,0,FALSE,TRUE,123.4,87.5,64.1,0.545,0.218,0.57,51.4,72,14.1,6.3,0.527,12.8,40,0.382,0.473,23.8,62.9,0.073
Dartmouth,Vermont,63,68,12/2/2015,0,FALSE,TRUE,96.9,104.6,65.2,0.268,0.268,0.499,53.8,52.2,6.2,0,0.464,19.3,38.2,0.196,0.521,17.8,71,0.404
Dartmouth,Hartford,74,65,12/5/2015,0,FALSE,TRUE,101.4,89,72.7,0.41,0.148,0.508,66.2,44.8,6.8,15,0.484,18.2,44.4,0.246,0.448,14.3,86.8,0.224
Dartmouth,Maine,79,69,12/9/2015,0,FALSE,FALSE,106.8,93.2,74.1,0.473,0.273,0.586,50.7,66.7,5.4,11.9,0.545,18.4,26.7,0.345,0.444,12.7,68.3,0.085
Dartmouth,Stanford,50,64,12/12/2015,0,FALSE,FALSE,87.7,112.3,56.6,0.12,0.42,0.473,39.7,57.9,7,2.9,0.46,18.6,28,0.08,0.46,12.6,48.5,0.36
Dartmouth,Cal State Bakersfield,62,69,12/14/2015,0,FALSE,FALSE,86.1,95.8,71.6,0.339,0.305,0.453,40.3,47.8,15.3,2.4,0.432,17.1,28.2,0.186,0.535,25.2,57.1,0.14
Dartmouth,New Hampshire,56,76,12/19/2015,0,FALSE,FALSE,77.8,105.6,72.1,0.404,0.351,0.412,42.9,18.8,9.7,0,0.333,16.2,23.7,0.316,0.567,21.9,65.6,0.327
Dartmouth,Longwood,78,54,12/22/2015,0,FALSE,TRUE,118.2,81.8,66.4,0.529,0.314,0.611,58.6,61.5,7.6,7.1,0.578,18.2,37.9,0.373,0.433,21.1,79.3,0.333
Dartmouth,Bryant,60,62,12/31/2015,0,FALSE,TRUE,103.4,106.9,58,0.158,0.351,0.49,46,65.4,10.3,18.2,0.5,10.3,29.4,0.053,0.549,17.8,65.5,0.118
Dartmouth,Fairfield,85,97,1/4/2016,0,FALSE,FALSE,111.8,127.6,75.6,0.359,0.281,0.567,57.1,60,2.6,3.4,0.523,16.8,42.9,0.281,0.661,13.4,75,0.322
Dartmouth,Harvard,70,77,1/9/2016,0,FALSE,FALSE,100,110,70.3,0.258,0.306,0.503,48.3,48,7.1,9.8,0.468,9.2,20.6,0.194,0.585,14.8,84.6,0.283
Dartmouth,Canisius,80,69,1/12/2016,0,FALSE,TRUE,119.4,103,67.2,0.814,0.302,0.671,45.5,60.9,13.4,0,0.605,21.5,35,0.651,0.508,19.4,51.4,0.079
Dartmouth,Pine Manor,121,56,1/16/2016,0,FALSE,TRUE,144,66.7,84.2,0.241,0.228,0.687,80.6,58,13.1,12.5,0.665,12.1,60.7,0.203,0.381,20.6,93.2,0.186
Dartmouth,Harvard,63,50,1/23/2016,0,FALSE,TRUE,91.3,72.5,69.4,0.531,0.347,0.513,61.3,57.9,13,0,0.439,19.9,30,0.408,0.431,19,90.6,0.118
Dartmouth,Columbia,60,77,1/29/2016,0,FALSE,TRUE,88.2,113.2,68.4,0.674,0.348,0.494,47.6,47.1,7.4,4,0.413,25.1,31.3,0.478,0.52,13.2,64.5,0.5
Dartmouth,Cornell,73,77,1/30/2016,0,FALSE,TRUE,97.3,102.7,74.5,0.344,0.266,0.49,56.1,37,8,3.3,0.438,16,35.1,0.266,0.543,19.4,82.8,0.553
Dartmouth,Penn,64,71,2/5/2016,0,FALSE,FALSE,88.9,98.6,72.4,0.222,0.333,0.536,50,58.3,15.3,3.3,0.519,23.3,28,0.148,0.558,27,70.4,0.25
Dartmouth,Princeton,70,83,2/6/2016,0,FALSE,FALSE,106.1,125.8,65.9,0.424,0.237,0.494,55.9,45.5,9.1,7.1,0.415,10.3,37.5,0.356,0.663,12.8,77.8,0.269
Dartmouth,Yale,65,75,2/12/2016,0,FALSE,TRUE,94.2,108.7,69.3,0.358,0.302,0.524,47.6,56.5,7.2,0,0.5,19.6,24.1,0.226,0.491,12.8,67.6,0.434
Dartmouth,Brown,87,70,2/13/2016,0,FALSE,TRUE,120.8,97.2,71.8,0.303,0.318,0.576,67.7,53.1,12.5,0,0.538,13.8,48.5,0.242,0.567,20.1,89.7,0.212
Dartmouth,Cornell,78,66,2/19/2016,0,FALSE,FALSE,102.6,86.8,75.6,0.542,0.22,0.526,59.5,58.3,7.9,6.9,0.449,18,40.5,0.424,0.419,16.8,78.4,0.226
Dartmouth,Columbia,54,73,2/20/2016,0,FALSE,FALSE,80.6,109,66.9,0.226,0.419,0.393,46.3,50,4.5,4,0.379,12.8,27.9,0.113,0.528,14,79.2,0.296
Dartmouth,Brown,83,84,2/26/2016,1,FALSE,FALSE,105.1,106.3,70.2,0.526,0.193,0.582,50,46.4,10.1,3.6,0.544,15.6,17.6,0.368,0.509,15.4,82.4,0.482
Dartmouth,Yale,71,76,2/27/2016,1,FALSE,FALSE,98.6,105.6,64.1,0.434,0.208,0.555,42.6,32,11.1,5.3,0.491,20.2,28.6,0.358,0.455,18.6,54.5,0.446
Dartmouth,Penn,72,64,3/4/2016,0,FALSE,TRUE,105.9,94.1,67.6,0.309,0.255,0.571,54,44.4,8.8,2.7,0.545,18.3,33.3,0.218,0.491,19.6,72.7,0.182
Dartmouth,Princeton,65,84,3/5/2016,0,FALSE,TRUE,91.5,118.3,71.1,0.309,0.236,0.515,50.9,28,12.7,6.9,0.5,23.3,34.4,0.182,0.648,18.3,73.9,0.259
Davidson,UCF,90,85,11/14/2015,0,FALSE,TRUE,105.9,100,84.5,0.373,0.493,0.51,48.1,60,5.9,9.3,0.46,6.4,20.9,0.28,0.493,11,78.9,0.265
Davidson,College of Charleston,82,81,11/21/2015,0,FALSE,TRUE,110.8,109.5,73.8,0.421,0.456,0.599,35.4,46.4,6.8,2.3,0.579,12.9,14.7,0.281,0.563,19.6,58.1,0.159
Davidson,Mercer,77,71,11/23/2015,0,FALSE,TRUE,110,101.4,69.9,0.452,0.5,0.511,42,60.9,5.7,7.3,0.444,6.3,25,0.355,0.462,15.1,58.5,0.169
Davidson,Denison,83,70,11/28/2015,0,FALSE,TRUE,112.2,94.6,74.3,0.443,0.426,0.562,58.6,74.1,10.8,7.7,0.525,13.1,36.1,0.311,0.532,20.6,82.4,0.048
Davidson,Charlotte,109,74,12/1/2015,0,FALSE,FALSE,138,93.7,79.3,0.468,0.468,0.719,47.9,41.7,10.1,9.8,0.702,8.6,17.9,0.355,0.386,13.7,66.7,0.286
Davidson,UNC,65,98,12/6/2015,0,FALSE,FALSE,78.3,118.1,83.1,0.194,0.463,0.444,37.3,56.5,4.8,7.7,0.403,16.1,16.7,0.164,0.56,15.4,63.6,0.187
Davidson,Eastern Washington,96,86,12/9/2015,0,FALSE,TRUE,128,114.7,74.9,0.333,0.456,0.727,49.2,52.9,9.3,9.8,0.711,14.4,12,0.263,0.559,13.1,75,0.147
Davidson,Western Carolina,87,54,12/12/2015,0,FALSE,TRUE,117.6,73,74.1,0.459,0.508,0.585,55,55.2,4.1,17.1,0.549,10.9,27.6,0.328,0.328,14.9,70.6,0.188
Davidson,Pitt,69,94,12/20/2015,0,TRUE,TRUE,92,125.3,75,0.377,0.435,0.424,37.3,41.7,4,2.2,0.391,9,27.1,0.217,0.614,15.3,55.6,0.197
Davidson,Morehead State,81,77,12/23/2015,0,FALSE,TRUE,114.1,108.5,71.2,0.532,0.447,0.688,47.3,67.9,9.9,7.7,0.702,21.6,18.2,0.319,0.54,14.6,66.7,0.161
Davidson,University of California,60,86,12/28/2015,0,FALSE,FALSE,81.1,116.2,73.9,0.179,0.433,0.413,37.1,47.6,6.8,2.7,0.373,12.2,21.4,0.149,0.627,21.3,60.7,0.203
Davidson,St. Bonaventure,85,97,1/2/2016,0,FALSE,FALSE,110.4,126,76.6,0.323,0.4,0.567,44.3,75.9,6.5,2.9,0.531,11.9,21.9,0.246,0.592,9.6,69,0.433
Davidson,Duquesne,77,66,1/6/2016,0,FALSE,TRUE,102.7,88,75.4,0.212,0.439,0.53,50.7,64.3,12,7.7,0.485,15.3,27.8,0.197,0.429,16.6,73,0.19
Davidson,George Mason,81,75,1/9/2016,0,FALSE,TRUE,112.5,104.2,71.7,0.179,0.388,0.557,37.3,63.3,5.6,11.1,0.537,4,11.1,0.134,0.54,16,67.7,0.129
Davidson,Dayton,74,80,1/12/2016,0,FALSE,FALSE,113.8,123.1,65.3,0.279,0.59,0.536,48.5,70.8,1.5,6.3,0.5,10.5,31.6,0.213,0.616,13.7,71.4,0.196
Davidson,UMass,86,74,1/16/2016,0,FALSE,TRUE,113.2,97.4,76.2,0.441,0.424,0.603,56.4,57.7,2.6,6.1,0.525,16.6,27.3,0.407,0.457,10.5,77.8,0.143
Davidson,Saint Louis,87,96,1/20/2016,0,FALSE,FALSE,113,124.7,77.5,0.24,0.48,0.521,50.7,45.2,3.9,2.6,0.48,6.7,25.6,0.2,0.615,8.8,86.7,0.344
Davidson,Richmond,78,70,1/25/2016,0,FALSE,FALSE,116.4,104.5,67.2,0.429,0.411,0.579,49.3,56,3,6.3,0.509,11.9,28.1,0.375,0.429,7.7,67.6,0.254
Davidson,VCU,69,79,1/29/2016,0,FALSE,TRUE,90.8,103.9,76.4,0.207,0.534,0.542,38.2,45.8,11.8,10.4,0.509,20.2,11.4,0.172,0.54,19.5,66.7,0.194
