team,opponent,team_score,opp_score,date,OT,neutral,road_game,ORtg,DRtg,Pace,FTr,3PAr,TSP,TRBP,ASTP,STLP,BLKP,eFGP,TOVP,ORBP,FT,OeFGP,OTOVP,OORBP,OFT
Akron,Little Rock,75,61,2010-12-21,0,True,False,110.3,89.7,67.9,.190,.397,.593,56.1,57.1,16.2,16.1,.578,20.2,41.4,.138,.468,26.1,71.4,.362
Akron,Stetson,72,56,2010-12-22,0,True,False,105.9,82.4,68.5,.340,.580,.620,42.4,85.7,8.8,8.6,.560,22.6,28.6,.320,.438,27.4,54.8,.292
Akron,Miami,61,69,2010-12-23,0,True,False,88.4,100.0,68.8,.323,.435,.427,47.9,42.9,7.2,0.0,.387,15.4,40.0,.210,.430,18.3,58.1,.520
Akron,Arkansas-Pine Bluff,87,60,2010-12-29,0,False,False,119.2,82.2,72.6,.328,.388,.562,52.9,61.3,17.8,13.5,.530,8.3,32.4,.239,.455,23.5,73.5,.161
Akron,Oral Roberts,84,80,2011-01-03,0,False,False,113.5,108.1,74.4,.333,.381,.576,27.5,44.8,14.9,11.1,.532,7.6,12.1,.270,.633,25.6,55.6,.367
Akron,Kent State,65,62,2011-01-08,0,False,False,92.9,88.6,69.7,.424,.390,.459,52.1,61.9,4.3,11.6,.407,12.4,35.1,.288,.395,17.2,70.6,.298
Akron,Ohio,70,79,2011-01-12,0,False,False,95.9,108.2,72.7,.371,.403,.480,55.0,65.2,6.8,7.7,.427,15.1,34.3,.274,.657,19.9,84.0,.235
Akron,Buffalo,70,73,2011-01-16,0,False,True,95.9,100.0,72.8,.245,.302,.591,43.9,55.6,12.3,8.3,.594,25.3,24.1,.132,.557,22.8,64.3,.264
Akron,Miami (OH),76,84,2011-01-19,0,False,True,110.1,121.7,69.5,.226,.387,.554,43.3,44.8,7.2,4.9,.524,10.4,24.2,.177,.508,12.0,61.8,.383
Akron,Bowling Green,63,58,2011-01-22,0,False,False,90.0,82.9,69.6,.417,.438,.548,49.1,81.0,14.3,6.5,.510,21.8,15.4,.292,.510,26.8,81.5,.140
Akron,Northern Illinois,74,83,2011-01-26,0,False,True,101.4,113.7,72.9,.179,.448,.509,40.3,42.9,2.7,8.6,.507,9.9,14.6,.090,.500,7.6,74.2,.537
Akron,Central Michigan,63,43,2011-01-30,0,False,False,94.0,64.2,66.6,.478,.239,.558,53.1,63.6,13.4,12.8,.522,23.1,25.0,.326,.348,19.3,70.0,.071
Akron,Eastern Michigan,56,60,2011-02-02,0,False,True,86.2,92.3,64.8,.290,.339,.397,50.7,36.8,9.2,0.0,.347,14.5,36.2,.210,.490,18.3,75.0,.245
Akron,Toledo,59,41,2011-02-05,0,False,True,100.0,69.5,59.0,.125,.563,.580,50.8,72.7,11.9,11.8,.573,22.8,28.0,.083,.351,21.4,67.6,.170
Akron,Western Michigan,83,71,2011-02-09,0,False,False,110.7,94.7,74.9,.362,.414,.611,48.4,75.0,10.7,8.9,.560,15.0,14.3,.310,.404,13.5,76.5,.439
Akron,Ball State,75,60,2011-02-12,0,False,False,117.2,93.8,64.0,.361,.393,.525,54.8,52.0,12.5,13.5,.475,10.1,41.7,.279,.500,19.9,73.1,.277
Akron,Bowling Green,89,54,2011-02-15,0,False,True,136.9,83.1,64.6,.172,.483,.709,60.6,71.9,7.7,3.7,.690,16.1,45.8,.155,.306,9.9,68.1,.258
Akron,Creighton,76,67,2011-02-19,0,False,False,101.3,89.3,75.2,.400,.150,.532,42.0,50.0,10.7,4.8,.458,10.1,15.2,.350,.433,19.3,66.7,.250
Akron,Miami (OH),72,55,2011-02-23,0,False,False,116.1,88.7,62.2,.407,.333,.559,58.3,61.5,9.7,4.0,.546,8.5,30.0,.241,.448,14.9,86.7,.250
Akron,Buffalo,69,60,2011-02-26,0,False,False,107.8,93.8,64.3,.404,.383,.616,46.3,81.8,6.3,4.9,.553,16.4,16.0,.362,.491,17.7,72.4,.130
Akron,Ohio,55,80,2011-03-01,0,False,True,85.9,125.0,64.4,.220,.460,.498,33.3,35.0,9.4,8.3,.470,17.9,11.1,.160,.589,14.7,58.3,.250
Akron,Kent State,68,79,2011-03-04,0,False,True,104.6,121.5,65.3,.161,.375,.564,39.3,57.1,9.2,6.0,.563,15.4,23.1,.089,.538,11.4,53.3,.138
Akron,Eastern Michigan,67,53,2011-03-08,0,False,False,103.1,81.5,64.9,.489,.170,.578,50.8,52.2,6.2,11.5,.532,17.2,22.2,.362,.412,16.2,75.0,.216
Akron,Miami (OH),82,75,2011-03-10,2,True,False,98.8,90.4,66.5,.405,.324,.465,56.0,51.9,8.4,5.6,.412,11.1,33.3,.284,.458,13.5,82.1,.333
Akron,Western Michigan,79,68,2011-03-11,0,False,True,105.3,90.7,75.1,.446,.357,.582,44.4,66.7,8.0,5.9,.563,16.1,23.3,.286,.345,13.2,56.9,.268
Akron,Kent State,66,65,2011-03-12,1,True,False,95.7,94.2,60.9,.279,.311,.478,48.8,52.0,4.3,30.0,.475,14.8,33.3,.131,.384,8.1,61.7,.174
Akron,Notre Dame,56,69,2011-03-18,0,True,False,81.2,100.0,69.1,.094,.328,.419,43.5,43.5,8.7,13.3,.414,10.7,15.8,.047,.521,18.0,87.5,.426
Alabama A&M,Western Kentucky,61,83,2010-11-15,0,False,True,79.2,107.8,76.7,.242,.258,.414,47.0,24.0,6.5,4.5,.402,19.7,36.4,.121,.536,16.0,59.0,.436
Alabama A&M,Alabama,50,76,2010-11-27,0,False,True,69.4,105.6,71.7,.204,.296,.422,39.4,47.4,9.7,7.0,.398,26.2,22.2,.130,.567,20.4,60.0,.133
Alabama A&M,Tennessee State,68,74,2010-12-07,0,False,False,90.7,98.7,74.8,.246,.323,.468,51.9,51.9,9.3,4.2,.454,13.2,33.3,.138,.534,18.3,72.0,.186
Alabama A&M,Wichita St,49,71,2010-12-13,0,False,True,75.4,109.2,65.3,.164,.213,.373,32.8,55.0,12.3,9.4,.352,14.3,28.2,.098,.564,25.1,40.0,.383
Alabama A&M,UAB,40,58,2010-12-19,0,False,True,61.5,89.2,65.2,.154,.288,.358,39.4,40.0,9.2,13.5,.337,23.4,16.1,.096,.397,14.4,60.0,.207
Alabama A&M,NC State,51,82,2010-12-28,0,False,True,72.9,117.1,70.3,.258,.227,.344,45.5,28.6,12.9,7.1,.318,14.9,34.1,.136,.627,18.6,68.2,.353
Alabama A&M,Grambling,70,63,2011-01-04,0,False,False,88.6,79.7,79.3,.864,.205,.564,54.5,54.5,10.1,23.9,.500,25.3,25.0,.591,.386,20.3,71.4,.182
Alabama A&M,Jackson State,55,57,2011-01-06,0,False,False,82.1,85.1,67.0,.522,.283,.479,56.9,64.7,7.5,18.8,.424,23.9,36.7,.348,.473,20.3,74.3,.071
Alabama A&M,Mississippi Valley State,72,60,2011-01-08,0,False,True,104.3,87.0,69.4,.475,.237,.498,45.6,28.6,13.0,22.2,.525,11.1,28.6,.169,.450,22.7,63.6,.300
Alabama A&M,Arkansas-Pine Bluff,53,61,2011-01-10,0,False,True,71.6,82.4,73.8,.577,.212,.400,42.9,58.8,14.9,16.7,.346,21.4,25.0,.327,.400,19.9,61.8,.309
Alabama A&M,Alabama State,75,60,2011-01-15,0,False,False,115.4,92.3,65.0,.412,.314,.615,65.4,63.0,7.7,9.4,.578,19.7,54.5,.314,.500,20.3,73.3,.250
Alabama A&M,Alcorn State,64,55,2011-01-22,0,False,False,79.0,67.9,80.9,.509,.340,.486,53.9,55.0,11.1,11.4,.434,23.3,21.1,.340,.345,24.8,86.8,.309
Alabama A&M,Southern,68,58,2011-01-24,0,False,False,93.2,79.5,72.6,.418,.309,.516,48.5,62.5,13.7,10.3,.491,18.5,25.0,.255,.422,21.9,70.6,.155
Alabama A&M,Texas Southern,61,65,2011-01-29,0,False,True,81.3,86.7,75.2,.258,.242,.438,45.6,60.0,24.0,11.1,.435,21.4,37.1,.113,.491,25.6,54.5,.245
Alabama A&M,Prairie View A&M,62,53,2011-01-31,0,False,True,83.8,71.6,74.4,.519,.241,.461,43.8,47.6,6.8,16.2,.417,16.2,11.8,.315,.391,20.4,71.8,.182
Alabama A&M,Mississippi Valley State,60,63,2011-02-05,0,False,False,80.0,84.0,74.8,.446,.250,.442,54.7,65.0,17.3,18.9,.393,16.1,21.9,.286,.509,22.6,87.5,.088
Alabama A&M,Arkansas-Pine Bluff,74,52,2011-02-07,0,False,False,102.8,72.2,71.8,.564,.200,.531,47.1,54.2,15.3,18.9,.464,15.7,29.7,.418,.340,24.4,67.7,.360
Alabama A&M,Alabama State,68,82,2011-02-12,0,False,True,89.5,107.9,75.8,.645,.290,.420,37.2,40.0,13.2,6.8,.347,12.9,30.4,.403,.546,21.2,46.9,.426
Alabama A&M,Alcorn State,70,68,2011-02-19,0,False,True,79.5,77.3,88.4,.356,.219,.410,58.9,65.2,10.2,15.7,.336,22.7,46.0,.288,.367,21.1,75.0,.400
Alabama A&M,Southern,64,45,2011-02-21,0,False,True,88.9,62.5,71.7,.190,.483,.506,59.3,80.0,8.3,15.6,.491,21.2,30.6,.121,.315,15.8,82.2,.097
Alabama A&M,Texas Southern,78,83,2011-02-26,1,False,False,98.7,105.1,70.0,.554,.304,.551,51.5,72.0,12.7,15.4,.500,18.4,24.2,.393,.603,17.5,78.8,.224
Alabama A&M,Prairie View A&M,63,58,2011-02-28,0,False,False,86.3,79.5,72.6,.393,.304,.474,51.5,54.5,13.7,17.0,.446,14.2,25.7,.232,.402,14.5,80.6,.076
Alabama A&M,Grambling,69,76,2011-03-03,0,False,True,106.2,116.9,64.6,.444,.185,.528,35.6,41.7,10.8,11.8,.519,9.7,17.6,.241,.530,13.7,60.0,.460
Alabama A&M,Jackson State,64,72,2011-03-05,0,False,True,91.4,102.9,69.9,.408,.245,.547,42.4,27.3,10.0,13.2,.500,24.5,22.2,.306,.473,16.0,59.4,.339
Alabama A&M,Alabama State,61,81,2011-03-10,0,True,False,85.9,114.1,71.3,.565,.304,.523,34.5,66.7,12.7,15.2,.500,23.6,19.4,.326,.518,18.0,54.2,.436
Alabama,Florida A&M,76,37,2010-11-12,0,False,False,104.1,50.7,73.5,.137,.260,.489,59.1,59.4,16.4,11.4,.479,14.3,40.5,.082,.246,17.4,74.5,.077
Alabama,Troy,79,60,2010-11-15,0,False,False,114.5,87.0,68.9,.203,.313,.563,54.5,59.4,14.5,15.4,.539,11.4,38.7,.156,.432,20.8,68.6,.153
Alabama,Seton Hall,78,83,2010-11-19,0,True,False,111.4,118.6,69.8,.155,.241,.626,56.4,38.7,14.3,16.7,.621,25.2,46.2,.103,.653,19.2,65.5,.388
Alabama,Iowa,47,55,2010-11-20,0,True,False,73.4,85.9,63.7,.161,.286,.390,47.5,42.1,9.4,16.7,.357,18.8,32.4,.125,.417,21.9,66.7,.476
Alabama,Saint Peter's,49,50,2010-11-22,0,True,False,87.5,89.3,56.4,.625,.275,.472,55.8,84.6,14.3,10.3,.375,23.6,45.0,.475,.511,21.0,65.2,.043
Alabama,Alabama A&M,76,50,2010-11-27,0,False,False,105.6,69.4,71.7,.217,.283,.574,60.6,54.8,18.1,5.3,.567,20.4,40.0,.133,.398,26.2,77.8,.130
Alabama,South Alabama,72,50,2010-12-01,0,False,False,100.0,69.4,72.3,.385,.192,.585,54.3,53.6,13.9,16.7,.577,26.3,41.4,.231,.339,21.6,63.4,.129
Alabama,Purdue,47,66,2010-12-04,0,False,True,72.3,101.5,64.7,.160,.180,.437,45.5,40.0,12.3,9.4,.400,24.0,22.2,.140,.473,14.9,67.9,.232
Alabama,Providence,70,82,2010-12-11,0,False,True,89.7,105.1,77.9,.224,.194,.472,53.6,42.9,14.1,6.8,.433,17.8,40.5,.179,.508,17.6,68.8,.350
Alabama,Southeastern Louisiana,59,38,2010-12-15,0,False,False,95.2,61.3,61.6,.380,.340,.500,53.9,57.1,11.3,19.5,.480,14.5,31.4,.220,.237,15.7,73.2,.169
Alabama,Oklahoma State,60,68,2010-12-18,0,True,False,95.2,107.9,63.1,.479,.250,.509,54.7,52.6,11.1,14.8,.417,18.1,34.6,.417,.488,17.1,74.1,.605
Alabama,Lipscomb,71,51,2010-12-21,0,False,False,93.4,67.1,76.0,.159,.270,.524,52.8,63.3,14.5,24.4,.524,16.1,20.0,.079,.326,17.2,76.2,.121
Alabama,Pepperdine,83,60,2010-12-28,0,False,False,120.3,87.0,68.9,.197,.288,.575,51.4,64.7,13.0,20.8,.568,15.3,45.5,.121,.392,16.3,56.1,.138
Alabama,Toledo,83,41,2011-01-03,0,False,False,125.8,62.1,65.6,.333,.407,.663,60.8,72.4,19.7,21.1,.630,16.1,36.0,.278,.444,35.9,84.6,.250
Alabama,Mississippi State,75,57,2011-01-08,0,False,True,98.7,75.0,76.1,.246,.123,.517,51.3,31.3,11.8,7.9,.500,13.2,20.0,.154,.379,17.3,75.6,.161
Alabama,South Carolina,57,47,2011-01-12,0,False,False,82.6,68.1,69.3,.340,.057,.463,55.2,26.1,15.9,15.8,.434,20.6,34.5,.208,.339,23.1,71.1,.161
Alabama,Arkansas,65,70,2011-01-15,0,False,True,94.2,101.4,69.0,.415,.189,.512,58.3,47.8,5.8,16.3,.453,18.1,34.6,.321,.442,11.6,76.5,.462
Alabama,Kentucky,68,66,2011-01-18,0,False,False,101.5,98.5,67.3,.304,.250,.531,56.1,40.0,10.4,12.5,.509,22.9,55.2,.196,.434,14.4,56.8,.213
Alabama,Auburn,68,58,2011-01-22,0,False,True,97.1,82.9,69.9,.625,.417,.546,41.4,60.0,21.4,13.9,.458,19.4,24.1,.500,.420,25.8,58.6,.320
Alabama,LSU,70,46,2011-01-29,0,False,False,107.7,70.8,64.8,.367,.200,.497,63.8,48.0,13.8,16.7,.433,13.5,51.7,.300,.422,25.7,75.9,.178
Alabama,Mississippi State,75,61,2011-02-02,0,False,False,108.7,88.4,69.3,.298,.246,.576,61.1,51.9,13.0,21.2,.535,18.7,34.6,.246,.471,16.8,85.7,.255
Alabama,Tennessee,65,60,2011-02-05,1,False,True,89.0,82.2,65.1,.339,.250,.500,43.2,41.7,16.4,16.3,.455,17.7,19.4,.250,.381,19.9,60.5,.190
Alabama,Vanderbilt,77,81,2011-02-10,0,False,True,120.3,126.6,63.9,.352,.278,.611,50.0,46.7,10.9,13.3,.574,16.0,40.7,.278,.602,16.3,60.0,.449
Alabama,Ole Miss,74,64,2011-02-12,0,False,False,105.7,91.4,70.1,.491,.245,.566,47.6,68.0,14.3,28.9,.528,16.6,32.1,.340,.422,18.8,60.0,.259
Alabama,LSU,67,56,2011-02-17,0,False,True,101.5,84.8,66.5,.328,.103,.500,48.3,20.0,13.6,2.7,.448,13.0,29.0,.259,.457,21.6,69.0,.277
Alabama,Arkansas,69,56,2011-02-19,0,False,False,109.5,88.9,63.1,.220,.254,.529,52.5,46.4,17.5,19.4,.508,12.1,37.5,.153,.467,25.0,70.4,.283
Alabama,Auburn,51,49,2011-02-23,0,False,False,82.3,79.0,62.0,.952,.286,.418,56.6,36.4,12.9,17.6,.286,22.8,53.3,.643,.464,27.1,60.9,.238
Alabama,Ole Miss,63,68,2011-02-26,0,False,True,87.5,94.4,72.4,.281,.193,.488,42.9,68.0,16.7,8.6,.465,18.8,24.2,.175,.427,20.0,69.6,.563
Alabama,Florida,51,78,2011-03-01,0,False,True,82.3,125.8,61.9,.167,.148,.438,45.0,38.1,8.1,2.9,.398,20.5,34.4,.148,.589,10.9,57.1,.214
Alabama,Georgia,65,57,2011-03-05,0,False,False,104.8,91.9,61.8,.393,.286,.489,51.7,45.5,12.9,10.5,.438,10.7,40.0,.286,.457,22.8,69.6,.326
Alabama,Georgia,65,59,2011-03-11,1,True,False,95.6,86.8,60.9,.444,.352,.497,56.3,42.9,16.2,17.4,.435,19.7,45.2,.333,.412,18.6,66.7,.211
Alabama,Kentucky,58,72,2011-03-12,0,True,False,98.3,122.0,58.9,.245,.245,.490,49.2,45.5,6.8,2.9,.462,14.5,30.3,.170,.583,10.3,70.0,.167
Alabama,Coastal Carolina,68,44,2011-03-15,0,False,False,104.6,67.7,64.5,.082,.328,.536,51.7,41.4,20.0,21.2,.533,14.8,31.0,.049,.385,26.1,71.0,.146
Alabama,New Mexico,74,67,2011-03-21,0,False,False,112.1,101.5,66.2,.612,.286,.585,54.8,50.0,10.6,10.0,.592,17.0,38.5,.327,.457,15.4,66.7,.241
Alabama,Miami,79,64,2011-03-23,0,False,False,109.7,88.9,71.7,.436,.273,.595,50.7,33.3,18.1,16.7,.582,17.4,33.3,.273,.421,20.9,64.9,.281
Alabama,Colorado,62,61,2011-03-29,0,True,False,96.9,95.3,64.2,.196,.143,.506,49.0,53.6,17.2,4.0,.518,15.2,33.3,.071,.480,21.9,66.7,.260
Alabama,Wichita St,57,66,2011-03-31,0,True,False,85.1,98.5,66.6,.268,.250,.451,48.1,33.3,16.4,16.1,.393,14.8,27.3,.232,.576,25.0,81.0,.283
Alabama State,Creighton,57,71,2010-11-12,0,False,True,86.4,107.6,65.6,.069,.431,.476,44.4,58.3,7.6,9.1,.491,20.0,23.5,.000,.480,15.0,69.0,.490
Alabama State,Iowa State,47,74,2010-11-14,0,False,True,68.1,107.2,69.3,.220,.373,.361,42.3,43.8,11.6,9.8,.297,19.7,23.8,.203,.537,15.7,69.0,.296
Alabama State,Northern Arizona,46,74,2010-11-16,0,False,True,65.7,105.7,70.4,.440,.360,.380,47.5,73.3,8.6,17.1,.340,24.9,31.3,.240,.550,22.7,66.7,.380
Alabama State,Kennesaw State,74,59,2010-11-20,0,False,False,104.2,83.1,71.2,.436,.273,.557,50.0,42.3,18.3,14.7,.527,18.4,26.7,.291,.440,22.1,73.3,.300
Alabama State,Loyola (CHI),46,74,2010-11-22,0,False,True,70.8,113.8,65.3,.489,.319,.397,45.2,43.8,7.7,10.3,.383,24.7,33.3,.213,.489,16.1,65.2,.596
Alabama State,UCF,48,84,2010-11-27,0,False,True,68.6,120.0,69.9,.086,.310,.398,36.7,70.0,8.6,8.6,.414,20.9,16.2,.000,.632,15.7,69.6,.321
Alabama State,Tulane,69,84,2010-11-30,0,False,True,95.8,116.7,71.8,.489,.267,.622,44.0,66.7,11.1,15.2,.656,29.3,27.3,.222,.560,19.3,57.1,.560
Alabama State,Arkansas State,53,77,2010-12-11,0,False,True,75.7,110.0,69.9,.345,.418,.414,42.4,36.8,4.3,9.1,.391,17.9,20.0,.182,.540,17.8,67.7,.460
Alabama State,Mississippi State,46,67,2010-12-14,0,False,True,66.7,97.1,69.2,.113,.435,.352,40.8,38.9,11.6,11.6,.339,16.6,26.8,.065,.482,20.5,60.0,.211
Alabama State,Belmont,53,66,2010-12-20,0,False,False,84.1,104.8,63.3,.383,.404,.477,55.0,58.8,12.7,28.1,.404,24.5,41.4,.319,.491,17.3,67.7,.218
Alabama State,SMU,38,49,2010-12-22,0,False,True,66.7,86.0,56.7,.120,.340,.360,54.9,57.1,8.8,23.5,.330,19.7,33.3,.100,.423,21.5,85.7,.410
Alabama State,Jackson State,52,58,2011-01-04,1,False,False,73.2,81.7,62.8,.680,.320,.393,48.4,33.3,15.5,6.5,.390,23.2,36.8,.260,.451,28.1,65.4,.512
Alabama State,Grambling,50,47,2011-01-06,0,False,False,72.5,68.1,69.0,.907,.256,.406,52.6,46.2,11.6,19.0,.337,18.5,33.3,.488,.309,25.5,79.2,.383
Alabama State,Arkansas-Pine Bluff,68,62,2011-01-08,1,False,True,93.2,84.9,65.1,.827,.365,.469,47.1,58.8,5.5,12.8,.375,16.2,35.1,.558,.363,19.8,60.6,.490
Alabama State,Mississippi Valley State,70,74,2011-01-10,0,False,True,100.0,105.7,70.4,.375,.339,.531,44.4,48.0,12.9,3.3,.491,19.5,29.4,.268,.651,24.1,70.0,.419
Alabama State,Alabama A&M,60,75,2011-01-15,0,False,True,92.3,115.4,65.0,.479,.333,.509,34.6,36.4,13.8,0.0,.500,20.3,26.7,.250,.578,19.7,45.5,.314
Alabama State,Southern,52,64,2011-01-22,0,False,False,78.8,97.0,66.5,.500,.462,.404,49.2,61.1,12.1,0.0,.394,18.9,38.9,.212,.543,27.4,64.0,.277
Alabama State,Alcorn State,81,68,2011-01-24,0,False,False,102.5,86.1,79.4,.362,.362,.501,55.1,73.3,11.4,11.9,.478,17.4,48.6,.217,.421,23.1,62.5,.351
Alabama State,Prairie View A&M,61,69,2011-01-29,0,False,True,88.4,100.0,69.2,.667,.456,.406,52.9,29.4,10.1,24.2,.333,14.8,46.2,.404,.490,19.9,61.3,.400
