team,opponent,team_score,opp_score,date,OT,neutral,road_game,ORtg,DRtg,Pace,FTr,3PAr,TSP,TRBP,ASTP,STLP,BLKP,eFGP,TOVP,ORBP,FT,OeFGP,OTOVP,OORBP,OFT
Air Force,Colorado State,49,67,2012-02-04,0,False,True,75.4,103.1,65.5,.548,.333,.463,36.1,52.9,10.8,11.4,.440,19.7,6.9,.286,.456,15.2,62.5,.263
Air Force,Boise State,61,72,2012-02-11,0,False,False,88.4,104.3,68.7,.400,.560,.513,41.0,75.0,8.7,14.3,.480,17.9,12.1,.260,.510,18.5,75.0,.420
Air Force,Wyoming,58,53,2012-02-15,0,False,True,96.7,88.3,60.3,.133,.422,.606,41.2,50.0,11.7,3.3,.578,20.1,0.0,.133,.431,18.9,72.4,.176
Air Force,San Diego State,58,56,2012-02-18,0,False,False,92.1,88.9,62.7,.478,.565,.514,33.8,62.5,12.7,11.1,.435,12.4,8.8,.391,.375,20.0,56.8,.327
Air Force,TCU,62,65,2012-02-22,0,False,False,101.6,106.6,61.3,.444,.267,.569,38.1,69.6,8.2,22.5,.556,15.5,16.7,.267,.427,12.3,51.3,.194
Air Force,UNLV,58,68,2012-02-25,0,False,True,80.6,94.4,72.3,.182,.345,.485,42.9,41.7,11.1,16.7,.491,25.1,21.2,.073,.500,25.6,66.7,.388
Air Force,New Mexico,56,86,2012-02-29,0,False,True,82.4,126.5,68.0,.365,.423,.459,39.4,63.2,4.4,0.0,.442,14.1,10.5,.192,.593,9.0,72.7,.271
Air Force,Colorado State,65,75,2012-03-03,0,False,False,114.0,131.6,57.1,.261,.478,.629,48.0,95.7,7.0,12.5,.641,17.5,28.0,.130,.635,13.5,68.0,.292
Air Force,New Mexico,64,79,2012-03-08,0,True,False,98.5,121.5,64.5,.500,.295,.588,39.6,50.0,6.2,9.5,.557,16.8,4.0,.341,.558,12.9,78.3,.721
Akron,Mississippi State,68,58,2011-11-09,0,False,True,98.6,84.1,69.3,.129,.161,.517,45.1,20.0,11.6,14.3,.500,18.6,33.3,.097,.364,22.1,55.3,.327
Akron,Valparaiso,59,62,2011-11-18,0,False,True,83.1,87.3,71.2,.117,.183,.466,41.9,50.0,14.1,21.9,.467,20.2,21.2,.050,.413,20.0,65.5,.522
Akron,Duquesne,76,81,2011-11-19,0,True,False,102.7,109.5,73.9,.571,.265,.610,56.4,60.7,8.1,9.5,.633,23.4,25.9,.286,.582,14.2,85.7,.309
Akron,Detroit Mercy,81,63,2011-11-26,0,False,False,115.7,90.0,70.4,.271,.271,.608,62.3,46.9,14.3,9.5,.610,17.4,43.5,.153,.463,20.7,76.7,.241
Akron,West Virginia,56,77,2011-11-28,0,False,True,73.7,101.3,76.4,.375,.232,.424,48.6,35.0,14.5,6.1,.375,23.3,30.6,.250,.500,16.5,65.8,.222
Akron,Middle Tennessee,53,77,2011-12-04,0,False,True,80.3,116.7,65.6,.393,.250,.399,44.9,37.5,1.5,2.2,.321,16.4,33.3,.304,.527,9.0,57.6,.345
Akron,Cleveland State,66,69,2011-12-10,0,False,True,95.7,100.0,68.8,.617,.191,.543,46.0,55.0,15.9,5.3,.479,19.8,28.6,.447,.526,19.5,68.2,.158
Akron,Arkansas-Pine Bluff,87,64,2011-12-15,0,False,False,114.5,84.2,76.0,.444,.241,.665,50.0,65.6,10.5,31.6,.657,19.7,27.3,.296,.370,21.2,63.9,.444
Akron,Florida A&M,91,69,2011-12-17,0,False,False,115.2,87.3,79.1,.531,.297,.568,57.7,60.0,5.1,7.4,.516,15.8,44.4,.391,.397,15.2,69.0,.221
Akron,Youngstown State,88,62,2011-12-19,0,False,False,115.8,81.6,75.6,.328,.343,.568,60.0,54.8,14.5,6.7,.530,17.1,47.2,.254,.483,24.5,71.8,.085
Akron,North Carolina A&T,79,52,2011-12-21,0,False,False,105.3,69.3,74.9,.459,.459,.532,65.2,73.1,8.0,22.9,.492,10.8,27.3,.311,.349,15.9,100.0,.283
Akron,VCU,75,76,2011-12-29,1,False,False,96.2,97.4,69.2,.339,.357,.577,53.3,57.7,7.7,18.2,.554,23.5,34.6,.232,.437,14.3,67.6,.333
Akron,Marshall,67,51,2012-01-01,0,False,True,108.1,82.3,62.2,.164,.246,.510,45.1,57.1,11.3,8.5,.508,10.8,35.3,.082,.397,17.6,54.1,.086
Akron,Miami (OH),65,60,2012-01-07,0,False,True,106.6,98.4,61.4,.420,.240,.542,44.0,40.9,8.2,9.4,.510,9.1,16.7,.280,.554,21.6,85.0,.196
Akron,Bowling Green,56,55,2012-01-11,0,False,True,88.9,87.3,63.4,.375,.250,.495,47.6,47.6,14.3,0.0,.490,19.8,23.3,.188,.472,20.5,69.7,.074
Akron,Ohio,68,63,2012-01-14,0,False,False,97.1,90.0,70.4,1.100,.275,.558,58.1,50.0,5.7,9.8,.488,20.8,34.5,.725,.395,11.1,78.8,.226
Akron,Buffalo,70,82,2012-01-18,0,False,True,93.3,109.3,75.3,.203,.266,.499,49.2,53.6,8.0,5.6,.477,19.5,34.3,.141,.568,18.7,66.7,.254
Akron,Kent State,84,75,2012-01-21,0,False,False,115.1,102.7,73.2,.175,.254,.616,60.7,60.0,4.1,9.8,.611,18.0,45.2,.111,.469,13.1,76.7,.215
Akron,Ball State,70,58,2012-01-24,0,False,True,107.7,89.2,65.4,.375,.375,.619,50.9,56.5,15.4,13.5,.573,22.1,30.4,.313,.405,15.8,65.6,.190
Akron,Central Michigan,74,64,2012-01-28,0,False,True,107.2,92.8,69.1,.800,.467,.596,53.1,63.6,8.7,12.2,.578,16.2,29.6,.489,.402,13.2,70.3,.167
Akron,Toledo,86,72,2012-02-01,0,False,False,117.8,98.6,72.7,.580,.380,.674,51.8,50.0,12.3,10.0,.680,22.0,37.0,.360,.492,20.3,65.5,.237
Akron,Eastern Michigan,77,47,2012-02-04,0,False,False,111.6,68.1,69.4,.483,.379,.540,62.1,61.5,13.0,12.5,.517,18.3,51.5,.293,.340,20.6,72.7,.208
Akron,Western Michigan,69,66,2012-02-08,1,False,True,95.8,91.7,64.3,.354,.308,.454,45.6,45.8,12.5,10.0,.392,10.6,28.6,.277,.377,17.7,64.9,.404
Akron,Northern Illinois,75,51,2012-02-11,0,False,False,111.9,76.1,67.4,.617,.277,.617,43.4,52.0,16.4,12.8,.574,16.5,21.1,.447,.361,23.4,55.9,.222
Akron,Miami (OH),74,59,2012-02-15,0,False,False,121.3,96.7,61.0,.531,.245,.603,62.3,56.0,8.2,8.0,.551,14.0,40.7,.408,.500,18.3,84.6,.229
Akron,Oral Roberts,61,67,2012-02-18,0,False,True,89.7,98.5,67.9,.172,.379,.486,39.3,66.7,11.8,9.3,.457,14.9,18.8,.138,.481,19.0,62.1,.278
Akron,Bowling Green,79,68,2012-02-22,0,False,False,119.7,103.0,65.6,.449,.286,.664,61.5,67.9,4.5,10.4,.612,17.9,45.0,.388,.470,9.1,71.9,.091
Akron,Ohio,61,85,2012-02-26,0,False,True,88.4,123.2,68.7,.531,.327,.497,49.0,43.8,13.0,6.3,.388,20.7,33.3,.469,.651,18.4,71.4,.302
Akron,Buffalo,70,74,2012-02-29,0,False,False,102.9,108.8,68.0,.407,.352,.543,48.3,62.5,8.8,2.6,.500,17.8,33.3,.296,.563,18.0,64.3,.196
Akron,Kent State,61,55,2012-03-02,0,False,True,84.7,76.4,71.5,.423,.327,.488,45.2,42.9,15.3,14.6,.433,21.4,23.3,.308,.411,22.1,65.6,.161
Akron,Kent State,78,74,2012-03-09,0,True,False,120.0,113.8,65.4,.500,.357,.563,56.7,61.5,6.2,10.8,.536,13.7,42.4,.321,.561,15.4,74.1,.388
Akron,Ohio,63,64,2012-03-10,0,True,False,106.8,108.5,58.6,.409,.273,.599,51.1,80.0,13.6,19.4,.557,23.3,47.8,.318,.529,15.6,54.2,.173
Akron,Northwestern,74,76,2012-03-13,0,False,True,108.8,111.8,67.7,.164,.284,.512,55.4,66.7,5.9,5.7,.493,14.2,39.4,.119,.548,8.2,71.9,.129
Alabama A&M,Tulane,63,72,2011-11-11,0,False,True,87.5,100.0,72.4,.291,.364,.503,54.0,52.2,8.3,4.8,.491,21.4,27.3,.164,.500,16.4,83.3,.440
Alabama A&M,Alabama,45,82,2011-11-23,0,False,True,65.2,118.8,68.7,.652,.261,.373,36.5,36.4,2.9,8.3,.250,21.0,21.9,.478,.435,6.7,47.6,.319
Alabama A&M,South Alabama,44,67,2011-12-03,0,False,True,67.7,103.1,64.7,.190,.293,.348,36.2,38.9,9.2,7.5,.328,13.7,23.7,.103,.462,17.4,51.6,.365
Alabama A&M,Michigan,57,87,2011-12-17,0,False,True,80.3,122.5,71.3,.194,.371,.421,40.9,45.0,11.3,0.0,.395,17.1,23.7,.129,.636,18.8,64.3,.309
Alabama A&M,Georgia Tech,54,65,2011-12-19,0,False,True,76.1,91.5,70.9,.281,.439,.418,31.9,45.0,9.9,3.4,.395,16.8,12.5,.158,.455,25.9,58.6,.568
Alabama A&M,Tennessee State,68,78,2011-12-21,0,False,True,93.2,106.8,73.4,.368,.298,.508,40.0,41.7,9.6,7.4,.456,18.3,23.5,.281,.645,26.3,66.7,.763
Alabama A&M,UAB,58,92,2011-12-31,0,False,True,78.4,124.3,74.1,.130,.217,.396,32.8,39.1,14.9,13.3,.355,14.1,19.0,.130,.740,21.8,63.2,.438
Alabama A&M,Jackson State,52,55,2012-01-03,0,False,True,83.9,88.7,62.2,.300,.160,.455,55.4,28.6,11.3,13.9,.430,25.0,48.3,.180,.451,20.8,63.0,.176
Alabama A&M,Grambling,55,60,2012-01-05,0,False,True,85.9,93.8,63.9,.340,.245,.447,45.3,28.6,12.5,2.9,.434,18.5,34.3,.170,.385,18.4,58.6,.479
Alabama A&M,Arkansas-Pine Bluff,65,62,2012-01-07,0,False,False,103.2,98.4,63.0,.795,.333,.605,54.7,50.0,9.5,13.9,.603,24.0,39.1,.462,.500,17.5,66.7,.292
Alabama A&M,Mississippi Valley State,69,81,2012-01-09,0,False,False,97.2,114.1,71.2,.212,.269,.603,39.7,40.7,1.4,12.8,.587,20.8,7.4,.154,.525,9.7,67.7,.300
Alabama A&M,Alabama State,50,53,2012-01-14,0,False,True,75.8,80.3,65.8,.417,.417,.435,55.2,62.5,9.1,17.5,.406,24.8,39.3,.229,.380,17.3,70.0,.222
Alabama A&M,Southern,69,75,2012-01-21,1,False,True,90.8,98.7,67.2,.323,.258,.483,55.2,48.0,7.9,14.3,.460,19.2,34.3,.194,.464,14.7,78.1,.436
Alabama A&M,Alcorn State,65,64,2012-01-23,0,False,True,103.2,101.6,62.8,.468,.255,.566,50.0,36.4,15.9,15.8,.532,17.3,33.3,.319,.571,23.6,69.6,.163
Alabama A&M,Texas Southern,61,73,2012-01-28,0,False,False,81.3,97.3,75.3,.354,.446,.402,44.4,61.9,10.7,17.6,.385,16.5,33.3,.169,.581,26.0,66.7,.535
Alabama A&M,Prairie View A&M,64,54,2012-01-30,0,False,False,95.5,80.6,66.7,.400,.309,.489,56.7,68.2,9.0,11.6,.445,21.6,50.0,.273,.392,12.7,62.2,.117
Alabama A&M,Arkansas-Pine Bluff,75,81,2012-02-04,0,False,True,98.7,106.6,75.9,.561,.404,.519,42.4,60.9,3.9,7.7,.491,16.2,20.6,.333,.474,12.0,65.6,.474
Alabama A&M,Mississippi Valley State,64,78,2012-02-06,0,False,True,86.5,105.4,74.1,.458,.250,.547,50.0,43.5,8.1,5.6,.500,28.2,29.2,.333,.528,18.7,64.7,.389
Alabama A&M,Alabama State,47,57,2012-02-11,0,False,False,75.8,91.9,61.7,.615,.282,.466,47.6,62.5,9.7,15.9,.449,24.1,22.6,.308,.398,8.2,71.9,.169
Alabama A&M,Southern,65,72,2012-02-18,0,False,False,98.5,109.1,66.0,.327,.309,.511,49.1,56.5,7.6,6.1,.473,12.4,19.4,.236,.596,14.8,90.9,.340
Alabama A&M,Alcorn State,81,71,2012-02-20,0,False,False,111.0,97.3,72.5,.582,.200,.577,65.0,54.2,11.0,14.6,.482,15.6,43.8,.509,.550,20.3,89.3,.320
Alabama A&M,Prairie View A&M,52,60,2012-02-25,0,False,True,72.2,83.3,71.7,.212,.327,.454,46.4,45.0,2.8,12.5,.442,26.8,25.0,.115,.360,15.1,64.9,.333
Alabama A&M,Texas Southern,59,69,2012-02-27,0,False,True,80.8,94.5,73.0,.426,.383,.522,50.8,55.0,6.8,6.1,.489,29.8,22.2,.277,.479,18.6,73.5,.479
Alabama A&M,Jackson State,73,53,2012-03-01,0,False,False,109.0,79.1,66.8,.211,.246,.582,59.7,48.3,13.4,7.7,.553,19.3,40.7,.175,.412,19.7,74.3,.216
Alabama A&M,Grambling,72,75,2012-03-03,1,False,False,96.0,100.0,66.9,.234,.250,.506,53.5,66.7,8.0,11.5,.500,17.4,34.2,.125,.467,15.2,75.8,.295
Alabama A&M,Texas Southern,62,75,2012-03-07,0,True,False,92.5,111.9,66.7,.269,.442,.529,42.9,50.0,7.5,9.3,.481,22.5,35.7,.231,.530,19.6,50.0,.440
Alabama,North Florida,64,44,2011-11-11,0,False,False,101.6,69.8,63.2,.315,.296,.516,53.3,59.1,6.3,20.0,.454,18.4,41.9,.278,.259,14.9,61.4,.268
Alabama,Oakland,74,57,2011-11-14,0,False,False,108.8,83.8,68.5,.364,.145,.574,60.0,46.4,5.9,12.5,.536,17.8,34.5,.273,.440,16.3,83.9,.260
Alabama,Maryland,62,42,2011-11-17,0,True,False,100.0,67.7,62.3,.250,.286,.495,61.1,50.0,4.8,10.8,.491,18.3,40.6,.125,.286,12.9,77.5,.286
Alabama,Wichita St,70,60,2011-11-18,0,True,False,98.6,84.5,71.2,.528,.151,.528,47.4,47.8,11.3,31.1,.443,16.4,28.1,.434,.392,19.1,61.4,.138
Alabama,Purdue,65,56,2011-11-20,0,True,False,106.6,91.8,61.3,.340,.358,.528,52.1,65.2,6.6,2.9,.481,12.8,29.0,.264,.395,10.8,69.0,.193
Alabama,Alabama A&M,82,45,2011-11-23,0,False,False,118.8,65.2,68.7,.464,.304,.487,63.5,44.4,20.3,17.6,.435,6.7,52.4,.319,.250,21.0,78.1,.478
Alabama,VCU,72,64,2011-11-27,0,False,False,110.8,98.5,65.2,.520,.220,.577,54.2,42.3,10.8,17.6,.530,17.3,42.3,.380,.455,17.9,63.6,.255
Alabama,Georgetown,55,57,2011-12-01,0,False,False,100.0,103.6,55.4,.442,.372,.529,50.0,52.6,9.1,9.7,.477,14.7,24.0,.326,.510,15.9,74.1,.167
Alabama,Dayton,62,74,2011-12-07,0,False,True,101.6,121.3,60.5,.148,.296,.536,43.5,66.7,11.5,11.1,.537,16.0,27.6,.074,.717,21.5,70.6,.174
Alabama,Detroit Mercy,62,54,2011-12-11,0,False,False,98.4,85.7,63.2,.340,.300,.534,40.6,66.7,11.1,7.3,.500,18.3,20.0,.240,.321,16.6,53.8,.377
Alabama,Kansas State,58,71,2011-12-17,0,True,False,81.7,100.0,71.2,.222,.259,.486,46.7,58.3,7.0,7.5,.463,23.2,23.3,.148,.471,16.1,70.0,.423
Alabama,Oklahoma State,69,52,2011-12-21,0,True,False,100.0,75.4,69.1,.321,.268,.534,49.2,61.5,14.5,17.5,.527,14.6,21.9,.179,.355,19.3,75.8,.236
Alabama,Jacksonville,72,55,2011-12-29,0,False,False,109.1,83.3,65.7,.542,.313,.597,51.6,56.0,15.2,4.8,.583,15.4,30.4,.333,.400,19.8,64.1,.200
Alabama,Georgia Tech,73,48,2012-01-03,0,False,True,110.6,72.7,66.2,.296,.222,.593,54.1,58.6,21.2,14.3,.565,17.4,33.3,.222,.449,28.7,70.6,.082
Alabama,Georgia,74,59,2012-01-07,0,False,True,113.8,90.8,65.4,.306,.347,.659,64.6,59.3,10.8,2.9,.612,23.2,42.1,.286,.442,16.8,79.3,.250
Alabama,LSU,69,53,2012-01-11,0,False,False,106.2,81.5,64.9,.203,.203,.533,57.8,40.0,10.8,11.6,.534,18.8,48.4,.102,.396,19.7,66.7,.208
Alabama,Mississippi State,52,56,2012-01-14,0,False,True,86.7,93.3,59.5,.098,.176,.487,45.8,47.8,6.7,10.5,.461,15.8,15.4,.098,.427,12.9,69.7,.164
Alabama,Vanderbilt,59,69,2012-01-19,0,False,False,84.3,98.6,69.8,.143,.343,.395,42.9,56.5,18.6,15.6,.371,9.7,29.3,.100,.480,20.1,62.1,.420
Alabama,Kentucky,71,77,2012-01-21,0,False,True,107.6,116.7,66.4,.500,.140,.574,51.6,45.8,4.5,5.4,.530,18.5,33.3,.360,.490,10.3,65.7,.529
Alabama,South Carolina,54,56,2012-01-25,0,False,True,85.7,88.9,63.0,.245,.367,.494,53.6,52.4,6.3,16.2,.469,21.5,37.0,.163,.360,11.1,64.3,.103
Alabama,Arkansas,72,66,2012-01-28,0,False,False,102.9,94.3,70.5,.500,.300,.582,55.9,48.0,15.7,20.5,.520,21.6,34.6,.400,.482,20.0,72.7,.214
Alabama,Ole Miss,69,67,2012-02-04,2,False,False,92.0,89.3,60.1,.265,.250,.451,50.6,40.7,12.0,10.0,.419,13.6,33.3,.176,.475,19.9,71.4,.148
Alabama,Auburn,68,50,2012-02-07,0,False,True,101.5,74.6,66.9,.385,.269,.553,53.6,62.5,16.4,11.1,.519,20.6,33.3,.269,.463,26.3,76.9,.293
Alabama,LSU,58,67,2012-02-11,0,False,True,90.6,104.7,64.1,.241,.315,.482,48.1,50.0,14.1,2.6,.454,16.6,27.6,.167,.510,16.9,72.0,.347
Alabama,Florida,52,61,2012-02-14,0,False,False,81.3,95.3,64.0,.533,.356,.461,53.7,50.0,9.4,12.9,.444,23.2,33.3,.267,.462,16.8,70.0,.250
Alabama,Tennessee,62,50,2012-02-18,0,False,False,100.0,80.6,61.8,.652,.391,.515,50.0,58.8,24.2,29.2,.424,18.9,37.9,.500,.386,23.5,61.3,.364
Alabama,Arkansas,79,68,2012-02-23,0,False,True,111.3,95.8,70.6,.571,.224,.634,52.9,37.0,8.5,10.7,.612,18.3,20.8,.388,.578,24.0,81.5,.356
Alabama,Mississippi State,67,50,2012-02-25,0,False,False,113.6,84.7,59.4,.255,.234,.636,56.9,44.0,13.6,12.9,.596,15.9,23.8,.234,.447,19.4,80.0,.170
Alabama,Auburn,55,49,2012-02-29,0,False,False,90.2,80.3,61.5,.711,.244,.457,55.9,50.0,9.8,3.7,.344,13.0,22.9,.533,.458,17.0,90.9,.104
Alabama,Ole Miss,51,60,2012-03-03,0,False,True,83.6,98.4,61.4,.255,.364,.414,49.3,57.9,8.2,7.7,.391,17.4,34.3,.145,.449,9.7,64.7,.327
Alabama,South Carolina,63,57,2012-03-08,0,True,False,98.4,89.1,63.8,.707,.146,.575,56.0,36.8,10.9,7.1,.476,20.4,28.6,.585,.500,23.7,75.9,.096
Alabama,Florida,63,66,2012-03-09,0,True,False,108.6,113.8,57.8,.356,.178,.599,54.5,54.2,1.7,4.5,.567,16.0,22.7,.267,.481,7.6,75.8,.308
Alabama,Creighton,57,58,2012-03-16,0,True,False,101.8,103.6,56.4,.250,.354,.531,49.2,40.9,8.9,13.8,.531,14.4,20.7,.125,.530,11.1,76.7,.100
Alabama State,Marshall,49,67,2011-11-11,0,False,True,72.1,98.5,68.2,.478,.435,.434,40.3,41.2,8.8,2.6,.435,28.0,35.5,.196,.464,22.1,45.2,.291
Alabama State,Cincinnati,40,65,2011-11-13,0,False,True,56.3,91.5,71.0,.048,.339,.315,40.6,50.0,11.3,2.7,.315,21.1,20.0,.016,.481,20.4,69.0,.264
Alabama State,Northwestern State,60,67,2011-11-17,0,False,False,77.9,87.0,76.8,.235,.368,.397,50.6,52.2,10.4,2.2,.382,18.4,31.8,.118,.467,16.7,74.3,.183
Alabama State,Jacksonville State,65,78,2011-11-19,0,False,True,91.5,109.9,70.8,.241,.517,.503,29.4,47.6,15.5,3.0,.457,14.5,12.5,.207,.641,25.7,57.9,.413
Alabama State,Evansville,55,62,2011-11-29,0,False,True,85.9,96.9,63.8,.228,.491,.435,55.6,85.0,10.9,6.1,.412,20.2,38.9,.140,.511,17.5,77.8,.326
Alabama State,Florida Intl,60,57,2011-12-03,0,False,True,95.2,90.5,63.0,.333,.392,.508,43.6,52.4,9.5,8.1,.490,16.9,32.3,.196,.467,25.3,58.3,.304
Alabama State,Stephen F. Austin,48,74,2011-12-10,0,False,True,78.7,121.3,60.8,.292,.313,.439,32.3,63.2,9.8,4.1,.458,20.4,23.5,.083,.517,13.0,42.9,.241
Alabama State,Saint Louis,35,65,2011-12-17,0,False,True,60.3,112.1,58.4,.167,.250,.338,39.3,42.9,8.6,14.3,.302,18.8,18.8,.125,.564,20.0,62.1,.255
Alabama State,Clemson,45,70,2011-12-19,0,False,True,69.2,107.7,64.6,.173,.327,.400,42.4,64.7,7.7,5.9,.385,22.1,28.6,.096,.542,21.1,62.5,.375
Alabama State,Detroit Mercy,56,80,2011-12-22,0,False,True,74.7,106.7,74.7,.270,.302,.394,47.7,45.0,4.0,10.9,.341,19.3,31.6,.206,.556,16.0,70.4,.370
Alabama State,Grambling,73,62,2012-01-03,0,False,True,114.1,96.9,64.0,.434,.245,.571,54.7,44.0,10.9,2.6,.509,11.1,35.7,.358,.490,22.2,76.0,.313
Alabama State,Jackson State,81,78,2012-01-05,3,False,True,95.3,91.8,61.5,.508,.492,.535,37.5,60.0,10.6,4.3,.500,18.3,23.7,.328,.492,27.6,52.9,.234
Alabama State,Mississippi Valley State,60,67,2012-01-07,0,False,False,89.6,100.0,66.5,.404,.386,.442,44.4,63.2,10.4,2.5,.395,11.7,28.6,.263,.546,20.5,66.7,.148
Alabama State,Arkansas-Pine Bluff,62,56,2012-01-09,0,False,False,86.1,77.8,72.3,.340,.283,.504,54.7,50.0,18.1,11.6,.528,28.1,40.6,.113,.461,26.8,68.8,.176
Alabama State,Alabama A&M,53,50,2012-01-14,0,False,False,80.3,75.8,65.8,.315,.259,.427,44.8,36.8,12.1,21.4,.380,17.3,30.0,.222,.406,24.8,60.7,.229
Alabama State,Alcorn State,60,61,2012-01-21,0,False,True,103.4,105.2,57.9,.341,.341,.630,52.5,33.3,15.5,8.3,.610,21.4,30.0,.244,.490,15.1,75.0,.265
Alabama State,Southern,56,68,2012-01-23,0,False,True,87.5,106.3,63.8,.519,.389,.416,60.6,61.1,6.3,5.4,.398,15.1,41.0,.241,.573,10.4,88.9,.271
Alabama State,Prairie View A&M,57,64,2012-01-28,0,False,False,79.2,88.9,71.7,.293,.552,.431,43.8,66.7,8.3,10.9,.397,19.5,26.3,.190,.391,14.7,59.5,.219
Alabama State,Texas Southern,66,59,2012-01-30,1,False,False,94.3,84.3,62.3,.231,.308,.458,56.3,60.0,12.9,10.0,.431,18.2,43.6,.154,.438,19.2,71.9,.179
Alabama State,Mississippi Valley State,58,70,2012-02-04,0,False,True,80.6,97.2,71.6,.415,.321,.457,43.9,33.3,12.5,4.2,.443,20.1,23.5,.208,.522,23.2,73.9,.511
Alabama State,Arkansas-Pine Bluff,61,62,2012-02-06,0,False,True,98.4,100.0,62.4,.490,.412,.485,47.4,70.0,4.8,10.8,.480,16.0,32.4,.235,.424,9.0,61.0,.203
Alabama State,Alabama A&M,57,47,2012-02-11,0,False,True,91.9,75.8,61.7,.288,.254,.425,52.4,45.5,14.5,10.7,.398,8.2,28.1,.169,.449,24.1,77.4,.308
Alabama State,Alcorn State,78,63,2012-02-18,0,False,False,111.4,90.0,70.1,.607,.321,.541,65.1,57.7,11.4,18.9,.527,17.2,52.9,.339,.455,19.4,79.3,.236
Alabama State,Southern,53,55,2012-02-20,0,False,False,86.9,90.2,61.2,.321,.396,.434,59.7,57.9,11.5,6.5,.415,18.6,41.7,.170,.433,15.1,84.6,.356
Alabama State,Texas Southern,59,67,2012-02-25,0,False,True,80.8,91.8,72.9,.492,.302,.380,45.1,54.5,20.5,13.8,.349,15.3,40.9,.238,.452,29.4,51.9,.690
Alabama State,Prairie View A&M,59,62,2012-02-27,0,False,True,79.7,83.8,74.4,.400,.436,.451,46.7,42.1,12.2,18.4,.400,20.6,22.2,.273,.518,25.5,83.3,.071
Alabama State,Grambling,63,61,2012-03-01,0,False,False,103.3,100.0,61.3,.340,.396,.512,62.9,72.7,8.2,7.4,.509,17.4,42.9,.170,.454,11.6,82.9,.222
