team,opponent,team_score,opp_score,date,OT,neutral,road_game,ORtg,DRtg,Pace,FTr,3PAr,TSP,TRBP,ASTP,STLP,BLKP,eFGP,TOVP,ORBP,FT,OeFGP,OTOVP,OORBP,OFT
Akron,Middle Tennessee,82,77,2012-12-02,1,False,False,105.1,98.7,69.7,.421,.351,.599,42.3,50.0,11.5,19.6,.588,19.0,23.1,.263,.500,22.6,61.5,.375
Akron,Creighton,61,77,2012-12-09,0,False,True,93.8,118.5,65.0,.211,.298,.486,42.6,58.3,4.6,17.5,.456,14.9,20.0,.158,.565,9.6,64.5,.113
Akron,Detroit Mercy,73,80,2012-12-15,0,False,True,98.6,108.1,74.0,.415,.302,.575,46.8,46.4,8.1,20.0,.585,23.0,27.6,.208,.491,14.0,63.6,.473
Akron,Arkansas-Pine Bluff,76,46,2012-12-18,0,False,False,100.0,60.5,76.3,.379,.586,.555,73.4,76.0,11.8,14.6,.526,26.8,56.3,.259,.309,22.5,90.6,.218
Akron,Cleveland State,87,57,2012-12-23,0,False,False,119.2,78.1,72.8,.258,.387,.625,68.3,72.7,9.6,6.3,.605,16.7,44.8,.194,.394,19.2,90.3,.308
Akron,Texas Southern,83,68,2012-12-27,0,False,False,120.3,98.6,68.8,.367,.367,.589,58.5,60.0,8.7,21.2,.550,13.5,46.4,.283,.476,13.6,67.6,.145
Akron,Princeton,62,58,2012-12-30,0,False,False,106.9,100.0,57.7,.224,.265,.572,44.9,46.2,8.6,12.2,.551,15.6,26.1,.163,.510,17.9,61.5,.140
Akron,Coppin State,91,63,2013-01-02,0,False,False,111.0,76.8,81.7,.338,.446,.530,69.0,64.7,9.8,21.1,.520,13.1,46.3,.189,.362,12.4,89.1,.188
Akron,Western Michigan,65,43,2013-01-09,0,False,False,106.6,70.5,61.2,.271,.339,.488,55.4,62.5,13.1,8.6,.466,14.2,42.4,.169,.367,20.4,68.8,.143
Akron,Northern Illinois,68,53,2013-01-12,0,False,True,103.0,80.3,65.5,.652,.348,.564,53.2,45.5,7.6,17.1,.533,17.7,29.6,.413,.337,17.2,71.4,.408
Akron,Ball State,71,64,2013-01-16,0,False,False,104.4,94.1,68.5,.529,.353,.556,49.2,61.9,8.8,7.5,.471,16.9,24.1,.451,.491,17.3,73.3,.204
Akron,Kent State,71,67,2013-01-19,0,False,True,97.3,91.8,72.5,.371,.357,.431,57.0,46.2,11.0,11.1,.421,14.5,52.4,.171,.407,17.7,62.2,.426
Akron,Toledo,71,56,2013-01-23,0,False,True,109.2,86.2,65.0,.143,.365,.528,59.7,53.6,7.7,18.4,.524,16.2,45.7,.079,.393,13.2,73.0,.131
Akron,Buffalo,68,64,2013-01-26,0,False,False,103.0,97.0,66.4,.385,.327,.553,50.9,56.5,9.1,16.7,.510,15.2,23.1,.288,.509,17.7,75.9,.125
Akron,Bowling Green,68,55,2013-01-30,0,False,True,104.6,84.6,65.3,.155,.345,.546,52.4,60.7,10.8,5.1,.543,16.2,28.6,.086,.353,16.1,71.4,.373
Akron,Ohio,86,72,2013-02-02,0,False,False,122.9,102.9,70.4,.404,.281,.633,65.0,59.4,8.6,12.1,.614,15.0,40.7,.281,.472,11.7,84.8,.389
Akron,Central Michigan,68,56,2013-02-05,0,False,False,107.9,88.9,63.3,.226,.509,.579,53.8,84.6,6.3,8.8,.585,21.4,37.0,.113,.480,20.3,72.0,.137
Akron,Miami (OH),54,50,2013-02-09,0,False,True,84.4,78.1,64.1,.458,.333,.462,48.2,42.1,18.8,20.5,.448,19.3,28.6,.229,.438,24.8,67.9,.167
Akron,Eastern Michigan,70,62,2013-02-13,0,False,True,104.5,92.5,66.5,.362,.489,.635,57.7,84.0,10.4,11.4,.628,26.6,40.0,.234,.431,18.4,68.8,.353
Akron,Bowling Green,67,50,2013-02-16,0,False,False,100.0,74.6,67.1,.365,.222,.453,60.0,47.8,11.9,13.0,.381,8.6,44.1,.302,.353,18.1,75.0,.155
Akron,North Dakota State,68,53,2013-02-22,0,False,False,94.4,73.6,72.3,.538,.365,.521,54.1,50.0,8.3,14.0,.519,18.7,26.7,.269,.351,15.4,72.7,.090
Akron,Ohio,88,81,2013-02-27,1,False,True,118.9,109.5,66.1,.564,.327,.631,53.0,75.0,5.4,11.9,.591,15.7,28.6,.418,.485,10.6,71.1,.277
Akron,Buffalo,67,81,2013-03-02,0,False,True,97.1,117.4,68.8,.174,.304,.448,49.2,32.1,11.6,15.2,.435,11.8,33.3,.101,.630,14.1,77.3,.360
Akron,Miami (OH),72,58,2013-03-05,0,False,False,109.1,87.9,65.7,.315,.444,.580,50.9,66.7,21.2,10.3,.574,20.5,39.3,.185,.510,24.6,64.0,.140
Akron,Kent State,64,68,2013-03-08,0,False,False,92.8,98.6,69.2,.222,.375,.402,53.4,40.0,8.7,16.2,.389,10.2,43.5,.111,.471,18.0,70.4,.392
Akron,Kent State,62,59,2013-03-15,0,True,False,89.9,85.5,68.9,.630,.304,.519,53.2,72.7,8.7,24.4,.533,22.1,26.7,.283,.393,14.5,78.1,.268
Akron,Ohio,65,46,2013-03-16,0,True,False,95.6,67.6,67.8,.481,.212,.509,63.1,52.2,11.8,8.8,.471,18.0,35.5,.308,.343,16.5,88.2,.167
Akron,VCU,42,88,2013-03-21,0,True,False,65.6,137.5,64.3,.442,.302,.404,45.9,33.3,3.1,12.2,.360,28.8,30.0,.256,.600,6.5,61.3,.154
Alabama A&M,Iowa State,40,98,2012-11-12,0,False,True,55.6,136.1,71.6,.365,.327,.328,30.2,28.6,9.7,11.1,.288,21.8,20.0,.192,.700,16.4,47.8,.108
Alabama A&M,Jacksonville State,61,79,2012-11-15,0,False,True,81.3,105.3,74.7,.235,.176,.403,41.9,32.0,14.7,4.3,.375,15.6,31.8,.147,.526,19.6,56.7,.333
Alabama A&M,Evansville,46,72,2012-11-26,0,False,True,68.7,107.5,67.3,.449,.286,.387,45.7,53.3,10.4,9.3,.327,23.2,30.6,.286,.500,12.3,61.8,.143
Alabama A&M,Tennessee State,72,83,2012-12-01,0,False,False,100.0,115.3,71.8,.473,.309,.535,50.9,45.8,6.9,2.4,.482,16.2,29.0,.345,.548,13.0,79.2,.500
Alabama A&M,Mercer,46,65,2012-12-08,0,False,True,74.2,104.8,61.6,.333,.375,.414,43.5,29.4,6.5,18.4,.385,23.4,30.3,.188,.462,15.2,58.6,.327
Alabama A&M,Vanderbilt,46,71,2012-12-15,0,False,True,80.7,124.6,57.1,.370,.370,.425,41.7,46.7,7.0,0.0,.370,19.4,29.0,.261,.608,13.0,55.2,.176
Alabama A&M,Missouri State,59,47,2012-12-18,0,False,False,107.3,85.5,55.2,.175,.281,.478,65.0,65.2,3.6,10.8,.447,11.5,40.6,.140,.415,5.4,92.9,.170
Alabama A&M,Arkansas,68,95,2012-12-22,0,True,False,94.4,131.9,72.5,.288,.237,.507,43.8,36.0,1.4,3.8,.475,20.2,40.0,.203,.550,9.9,47.1,.257
Alabama A&M,Mississippi State,59,57,2012-12-30,0,False,True,92.2,89.1,63.9,.140,.281,.485,47.6,41.7,10.9,19.5,.465,17.6,29.0,.105,.393,13.5,65.6,.232
Alabama A&M,Grambling,78,53,2013-01-02,0,False,False,114.7,77.9,67.6,.208,.250,.493,61.2,73.3,10.3,5.0,.465,8.1,47.2,.153,.461,20.5,77.4,.118
Alabama A&M,Jackson State,88,87,2013-01-04,2,False,False,92.6,91.6,75.7,.571,.243,.494,46.1,55.2,9.5,7.4,.464,18.3,25.0,.329,.493,21.1,70.7,.313
Alabama A&M,Mississippi Valley State,68,79,2013-01-06,0,False,True,91.9,106.8,74.1,.236,.309,.556,42.6,38.5,9.5,11.4,.555,25.6,24.0,.127,.500,15.5,58.6,.295
Alabama A&M,Arkansas-Pine Bluff,61,77,2013-01-08,0,False,True,78.2,98.7,77.7,.617,.319,.502,47.9,89.5,5.1,1.7,.468,24.8,12.9,.362,.438,10.1,73.8,.194
Alabama A&M,Alabama State,64,57,2013-01-12,0,False,False,98.5,87.7,64.5,.659,.227,.554,57.9,35.0,12.3,9.3,.500,22.7,40.7,.455,.436,17.8,73.3,.164
Alabama A&M,Alcorn State,59,69,2013-01-19,0,False,False,78.7,92.0,75.4,.525,.322,.400,47.9,87.5,8.0,7.7,.314,15.0,22.5,.373,.500,19.0,80.6,.468
Alabama A&M,Southern,68,82,2013-01-21,0,False,False,90.7,109.3,74.6,.390,.237,.486,52.9,64.0,5.3,5.3,.466,15.7,21.6,.220,.543,10.2,87.9,.328
Alabama A&M,Texas Southern,56,89,2013-01-26,0,False,True,88.9,141.3,62.8,.580,.260,.439,37.7,57.9,7.9,2.6,.410,15.8,35.5,.300,.728,16.3,40.9,.105
Alabama A&M,Prairie View A&M,46,65,2013-01-28,0,False,True,68.7,97.0,67.3,.500,.426,.344,38.8,46.2,7.5,7.8,.250,14.1,26.5,.352,.448,13.4,51.5,.075
Alabama A&M,Mississippi Valley State,65,64,2013-02-02,0,False,False,94.2,92.8,69.1,.509,.302,.494,49.2,69.6,7.2,15.6,.472,17.5,27.3,.283,.471,17.5,75.0,.314
Alabama A&M,Arkansas-Pine Bluff,67,76,2013-02-04,0,False,False,91.8,104.1,72.6,.254,.305,.507,44.6,68.0,16.4,7.9,.466,19.5,27.6,.203,.606,25.9,63.0,.250
Alabama A&M,Alabama State,62,69,2013-02-09,0,False,True,93.9,104.5,65.9,.340,.396,.504,39.0,36.4,9.1,8.1,.481,17.4,20.0,.208,.587,18.6,58.6,.326
Alabama A&M,Alcorn State,72,65,2013-02-16,0,False,True,114.3,103.2,63.2,.415,.302,.567,53.0,50.0,3.2,3.8,.547,8.6,40.7,.264,.388,8.4,61.5,.194
Alabama A&M,Southern,67,81,2013-02-18,0,False,True,97.1,117.4,69.1,.298,.333,.515,45.8,62.5,4.3,8.1,.482,13.3,13.3,.211,.546,5.5,79.3,.407
Alabama A&M,Texas Southern,62,64,2013-02-23,0,False,False,95.4,98.5,64.8,.190,.207,.490,52.4,52.0,4.6,8.6,.474,12.5,25.0,.121,.520,12.6,80.6,.216
Alabama A&M,Prairie View A&M,57,61,2013-02-25,1,False,False,78.1,83.6,65.1,.456,.351,.411,44.9,63.2,5.5,6.8,.386,16.8,22.2,.228,.403,13.9,64.3,.104
Alabama A&M,Grambling,74,47,2013-02-28,0,False,True,107.2,68.1,69.4,.297,.359,.507,59.7,48.1,5.8,4.4,.477,9.9,32.4,.203,.352,12.0,84.2,.066
Alabama A&M,Jackson State,57,60,2013-03-02,0,False,True,95.0,100.0,59.9,.143,.339,.477,64.4,20.8,5.0,6.5,.464,19.0,50.0,.089,.450,11.9,81.5,.300
Alabama A&M,Grambling,59,51,2013-03-13,0,True,False,89.4,77.3,65.7,.519,.308,.455,54.2,61.9,10.6,11.4,.442,16.7,34.2,.250,.387,18.8,76.5,.189
Alabama A&M,Southern,59,72,2013-03-15,0,True,False,86.8,105.9,68.1,.380,.340,.500,52.4,42.9,10.3,22.6,.470,21.3,25.0,.240,.510,13.3,80.6,.392
Alabama,South Dakota State,70,67,2012-11-09,0,False,False,111.1,106.3,62.7,.269,.404,.597,56.3,56.0,12.7,13.8,.538,17.0,34.8,.269,.580,18.9,76.0,.180
Alabama,Oregon State,65,62,2012-11-15,0,True,False,98.5,93.9,66.4,.172,.362,.518,37.5,61.5,12.1,2.8,.509,11.3,20.0,.103,.511,26.3,66.7,.326
Alabama,Villanova,77,55,2012-11-16,0,True,False,114.9,82.1,67.0,.705,.341,.656,55.4,52.0,14.9,6.5,.670,19.3,23.1,.409,.372,18.0,83.3,.426
Alabama,Charleston Southern,59,46,2012-11-23,0,False,False,96.7,75.4,60.5,.158,.368,.481,50.0,73.9,18.0,22.6,.474,14.0,36.7,.088,.394,23.4,62.5,.096
Alabama,Lamar,75,47,2012-11-27,0,False,False,110.3,69.1,67.9,.281,.313,.517,61.5,43.3,13.2,24.5,.508,15.2,51.4,.156,.384,22.3,73.3,.071
Alabama,Cincinnati,56,58,2012-12-01,0,False,True,88.9,92.1,63.0,.053,.193,.479,52.5,32.0,7.9,10.4,.474,20.4,42.3,.035,.407,14.4,60.6,.169
Alabama,Dayton,76,81,2012-12-05,0,False,False,107.0,114.1,71.0,.593,.463,.549,45.6,50.0,9.9,20.6,.435,10.4,25.0,.537,.566,17.5,72.0,.396
Alabama,VCU,54,73,2012-12-15,0,False,True,85.7,115.9,63.2,.610,.268,.511,42.0,50.0,11.1,3.8,.427,23.2,23.1,.463,.559,15.2,62.5,.314
Alabama,Texas Tech,66,62,2012-12-19,0,False,True,97.1,91.2,67.7,.489,.311,.595,55.2,39.1,13.2,10.0,.567,24.5,36.4,.333,.405,17.1,66.7,.259
Alabama,Mercer,59,66,2012-12-22,0,False,False,93.7,104.8,62.5,.377,.264,.472,49.2,42.9,12.7,9.4,.434,12.6,31.3,.245,.481,15.0,67.7,.259
Alabama,Tulane,50,53,2012-12-30,0,False,False,84.7,89.8,58.7,.250,.313,.466,43.9,42.1,10.2,17.2,.427,18.3,24.0,.188,.430,18.4,59.4,.200
Alabama,Oakland,65,45,2013-01-05,0,False,False,98.5,68.2,65.8,.354,.333,.580,55.4,68.0,10.6,14.3,.583,20.0,28.0,.188,.288,16.3,72.5,.186
Alabama,Missouri,68,84,2013-01-08,0,False,True,95.8,118.3,71.0,.327,.309,.535,48.1,33.3,8.5,10.5,.482,20.1,21.4,.273,.651,13.6,79.2,.283
Alabama,Tennessee,68,65,2013-01-12,0,False,False,106.3,101.6,64.3,.352,.259,.539,36.7,52.2,15.6,12.5,.481,10.0,20.0,.296,.518,20.4,53.3,.145
Alabama,Mississippi State,75,43,2013-01-16,0,False,True,121.0,69.4,62.3,.138,.224,.607,63.0,38.7,19.4,18.5,.603,16.3,46.2,.086,.411,29.1,78.6,.133
Alabama,Texas A&M,50,49,2013-01-19,0,False,False,89.3,87.5,56.4,.366,.268,.519,49.0,61.1,17.9,6.5,.512,23.8,23.1,.195,.500,23.0,78.3,.167
Alabama,Kentucky,59,55,2013-01-22,0,False,False,90.8,84.6,64.6,.368,.228,.440,43.7,42.9,15.4,19.1,.386,8.2,21.1,.263,.438,17.5,69.7,.107
Alabama,Tennessee,53,54,2013-01-26,0,False,True,98.1,100.0,54.4,.244,.311,.528,34.0,66.7,18.5,15.0,.533,12.2,16.0,.111,.440,14.8,52.0,.200
Alabama,Arkansas,59,56,2013-01-31,0,False,False,93.7,88.9,62.8,.543,.239,.510,55.7,47.4,11.1,13.9,.446,24.7,48.3,.391,.409,17.4,62.5,.200
Alabama,Vanderbilt,58,54,2013-02-02,0,False,True,98.3,91.5,59.1,.360,.320,.495,44.7,42.1,20.3,12.5,.450,13.3,21.4,.260,.590,26.4,78.9,.205
Alabama,Auburn,37,49,2013-02-06,0,False,True,62.7,83.1,59.1,.184,.388,.347,46.7,50.0,15.3,0.0,.306,23.1,32.4,.143,.364,20.3,65.4,.386
Alabama,LSU,60,57,2013-02-09,0,False,False,90.9,86.4,65.7,.611,.333,.431,51.4,47.4,9.1,22.0,.370,12.6,34.2,.370,.411,14.9,71.9,.196
Alabama,Georgia,52,45,2013-02-12,0,False,True,85.2,73.8,60.7,.286,.367,.467,44.6,47.4,13.1,23.3,.449,13.9,15.2,.163,.356,15.8,75.0,.154
Alabama,South Carolina,68,58,2013-02-16,0,False,False,104.6,89.2,65.4,.702,.404,.542,48.4,54.5,18.5,20.6,.532,16.1,30.3,.383,.500,23.9,69.0,.137
Alabama,Mississippi State,64,56,2013-02-20,0,False,False,95.5,83.6,67.0,.529,.294,.501,49.2,50.0,26.9,3.6,.422,18.0,35.3,.412,.479,29.4,65.5,.208
Alabama,LSU,94,97,2013-02-23,3,False,True,104.4,107.8,65.7,.250,.276,.553,41.1,25.7,7.8,4.2,.513,13.3,16.7,.211,.529,15.8,64.9,.368
Alabama,Auburn,61,43,2013-02-26,0,False,False,96.8,68.3,62.6,.286,.429,.480,55.4,59.1,12.7,11.4,.438,11.2,32.3,.214,.320,20.9,76.5,.220
Alabama,Florida,52,64,2013-03-02,0,False,True,86.7,106.7,60.1,.182,.273,.435,48.1,31.8,8.3,12.5,.436,13.1,32.3,.073,.467,14.8,71.4,.489
Alabama,Ole Miss,83,87,2013-03-05,0,False,True,112.2,117.6,74.1,.242,.318,.564,62.5,62.1,6.8,0.0,.530,18.8,43.8,.197,.622,12.1,87.5,.531
Alabama,Georgia,61,58,2013-03-09,0,False,False,103.4,98.3,59.1,.354,.375,.544,43.4,30.0,15.3,13.3,.490,17.6,30.8,.292,.500,21.4,55.6,.234
Alabama,Tennessee,58,48,2013-03-15,0,True,False,101.8,84.2,56.8,.413,.217,.527,50.0,26.3,7.0,21.2,.467,15.4,31.0,.326,.366,13.8,63.4,.125
Alabama,Florida,51,61,2013-03-16,0,True,False,94.4,113.0,53.6,.286,.286,.535,47.2,26.3,0.0,2.9,.524,17.3,21.7,.167,.471,6.2,66.7,.231
Alabama,Northeastern,62,43,2013-03-19,0,False,False,103.3,71.7,59.7,.182,.345,.519,60.7,32.0,11.7,6.9,.491,16.7,42.9,.145,.389,22.8,78.6,.178
Alabama,Stanford,66,54,2013-03-23,0,False,False,100.0,81.8,66.3,.500,.231,.513,54.3,45.0,12.1,13.8,.423,15.7,32.4,.423,.397,18.4,75.0,.138
Alabama,Maryland,57,58,2013-03-26,0,False,False,90.5,92.1,63.5,.200,.273,.473,41.8,59.1,4.8,19.4,.436,18.9,22.6,.164,.576,25.1,66.7,.109
Alabama State,Middle Tennessee,53,97,2012-11-09,0,False,True,69.7,127.6,76.3,.574,.298,.443,38.8,41.2,2.6,14.6,.426,26.9,15.2,.277,.566,7.9,61.8,.294
Alabama State,Florida,35,84,2012-11-11,0,False,True,49.3,118.3,71.0,.179,.357,.288,37.0,66.7,11.3,5.7,.250,21.9,19.5,.125,.542,14.1,59.4,.339
Alabama State,UCF,56,85,2012-11-13,0,False,True,76.7,116.4,73.4,.159,.381,.413,39.2,47.8,8.2,2.3,.413,18.1,21.9,.063,.700,19.4,68.4,.145
Alabama State,Savannah State,54,59,2012-11-16,0,False,False,84.4,92.2,63.9,.213,.213,.522,45.3,63.6,4.7,15.8,.500,21.3,15.4,.149,.383,13.9,65.8,.217
Alabama State,Troy,62,66,2012-11-25,0,False,True,98.4,104.8,62.9,.321,.302,.508,47.5,29.2,7.9,8.2,.491,14.1,34.5,.189,.476,14.1,59.4,.095
Alabama State,Chicago State,54,67,2012-12-08,0,False,True,74.0,91.8,72.7,.170,.226,.471,42.1,43.5,15.1,12.8,.472,27.8,20.0,.075,.519,24.7,66.7,.204
Alabama State,Detroit Mercy,68,81,2012-12-10,0,False,True,90.7,108.0,74.6,.211,.263,.542,58.2,39.3,8.0,4.7,.544,24.2,35.5,.105,.477,10.5,77.8,.292
Alabama State,Troy,74,68,2012-12-13,0,False,False,107.2,98.6,68.9,.444,.315,.566,53.3,67.9,4.3,13.8,.611,15.5,35.7,.148,.425,11.2,68.8,.283
Alabama State,Evansville,67,80,2012-12-15,0,False,True,94.4,112.7,71.4,.288,.404,.567,43.1,75.0,14.1,0.0,.538,26.2,33.3,.212,.529,22.2,53.6,.510
Alabama State,Georgia Tech,41,75,2012-12-17,0,False,True,56.2,102.7,72.6,.233,.317,.308,36.8,73.3,8.2,10.0,.283,17.4,20.0,.117,.559,22.2,61.3,.153
Alabama State,Pepperdine,58,66,2012-12-19,0,True,False,84.1,95.7,68.9,.468,.340,.505,38.0,50.0,18.8,6.9,.447,23.9,19.4,.340,.590,30.9,68.4,.513
Alabama State,UT Rio Grande Valley,70,76,2012-12-20,1,True,False,100.0,108.6,61.9,.343,.269,.449,54.1,68.0,10.0,17.1,.410,13.3,41.9,.224,.565,14.4,71.0,.278
Alabama State,Jackson State,70,66,2013-01-02,0,False,False,87.5,82.5,80.1,.596,.404,.525,56.3,47.6,12.5,8.1,.481,23.9,30.0,.385,.483,23.7,79.4,.172
Alabama State,Grambling,69,56,2013-01-04,0,False,False,103.0,83.6,67.2,.418,.327,.523,52.9,65.2,16.4,8.3,.473,14.3,35.5,.309,.425,22.4,67.6,.208
Alabama State,Arkansas-Pine Bluff,58,73,2013-01-06,0,False,True,79.5,100.0,72.7,.300,.383,.423,50.0,65.0,5.5,5.3,.400,20.8,29.3,.167,.528,12.8,79.3,.296
Alabama State,Mississippi Valley State,69,65,2013-01-08,0,False,True,101.5,95.6,67.6,.241,.259,.534,62.1,51.9,13.2,16.0,.509,18.8,41.9,.172,.542,22.1,85.2,.271
Alabama State,Alabama A&M,57,64,2013-01-12,0,False,True,87.7,98.5,64.5,.200,.218,.473,42.1,52.2,9.2,0.0,.436,17.8,26.7,.164,.500,22.7,59.3,.455
Alabama State,Southern,67,79,2013-01-19,0,False,False,94.4,111.3,70.5,.254,.358,.446,52.1,52.0,7.0,8.6,.410,12.8,35.7,.179,.602,15.6,75.9,.259
Alabama State,Alcorn State,49,46,2013-01-21,0,False,False,73.1,68.7,66.9,.300,.300,.429,52.8,72.2,11.9,6.5,.400,25.0,29.4,.180,.333,24.5,73.7,.235
Alabama State,Prairie View A&M,72,74,2013-01-26,0,False,True,96.0,98.7,75.5,.406,.438,.472,39.2,46.2,9.3,7.7,.461,9.5,25.0,.203,.452,13.7,53.8,.110
