team,opponent,team_score,opp_score,date,OT,neutral,road_game,ORtg,DRtg,Pace,FTr,3PAr,TSP,TRBP,ASTP,STLP,BLKP,eFGP,TOVP,ORBP,FT,OeFGP,OTOVP,OORBP,OFT
Alabama,Kennesaw State,77,64,2015-11-13,0,False,False,105.5,87.7,73.1,.474,.298,.551,50.0,44.8,15.1,16.7,.544,14.8,25.7,.263,.409,19.4,73.0,.345
Alabama,Dayton,48,80,2015-11-17,0,False,True,64.0,106.7,74.5,.298,.351,.369,38.7,47.1,9.3,7.7,.342,23.7,23.3,.158,.542,19.7,59.4,.250
Alabama,UL Lafayette,105,93,2015-11-20,0,False,False,129.6,114.8,80.8,.593,.424,.694,42.9,59.4,7.4,23.5,.669,12.9,16.7,.441,.549,16.0,62.5,.426
Alabama,Xavier,45,64,2015-11-26,0,True,False,62.5,88.9,71.8,.182,.509,.377,44.3,35.3,6.9,22.6,.355,23.3,21.6,.109,.454,21.7,69.7,.278
Alabama,Wichita St,64,60,2015-11-27,0,True,False,100.0,93.8,64.1,.786,.476,.555,40.6,47.1,3.1,12.9,.464,17.5,18.5,.595,.393,12.7,56.8,.197
Alabama,Notre Dame,74,73,2015-11-29,0,True,False,113.8,112.3,65.3,.175,.298,.599,50.0,35.5,10.8,7.1,.596,16.3,28.6,.105,.509,10.8,68.8,.286
Alabama,Southern Mississippi,58,55,2015-12-04,0,False,True,87.9,83.3,65.7,.450,.725,.597,49.1,70.6,7.6,20.7,.563,26.2,4.5,.325,.457,17.9,80.6,.034
Alabama,Clemson,51,50,2015-12-13,0,False,True,86.4,84.7,59.0,.082,.328,.402,58.2,66.7,11.9,14.7,.402,19.2,47.4,.033,.417,16.9,72.4,.208
Alabama,Winthrop,72,60,2015-12-16,0,False,False,109.1,90.9,66.1,.315,.278,.580,57.4,42.9,4.5,6.7,.565,17.5,32.3,.204,.420,14.8,78.4,.232
Alabama,Oregon,68,72,2015-12-21,0,True,False,101.5,107.5,67.0,.408,.429,.581,42.6,52.2,6.0,9.5,.561,19.5,16.7,.265,.483,11.9,67.7,.276
Alabama,Jacksonville State,67,59,2015-12-29,1,False,False,93.1,81.9,63.7,.935,.522,.504,52.9,58.8,8.3,16.7,.424,16.7,31.3,.609,.414,20.1,71.1,.094
Alabama,Norfolk State,68,49,2016-01-02,0,False,False,109.7,79.0,61.9,.354,.500,.606,55.2,59.1,12.9,9.4,.573,17.8,21.7,.271,.407,16.1,77.1,.093
Alabama,Ole Miss,66,74,2016-01-07,0,False,True,94.3,105.7,69.6,.367,.510,.573,45.9,45.5,14.3,17.5,.541,25.0,28.6,.265,.455,15.8,60.6,.436
Alabama,Kentucky,61,77,2016-01-09,0,False,False,96.8,122.2,63.0,.519,.462,.470,36.5,27.8,4.8,16.7,.413,8.6,20.6,.346,.569,13.5,55.2,.373
Alabama,South Carolina,73,50,2016-01-13,0,False,False,110.6,75.8,66.0,.412,.549,.599,54.1,66.7,12.1,8.6,.598,19.9,38.5,.235,.387,21.9,65.7,.170
Alabama,Vanderbilt,63,71,2016-01-16,0,False,True,95.5,107.6,65.8,.385,.365,.512,58.2,28.0,6.1,15.2,.538,16.5,28.1,.135,.500,8.5,85.7,.449
