Rank,Name,EM,ORtg,DRtg
195,San Diego,-2.5587969461817366,100.08,102.64
196,Portland State,-2.691762960181073,105.64,108.33
197,UT San Antonio,-2.8699062146814924,99.69,102.56
198,Wake Forest,-2.9710532264681646,99.49,102.46
199,Tennessee Tech,-3.184956195352143,100.62,103.8
200,Tulane,-3.353123257488143,95.52,98.88
201,Holy Cross,-3.5347712720029065,94.39,97.92
202,Coastal Carolina,-3.536046721619087,98.54,102.08
203,Albany,-3.7190975175204812,104.41,108.13
204,High Point,-3.8204422750983014,103.07,106.89
205,Southern Utah,-3.981807925948324,96.12,100.1
206,Miami (OH),-4.004072437907858,100.7,104.7
207,Northeastern,-4.05557839728008,98.01,102.07
208,Rhode Island,-4.100512821264793,100.4,104.5
209,Columbia,-4.13024942079047,98.68,102.81
210,North Carolina Central,-4.3049765196656224,93.89,98.19
211,Central Connecticut,-4.367203605881649,96.82,101.19
212,North Florida,-4.486143115065488,98.68,103.16
213,Seattle,-4.507064904546802,95.85,100.36
214,Rider,-4.557965376416604,100.91,105.47
215,McNeese,-4.593407006135848,98.33,102.92
216,St Francis (BKN),-4.633701977140888,92.93,97.56
217,South Alabama,-4.678186798526092,98.85,103.53
218,Southeast Missouri State,-4.7021259062114495,101.33,106.03
219,Florida Atlantic,-4.777314184811047,96.91,101.69
220,Wright State,-4.8558286454035695,92.77,97.63
221,UL Lafayette,-4.9367240991886945,90.56,95.5
222,Austin Peay,-5.389670816088213,97.85,103.24
223,Arizona State,-5.466298483490803,96.08,101.55
224,Hawai'i,-5.470477029331228,99.58,105.05
225,Ball State,-5.797907696350968,97.06,102.86
226,Northwestern State,-5.8480971334656005,93.26,99.1
227,Eastern Washington,-5.960420791252346,96.55,102.51
228,Siena,-6.06030708188468,94.4,100.46
229,Lafayette,-6.315197982299594,103.48,109.8
230,Texas Tech,-6.323396201742348,92.39,98.72
231,Southern Illinois,-6.446096783480172,96.16,102.6
232,Delaware State,-6.485252574663782,99.58,106.07
233,Campbell,-6.515456849008864,99.3,105.81
234,Florida Intl,-6.756133567765481,96.23,102.99
235,Sacred Heart,-6.821315591129945,98.61,105.43
236,Western Carolina,-6.839934666120172,99.43,106.27
237,Lipscomb,-6.840869508943932,96.47,103.31
238,Georgia Southern,-7.283166421329327,94.91,102.19
239,Utah Valley,-7.349782665428556,96.22,103.57
240,Marist,-7.538613190383707,95.47,103.01
241,Cornell,-7.564802597206935,93.14,100.71
242,USC,-7.705828832511791,87.63,95.34
243,Jacksonville,-7.85256263856931,95.86,103.71
244,James Madison,-7.874483979932961,99.35,107.22
245,VMI,-7.951376838862664,99.1,107.05
246,Winthrop,-7.973781681340675,90.91,98.88
247,UC Irvine,-8.097618256137778,94.22,102.31
248,Texas State,-8.137026636809281,96.66,104.8
249,UNC Wilmington,-8.232809969051267,97.45,105.68
250,Niagara,-8.448750259310259,98.29,106.74
251,Furman,-8.47441692022587,93.72,102.2
252,South Dakota,-8.620350858682514,96.88,105.5
253,Stetson,-8.676980645853156,98.12,106.79
254,Bethune-Cookman,-9.074555095755144,100.11,109.18
255,Presbyterian College,-9.081527449668314,98.4,107.48
256,CSU Bakersfield,-9.121230392794018,98.04,107.16
257,Northern Colorado,-9.145662456980098,100.79,109.93
258,Appalachian State,-9.28509275581284,97.33,106.61
259,Boston College,-9.338615718585316,92.6,101.93
260,Fort Wayne,-9.37018773950529,96.01,105.38
261,Bradley,-9.431556202504694,90.67,100.1
262,Monmouth,-9.469837522973286,94.86,104.33
263,Liberty,-9.50085516972623,96.42,105.92
264,Mississippi Valley State,-9.727698923471294,95.1,104.82
265,Hampton,-9.74301469547784,88.02,97.76
266,Morgan State,-9.75935898222476,94.74,104.5
267,San Jose State,-9.793542080419193,98.28,108.07
268,Gardner-Webb,-9.853867654676762,90.57,100.42
269,Elon,-9.87201365178985,94.54,104.42
270,Troy,-9.880120036244207,100.82,110.7
271,Eastern Michigan,-10.039134215645568,87.69,97.73
272,North Dakota,-10.065377440133169,92.29,102.36
273,UMKC,-10.06791616195229,96.41,106.48
274,Central Michigan,-10.20244052550732,93.43,103.63
275,UC Riverside,-10.299681870949243,85.32,95.62
276,Santa Clara,-10.588936086762025,98.98,109.57
277,Portland,-10.698223767196808,94.52,105.21
278,Eastern Kentucky,-10.92791961484322,97.88,108.81
279,Coppin State,-10.95582054259949,102.03,112.98
280,Fordham,-11.0097141979915,91.93,102.93
281,William & Mary,-11.5220151047656,96.69,108.21
282,Pepperdine,-11.616366433670677,90.06,101.68
283,Loyola (CHI),-11.625527967475044,92.81,104.43
284,Texas Southern,-11.681279156331733,87.48,99.16
285,Chattanooga,-11.71670554122629,92.89,104.61
286,Sam Houston State,-11.728777680154657,85.75,97.48
287,UNC Greensboro,-11.751305502899434,92.49,104.25
288,Montana State,-11.941668054109407,93.41,105.35
289,Maine,-11.962032820846396,91.64,103.6
290,NJIT,-11.962598610399205,93.78,105.74
291,Samford,-12.31088551860747,97.88,110.19
292,Pacific,-12.34174485142512,94.45,106.79
293,Sacramento State,-12.621411410930257,95.05,107.67
294,UIC,-12.92610574662185,94.14,107.07
295,Army,-13.079018788795644,92.17,105.25
296,New Hampshire,-13.351395365515756,87.59,100.94
297,CSU Northridge,-14.176675413538874,94.64,108.82
298,North Carolina A&T,-14.61182105058645,91.58,106.19
299,Utah,-14.769983528137786,90.67,105.44
300,Mount St Mary's,-14.885011626348145,90.72,105.61
301,Dartmouth,-14.95038619576136,87.09,102.05
302,Southeastern Louisiana,-15.228891420271239,82.11,97.34
303,Eastern Illinois,-15.433648238373124,91.44,106.87
304,Idaho State,-15.649720675479358,90.92,106.57
305,Hartford,-15.827693690464272,87.76,103.59
306,Texas A&M-CC,-16.907684121032055,86.33,103.24
307,SIU Edwardsville,-17.08834769337888,92.15,109.24
308,Brown,-17.247433593872323,92.17,109.42
309,Canisius,-17.372243489290966,92.62,109.99
310,UT Rio Grande Valley,-17.46769125204098,89.08,106.55
311,The Citadel,-17.65565055747831,87.89,105.55
312,Houston Baptist,-18.01367588994841,89.28,107.3
313,Florida A&M,-18.537844969822913,90.51,109.04
314,Howard,-18.574405361398263,84.59,103.17
315,St Francis (PA),-18.787025086554806,89.01,107.79
316,Northern Illinois,-19.485366041105877,87.4,106.89
317,Kennesaw State,-19.595054158388905,94.17,113.76
318,Radford,-19.638214097810874,85.33,104.97
319,Prairie View A&M,-19.759537331710405,81.7,101.46
320,Nicholls,-19.810178869760072,95.21,115.02
321,Arkansas-Pine Bluff,-19.95452462400209,88.42,108.38
322,UC Davis,-20.18424548039716,89.87,110.05
323,Southern,-20.19957538951971,85.26,105.45
324,Navy,-20.27295572794253,85.51,105.79
325,Maryland-Eastern Shore,-20.31204833084282,84.09,104.4
326,Colgate,-20.4491705513463,94.53,114.97
327,Saint Peter's,-20.516657027865918,84.16,104.67
328,Alabama State,-20.62810055260458,83.14,103.76
329,Louisiana Monroe,-20.759932451605664,91.82,112.58
330,Alcorn State,-21.174284602407674,87.57,108.75
331,Chicago State,-21.827821942972264,85.68,107.51
332,Central Arkansas,-21.964323484473447,88.56,110.53
333,Fairleigh Dickinson,-22.954513909849695,86.61,109.57
334,UT Martin,-23.19852798018725,89.88,113.08
335,Northern Arizona,-23.690016760151778,86.21,109.9
336,Alabama A&M,-23.700459591247146,85.61,109.31
337,Towson,-23.869027024436583,84.04,107.91
338,Bryant,-24.274130486183772,89.63,113.9
339,Jackson State,-25.093436037663402,82.53,107.63
340,UMBC,-26.40583487543688,85.17,111.58
341,Longwood,-26.487795489593147,93.51,120.0
342,Binghamton,-26.506997166832484,82.16,108.66
343,South Carolina State,-26.78199256966016,87.16,113.94
344,Grambling,-34.40418634737175,79.41,113.82
