Rank,Name,EM,ORtg,DRtg
53,Alabama,14.215121939746972,106.51,92.3
54,Western Kentucky,14.211108828230373,110.27,96.05
55,San Diego State,13.849809497938246,105.33,91.48
56,Middle Tennessee,13.112087591980782,111.28,98.17
57,BYU,12.914452271932923,105.78,92.86
58,Utah,12.813456380191305,106.16,93.35
59,Marquette,12.571327283303646,111.82,99.25
60,Boston College,11.783359211692073,107.87,96.09
61,Fresno State,11.776734049816518,110.78,99.0
62,USC,11.766575651245056,112.62,100.85
63,Oklahoma State,11.68315378126566,102.23,90.54
64,Oregon,11.258741672594304,108.06,96.8
65,St John's,11.06782735831193,101.48,90.41
66,Providence,10.985016660448139,107.41,96.42
67,UCLA,10.962888542476442,107.65,96.69
68,Northern Iowa,10.902568149459789,100.12,89.21
69,LSU,10.828056394224483,114.49,103.66
70,Old Dominion,10.767513908307194,99.34,88.57
71,New Mexico State,10.734362740869713,105.17,94.43
72,Georgia,10.42663699168856,105.2,94.77
73,Northern Kentucky,10.360282035541914,106.28,95.92
74,Illinois,10.266192202151878,101.77,91.5
75,Wake Forest,10.154896739142352,109.72,99.56
76,Murray State,10.126087076885746,109.68,99.55
77,Washington,9.660805027930152,108.59,98.93
78,South Dakota State,9.628976232560156,108.98,99.35
79,Mississippi State,9.623460044559401,102.0,92.37
80,South Dakota,9.590986424120977,106.41,96.82
81,Bradley,9.215356977461191,97.67,88.46
82,Mercer,8.977485585827466,115.3,106.32
83,Vanderbilt,8.921770170710417,105.13,96.2
84,South Carolina,8.8931557454057,100.36,91.47
85,San Diego,8.83933454266407,99.53,90.69
86,Wisconsin,8.772602988559285,106.44,97.67
87,Missouri State,8.423325014311793,104.19,95.77
88,Idaho,8.253536156509753,100.05,91.8
89,Iowa,8.22893197249018,105.92,97.69
90,Belmont,8.193705987235141,109.63,101.44
91,UCF,8.169873350051866,93.52,85.35
92,Rutgers,8.099428063453438,96.06,87.96
93,Penn,8.089777198555637,102.4,94.31
94,East Tennessee St.,7.970903538140497,104.23,96.26
95,Temple,7.782952020471491,107.66,99.88
96,Grand Canyon,7.673823946387259,99.92,92.24
97,Ole Miss,7.5021559772821504,109.17,101.66
98,UAB,7.499627746408365,109.57,102.07
99,La Salle,7.24632783229157,104.39,97.15
100,Nebraska,7.140423881525479,105.32,98.18
101,DePaul,7.132114278949324,102.11,94.98
102,Louisiana Tech,6.997769974577977,104.83,97.83
103,Davidson,6.9785086129278255,109.83,102.85
104,UT-Arlington,6.901957244873806,100.15,93.25
105,Portland State,6.723810211963453,105.96,99.24
106,UC Santa Barbara,6.654014220811952,109.32,102.66
107,Vermont,6.592883325334867,111.43,104.84
108,Georgetown,6.425085413018593,103.71,97.29
109,Lipscomb,6.313562967467135,93.21,86.89
110,Stephen F. Austin,6.244685568814269,103.55,97.3
111,UNC Greensboro,6.214128981647242,99.43,93.22
112,UL Lafayette,6.111348710562169,109.1,102.99
113,Towson,5.993421426958477,101.25,95.25
114,Iona,5.842033146976853,107.96,102.12
115,Buffalo,5.8254983953336605,105.12,99.3
116,Georgia Southern,5.823974765733432,102.87,97.04
117,Rider,5.587411313265328,108.65,103.06
118,Northern Colorado,5.4564248473087815,99.94,94.48
119,UC Davis,5.419125944032068,102.7,97.28
120,Tulane,5.159056810310922,102.84,97.68
121,Indiana,4.971501914029616,104.9,99.93
122,Loyola (CHI),4.806085736748699,102.18,97.38
123,Albany,4.687560870049424,106.58,101.89
124,Oakland,4.586590468386788,104.73,100.14
125,VCU,4.551876676405058,104.21,99.66
126,Ball State,4.5405791090523735,103.01,98.47
127,Tulsa,4.337075858210639,102.59,98.25
128,Georgia State,4.0581341769250585,99.72,95.66
129,North Dakota State,3.9702501405370185,102.11,98.14
130,Northeastern,3.9272116649187296,103.46,99.53
131,Southern Illinois,3.8821809075662657,101.04,97.16
132,Ohio,3.588867112858395,100.03,96.44
133,Central Michigan,3.465788746415491,100.43,96.96
134,Colorado,3.170129033942935,100.68,97.51
135,Toledo,3.1191585822890886,107.75,104.63
136,Bucknell,3.114578789931123,108.07,104.95
137,Florida Gulf Coast,2.8709716620185475,105.05,102.18
138,New Mexico,2.629504287793658,104.28,101.65
139,Washington State,2.5625054210167306,103.94,101.38
140,Charleston,2.5619161062665157,97.49,94.92
141,Oregon State,2.4668931880668197,102.58,100.11
142,Coastal Carolina,2.3200616772993286,106.01,103.69
143,Utah State,2.314635225516625,102.51,100.2
144,Wyoming,2.124593837151629,98.97,96.85
145,Marshall,2.110763235558217,104.5,102.39
146,Jacksonville State,1.8575111176445702,99.31,97.46
147,George Washington,1.7374215532336876,100.98,99.24
148,Canisius,1.5189673266315538,102.39,100.87
149,Utah Valley,1.431381049644493,108.08,106.64
150,Army,1.2576028643625534,99.81,98.55
151,UT San Antonio,1.215687405914558,106.05,104.84
152,Dayton,0.9729099862855293,102.68,101.71
153,Montana,0.953052851322596,99.84,98.89
154,Iowa State,0.9443623908829721,102.42,101.47
155,San Francisco,0.9306968807705971,95.73,94.8
156,Massachusetts,0.8758856705302094,101.56,100.69
157,Wright State,0.5467409692903118,93.17,92.63
158,Wagner,0.43972940037147623,97.0,96.56
159,Furman,0.40869242110885295,102.55,102.14
160,Stony Brook,0.4054513395405621,97.32,96.91
161,North Texas,0.23603508092338643,102.14,101.91
162,Wofford,-0.013765224515545071,107.85,107.87
163,Stanford,-0.19558917926632802,97.16,97.36
164,Hofstra,-0.21663364156346887,103.77,103.99
165,Monmouth,-0.35668983692249867,99.04,99.4
166,Illinois State,-0.3749844669215321,98.83,99.2
167,Valparaiso,-0.43207174396074777,94.28,94.71
168,Connecticut,-0.5704529554803202,97.2,97.77
169,Saint Joseph's,-0.659141898492166,102.19,102.85
170,Fairfield,-0.6631478122682637,100.32,100.98
171,Princeton,-0.7105040894942931,102.08,102.79
172,Binghamton,-0.7442020722203324,102.43,103.18
173,Brown,-0.7928313656913062,96.31,97.1
174,Radford,-0.9786682843774841,98.06,99.04
175,Eastern Michigan,-1.0726506638781643,100.97,102.04
176,Eastern Washington,-1.0825048833332218,101.69,102.77
177,Duquesne,-1.1509322289464876,99.54,100.69
178,Liberty,-1.2248758118685146,98.4,99.62
179,Colgate,-1.4397597135721156,104.41,105.85
180,Fort Wayne,-1.4737963293700176,100.7,102.18
181,Lamar,-1.6218639200263993,96.3,97.92
182,Indiana State,-1.9385362113603506,97.8,99.74
183,UMBC,-1.996695984652625,106.2,108.19
184,Evansville,-2.074642407575112,94.71,96.78
185,Troy,-2.2773604337011335,106.06,108.33
186,Georgia Tech,-2.2817223200229435,96.39,98.67
187,Texas Southern,-2.3322249689453187,102.09,104.42
188,Robert Morris,-2.542833503415004,92.31,94.85
189,Saint Louis,-2.560404715964836,91.82,94.38
190,Hawai'i,-2.7705586105084308,94.91,97.68
191,Central Connecticut,-2.799561521209135,101.33,104.13
192,Manhattan,-2.8260400579363605,95.38,98.21
193,Cal State Fullerton,-2.851491642869611,97.23,100.09
194,South Alabama,-2.9021869059685557,91.97,94.87
195,St Francis (PA),-2.921419042135277,103.68,106.6
196,UNC Asheville,-2.939520186337866,96.34,99.28
197,UC Irvine,-3.0158785118072444,96.94,99.95
198,Prairie View A&M,-3.130929358267956,96.75,99.88
199,William & Mary,-3.156171512171646,111.88,115.04
200,Drake,-3.1899872939064124,102.38,105.57
201,Abilene Christian,-3.3412035952067853,100.15,103.49
202,Pittsburgh,-3.441688555198567,97.05,100.49
203,Western Michigan,-3.5448206769555597,100.08,103.62
204,Milwaukee,-3.623391054211801,95.82,99.45
205,New Orleans,-3.6256094018098537,98.55,102.18
206,Seattle,-3.740892781630059,104.5,108.24
207,Pacific,-3.7435912483028417,100.2,103.94
208,Harvard,-3.80065191200174,90.88,94.68
209,Austin Peay,-3.8228617277525245,94.53,98.35
210,Yale,-4.162591060734201,100.21,104.37
211,Saint Peter's,-4.163405016093002,94.78,98.94
212,Memphis,-4.206497512258011,96.79,100.99
213,Texas State,-4.421545097089911,96.6,101.02
214,Nicholls,-4.5102966278419885,97.71,102.22
215,Montana State,-4.5365753641885505,98.94,103.47
216,Winthrop,-4.710177694967342,100.1,104.81
217,Weber State,-4.920795063821089,101.98,106.9
218,California,-5.298723452490329,96.44,101.74
219,Hampton,-5.339735668711178,97.81,103.15
220,CSU Bakersfield,-5.38032136293932,92.84,98.22
221,Niagara,-5.425427197131697,106.18,111.61
222,Campbell,-5.744572832291858,103.57,109.31
223,Appalachian State,-5.784991406500382,100.17,105.95
224,Navy,-6.013525191652448,98.39,104.4
225,Elon,-6.0228674423926165,100.28,106.3
226,Loyola Marymount,-6.130292423595506,99.99,106.12
227,Southern Utah,-6.1553686022589815,106.82,112.98
228,Kent State,-6.284137988111674,97.85,104.14
229,Fordham,-6.327162850642978,93.71,100.04
230,Columbia,-6.515640468245508,101.24,107.76
231,UT Rio Grande Valley,-6.529692259762001,98.01,104.54
232,Southeastern Louisiana,-6.601745450327925,94.65,101.25
233,George Mason,-6.6626081061641855,93.68,100.34
234,Lehigh,-6.9986418971915185,97.98,104.97
235,Florida Intl,-7.01073177758191,95.09,102.1
236,Drexel,-7.082986949100658,94.82,101.9
237,North Carolina Central,-7.137201739895055,99.98,107.11
238,NJIT,-7.142761465815063,95.08,102.23
239,Central Arkansas,-7.179536839613419,102.69,109.87
240,Tennessee State,-7.21125909499623,89.34,96.55
241,Oral Roberts,-7.32568347541806,100.96,108.29
242,Colorado State,-7.40602739377627,95.34,102.75
243,James Madison,-7.498926433355521,99.7,107.19
244,Tennessee Tech,-7.556258797743979,97.9,105.46
245,Florida Atlantic,-7.600887845043317,93.64,101.24
246,Richmond,-7.716975161531963,95.46,103.17
247,Boston University,-7.843001414304425,101.35,109.19
248,Northern Illinois,-7.845156217264531,99.85,107.69
249,High Point,-7.896286060329388,93.72,101.61
250,Bowling Green,-7.899865096589956,100.3,108.2
251,Miami (OH),-7.992383720524096,92.24,100.24
252,UIC,-8.018823506814819,89.17,97.19
253,Arkansas State,-8.108498022713803,99.49,107.6
254,Cornell,-8.23524404002493,100.39,108.62
255,Idaho State,-8.369526571821915,93.03,101.4
256,Chattanooga,-8.536817400037044,91.13,99.67
257,Southeast Missouri State,-8.602938467520815,105.59,114.2
258,UMKC,-8.660095447316785,92.23,100.89
259,Long Beach State,-8.666942063514384,100.25,108.92
260,Delaware,-8.768971188515557,99.2,107.97
261,Eastern Illinois,-8.863244328997666,97.48,106.34
262,UTEP,-8.88267761755668,88.21,97.09
263,Akron,-9.075269937286727,94.8,103.87
264,Southern Mississippi,-9.481717965888812,97.76,107.24
265,New Hampshire,-9.672245829968176,93.86,103.53
266,North Carolina A&T,-9.77852356062101,96.87,106.65
267,Charlotte,-10.122081462710192,94.27,104.39
268,Loyola (MD),-10.286173079162644,93.17,103.46
269,Louisiana Monroe,-10.423159094869035,98.08,108.5
270,LIU Brooklyn,-10.435448753782367,97.56,108.0
271,Siena,-10.702739225382388,95.2,105.9
272,UC Riverside,-10.747969834977042,89.58,100.33
273,UMass Lowell,-10.780540071385879,99.76,110.54
274,Denver,-11.225153032053,94.89,106.12
275,Quinnipiac,-11.275668546484773,100.74,112.02
276,Charleston Southern,-11.297338195708171,93.49,104.78
277,Green Bay,-11.340090297326306,89.53,100.87
278,Morgan State,-11.36991798510914,95.21,106.58
279,Omaha,-11.440233854557476,97.07,108.51
280,Gardner-Webb,-11.54645421018077,92.83,104.38
281,Santa Clara,-11.666922791327892,98.93,110.59
282,North Dakota,-11.738004745268249,95.64,107.37
283,Dartmouth,-11.82175770391131,96.71,108.53
284,St Francis (BKN),-11.955673757775699,91.97,103.92
285,Pepperdine,-12.094159675934577,100.15,112.24
286,Cal Poly,-12.129134632953921,96.37,108.5
287,IUPUI,-12.134053670128957,97.94,110.07
288,VMI,-12.281284170759598,89.77,102.05
289,Houston Baptist,-12.364703110146444,97.84,110.2
290,South Florida,-12.402164285909379,89.39,101.79
291,Portland,-12.453493889579711,97.73,110.18
292,Presbyterian College,-12.456348931018915,98.96,111.42
293,Hartford,-12.470833116273603,96.0,108.47
294,San Jose State,-12.477357561021947,88.71,101.18
295,UT Martin,-12.53670319210783,95.3,107.84
296,Rice,-12.567141135810722,86.88,99.44
297,Cleveland State,-12.583565742668107,93.87,106.45
298,Western Illinois,-12.587898253043981,89.79,102.37
299,Fairleigh Dickinson,-12.636354614781247,93.97,106.61
300,Texas A&M-CC,-13.16109274037813,88.29,101.45
301,Western Carolina,-14.489385536750511,94.17,108.66
302,North Florida,-14.585341356671982,95.13,109.71
303,Air Force,-14.691017775692245,89.79,104.48
304,Sam Houston State,-14.926933446043556,88.82,103.75
305,Grambling,-14.939116632530862,93.33,108.27
306,Stetson,-14.994174514228469,95.24,110.23
307,Samford,-15.050010557624027,100.95,116.0
308,Lafayette,-15.058235633280042,95.86,110.92
309,Holy Cross,-15.133360479135064,95.68,110.81
310,Kennesaw State,-15.256660194160531,90.34,105.6
311,Morehead State,-15.352186091755144,89.5,104.85
312,East Carolina,-15.409701173753824,84.77,100.18
313,UNC Wilmington,-15.585520056228333,95.43,111.02
314,Detroit Mercy,-15.669224972560734,97.89,113.56
315,Mount St Mary's,-15.6942335911924,95.05,110.75
316,Southern,-15.822316594100158,93.54,109.36
317,Howard,-16.143659783643727,90.26,106.4
318,Sacred Heart,-16.22624549442331,88.31,104.53
319,Eastern Kentucky,-16.66867328160805,93.76,110.43
320,Marist,-16.86143031142263,95.05,111.91
321,Savannah State,-16.863386346523484,94.6,111.46
322,Bethune-Cookman,-16.959220606064164,91.83,108.79
323,Sacramento State,-17.139556773545593,87.14,104.27
324,SIU Edwardsville,-17.623932547796343,95.05,112.67
325,Maine,-17.73977912583223,85.7,103.44
326,Northern Arizona,-18.032972400101144,89.01,107.04
327,Incarnate Word,-18.12930075214878,89.15,107.28
328,McNeese,-18.51448022149239,88.93,107.44
329,Little Rock,-18.794581526948768,83.34,102.14
330,The Citadel,-19.41463421610124,90.67,110.09
331,Jackson State,-20.85275894158916,88.33,109.18
332,South Carolina Upstate,-21.14666796357473,99.95,121.1
333,Florida A&M,-21.409856912993398,91.22,112.63
334,American,-21.488174201464645,91.57,113.06
335,Arkansas-Pine Bluff,-21.546973264984977,87.48,109.02
336,Coppin State,-22.128191638248726,81.7,103.83
337,Norfolk State,-22.559609052665223,86.59,109.15
338,Bryant,-23.801879394732538,90.83,114.63
339,CSU Northridge,-23.829378578244246,89.18,113.01
340,Youngstown State,-24.03852829197787,88.34,112.38
341,Alabama State,-25.115298604852065,89.81,114.93
342,Jacksonville,-25.28241013439888,88.24,113.52
343,Mississippi Valley State,-25.387166807885976,85.53,110.92
344,Longwood,-26.287233445490298,81.81,108.1
345,Northwestern State,-26.442724088081597,81.16,107.6
346,South Carolina State,-26.974372340738547,86.8,113.77
347,Alcorn State,-27.586072009468644,89.15,116.73
348,Chicago State,-30.496893165464343,85.01,115.51
349,Alabama A&M,-31.434059521538487,82.54,113.98
350,Delaware State,-31.61152860657873,88.86,120.48
351,Maryland-Eastern Shore,-36.30346747990252,79.97,116.27
