Rank,Name,EM,ORtg,DRtg
56,Florida State,14.737723496117482,111.02,96.28
57,Colorado,14.469057193798385,105.3,90.83
58,Providence,14.432272434457083,107.16,92.73
59,Hawai'i,14.431900638095613,105.28,90.85
60,Memphis,14.108565738603183,105.13,91.02
61,USC,14.098363705754302,110.17,96.07
62,Kansas State,14.071003658112375,106.19,92.12
63,Northwestern,13.957667668349018,109.05,95.09
64,Dayton,13.876900755201085,102.95,89.08
65,Northern Iowa,12.5315322843893,106.29,93.76
66,Nebraska,12.44537465988963,106.93,94.49
67,UCLA,12.417840628004136,109.2,96.78
68,Tulsa,12.379476051747737,108.28,95.91
69,Ohio State,12.133709090660766,104.16,92.02
70,Washington,12.126390507330804,107.31,95.18
71,Ole Miss,12.010852219623978,108.69,96.68
72,Oregon State,11.97395379199677,107.32,95.35
73,Mississippi State,11.65656495074196,106.59,94.94
74,Georgia,11.542252048792157,106.44,94.89
75,Princeton,11.14761802940474,109.69,98.55
76,UC Santa Barbara,11.09076579382215,104.72,93.63
77,Arkansas,11.043988919632717,107.45,96.41
78,LSU,10.886150338180265,110.78,99.89
79,Georgetown,10.586187277193083,107.38,96.79
80,Oakland,10.502643089698878,113.71,103.21
81,UT-Arlington,10.179000653963364,104.18,94.0
82,William & Mary,10.017176574043894,110.4,100.38
83,Evansville,9.898145450709727,103.25,93.35
84,Rhode Island,9.642529111639043,104.1,94.46
85,James Madison,9.484583995748913,103.94,94.46
86,NC State,9.449485462640375,109.22,99.77
87,UNC Wilmington,9.448439243081971,107.53,98.09
88,St Bonaventure,9.300329464250552,109.76,100.46
89,UC Irvine,9.1436941706771,105.19,96.05
90,CSU Bakersfield,8.921445189394646,100.93,92.0
91,Tennessee,8.913613687474431,106.93,98.01
92,Boise State,8.867451882188526,105.93,97.06
93,Iona,8.822502796302835,107.96,99.14
94,Hofstra,8.647223225245028,107.06,98.42
95,South Dakota State,8.577355848525066,106.97,98.39
96,Temple,8.562208572252644,103.22,94.66
97,Middle Tennessee,8.461297795008711,103.8,95.34
98,New Mexico State,8.40125299120374,101.38,92.98
99,Old Dominion,8.251859336514741,104.29,96.04
100,Monmouth,7.9275480228982005,102.7,94.77
101,Akron,7.905313906734776,106.15,98.24
102,Richmond,7.862322357757172,110.45,102.58
103,Marquette,7.825856791700957,106.81,98.98
104,Fresno State,7.735414616274028,104.82,97.09
105,Stanford,7.505235037166216,104.56,97.06
106,Alabama,7.371848321008599,102.97,95.6
107,Milwaukee,7.357729243884137,111.3,103.94
108,UL Lafayette,7.343112364810857,108.43,101.08
109,Illinois,7.340363548355498,105.32,97.98
110,Columbia,7.245018064916472,110.3,103.05
111,Stony Brook,7.168513658332934,103.28,96.12
112,Illinois State,6.68238688991984,102.31,95.63
113,Davidson,6.562867714110254,111.0,104.44
114,Chattanooga,6.469319111991169,103.53,97.06
115,Oklahoma State,6.443441059070395,100.62,94.18
116,Arizona State,6.2820034427056015,105.35,99.07
117,Louisiana Monroe,6.086160524645003,106.11,100.02
118,Wake Forest,5.379403903988539,102.62,97.24
119,UAB,5.252760536186862,105.51,100.26
120,Penn State,5.060144852007205,99.77,94.71
121,Toledo,4.9966437135920785,105.95,100.96
122,Green Bay,4.896632260854467,104.34,99.44
123,Long Beach State,4.8427968752333825,101.79,96.94
124,Siena,4.688024158086549,104.61,99.92
125,Morehead State,4.3550422206637265,102.23,97.88
126,Albany,4.29207902469026,103.23,98.94
127,Northeastern,3.8873443844567603,104.2,100.31
128,Charleston,3.7517208296108464,92.84,89.09
129,Towson,3.7141748302006405,103.32,99.61
130,TCU,3.571751667185204,98.6,95.03
131,UNC Asheville,3.527862235790117,97.34,93.81
132,Wright State,3.4152343879251035,98.25,94.83
133,Buffalo,3.3844035543830486,103.16,99.78
134,Pepperdine,3.3492308170057186,102.63,99.28
135,UNLV,3.2392462109891653,99.74,96.5
136,Grand Canyon,3.0660049338639865,101.22,98.15
137,Fort Wayne,2.9623559641008157,107.94,104.98
138,Ohio,2.7808412919198915,107.84,105.06
139,Montana,2.698318034785885,104.04,101.34
140,Utah State,2.6976483159259317,107.23,104.53
141,Central Michigan,2.6804291369919753,107.26,104.58
142,Florida Gulf Coast,2.6755260254730118,100.23,97.55
143,Vermont,2.5987693102524076,105.83,103.23
144,Colorado State,2.527351978632396,109.17,106.64
145,East Tennessee St.,2.4171346682473427,104.27,101.86
146,New Mexico,2.3414807829055846,104.09,101.75
147,Belmont,2.2901090711846166,110.45,108.16
148,Nevada,1.8908694856342478,94.67,92.78
149,Murray State,1.7694928890876085,105.41,103.64
150,Marshall,1.7495151459150051,107.28,105.53
151,Duquesne,1.7171201103918463,103.72,102.01
152,Louisiana Tech,1.565733247446694,102.6,101.03
153,Ball State,1.5085055380078813,100.16,98.65
154,Western Kentucky,1.4550034302253891,105.43,103.98
155,Winthrop,1.3921933585930901,104.62,103.23
156,Eastern Michigan,1.3416390064598787,103.15,101.8
157,Fordham,1.338785178311447,100.65,99.31
158,Weber State,0.980945482393146,99.78,98.8
159,Omaha,0.8738740222621288,105.51,104.64
160,High Point,0.8565071623123899,107.53,106.67
161,Tennessee State,0.752452762354892,97.85,97.09
162,Missouri,0.7479624119028401,100.54,99.79
163,Detroit Mercy,0.7264125333381131,108.15,107.43
164,North Dakota State,0.4953950937456,97.23,96.74
165,Northern Illinois,0.4837067653611413,96.78,96.29
166,Furman,0.4002667939651232,102.28,101.88
167,Southern Illinois,0.34879472528896116,100.96,100.61
168,Massachusetts,0.2933694072323405,98.13,97.84
169,Lehigh,0.01720544572137328,100.35,100.33
170,Elon,-0.3908270947524599,101.96,102.35
171,Texas A&M-CC,-0.40619923884062104,99.88,100.29
172,Minnesota,-0.41355625917645256,97.28,97.69
173,Harvard,-0.48094740979937,96.55,97.03
174,Coastal Carolina,-0.4985579116868166,98.56,99.06
175,Wagner,-0.5093947362644329,97.67,98.18
176,Wofford,-0.6967188651134322,103.76,104.46
177,Wyoming,-0.8865221442154976,104.78,105.66
178,Tennessee Tech,-1.1436514183627366,104.84,105.99
179,Georgia State,-1.2099537560320215,98.23,99.44
180,Western Carolina,-1.260606222575646,98.3,99.56
181,Texas State,-1.3646249476631027,97.82,99.19
182,Western Michigan,-1.399785472129274,100.53,101.93
183,Auburn,-1.4549876903379584,98.12,99.58
184,Kent State,-1.4594216781576748,101.67,103.13
185,Texas Southern,-1.638240091240803,102.62,104.25
186,Charlotte,-1.6435223398766112,102.87,104.51
187,Georgia Southern,-1.6649255957479738,102.33,103.99
188,Bucknell,-2.0203531230213088,99.73,101.76
189,Portland,-2.1088804369591188,102.86,104.97
190,Tulane,-2.15478039410705,94.72,96.87
191,Loyola (CHI),-2.4765879357358784,94.7,97.18
192,Eastern Kentucky,-2.497391379337948,102.73,105.23
193,East Carolina,-2.5917298747337796,99.7,102.29
194,UCF,-2.620515345344586,96.85,99.47
195,Oral Roberts,-2.7308365594991812,102.69,105.42
196,Indiana State,-2.8388692070722925,93.47,96.31
197,North Florida,-2.9205109797943365,108.12,111.04
198,Denver,-3.354064567117227,101.47,104.82
199,Washington State,-3.4275713842798297,99.52,102.95
200,Fairfield,-3.493664864506698,99.74,103.23
201,North Dakota,-3.5154066274146842,95.44,98.96
202,UT Martin,-3.535382121203938,102.09,105.63
203,Austin Peay,-3.6574785255484557,102.93,106.59
204,DePaul,-3.7833373718508625,102.21,105.99
205,Sam Houston State,-3.811964470889315,100.01,103.82
206,Pacific,-3.883587984085125,98.14,102.03
207,Saint Peter's,-3.939609512716821,94.22,98.16
208,UC Davis,-3.958754660047326,89.43,93.38
209,Eastern Washington,-4.067982489254163,107.42,111.48
210,UNC Greensboro,-4.24151353363542,100.84,105.08
211,NJIT,-4.256810746577557,98.49,102.74
212,Loyola Marymount,-4.384735006228112,101.22,105.6
213,San Francisco,-4.4697449017522,102.7,107.17
214,Mercer,-4.5166372904368615,101.51,106.02
215,George Mason,-4.54802690242321,96.11,100.66
216,UTEP,-4.649723917254448,100.79,105.44
217,Idaho,-4.753209281339672,96.66,101.41
218,Cal Poly,-4.763355139270246,102.25,107.01
219,South Florida,-4.775479133080822,94.83,99.61
220,Dartmouth,-4.847700046198646,96.73,101.57
221,St John's,-5.010833338668235,93.39,98.4
222,IUPUI,-5.308286103398501,95.61,100.91
223,Boston University,-5.523936954664691,98.87,104.4
224,New Hampshire,-5.594594181003686,95.17,100.76
225,South Dakota,-5.7960916584876045,101.99,107.79
226,UMKC,-5.8651401602718565,98.65,104.52
227,CSU Northridge,-6.032528761997483,95.88,101.92
228,Southern,-6.0600117979996,95.74,101.8
229,Boston College,-6.064122430486492,91.93,98.0
230,Saint Louis,-6.098362645517916,93.2,99.3
231,Gardner-Webb,-6.186683148275577,98.29,104.47
232,Miami (OH),-6.259498072181721,93.11,99.37
233,Navy,-6.346365094259568,95.66,102.01
234,South Alabama,-6.441121497146078,92.48,98.92
235,Norfolk State,-6.494192767364552,101.05,107.54
236,Florida Intl,-6.519187896012504,97.81,104.33
237,San Jose State,-6.662904243021707,93.97,100.63
238,Rider,-6.804705838776009,95.09,101.89
239,Samford,-6.835471965414001,99.11,105.94
240,Montana State,-6.92195899712226,102.24,109.16
241,Bowling Green,-6.949874476885817,96.67,103.62
242,Radford,-6.988424093378697,98.66,105.64
243,UC Riverside,-7.041539082645308,96.25,103.29
244,Army,-7.041843821983527,97.81,104.85
245,Kennesaw State,-7.048327315335527,97.77,104.81
246,Hampton,-7.1263365690031435,96.88,104.01
247,Santa Clara,-7.280041559432874,99.28,106.56
248,Arkansas State,-7.298707342674021,96.49,103.79
249,Manhattan,-7.393652004476337,95.23,102.62
250,Canisius,-7.443542478443909,103.13,110.58
251,Missouri State,-7.53613432106431,95.65,103.19
252,Drexel,-7.672173267905116,94.79,102.47
253,Air Force,-8.354595900119932,94.44,102.79
254,Northern Kentucky,-8.744161882761723,95.84,104.58
255,Idaho State,-8.785239484346988,96.76,105.54
256,Portland State,-8.80675815915476,98.46,107.26
257,Incarnate Word,-8.820583688318614,96.79,105.61
258,Fairleigh Dickinson,-8.91854409762955,101.87,110.78
259,Jackson State,-8.963386006948106,89.83,98.79
260,Appalachian State,-8.982930956563536,97.94,106.92
261,Cal State Fullerton,-8.988766008201083,99.1,108.09
262,Lipscomb,-8.994807364649063,97.98,106.97
263,Holy Cross,-9.147890187514982,94.45,103.6
264,Colgate,-9.37596994323092,99.6,108.97
265,Utah Valley,-9.387076628665284,96.33,105.72
266,Brown,-9.487655497155863,98.46,107.95
267,Stetson,-9.491549952101558,100.94,110.44
268,La Salle,-9.562755396558543,95.11,104.68
269,Rice,-9.603422545297782,103.59,113.19
270,Eastern Illinois,-9.73520651757567,98.05,107.79
271,St Francis (BKN),-9.922510536893398,90.57,100.49
272,South Carolina State,-9.944922030056055,99.3,109.24
273,Drake,-9.978826913625177,98.43,108.41
274,Penn,-10.114459808063934,95.85,105.97
275,Alabama State,-10.310489733021981,95.44,105.75
276,Rutgers,-10.318811646817785,94.44,104.75
277,Western Illinois,-10.412090133494992,95.01,105.42
278,Mount St Mary's,-10.414134315964247,89.33,99.74
279,Sacramento State,-10.469209189770687,93.3,103.77
280,Jacksonville,-10.771467242354362,95.57,106.34
281,LIU Brooklyn,-10.888977759464929,99.02,109.91
282,Liberty,-11.061634828976764,97.84,108.9
283,Seattle,-11.28585534672915,90.29,101.58
284,San Diego,-11.386122526980024,88.47,99.85
285,Florida Atlantic,-11.508071612003121,93.01,104.52
286,Sacred Heart,-11.72258902352943,96.49,108.21
287,Troy,-11.733216975962229,93.74,105.47
288,North Texas,-11.78454658085252,96.23,108.01
289,Jacksonville State,-11.880119094157422,94.05,105.93
290,Quinnipiac,-11.918332737324313,87.68,99.6
291,Longwood,-12.157971577330706,97.98,110.14
292,Loyola (MD),-12.718695402317536,96.54,109.26
293,Houston Baptist,-12.837073568372126,99.43,112.27
294,Delaware,-12.93928721542511,95.76,108.7
295,North Carolina Central,-12.967552463182926,96.11,109.08
296,Cornell,-12.970818528750549,93.93,106.9
297,Cleveland State,-12.982996242212408,87.34,100.33
298,Marist,-13.012298008056113,98.87,111.88
299,Southeastern Louisiana,-13.048018728940555,93.8,106.85
300,Robert Morris,-13.059354703309936,88.96,102.02
301,Alcorn State,-13.24639261566275,95.06,108.31
302,Youngstown State,-13.418725907257041,98.57,111.99
303,Campbell,-13.439939085312787,97.07,110.51
304,Morgan State,-13.788809992946504,91.03,104.82
305,UMass Lowell,-13.850060691147625,97.53,111.38
306,Hartford,-13.96410326267739,97.4,111.37
307,Northern Colorado,-14.234184228261022,97.87,112.11
308,Niagara,-14.407793563624622,90.01,104.42
309,New Orleans,-14.535815412732461,93.16,107.7
310,Central Arkansas,-14.58222407909114,98.03,112.62
311,Bethune-Cookman,-14.691116458869672,93.46,108.16
312,St Francis (PA),-14.710081877455941,96.98,111.69
313,VMI,-14.76424224652692,93.34,108.11
314,Southern Mississippi,-15.120566225332396,92.66,107.78
315,SIU Edwardsville,-15.145121652464162,90.73,105.88
316,American,-15.170780070779848,88.79,103.96
317,UIC,-15.202871001087303,87.11,102.31
318,Abilene Christian,-15.2917620153639,94.9,110.2
319,Charleston Southern,-15.5478694570023,93.86,109.41
320,Alabama A&M,-15.698632378287101,94.59,110.29
321,Maryland-Eastern Shore,-15.84384933005041,93.19,109.03
322,South Carolina Upstate,-15.945061833212634,94.49,110.44
323,Savannah State,-16.30584578679209,83.53,99.83
324,Nicholls,-16.36021473368639,87.43,103.79
325,Binghamton,-16.62914830986783,84.75,101.38
326,Northwestern State,-16.673713364778166,97.34,114.01
327,UT San Antonio,-16.923483875334767,95.38,112.3
328,Lamar,-17.004328275963893,92.94,109.94
329,The Citadel,-17.202292582736227,96.68,113.89
330,Coppin State,-17.46162408996964,91.92,109.38
331,McNeese,-17.59237249789932,93.28,110.87
332,Lafayette,-17.86833860906779,94.78,112.65
333,Prairie View A&M,-17.899102060050197,86.68,104.57
334,Presbyterian College,-17.90403619234673,90.13,108.04
335,Howard,-18.655641507444216,87.26,105.92
336,Bradley,-19.033137789320456,82.79,101.82
337,Maine,-20.371713646910067,89.8,110.17
338,Southeast Missouri State,-20.42218968708051,87.45,107.87
339,Mississippi Valley State,-20.839218509583702,86.2,107.04
340,UT Rio Grande Valley,-20.896040886545826,92.71,113.6
341,North Carolina A&T,-20.927023930194366,89.93,110.86
342,Grambling,-21.055755726169423,84.34,105.39
343,UMBC,-21.076791999240804,93.53,114.61
344,Arkansas-Pine Bluff,-22.05323661758058,85.06,107.12
345,Southern Utah,-22.609218711947655,91.75,114.36
346,Chicago State,-22.849470223994437,86.0,108.85
347,Northern Arizona,-23.21843365186367,89.09,112.31
348,Florida A&M,-26.120564030992636,80.25,106.37
349,Bryant,-26.23447676769569,86.47,112.71
350,Delaware State,-26.409232957353638,83.55,109.96
351,Central Connecticut,-26.692338897635956,88.28,114.97
