Rank,Name,EM,ORtg,DRtg
52,Maryland,15.501571566903934,106.89,91.38
53,Colorado,15.353040975985586,116.33,100.98
54,Northwestern,15.131790646536025,113.76,98.63
55,Michigan State,15.091026093319364,106.17,91.08
56,Miami,14.98402991347968,110.43,95.44
57,Alabama,14.880492019301592,102.39,87.51
58,Washington State,14.628916164973369,106.37,91.74
59,Oakland,14.402245800378878,115.71,101.31
60,Nebraska,14.089964444458367,103.45,89.36
61,Saint Mary's,14.027093660673486,113.71,99.68
62,Tennessee,13.259484687015586,105.86,92.6
63,Boston College,13.135684783779787,113.84,100.7
64,Oklahoma State,13.038799726044111,104.55,91.51
65,Georgia,12.52191156012237,105.42,92.9
66,UTEP,12.223053210387164,104.09,91.86
67,UAB,12.215856116113727,105.15,92.94
68,Minnesota,12.055205412397328,105.6,93.55
69,Baylor,11.997484006941598,104.22,92.22
70,Duquesne,11.969825671853236,103.17,91.2
71,California,11.688975029716104,108.98,97.29
72,Harvard,11.624895696406107,110.49,98.86
73,Missouri State,11.099343621980267,110.25,99.15
74,Southern Mississippi,10.791959535122444,108.57,97.78
75,Princeton,10.162477044670304,105.24,95.08
76,Rutgers,9.866127606809954,105.36,95.5
77,Marshall,9.637817524504065,108.32,98.68
78,Iowa State,9.606151448567104,106.41,96.8
79,Cleveland State,9.495527193851515,106.65,97.15
80,Charleston,9.42753509845803,108.67,99.25
81,Ole Miss,9.170170025312125,108.95,99.78
82,Colorado State,9.053106840211868,104.38,95.33
83,Wofford,8.799409047531078,110.77,101.97
84,Boise State,8.49065539502466,104.41,95.92
85,Tulsa,8.391348061714503,103.29,94.9
86,Iowa,8.135963468004547,102.02,93.89
87,Creighton,8.12920037400449,105.9,97.77
88,Providence,7.986577572735484,107.34,99.35
89,Virginia,7.932869002681059,101.91,93.97
90,Indiana,7.772413629632744,106.44,98.66
91,Oregon,7.655699121681408,103.67,96.02
92,Bucknell,7.631123275999833,100.87,93.24
93,Texas Tech,7.385226642418949,105.72,98.33
94,Georgia Tech,7.001242428420262,99.04,92.03
95,Indiana State,6.888423021490702,100.13,93.24
96,Rider,6.834745323957243,105.16,98.32
97,Memphis,6.825875056002751,100.53,93.7
98,Kent State,6.427021810089229,103.26,96.83
99,Fairfield,6.419414726966224,94.93,88.51
100,South Dakota State,6.358585398917853,111.85,105.49
101,Long Beach State,6.340030663396945,103.24,96.9
102,South Florida,6.261582972276315,101.53,95.26
103,Dayton,6.23395769448036,100.13,93.89
104,Morehead State,6.142517935393585,101.73,95.59
105,Valparaiso,6.07526800826318,103.25,97.18
106,NC State,6.064512723840053,106.85,100.79
107,Saint Peter's,5.952611183591287,94.48,88.53
108,UCF,5.933114224399112,102.38,96.45
109,Oral Roberts,5.762719407122447,108.93,103.16
110,Stanford,5.744875530194548,102.28,96.53
111,James Madison,5.562519578496051,106.22,100.66
112,Wright State,5.21742023044245,103.02,97.8
113,Portland,5.125518185106223,107.03,101.91
114,Northern Iowa,5.036785388063464,106.6,101.56
115,Rhode Island,5.022090628238757,101.28,96.25
116,LIU Brooklyn,4.893836207038007,106.06,101.17
117,Northern Arizona,4.844689622962889,102.08,97.24
118,Saint Louis,4.830002819145946,95.89,91.06
119,Oklahoma,4.537803155442774,103.14,98.6
120,Drexel,4.306376172122313,94.81,90.5
121,Arkansas,4.301868824112567,102.73,98.43
122,Montana,4.2456647520757045,98.31,94.07
123,Air Force,4.210979935880779,102.66,98.45
124,Mississippi State,4.016375232742924,104.11,100.09
125,Arizona State,4.00218892123732,102.04,98.04
126,Northern Colorado,3.8649771680399354,101.85,97.98
127,Akron,3.8514162999546215,100.32,96.47
128,Loyola (CHI),3.64607435735234,103.07,99.43
129,East Tennessee St.,3.639349630041089,99.91,96.27
130,Buffalo,3.579916417345032,102.05,98.47
131,UC Santa Barbara,3.3304948929132934,100.15,96.82
132,San Francisco,3.308400204765519,98.86,95.55
133,IUPUI,3.053710349778207,108.64,105.58
134,Detroit Mercy,3.0329616539167645,103.98,100.95
135,Milwaukee,3.0054689656478857,102.5,99.49
136,SMU,2.8248210319043423,101.64,98.82
137,Hofstra,2.7613659421906007,104.51,101.75
138,Robert Morris,2.7311093199148857,100.56,97.83
139,St Bonaventure,2.6115937771580278,106.07,103.46
140,Murray State,2.5674316203596277,100.18,97.61
141,Vermont,2.53402983491803,98.59,96.05
142,New Mexico State,2.246541559262056,101.57,99.32
143,Quinnipiac,2.1837000050374655,101.26,99.08
144,Rice,2.0660298321686454,101.76,99.69
145,Cal Poly,2.0589101570204846,95.16,93.11
146,South Carolina,1.872986045379676,97.74,95.87
147,Coastal Carolina,1.792265647826028,101.86,100.07
148,Austin Peay,1.665621080020614,98.19,96.52
149,George Washington,1.418319735548529,98.83,97.41
150,Santa Clara,1.367800012276767,102.06,100.7
151,Sam Houston State,1.331255371022742,100.88,99.55
152,East Carolina,1.2267634142016064,101.5,100.27
153,Western Michigan,1.1517751777444545,102.69,101.53
154,Penn,1.089382214116526,100.66,99.57
155,Boston University,1.0618198312503466,101.12,100.05
156,Idaho,1.0324954312578924,102.8,101.77
157,Lipscomb,0.9928936175063896,103.64,102.65
158,Middle Tennessee,0.7632734872933611,93.41,92.64
159,La Salle,0.6448494024793874,102.03,101.39
160,UNC Asheville,0.6349710894724154,97.22,96.58
161,North Dakota State,0.6019520868342383,101.23,100.63
162,Ohio,0.556756655137292,103.86,103.3
163,Utah,0.5326915695680157,98.41,97.87
164,Nevada,0.34367426957395963,102.01,101.67
165,Oregon State,0.339051757095973,100.65,100.31
166,Green Bay,0.27541984600197367,101.26,100.98
167,Davidson,0.1555953744400611,101.0,100.85
168,Canisius,0.044352966590039955,100.78,100.74
169,American,-0.005077401319567798,101.45,101.46
170,Central Connecticut,-0.12636553060681877,97.46,97.59
171,North Texas,-0.27890774008218244,104.74,105.02
172,Pacific,-0.36196926529827067,100.59,100.96
173,Loyola (MD),-0.3621341031711438,100.76,101.12
174,Bradley,-0.36689542184713986,100.37,100.74
175,Yale,-0.53219511723605,98.3,98.84
176,Furman,-0.5467580334343936,100.19,100.74
177,Fort Wayne,-0.6252226428422034,102.3,102.92
178,Fresno State,-0.8297492480577873,98.3,99.13
179,Saint Joseph's,-1.0120306355230042,103.94,104.95
180,Jacksonville,-1.588805752657791,93.6,95.19
181,Hawai'i,-1.6263548342261842,98.54,100.16
182,Stephen F. Austin,-1.7496685020346874,94.22,95.97
183,Massachusetts,-1.7941040128004246,93.74,95.54
184,Ball State,-1.8993570889550782,100.16,102.06
185,Arkansas State,-1.9818863670770455,96.76,98.74
186,Cornell,-2.0444935730379186,102.97,105.02
187,Northeastern,-2.1656937367381346,106.09,108.26
188,Evansville,-2.1897434746068356,98.97,101.16
189,McNeese,-2.3749735373369276,102.53,104.9
190,TCU,-2.4129324014837294,98.03,100.45
191,Weber State,-2.475823146039417,99.43,101.91
192,Drake,-2.5083895154755993,100.23,102.74
193,Western Carolina,-2.6648213112090104,94.61,97.27
194,Tulane,-2.9147388647909196,99.74,102.66
195,St Francis (BKN),-3.0375481392779093,95.79,98.83
196,Auburn,-3.3083936582825118,93.2,96.51
197,Miami (OH),-3.3160779189682543,101.31,104.63
198,Lafayette,-3.3596156895390905,99.96,103.32
199,DePaul,-3.602785654695012,101.26,104.86
200,UT San Antonio,-3.6338158715133346,100.31,103.94
201,Mercer,-3.681733235991665,96.65,100.33
202,CSU Northridge,-3.726759703256562,97.09,100.82
203,Stony Brook,-3.7318588425161465,92.74,96.47
204,Delaware,-3.7983659465228854,97.82,101.61
205,San Jose State,-3.8171932668719464,100.05,103.87
206,Tennessee Tech,-3.8694067963579712,96.56,100.43
207,Holy Cross,-3.94923184355482,99.93,103.88
208,Brown,-3.973543261878504,101.02,104.99
209,Loyola Marymount,-3.984662137175583,98.63,102.62
210,Lehigh,-4.083718762503793,99.01,103.09
211,Florida Atlantic,-4.159666292946085,96.88,101.04
212,Little Rock,-4.182779739550924,97.04,101.22
213,Hampton,-4.495485135377486,91.77,96.26
214,William & Mary,-4.531883517190536,100.59,105.12
215,North Florida,-4.7191756145398145,95.93,100.65
216,Pepperdine,-4.743827755535136,101.49,106.23
217,Siena,-4.786970245141099,95.3,100.08
218,Houston,-4.814149691870327,97.87,102.69
219,Maine,-4.848428947059027,101.43,106.27
220,Western Kentucky,-4.969751282539228,97.74,102.71
221,Appalachian State,-5.05091961960067,101.37,106.43
222,Columbia,-5.0696102973880315,96.36,101.43
223,UL Lafayette,-5.073296973715067,93.17,98.25
224,Denver,-5.1594654610556745,95.44,100.6
225,Georgia State,-5.236340163677227,91.54,96.78
226,Lamar,-5.540583308962404,97.02,102.56
227,VMI,-5.563526495514736,105.92,111.48
228,Wyoming,-5.669683249696007,96.34,102.01
229,Texas State,-5.831654927804529,98.85,104.68
230,Eastern Kentucky,-5.847483902243155,100.05,105.9
231,Charlotte,-6.1788635668439795,95.54,101.72
232,UNC Wilmington,-6.308378571104662,98.4,104.71
233,Illinois State,-6.3674977903070555,92.87,99.23
234,UC Irvine,-6.450741275128728,98.14,104.59
235,Albany,-6.58172439222178,97.85,104.43
236,Nicholls,-6.68728419024076,94.13,100.82
237,Charleston Southern,-6.734452159423654,98.53,105.26
238,Cal State Fullerton,-6.753501753099243,102.53,109.29
239,UT-Arlington,-6.994797526370363,93.55,100.55
240,Southern Illinois,-7.343202964480852,93.19,100.53
241,Southern Utah,-7.359904641076881,99.34,106.7
242,Winthrop,-7.453041928025286,92.36,99.81
243,Morgan State,-7.709272392208263,90.91,98.62
244,Elon,-7.718924314549774,101.69,109.41
245,Southeastern Louisiana,-7.945695707305063,95.45,103.39
246,Bowling Green,-8.027561501208709,94.43,102.46
247,Wagner,-8.129327550549903,95.17,103.3
248,UC Davis,-8.160599992450443,99.67,107.83
249,Tennessee State,-8.372904451023757,95.45,103.82
250,LSU,-8.426686946917144,90.68,99.11
251,Liberty,-8.439345047106364,93.8,102.24
252,Youngstown State,-8.581596915808603,97.03,105.61
253,Coppin State,-8.600698695944303,96.52,105.12
254,Eastern Washington,-8.667696763508772,94.94,103.61
255,Monmouth,-8.75400550153369,91.74,100.5
256,Louisiana Tech,-8.784127180478983,91.34,100.12
257,Mount St Mary's,-8.815292032452625,90.46,99.28
258,UC Riverside,-8.926391264376605,95.41,104.34
259,Utah Valley,-9.206171612324887,96.15,105.36
260,Northwestern State,-9.254735993052535,95.02,104.28
261,Navy,-9.767687636602183,88.56,98.33
262,Wake Forest,-9.78029236218137,95.7,105.48
263,Montana State,-9.799731710612313,94.87,104.67
264,Alabama State,-10.064156435216915,91.76,101.83
265,UIC,-10.06491531222462,91.54,101.61
266,Seattle,-10.340021425866546,88.44,98.78
267,Florida Intl,-10.427921029864478,98.45,108.88
268,Sacred Heart,-10.455167779836863,94.81,105.26
269,UMKC,-11.017022119112717,99.47,110.49
270,Central Michigan,-11.317612870204698,88.5,99.82
271,Savannah State,-11.378412034706926,87.31,98.69
272,St Francis (PA),-11.3867958499225,97.39,108.77
273,Northern Illinois,-11.453444528232637,94.07,105.52
274,Southeast Missouri State,-11.638431545501533,93.37,105.01
275,Troy,-11.764034939744612,92.11,103.87
276,Jackson State,-11.845429287080691,91.24,103.08
277,South Alabama,-11.97868206575344,95.42,107.39
278,Army,-12.033694969691354,95.19,107.22
279,Campbell,-12.060631138831695,92.17,104.23
280,Gardner-Webb,-12.125575038837894,88.94,101.07
281,UNC Greensboro,-12.177976269945269,96.22,108.4
282,Jacksonville State,-12.250155880381058,92.61,104.86
283,Florida Gulf Coast,-12.272135299970657,89.13,101.4
284,Niagara,-12.374775152535953,88.76,101.13
285,Bethune-Cookman,-12.407215379651653,96.19,108.6
286,Hartford,-12.452370406964071,90.2,102.65
287,New Hampshire,-12.49253191874405,86.48,98.97
288,Towson,-12.726774753578503,103.13,115.86
289,Chattanooga,-12.761978061645529,94.05,106.81
290,Portland State,-12.793701223468943,97.79,110.58
291,South Dakota,-12.807715922097763,97.48,110.28
292,UT Martin,-12.932653268751615,93.75,106.68
293,Norfolk State,-13.156804682001273,92.44,105.6
294,Eastern Michigan,-13.3393617806204,86.1,99.44
295,San Diego,-13.464161288109544,88.4,101.86
296,The Citadel,-13.532138430352987,95.62,109.15
297,Idaho State,-13.5472537876241,94.05,107.6
298,Presbyterian College,-13.708347154254227,94.31,108.02
299,North Carolina A&T,-14.15160980218289,93.45,107.6
300,NJIT,-14.195739567422983,87.74,101.94
301,Fordham,-14.533098401136478,93.79,108.32
302,Texas Southern,-14.619922392439506,87.8,102.42
303,Binghamton,-14.866105343329544,95.04,109.91
304,Bryant,-15.080096435118115,97.34,112.42
305,Eastern Illinois,-15.300449355208045,90.21,105.51
306,Stetson,-15.382447497529796,91.26,106.64
307,North Dakota,-15.407754351378827,88.75,104.16
308,Manhattan,-15.910583146203692,92.69,108.6
309,Colgate,-16.036031429350793,94.02,110.06
310,Marist,-16.068602777928042,93.17,109.23
311,North Carolina Central,-16.08009688233377,92.62,108.7
312,Texas A&M-CC,-16.247258127915863,90.83,107.08
313,Mississippi Valley State,-16.60210504157132,90.87,107.47
314,Dartmouth,-17.073810010981,89.74,106.82
315,Delaware State,-17.425418581070403,92.87,110.3
316,High Point,-17.444476017939785,91.09,108.53
317,Grambling,-17.516628374032834,86.56,104.08
318,Alabama A&M,-17.58951176129589,83.37,100.96
319,Fairleigh Dickinson,-17.723603250875456,90.04,107.77
320,Sacramento State,-17.919408234834414,89.74,107.66
321,Samford,-18.506120352677996,90.44,108.94
322,South Carolina Upstate,-18.606521714093745,86.44,105.05
323,South Carolina State,-19.353577766218933,88.38,107.74
324,Longwood,-19.496653769663055,97.91,117.4
325,Western Illinois,-19.50773301825221,83.26,102.77
326,Kennesaw State,-19.60256976982732,93.03,112.63
327,CSU Bakersfield,-20.138784232345692,90.23,110.37
328,Florida A&M,-21.370558583711016,83.08,104.45
329,Louisiana Monroe,-21.371202516884118,90.68,112.05
330,Georgia Southern,-22.19048806872035,85.74,107.93
331,UMBC,-22.51866576490226,92.77,115.29
332,Prairie View A&M,-22.685887426197517,85.09,107.78
333,Radford,-23.055378208597638,81.56,104.62
334,Houston Baptist,-23.47729033215314,86.91,110.39
335,Maryland-Eastern Shore,-23.488232873078438,86.48,109.97
336,UT Rio Grande Valley,-23.81421325055451,88.03,111.84
337,Central Arkansas,-23.834351988491726,85.87,109.7
338,Toledo,-24.641764036786384,87.1,111.74
339,Howard,-25.86825133025848,84.75,110.62
340,Arkansas-Pine Bluff,-26.005893721164895,85.26,111.27
341,Alcorn State,-27.89404057703122,82.11,110.01
342,SIU Edwardsville,-29.534110812726205,83.8,113.33
343,Southern,-34.92021946228639,77.0,111.92
344,Chicago State,-35.69097538484132,82.87,118.56
