Rank,Name,EM,ORtg,DRtg
67,UNC Wilmington,12.234964169432338,115.83,103.59
68,Iowa,12.073106582630146,110.58,98.51
69,California,12.031753814701823,101.36,89.32
70,Texas,11.924393259918055,102.32,90.4
71,Georgia,10.948912359432278,103.95,93.0
72,Saint Peter's,10.889081853261757,101.97,91.08
73,Georgetown,10.663039311088284,104.95,94.28
74,UT-Arlington,10.458959817864447,105.96,95.5
75,Colorado State,10.361458416812901,107.31,96.95
76,Colorado,10.326793503341534,109.52,99.19
77,Tennessee,10.223467498058078,104.38,94.16
78,Monmouth,9.619361569443896,105.15,95.53
79,East Tennessee St.,9.374456105353289,104.54,95.17
80,Davidson,9.261453695516934,106.07,96.8
81,Penn State,9.130623109760393,102.76,93.63
82,Richmond,8.940435745981617,109.64,100.7
83,Bucknell,8.90367114369419,104.17,95.26
84,Pittsburgh,8.612417719909637,108.33,99.72
85,Louisiana Tech,8.553425860246989,105.0,96.45
86,Connecticut,8.478000758516764,102.68,94.2
87,BYU,8.45281583029493,105.06,96.6
88,St John's,8.431060350597107,105.55,97.12
89,San Diego State,8.242162975299578,98.58,90.34
90,CSU Bakersfield,8.123616944883679,97.32,89.2
91,Mississippi State,8.030689988268826,102.42,94.39
92,Auburn,7.996137467606566,108.9,100.9
93,St Bonaventure,7.995463191169328,104.21,96.22
94,Charleston,7.985828566006305,104.21,96.22
95,Akron,7.162965174476547,109.29,102.13
96,New Mexico State,6.949932039229459,106.75,99.8
97,Fresno State,6.8028647287816355,101.84,95.03
98,Towson,6.746258485188157,103.15,96.4
99,Furman,6.607985329016607,103.67,97.06
100,Ohio,6.577397971818982,102.83,96.25
101,Stanford,6.404712176946383,102.26,95.86
102,Loyola (CHI),6.296464821828856,106.21,99.91
103,Harvard,6.295746500473548,104.87,98.58
104,Belmont,6.207048981029288,107.72,101.51
105,Oakland,6.16603058291372,101.69,95.53
106,Boise State,5.779787713596775,106.01,100.23
107,Valparaiso,5.751261260753985,102.54,96.79
108,Florida Gulf Coast,5.652737261985514,104.97,99.32
109,Memphis,5.593151336077071,103.81,98.22
110,Temple,5.271845402596632,105.05,99.77
111,Buffalo,5.113428406524562,102.74,97.63
112,NC State,4.939197218972126,108.76,103.82
113,Iona,4.687085699755933,107.38,102.7
114,Rutgers,4.640503096896104,97.9,93.26
115,Albany,4.567256091819807,103.76,99.2
116,Santa Clara,4.347681089073824,103.35,99.0
117,Troy,4.247157231132178,106.04,101.79
118,George Washington,4.131491388727589,105.07,100.94
119,Utah State,4.065666346041091,103.84,99.78
120,Lehigh,3.980240212472708,103.65,99.67
121,Nebraska,3.966182365028466,101.03,97.07
122,George Mason,3.9388887578172387,104.58,100.64
123,San Francisco,3.8034117082842513,96.97,93.17
124,William & Mary,3.4924477970516037,109.6,106.11
125,UNC Asheville,3.4510522646751127,102.61,99.15
126,Toledo,3.375552234478718,104.54,101.17
127,UNC Greensboro,3.3483682674406126,104.75,101.41
128,Old Dominion,3.260678045788559,98.37,95.11
129,Lipscomb,3.1063041754612755,105.26,102.15
130,Winthrop,3.0913679024435297,102.2,99.11
131,Western Michigan,3.0836297281780247,103.83,100.75
132,Georgia State,2.89798140864238,101.51,98.62
133,Kent State,2.7686471971377813,101.3,98.53
134,Elon,2.735771037704062,101.37,98.63
135,Yale,2.396065396997656,102.73,100.33
136,Arizona State,2.3815588558259577,107.58,105.2
137,Wyoming,2.2814487957161163,101.4,99.12
138,Utah Valley,2.1583368158342964,97.94,95.78
139,UL Lafayette,2.1352845663861615,107.37,105.24
140,South Dakota,2.0790629302735013,101.51,99.43
141,Arkansas State,1.9621379107923929,100.78,98.82
142,Wright State,1.9077010072041816,104.37,102.46
143,Southern Illinois,1.8915659867675103,99.93,98.03
144,New Mexico,1.822798849580927,101.92,100.09
145,Penn,1.7954033673959273,99.53,97.73
146,South Dakota State,1.7751074099951722,108.48,106.7
147,Texas State,1.7749696366853414,99.52,97.75
148,Northern Kentucky,1.7485201118690767,103.22,101.47
149,North Dakota State,1.5373986351808426,102.66,101.12
150,Texas A&M-CC,1.4885536852689185,100.2,98.71
151,Fort Wayne,1.264829786206434,105.55,104.29
152,Mercer,1.2223622397637328,105.62,104.4
153,Siena,1.1929560644087616,104.53,103.34
154,Jacksonville State,1.1177771246694022,100.87,99.75
155,Eastern Michigan,1.1110654078980247,102.42,101.31
156,North Dakota,0.9965465935194402,100.09,99.09
157,Missouri State,0.9761297550633472,103.8,102.82
158,DePaul,0.8858400945334068,101.23,100.34
159,UC Irvine,0.8343546818304617,96.4,95.56
160,Marshall,0.826700588395326,106.64,105.81
161,Northeastern,0.8173299793878499,103.23,102.41
162,Missouri,0.8155848899513103,97.98,97.16
163,New Hampshire,0.7662597409614591,98.64,97.88
164,Wofford,0.7336724586200276,105.99,105.26
165,Hofstra,0.7110483909794567,106.86,106.14
166,UTEP,0.21703226985664514,99.46,99.24
167,Rice,0.19409296786151486,103.92,103.72
168,Ball State,0.1780554417861211,100.49,100.32
169,North Carolina Central,0.08304068061874403,98.88,98.8
170,Chattanooga,0.033208888986195007,98.37,98.34
171,Boston College,-0.023816712633752957,101.42,101.44
172,Evansville,-0.11477057982795458,101.87,101.99
173,Omaha,-0.19024911304883574,104.53,104.72
174,Massachusetts,-0.34507530413115717,97.23,97.57
175,Grand Canyon,-0.4462689145648966,97.26,97.7
176,La Salle,-0.5216426124372262,104.42,104.95
177,Tulsa,-0.5674513009540831,100.31,100.88
178,East Carolina,-0.7391920944488106,95.02,95.76
179,Samford,-0.9091071616340756,103.91,104.82
180,Gardner-Webb,-0.9194509961604211,99.63,100.55
181,Green Bay,-0.9490875798497882,98.25,99.2
182,Weber State,-1.2317600071828068,106.29,107.52
183,Loyola Marymount,-1.2320542081995853,97.87,99.1
184,Canisius,-1.406782418737997,104.2,105.61
185,Eastern Washington,-1.473701846969007,104.67,106.14
186,New Orleans,-1.5613501112013495,98.09,99.65
187,IUPUI,-1.716954952947738,104.39,106.11
188,LSU,-1.745866226611902,107.61,109.35
189,UMBC,-1.7560743905478944,105.5,107.26
190,Tennessee State,-2.1109452946343836,94.92,97.03
191,Rider,-2.3324995637331014,99.92,102.25
192,Saint Joseph's,-2.667827685231181,96.35,99.02
193,Georgia Southern,-2.682460530220652,102.41,105.1
194,Denver,-2.705524496471604,104.23,106.94
195,Indiana State,-2.7229399056479267,95.54,98.27
196,Northern Iowa,-2.7434893849030715,93.95,96.69
197,Washington,-2.7495347624045507,100.65,103.4
198,Northern Illinois,-2.828834956462501,96.51,99.34
199,Montana,-3.114220455693136,102.59,105.7
200,Boston University,-3.228971238147622,97.11,100.34
201,Washington State,-3.4481452733361664,100.52,103.97
202,Idaho,-3.8043601250932184,98.84,102.64
203,Murray State,-3.812203009446918,102.57,106.38
204,Stony Brook,-3.896230812351398,97.46,101.36
205,Fordham,-3.9202389666542174,92.25,96.17
206,Coastal Carolina,-4.022558650285035,97.26,101.28
207,James Madison,-4.046184897676987,97.16,101.2
208,San Jose State,-4.069514263583784,96.39,100.46
209,UT Martin,-4.091924075241941,103.36,107.45
210,Bradley,-4.110275442898093,95.38,99.49
211,UAB,-4.137663700056038,100.1,104.24
212,Southeast Missouri State,-4.275022317640939,100.25,104.53
213,Fairfield,-4.354593768215942,95.15,99.51
214,Texas Southern,-4.624495441585772,97.87,102.49
215,Mount St Mary's,-4.6496726673580895,96.21,100.86
216,LIU Brooklyn,-4.79433087941306,97.61,102.41
217,UC Davis,-4.893546278695105,92.71,97.6
218,Eastern Illinois,-4.933395853112621,97.73,102.66
219,Houston Baptist,-5.113900287345658,101.79,106.91
220,North Florida,-5.388684816358243,99.59,104.98
221,Navy,-5.475680961031117,94.16,99.64
222,Air Force,-5.553038349934866,100.0,105.55
223,Morehead State,-5.640632608532968,100.5,106.14
224,Loyola (MD),-5.78283117505687,94.39,100.18
225,Duquesne,-5.857489238116742,97.57,103.43
226,Tulane,-5.868240639611734,99.55,105.42
227,Liberty,-5.873519909023045,94.63,100.5
228,Bowling Green,-6.101334627727361,96.68,102.78
229,UMKC,-6.138668694017646,99.94,106.08
230,Western Kentucky,-6.145209843652758,100.91,107.05
231,Army,-6.209302408425849,94.78,100.99
232,Southeastern Louisiana,-6.268538031289431,93.66,99.92
233,Holy Cross,-6.300342250062528,95.36,101.66
234,Drexel,-6.305456315544092,100.07,106.38
235,Cleveland State,-6.357351386207355,92.46,98.82
236,Stephen F. Austin,-6.410923741077802,94.16,100.57
237,Kennesaw State,-6.415802426308574,99.9,106.31
238,Montana State,-6.4944891048118905,99.34,105.83
239,UT San Antonio,-6.498835789169441,91.39,97.89
240,Portland State,-6.506274174985315,100.66,107.17
241,Long Beach State,-6.5991241250464725,99.98,106.58
242,Niagara,-6.6879209512837505,97.85,104.54
243,Wagner,-6.843942215997451,96.29,103.13
244,Lamar,-6.891196095305425,99.47,106.37
245,St Francis (PA),-7.058510852401177,98.18,105.24
246,UIC,-7.094096547274113,95.61,102.71
247,Little Rock,-7.222168110757487,94.94,102.16
248,South Carolina Upstate,-7.2395121750696845,101.37,108.61
249,Columbia,-7.252716095363603,96.28,103.53
250,Central Michigan,-7.263852941281215,105.45,112.71
251,Pacific,-7.333777741561292,96.43,103.76
252,Charlotte,-7.4900545286159215,98.05,105.54
253,Cal State Fullerton,-7.497368902335964,91.45,98.95
254,Oral Roberts,-7.676573823310875,99.48,107.15
255,Brown,-7.712106796527955,100.69,108.41
256,Milwaukee,-7.761461986604111,98.5,106.26
257,South Alabama,-8.000220193942475,95.19,103.19
258,Louisiana Monroe,-8.015996583564217,94.84,102.86
259,Sam Houston State,-8.17828913320401,91.46,99.64
260,Saint Louis,-8.300397695377853,94.2,102.5
261,Tennessee Tech,-8.684441341841698,94.83,103.51
262,Robert Morris,-8.783494892694172,88.21,97.0
263,Jacksonville,-8.854142364247423,99.26,108.11
264,High Point,-8.95328944198787,95.41,104.36
265,Campbell,-9.066217751089106,97.26,106.32
266,Youngstown State,-9.153032460330486,99.53,108.69
267,Sacramento State,-9.347481097082252,98.42,107.76
268,Colgate,-9.467840501115717,95.19,104.66
269,Miami (OH),-9.501353910902417,92.36,101.86
270,Drake,-9.552579337001532,100.18,109.73
271,UNLV,-9.685142646657411,94.39,104.08
272,Florida Intl,-9.776053332260759,101.2,110.97
273,Hawai'i,-9.828301859847151,93.46,103.29
274,Cornell,-9.876460289011291,97.08,106.96
275,Bryant,-9.925701382551665,98.21,108.13
276,Eastern Kentucky,-10.081112358531158,95.91,105.99
277,Oregon State,-10.095182208137729,93.01,103.11
278,Seattle,-10.097092011455558,91.52,101.62
279,Fairleigh Dickinson,-10.118824120978353,98.09,108.21
280,UMass Lowell,-10.260659262080424,101.46,111.72
281,NJIT,-10.330125682539283,96.45,106.78
282,Florida Atlantic,-10.412918749619408,96.27,106.68
283,Dartmouth,-10.50495345630707,97.77,108.27
284,Detroit Mercy,-10.543759724572382,100.66,111.2
285,Appalachian State,-10.870175496608404,94.09,104.96
286,CSU Northridge,-10.882674246069904,100.72,111.6
287,Delaware,-11.275020028918092,94.78,106.06
288,Alcorn State,-12.090466430552127,91.63,103.72
289,Northern Colorado,-12.173044625031274,91.32,103.49
290,Sacred Heart,-12.282905219805414,93.77,106.05
291,San Diego,-12.341665414350501,94.51,106.85
292,Western Illinois,-12.424445392826307,93.86,106.28
293,American,-12.585125362871707,92.06,104.65
294,Portland,-12.650246897343308,92.26,104.91
295,Quinnipiac,-12.754264542912388,96.74,109.5
296,The Citadel,-12.90302190964929,100.96,113.86
297,South Florida,-13.204925094099721,93.81,107.02
298,Radford,-13.516145441962614,91.41,104.92
299,Stetson,-13.523392806182564,98.07,111.6
300,Manhattan,-13.530358477989516,91.58,105.11
301,Cal Poly,-13.70507746555019,95.61,109.32
302,Northwestern State,-13.799275862252252,96.3,110.09
303,Incarnate Word,-13.842971279169646,97.12,110.96
304,Norfolk State,-13.939324389380111,88.86,102.8
305,Northern Arizona,-14.551719315750077,91.56,106.12
306,Austin Peay,-14.759053371229761,100.93,115.69
307,Prairie View A&M,-14.810596340347637,92.28,107.09
308,Binghamton,-14.930695394224102,91.48,106.41
309,Pepperdine,-15.11498159998903,96.96,112.08
310,Marist,-15.295299177425271,96.19,111.48
311,UT Rio Grande Valley,-15.385833022546386,95.69,111.08
312,Abilene Christian,-15.481638373543028,92.15,107.63
313,Hampton,-15.78720632655859,88.66,104.45
314,Charleston Southern,-15.818052170329395,97.89,113.71
315,Nicholls,-15.953805868634745,95.16,111.11
316,North Texas,-15.982247177636872,90.59,106.57
317,UC Riverside,-16.349122986999866,86.79,103.14
318,McNeese,-16.36757412009228,91.77,108.14
319,Central Arkansas,-16.64699239615816,99.8,116.45
320,Grambling,-16.70046354680904,93.45,110.15
321,Southern,-16.736718478923514,93.17,109.9
322,Morgan State,-16.75706812223627,85.37,102.12
323,Maryland-Eastern Shore,-16.771674339708532,94.21,110.99
324,SIU Edwardsville,-16.787679658628917,89.7,106.48
325,Savannah State,-17.030828153224746,93.99,111.03
326,Southern Mississippi,-17.446372622947933,90.18,107.63
327,Lafayette,-17.87864301339865,91.81,109.69
328,Western Carolina,-17.8917687150917,84.95,102.84
329,VMI,-18.055636298491933,94.41,112.46
330,Hartford,-18.25427707223305,87.0,105.25
331,Maine,-18.53400130531046,86.73,105.26
332,Jackson State,-18.654137476398063,88.57,107.23
333,Idaho State,-18.85213329468735,93.43,112.28
334,Southern Utah,-18.89680311315994,96.48,115.37
335,Delaware State,-20.324680312312992,91.21,111.54
336,Bethune-Cookman,-20.486342086153208,90.09,110.58
337,Howard,-21.099919472503068,86.82,107.92
338,Central Connecticut,-21.352121054221612,87.83,109.18
339,UC Santa Barbara,-22.043036506329443,85.88,107.92
340,South Carolina State,-22.321825292649088,92.36,114.68
341,Chicago State,-23.090989944949257,86.87,109.96
342,Florida A&M,-24.21071062442354,87.21,111.42
343,Mississippi Valley State,-25.131248260482366,92.14,117.27
344,Alabama State,-25.247255136196515,86.32,111.56
345,Coppin State,-25.687421941397062,87.64,113.32
346,St Francis (BKN),-27.319190404970016,81.27,108.59
347,Longwood,-28.026644791751096,86.21,114.24
348,Arkansas-Pine Bluff,-29.42199102300725,79.07,108.5
349,North Carolina A&T,-30.74690437115057,90.68,121.43
350,Alabama A&M,-32.26861233598595,87.73,120.0
351,Presbyterian College,-34.65753687524906,81.05,115.71
