away_temp,DT_away_TOVP,spread,home_portg,away_em,home_ats,DT_away_fav,DT_away_big,DT_home_TOVP,key,DT_home_movement,ptotal,home_adj_d,NN_home_tPAr,DT_home_over,DT_away_over,DT_away_tPAr,spread_home,pmargin,DT_away_reb,DT_home_big,DT_home_tPAr,DT_over_pct,home_adj_o,tipstring,em_diff,home_o,NN_home_winner,away,over_pct,DT_spread_diff,away_adj_o,total,DT_away_FT,DT_home_reb,DT_home_ats,DT_away_movement,away_portg,DT_pover,NN_away_FT,home_temp,tipoff,DT_home_fav,away_adj_d,DT_away_public,NN_reb,line_movement,DT_home_FT,away_ats,NN_home_TOVP,DT_total_diff,NN_away_TOVP,NN_home_FT,tempo,NN_away_tPAr,DT_home_public,true_home_game,DT_home_winner,home_em,DT_away_ats,home_public_percentage,home,conf
60.86727323157636,1,2.0,104.3666994414101,35.789455628499056,0.5,0,0,0,"('Syracuse', 'Miami')",0,135,97.29521421878896,0.40078125,0.68,0.3333333333333333,0,"(2.0, -110)",-2,1,0,1,1,130.18533439671208,11:00 AM CT,-0.02899335450575933,0,0.0,Miami,56.0,0,114.3375201146072,132.0,0,0,0,0,105.81636716669809,1,0.261066666667,67.5009269015805,12:00:00,0,78.54806448610815,0,-5.30895833333,0.0,0,0.35714285714285715,0,0,0.802739370055,0.2640625,64.18410006657842,0.3232,0,0,0,32.89012017792312,0,51.0,Syracuse,1
65.85014992929018,0,-6.5,115.2103870596668,28.034289161894932,0.3793103448275862,0,0,0,"('Duke', 'Clemson')",0,147,86.76635860044645,0.385967741935,0.4666666666666667,0.5714285714285714,0,"(-6.5, -110)",5,0,0,0,1,135.20835891352738,1:00 PM CT,0.20407711151185992,0,-1.5,Clemson,64.0,0,123.24670436770116,144.5,0,1,0,1,105.0065314840738,1,0.255322580645,67.9060671737725,14:00:00,0,95.21241520580622,0,2.79032258065,2.5,1,0.5,0,0,0,0.295580645161,66.87810855153134,0.346838709677,1,0,0,48.442000313080925,0,71.0,Duke,1
76.227307184983,0,3.0,113.94438225924583,36.42719626379797,0.5769230769230769,0,0,0,"('Virginia Tech', 'Wake Forest')",0,167,99.0445323732806,0.398966666667,0.52,0.7142857142857143,0,"(3.0, -110)",-3,1,0,1,1,129.02593977406337,6:00 PM CT,-0.06445788863015195,0,0.0,Wake Forest,74.0,0,135.29002100822623,161.5,1,0,1,1,117.16727669075343,1,0.319870967742,68.69683114417627,19:00:00,0,98.86282474442827,0,-4.38086021505,5.0,1,0.5517241379310345,0,1,0,0.296733333333,72.46206916457965,0.353387096774,1,0,0,29.98140740078277,1,69.0,Virginia Tech,1
63.49514925202301,0,-9.5,109.39851079217266,15.270776864289957,0.6071428571428571,0,0,0,"('Virginia', 'Pittsburgh')",0,117,61.53798957866836,0.3267,0.2962962962962963,0.3870967741935484,1,"(-9.5, -110)",10,0,0,0,0,118.27047150028696,8:00 PM CT,0.41461705057328646,0,0.5,Pittsburgh,39.0,0,115.79732694834833,117.0,1,1,1,1,88.66765826350834,0,0.28775,54.20666029765537,21:00:00,0,100.52655008405837,0,3.09458333333,6.5,0,0.41379310344827586,0,0,1.67940603672,0.183966666667,58.850904774839194,0.39346875,1,0,1,56.7324819216186,0,78.0,Virginia,1
68.54876922832554,0,-5.0,101.46722336244432,-14.37122017935063,0.37037037037037035,1,0,0,"('Western Kentucky', 'UT San Antonio')",1,134,115.76695898919239,0.350548387097,0.3448275862068966,0.5454545454545454,0,"(-5.0, -110)",2,1,0,0,1,104.1292607167042,11:30 AM CT,0.027335219068624354,0,-3.0,UT San Antonio,59.0,1,84.4339658288338,134.0,0,0,0,0,100.10046240901309,0,0.245137931034,64.24015428544449,12:30:00,0,98.80518600818444,0,-2.00155728587,-1.0,0,0.5217391304347826,0,0,0,0.258225806452,66.39446175688502,0.30624137931,1,0,0,-11.637698272488194,0,74.0,Western Kentucky,1
63.76930934902432,0,-11.5,111.82565430097523,-34.38336128808385,0.5217391304347826,0,0,0,"('Rice', 'Southern Mississippi')",0,148,107.04785244193498,0.411931034483,0.5652173913043478,0.5185185185185185,0,"(-11.5, -110)",10,0,1,1,0,108.319172990336,2:00 PM CT,0.3565468183648487,0,-1.5,Southern Mississippi,29.0,0,80.94877432353061,142.0,0,1,0,1,93.99831338273279,1,0.214741935484,79.58058348514196,15:00:00,0,115.33213561161446,0,4.37463848721,1.0,1,0.52,0,1,0,0.308034482759,71.67494641708313,0.38564516129,0,0,0,1.2713205484010217,0,56.0,Rice,1
80.43188913788298,0,-7.0,105.87417479934237,-14.64437730854479,0.38461538461538464,1,0,0,"('UAB', 'Charlotte')",1,152,108.50812765247403,0.3229,0.36,0.46153846153846156,0,"(-7.0, -110)",3,0,0,0,1,100.41572724229916,5:30 PM CT,0.06551976898369916,0,-4.0,Charlotte,58.0,1,96.6882450478408,149.5,0,1,0,0,102.59818635015742,1,0.256107142857,65.4760354932943,18:30:00,0,111.33262235638558,0,7.3980952381,-2.0,1,0.37037037037037035,0,0,0,0.2909,72.95396231558864,0.347607142857,1,0,0,-8.092400410174875,0,62.0,UAB,1
72.30248112758721,0,-6.5,112.77366571851304,-21.13420332068928,0.6071428571428571,0,0,0,"('Marshall', 'Florida Atlantic')",0,183,115.85334624197742,0.421774193548,0.7037037037037037,0.56,0,"(-6.5, -110)",6,0,0,1,1,111.78347894336575,8:00 PM CT,0.1706433602207761,0,-0.5,Florida Atlantic,83.0,0,92.62964917297106,167.0,0,0,1,0,104.24149770747424,1,0.230107142857,96.4645209579084,21:00:00,0,113.76385249366034,0,-0.627073732719,-0.5,1,0.5,0,1,0,0.27835483871,84.38350104274781,0.3585,1,0,0,-4.069867298611669,0,75.0,Marshall,1
73.51169525990163,0,-2.5,102.99817696966728,-16.063776106314975,0.46153846153846156,0,0,0,"('Coastal Carolina', 'South Alabama')",1,145,106.64335305118712,0.420413793103,0.56,0.5555555555555556,0,"(-2.5, -110)",3,0,0,1,1,98.52008082176441,11:30 AM CT,0.07940503876892265,0,0.5,South Alabama,62.0,0,91.41249701125518,141.5,0,1,0,0,99.02792503122114,1,0.264896551724,70.09851122490733,12:30:00,0,107.47627311757016,0,4.18620689655,-1.5,0,0.48148148148148145,2.95495201373,0,0,0.194413793103,71.80510324240447,0.370517241379,1,0,1,-8.12327222942271,0,77.0,Coastal Carolina,1
64.19465294292137,1,-7.0,104.68160844318282,-17.70957873548717,0.6153846153846154,0,0,0,"('Arkansas State', 'Louisiana Monroe')",0,132,98.09297069727079,0.326,0.4583333333333333,0.391304347826087,0,"(-7.0, -110)",6,0,0,0,0,102.43375167900744,2:00 PM CT,0.22050359717223827,0,-1.0,Louisiana Monroe,38.0,0,89.21988647187104,132.0,0,0,1,0,93.6564285845709,0,0.183482758621,69.2185292192486,15:00:00,0,106.9294652073582,0,1.26195402299,0.0,0,0.5416666666666666,0,0,0.525641668906,0.272366666667,66.70659108108498,0.363310344828,1,0,0,4.340780981736657,0,88.0,Arkansas State,1
