,a_score,a_tempo,aftd_z,afto_z,aperc3_z,arebd_z,arebo_z,athree_d_z,athree_o_z,ato_poss_z,atof_poss_z,away,cover,d,date,ftd,fto,game_type,h_score,h_tempo,hftd_z,hfto_z,home,home_cover,home_winner,hperc3_z,hrebd_z,hrebo_z,hthree_d_z,hthree_o_z,hto_poss_z,htof_poss_z,location,margin,o,rebd,rebo,spread,three_d,three_o,tipoff_e,to,tof,total,true,weekday,winner
10,62,65.4,1.1737875773214124,1.3448449192619898,0.1957939099514343,0.05407494847607266,0.616807621861991,-0.16530578884818137,-0.18787927973899746,1.6781098421842824,-1.1529891089763424,Valparaiso2014,Central FL,-0.4064376045410961,2013-12-22,-1.2910456528229872,0.0,old,90,67.7,-0.05379926643900255,-0.514342093187814,Central FL2014,1.0,1.0,-0.5512870083730474,-0.6525634325775966,1.6787435350134103,0.46044945782615826,-0.11367885533574704,0.140976846233564,-0.7132845643688385,"CFE Arena, Orlando, Florida",28,0.441083655780484,-1.2693710544395875,1.6246685865373376,-3.0,0.0,0.0,2:30 PM ET,1.0120122627427786,0.9648252778154439,149.5,1,1,Central FL
11,90,68.9,-0.3043271937370467,-0.16355209083879424,0.756104598694797,-0.6525634325775966,1.787104342477841,-1.9767025555370628,0.01617188736993939,-1.754820515438989,2.5600714899314765,Louisville2014,Louisville,-2.471503433739,2013-12-31,0.0,0.0,old,65,67.7,-0.05379926643900255,-0.514342093187814,Central FL2014,0.0,0.0,-0.5512870083730474,-0.6525634325775966,1.6787435350134103,0.46044945782615826,-0.11367885533574704,0.140976846233564,-0.7132845643688385,"CFE Arena, Orlando, Florida",-25,-1.9106357489132713,-2.4396677750554376,2.331306967591007,12.5,0.44427757045621885,0.0,5:00 PM ET,-2.7010483361650404,-2.4681050798078275,146.5,1,0,Louisville
12,76,68.2,0.12157028266962834,-0.6546580941274228,-0.146618177613954,-1.0765464612097984,0.4217581684260159,0.39458048449201705,-0.4475807651503693,-1.7035827489072983,-1.2995572905121775,Temple2014,Temple,-1.3195619507850669,2014-01-04,0.0,0.0,old,78,67.7,-0.05379926643900255,-0.514342093187814,Central FL2014,0.0,1.0,-0.5512870083730474,-0.6525634325775966,1.6787435350134103,0.46044945782615826,-0.11367885533574704,0.140976846233564,-0.7132845643688385,"CFE Arena, Orlando, Florida",2,1.2765629179743196,-1.0743216010036125,2.7552899962232087,-4.0,0.0,0.0,4:00 PM ET,1.1585804442786136,-2.416867313276137,147.5,1,1,Central FL
13,58,66.0,0.04641190448021371,0.4327909131545384,1.0985166862601852,-0.14378379821895163,1.1369394976912583,-0.8239955221895935,-1.634787555602359,0.5508789784870893,0.9966775535492365,S Methodist2014,S Methodist,-1.4178984188421104,2014-01-18,-0.3789916467155358,0.0,old,46,67.7,-0.05379926643900255,-0.514342093187814,Central FL2014,0.0,0.0,-0.5512870083730474,-0.6525634325775966,1.6787435350134103,0.46044945782615826,-0.11367885533574704,0.140976846233564,-0.7132845643688385,"CFE Arena, Orlando, Florida",-12,-1.1061001630969878,-1.789502930268855,1.822527333232362,5.0,0.0,0.0,12:00 PM ET,-1.1376543997828006,-0.16240558588174914,140.0,1,1,S Methodist
14,69,69.3,-0.630013499224504,-0.3389470920133041,-0.3956451503887801,-0.709094503061887,1.3753332741130058,-1.2192093621944406,-1.4307363884934232,-0.2689252860199613,0.5569730089417325,Memphis2014,Memphis,-1.558379087495029,2014-01-29,0.0,0.0,old,59,67.7,-0.05379926643900255,-0.514342093187814,Central FL2014,0.0,0.0,-0.5512870083730474,-0.6525634325775966,1.6787435350134103,0.46044945782615826,-0.11367885533574704,0.140976846233564,-0.7132845643688385,"CFE Arena, Orlando, Florida",-10,-0.5800576646786466,-2.027896706690602,2.3878380380752975,7.0,0.0,0.0,7:00 PM ET,-0.6979498551752965,-0.9822098503887997,150.0,1,1,Memphis
15,79,65.9,-0.47969674284567754,1.099291917617675,-2.6680162769590825,-0.17204933346110152,0.22670871499004064,0.7897943244968643,-2.7477939216510983,0.140976846233564,-0.5667163828330034,S Florida2014,S Florida,-0.13952433410055196,2014-02-05,-1.0454926511786724,0.0,old,78,67.7,-0.05379926643900255,-0.514342093187814,Central FL2014,0.0,0.0,-0.5512870083730474,-0.6525634325775966,1.6787435350134103,0.46044945782615826,-0.11367885533574704,0.140976846233564,-0.7132845643688385,"CFE Arena, Orlando, Florida",-1,0.5184428467243576,-0.8792721475676373,1.8507928684745119,-5.5,0.0,0.0,7:00 PM ET,0.4257395365994394,-0.5723077181352745,134.5,1,1,S Florida
16,75,65.2,-0.3043271937370467,0.6081859143290482,1.40980040222872,-0.5677668268511532,0.053331423046952785,-0.527585142185958,0.23877316057968653,-0.5763518852101053,0.21498058535811723,Connecticut2014,Connecticut,-1.7269558898785315,2014-02-09,-0.5543866478900457,0.0,old,55,67.7,-0.05379926643900255,-0.514342093187814,Central FL2014,0.0,0.0,-0.5512870083730474,-0.6525634325775966,1.6787435350134103,0.46044945782615826,-0.11367885533574704,0.140976846233564,-0.7132845643688385,"CFE Arena, Orlando, Florida",-20,-1.44648060325003,-0.7058948556245495,2.2465103618645634,6.5,0.22167629724647173,0.0,6:00 PM ET,-0.35595743159168125,-1.2896364495789436,140.0,1,1,Connecticut
17,77,63.0,-0.45464395011587316,0.5380279138592443,-0.2711316640013662,-0.17204933346110152,2.112186764871133,-0.856930008856664,-0.6330818261584927,-0.9862540174636292,1.485238158668687,Cincinnati2014,Cincinnati,-1.1650332152668574,2014-02-19,-0.48422864742024174,0.0,old,49,67.7,-0.05379926643900255,-0.514342093187814,Central FL2014,0.0,0.0,-0.5512870083730474,-0.6525634325775966,1.6787435350134103,0.46044945782615826,-0.11367885533574704,0.140976846233564,-0.7132845643688385,"CFE Arena, Orlando, Florida",-28,-1.616670823326553,-2.7647501974487296,1.8507928684745119,7.0,0.0,0.0,7:00 PM ET,-1.6262150049022508,-1.6995385818324675,130.5,1,1,Cincinnati
18,65,68.5,1.1988403700512167,0.25739591198002854,-0.4579018935824888,-0.6242978973354467,0.4651024914117881,0.9215322711651467,-0.6330818261584927,-0.3714008190833426,-0.42014820129716823,Rutgers2014,Rutgers,-0.7154950755775173,2014-02-26,-0.203596645541026,0.0,old,67,67.7,-0.05379926643900255,-0.514342093187814,Central FL2014,0.0,1.0,-0.5512870083730474,-0.6525634325775966,1.6787435350134103,0.46044945782615826,-0.11367885533574704,0.140976846233564,-0.7132845643688385,"CFE Arena, Orlando, Florida",2,0.9361824778212754,-1.1176659239893847,2.303041432348857,-4.5,0.0,0.0,7:00 PM ET,0.27917135506360424,-1.084685383452181,146.5,1,1,Central FL
19,83,67.0,-0.3043271937370467,-0.3038680917784031,0.7249762270979452,-1.1330775316940886,0.3784138454402436,0.09817010448838163,-0.29917991634387053,0.03850131317018267,-1.1041330484643974,Houston2014,Central FL,-1.3757542182462354,2014-03-07,0.0,0.0,old,104,67.7,-0.05379926643900255,-0.514342093187814,Central FL2014,1.0,1.0,-0.5512870083730474,-0.6525634325775966,1.6787435350134103,0.46044945782615826,-0.11367885533574704,0.140976846233564,-0.7132845643688385,"CFE Arena, Orlando, Florida",21,1.0599571833314727,-1.0309772780178403,2.811821066707499,-3.5,0.0,0.0,7:00 PM ET,0.9631562022308334,-0.6747832511986558,146.0,1,1,Central FL
20,57,65.8,0.8982068572935638,-0.40910509248310806,-1.2049828119069705,-1.330936278389116,0.9202178827623969,-0.8239955221895935,-1.8573888288121068,-1.4986316827805357,-0.7621406248807835,NC State2014,Cincinnati,0.6614022764867049,2013-11-12,0.0,1.436234771152808,old,68,63.0,-0.45464395011587316,0.5380279138592443,Cincinnati2014,1.0,1.0,-0.2711316640013662,-0.17204933346110152,2.112186764871133,-0.856930008856664,-0.6330818261584927,-0.9862540174636292,1.485238158668687,"Fifth Third Arena, Cincinnati, Ohio",11,0.5771033640934184,-1.0922672162234983,3.443123043260249,-7.0,0.0,0.0,5:00 PM ET,1.7483946423444126,-0.013393524111848798,150.5,1,0,Cincinnati
21,49,66.4,0.797995686374346,0.7134229150337542,-1.547394899472359,-0.45470468588256924,0.3350695224544713,0.8227288111639349,-1.2823355396869245,-0.16644975295657996,0.06841240382228213,App State2014,Cincinnati,3.737928919985623,2013-11-16,-0.25877896491788105,1.3360236002335903,old,77,63.0,-0.45464395011587316,0.5380279138592443,Cincinnati2014,1.0,1.0,-0.2711316640013662,-0.17204933346110152,2.112186764871133,-0.856930008856664,-0.6330818261584927,-0.9862540174636292,1.485238158668687,"Fifth Third Arena, Cincinnati, Ohio",28,1.8612659337617197,-0.5071188559155728,2.5668914507537024,-19.5,0.0,0.0,2:00 PM ET,0.9178416136413471,1.3187884057121069,148.5,1,1,Cincinnati
22,43,63.4,-0.22916881554763344,1.029133917147871,0.22692228154828953,0.36499583613968717,1.570382727548981,-0.6593230888542404,-1.3936361762917986,-1.2936806166537744,0.21498058535811723,Pittsburgh2014,Cincinnati,0.25400833739324225,2013-12-17,-0.5744899670319978,0.30885909831161085,old,44,63.0,-0.45464395011587316,0.5380279138592443,Cincinnati2014,1.0,1.0,-0.2711316640013662,-0.17204933346110152,2.112186764871133,-0.856930008856664,-0.6330818261584927,-0.9862540174636292,1.485238158668687,"Madison Square Garden, New York, New York",1,-0.5678126618759094,-1.7424320610100825,1.7471909287314458,6.5,0.0,0.0,7:00 PM ET,0.7712734321055119,0.19155754201491249,129.0,0,0,Cincinnati
23,48,64.7,0.7478901009147373,0.6783439147988513,-0.053233062823391804,0.9303065409826227,1.0285786902268277,-0.527585142185958,-1.022634054275552,-0.01273645336150799,1.3386699771328503,Middle Tenn2014,Cincinnati,1.8835840937670971,2013-12-21,-0.2236999646829781,1.2859180147739817,old,69,63.0,-0.45464395011587316,0.5380279138592443,Cincinnati2014,1.0,1.0,-0.2711316640013662,-0.17204933346110152,2.112186764871133,-0.856930008856664,-0.6330818261584927,-0.9862540174636292,1.485238158668687,"Fifth Third Arena, Cincinnati, Ohio",21,-0.2429040599116412,-1.2006280236879292,1.1818802238885104,-9.0,0.0,0.0,2:00 PM ET,-0.3524159596692211,1.472501705307179,122.0,1,1,Cincinnati
24,59,65.9,0.9984180282127814,1.099291917617675,-0.33338840719507484,0.42152690662398384,-1.0086044901044677,-1.0216024421920171,-0.42903065904955695,-0.5763518852101053,0.4104048274058974,Nebraska2014,Cincinnati,1.391901753481882,2013-12-28,-0.6446479675018018,1.5364459420720258,old,74,63.0,-0.45464395011587316,0.5380279138592443,Cincinnati2014,1.0,1.0,-0.2711316640013662,-0.17204933346110152,2.112186764871133,-0.856930008856664,-0.6330818261584927,-0.9862540174636292,1.485238158668687,"Fifth Third Arena, Cincinnati, Ohio",15,-0.3976224417993883,0.8365551566433662,1.690659858247149,-11.0,0.0,0.0,12:00 PM ET,0.5758491900577318,0.9088862734585816,127.5,1,1,Cincinnati
25,57,66.0,0.04641190448021371,0.4327909131545384,1.0985166862601852,-0.14378379821895163,1.1369394976912583,-0.8239955221895935,-1.634787555602359,0.5508789784870893,0.9966775535492365,S Methodist2014,Tie,1.0266520149842946,2014-01-01,0.021853036961334782,0.584439818339458,old,65,63.0,-0.45464395011587316,0.5380279138592443,Cincinnati2014,0.5,1.0,-0.2711316640013662,-0.17204933346110152,2.112186764871133,-0.856930008856664,-0.6330818261584927,-0.9862540174636292,1.485238158668687,"Fifth Third Arena, Cincinnati, Ohio",8,-0.7689465583299824,-1.3089888311523599,2.255970563090085,-8.0,0.0,0.0,6:00 PM ET,-0.01042353608560731,2.0361171371557765,125.5,1,1,Cincinnati
26,51,68.5,1.1988403700512167,0.25739591198002854,-0.4579018935824888,-0.6242978973354467,0.4651024914117881,0.9215322711651467,-0.6330818261584927,-0.3714008190833426,-0.42014820129716823,Rutgers2014,Cincinnati,1.7290553582488875,2014-01-11,0.19724803813584463,1.736868283910461,old,71,63.0,-0.45464395011587316,0.5380279138592443,Cincinnati2014,1.0,1.0,-0.2711316640013662,-0.17204933346110152,2.112186764871133,-0.856930008856664,-0.6330818261584927,-0.9862540174636292,1.485238158668687,"Fifth Third Arena, Cincinnati, Ohio",20,1.2733360825882807,-0.6371518248728896,2.7364846622065797,-13.5,0.0,0.0,6:00 PM ET,1.4064022187607974,1.1138373395853443,131.5,1,1,Cincinnati
27,58,68.2,0.12157028266962834,-0.6546580941274228,-0.146618177613954,-1.0765464612097984,0.4217581684260159,0.39458048449201705,-0.4475807651503693,-1.7035827489072983,-1.2995572905121775,Temple2014,Temple,1.124988483041338,2014-01-14,0.0,0.6595981965288726,old,69,63.0,-0.45464395011587316,0.5380279138592443,Cincinnati2014,0.0,1.0,-0.2711316640013662,-0.17204933346110152,2.112186764871133,-0.856930008856664,-0.6330818261584927,-0.9862540174636292,1.485238158668687,"Fifth Third Arena, Cincinnati, Ohio",11,1.613716522741325,-0.5938075018871174,3.1887332260809313,-14.5,0.0,0.0,9:00 PM ET,2.2858113079758065,-0.2183445902386114,134.0,1,0,Cincinnati
28,51,67.7,-0.05379926643900255,-0.514342093187814,-0.5512870083730474,-0.6525634325775966,1.6787435350134103,0.46044945782615826,-0.11367885533574704,0.140976846233564,-0.7132845643688385,Central FL2014,Cincinnati,1.616670823326553,2014-01-23,0.0,0.48422864742024174,old,69,63.0,-0.45464395011587316,0.5380279138592443,Cincinnati2014,1.0,1.0,-0.2711316640013662,-0.17204933346110152,2.112186764871133,-0.856930008856664,-0.6330818261584927,-0.9862540174636292,1.485238158668687,"Fifth Third Arena, Cincinnati, Ohio",18,1.1650332152668574,-1.8507928684745119,2.7647501974487296,-14.0,0.0,0.0,9:00 PM ET,1.6995385818324675,1.6262150049022508,128.5,1,1,Cincinnati
29,45,65.9,-0.47969674284567754,1.099291917617675,-2.6680162769590825,-0.17204933346110152,0.22670871499004064,0.7897943244968643,-2.7477939216510983,0.140976846233564,-0.5667163828330034,S Florida2014,S Florida,2.305026099725853,2014-02-02,-0.6446479675018018,0.058331171013566774,old,50,63.0,-0.45464395011587316,0.5380279138592443,Cincinnati2014,0.0,1.0,-0.2711316640013662,-0.17204933346110152,2.112186764871133,-0.856930008856664,-0.6330818261584927,-0.9862540174636292,1.485238158668687,"Fifth Third Arena, Cincinnati, Ohio",5,0.855596451491363,-0.39875804845114216,2.2842360983322347,-14.0,0.0,0.0,12:00 PM ET,1.5529704002966325,1.6262150049022508,124.0,1,1,Cincinnati
30,58,65.2,-0.3043271937370467,0.6081859143290482,1.40980040222872,-0.5677668268511532,0.053331423046952785,-0.527585142185958,0.23877316057968653,-0.5763518852101053,0.21498058535811723,Connecticut2014,Connecticut,0.7175945439478733,2014-02-06,-0.15354196421317506,0.2337007201221976,old,63,63.0,-0.45464395011587316,0.5380279138592443,Cincinnati2014,0.0,1.0,-0.2711316640013662,-0.17204933346110152,2.112186764871133,-0.856930008856664,-0.6330818261584927,-0.9862540174636292,1.485238158668687,"Fifth Third Arena, Cincinnati, Ohio",5,-1.1093269984830245,-0.2253807565080543,2.679953591722286,-6.0,-1.0957031694363506,0.0,7:00 PM ET,0.7712734321055119,0.9088862734585816,128.0,1,1,Cincinnati
31,62,67.0,-0.3043271937370467,-0.3038680917784031,0.7249762270979452,-1.1330775316940886,0.3784138454402436,0.09817010448838163,-0.29917991634387053,0.03850131317018267,-1.1041330484643974,Houston2014,Houston,1.0687962155801696,2014-02-15,0.0,0.2337007201221976,old,73,63.0,-0.45464395011587316,0.5380279138592443,Cincinnati2014,0.0,1.0,-0.2711316640013662,-0.17204933346110152,2.112186764871133,-0.856930008856664,-0.6330818261584927,-0.9862540174636292,1.485238158668687,"Fifth Third Arena, Cincinnati, Ohio",11,1.397110788098478,-0.5504631789013451,3.245264296565222,-14.5,0.0,0.0,3:00 PM ET,2.0903870659280264,1.5237394718388695,129.0,1,1,Cincinnati
32,58,68.9,-0.3043271937370467,-0.16355209083879424,0.756104598694797,-0.6525634325775966,1.787104342477841,-1.9767025555370628,0.01617188736993939,-1.754820515438989,2.5600714899314765,Louisville2014,Cincinnati,-0.026952999912595033,2014-02-22,0.0,0.2337007201221976,old,57,63.0,-0.45464395011587316,0.5380279138592443,Cincinnati2014,1.0,0.0,-0.2711316640013662,-0.17204933346110152,2.112186764871133,-0.856930008856664,-0.6330818261584927,-0.9862540174636292,1.485238158668687,"Fifth Third Arena, Cincinnati, Ohio",-1,-1.5734821441462659,-1.9591536759389425,2.7647501974487296,4.0,-0.8731018962266034,0.0,12:00 PM ET,-1.5738174724678473,-0.2695823567703022,129.5,1,1,Louisville
33,84,69.3,-0.630013499224504,-0.3389470920133041,-0.3956451503887801,-0.709094503061887,1.3753332741130058,-1.2192093621944406,-1.4307363884934232,-0.2689252860199613,0.5569730089417325,Memphis2014,Cincinnati,0.8861713463313758,2014-03-06,0.0,-0.09198558536525969,old,97,63.0,-0.45464395011587316,0.5380279138592443,Cincinnati2014,1.0,1.0,-0.2711316640013662,-0.17204933346110152,2.112186764871133,-0.856930008856664,-0.6330818261584927,-0.9862540174636292,1.485238158668687,"Fifth Third Arena, Cincinnati, Ohio",13,-0.2429040599116412,-1.5473826075741073,2.82128126793302,-5.5,0.0,0.0,7:00 PM ET,0.42928100852189666,1.2163128726487256,130.0,1,1,Cincinnati
34,58,67.7,-0.05379926643900255,-0.514342093187814,-0.5512870083730474,-0.6525634325775966,1.6787435350134103,0.46044945782615826,-0.11367885533574704,0.140976846233564,-0.7132845643688385,Central FL2014,Central FL,1.616670823326553,2014-03-13,0.0,0.48422864742024174,old,61,63.0,-0.45464395011587316,0.5380279138592443,Cincinnati2014,0.0,1.0,-0.2711316640013662,-0.17204933346110152,2.112186764871133,-0.856930008856664,-0.6330818261584927,-0.9862540174636292,1.485238158668687,"FedExForum, Memphis, Tennessee",3,1.1650332152668574,-1.8507928684745119,2.7647501974487296,-12.0,0.0,0.0,7:00 PM ET,1.6995385818324675,1.6262150049022508,130.0,0,0,Cincinnati
35,58,65.2,-0.3043271937370467,0.6081859143290482,1.40980040222872,-0.5677668268511532,0.053331423046952785,-0.527585142185958,0.23877316057968653,-0.5763518852101053,0.21498058535811723,Connecticut2014,Connecticut,0.7175945439478733,2014-03-14,-0.15354196421317506,0.2337007201221976,old,56,63.0,-0.45464395011587316,0.5380279138592443,Cincinnati2014,0.0,0.0,-0.2711316640013662,-0.17204933346110152,2.112186764871133,-0.856930008856664,-0.6330818261584927,-0.9862540174636292,1.485238158668687,"FedExForum, Memphis, Tennessee",-2,-1.1093269984830245,-0.2253807565080543,2.679953591722286,-1.0,-1.0957031694363506,0.0,9:32 PM ET,0.7712734321055119,0.9088862734585816,123.0,0,0,Connecticut
36,61,65.4,-0.3544327791966555,1.5903979209063026,1.3475436590350132,0.7889788647718887,0.5951354603691049,-0.6263886021871699,-0.8927833115698657,-0.5251141186784146,1.1432457350850715,Harvard2014,Harvard,0.8299790788702077,2014-03-20,-1.1357539707904294,0.1835951346625888,old,57,63.0,-0.45464395011587316,0.5380279138592443,Cincinnati2014,0.0,0.0,-0.2711316640013662,-0.17204933346110152,2.112186764871133,-0.856930008856664,-0.6330818261584927,-0.9862540174636292,1.485238158668687,"Spokane Arena, Spokane, Washington",-4,-0.5213971473095855,-0.7671847938302064,1.3232079000992443,-3.0,0.0,0.0,2:10 PM ET,-0.15699171762144237,0.9601240399902723,121.5,0,0,Harvard
37,62,65.3,0.4723093808868901,2.362135926074146,-0.8314423527447288,1.1846963581619405,1.1802838206770294,0.5263184311603013,-1.0782843725779891,0.19221461276525464,0.1172684643342258,Yale2014,Connecticut,2.0505474784575797,2013-11-11,-2.0578087323370995,1.0804952952159383,old,80,65.2,-0.3043271937370467,0.6081859143290482,Connecticut2014,1.0,1.0,1.40980040222872,-0.5677668268511532,0.053331423046952785,-0.527585142185958,0.23877316057968653,-0.5763518852101053,0.21498058535811723,"XL Center, Hartford, Connecticut",18,1.0152513331948956,-1.7480506475281827,-1.1313649351149877,-15.5,0.0,0.7650915917399879,3:00 PM ET,0.4590834208758795,0.4071951981233719,145.5,0,0,Connecticut
