Name,TOFP,TOP,POSS,REBD,FTD,Three_D,REB,REBO,Three_O,FTO
TX-San Ant,0.174734,0.154211,68.1174,0.69378,0.212177,0.366721,0.511298,0.327334,6.32143,23.8034
Mercer,0.163545,0.149444,64.4758,0.691395,0.232816,0.352034,0.504505,0.313965,5.9697,22.3246
Lipscomb,0.15513,0.161921,70.8513,0.708525,0.32233,0.383013,0.490294,0.271008,8.0,22.4313
Georgetown,0.173987,0.162193,67.1875,0.724172,0.302377,0.361842,0.522172,0.329256,6.09091,24.4003
Iona,0.141637,0.150616,72.715,0.688511,0.215015,0.35461,0.488183,0.262443,9.82857,21.1393
Vermont,0.173708,0.178857,65.9439,0.731173,0.281106,0.309381,0.506323,0.253615,5.27273,22.2871
Beth-Cook,0.176917,0.191161,62.4417,0.681657,0.312755,0.330629,0.497158,0.320455,4.86667,22.3675
Stony Brook,0.161009,0.156397,65.5568,0.773475,0.234423,0.341977,0.55198,0.359223,5.30303,18.6745
NC A&T,0.159981,0.200021,64.4587,0.672535,0.28652,0.364583,0.49645,0.319553,5.0,19.8059
Navy,0.175821,0.166921,62.7633,0.729762,0.257288,0.391304,0.491118,0.270483,5.32258,16.7552
Holy Cross,0.190614,0.146552,65.7664,0.725464,0.280481,0.375276,0.483415,0.274834,6.17241,20.6059
Houston,0.168957,0.170712,66.4555,0.691843,0.238019,0.336788,0.493698,0.332722,8.09375,18.3864
Hampton,0.174417,0.17256,71.7589,0.726325,0.309917,0.339071,0.501552,0.299246,5.54286,22.2969
Portland,0.148743,0.154854,66.5125,0.70985,0.261907,0.341198,0.520251,0.336126,6.58065,21.5822
Albany,0.176922,0.161983,62.9121,0.757128,0.217684,0.362319,0.534749,0.312925,6.21212,23.7464
WI-Grn Bay,0.18068,0.157052,66.7101,0.733828,0.274255,0.336777,0.51983,0.322479,4.06452,20.5028
Maryland ES,0.183914,0.198759,67.0223,0.701367,0.280478,0.324284,0.516917,0.342133,6.45455,23.1492
Virginia,0.156957,0.133305,60.221,0.780464,0.213233,0.309061,0.559746,0.335759,5.0,21.7825
N Arizona,0.146163,0.148099,67.8574,0.76455,0.277565,0.317293,0.534371,0.338247,6.75676,23.1407
Coppin State,0.164057,0.16171,75.2221,0.636752,0.294994,0.384201,0.422888,0.231541,9.33333,17.1935
Bucknell,0.128718,0.148923,66.011,0.760915,0.282765,0.367113,0.51306,0.286,6.66667,22.8153
Citadel,0.134459,0.190773,61.606,0.662585,0.223924,0.350674,0.486783,0.279104,6.77778,22.2441
Idaho State,0.160011,0.161633,65.5571,0.686893,0.250287,0.37014,0.482133,0.273041,4.75,19.4487
Oregon St,0.203538,0.164619,63.75,0.697941,0.295428,0.300169,0.478794,0.272321,5.13333,20.3399
Loyola-Chi,0.173128,0.185183,61.8236,0.700925,0.218346,0.3177,0.493256,0.251126,6.17143,17.7926
Connecticut,0.152275,0.161469,63.7436,0.710766,0.238616,0.331746,0.507103,0.280538,6.45714,18.691
W Illinois,0.145808,0.165949,68.7827,0.723301,0.269298,0.355042,0.450138,0.175115,6.84615,16.6634
N Illinois,0.186326,0.181918,66.0612,0.716564,0.278557,0.339117,0.520381,0.351382,5.06897,24.6375
Drexel,0.15958,0.147771,63.4138,0.705336,0.257525,0.35141,0.475844,0.250557,5.96552,20.2284
TX-Pan Am,0.158639,0.17974,65.9723,0.648038,0.253823,0.341328,0.467443,0.264808,3.96429,20.409
Drake,0.146026,0.201586,60.5475,0.696041,0.227314,0.384755,0.466507,0.206416,6.43333,19.4338
Missouri St,0.142277,0.168567,63.3237,0.721212,0.269069,0.369141,0.49434,0.273684,5.17241,19.0592
Missouri,0.14862,0.174189,65.3339,0.687434,0.309303,0.343805,0.479755,0.276249,6.03226,17.5772
E Tenn St,0.184243,0.161772,70.2562,0.689735,0.288439,0.358098,0.481292,0.279689,9.14286,22.8754
Cincinnati,0.168115,0.176257,62.0577,0.702107,0.194138,0.319468,0.534905,0.358947,4.91176,20.0951
Fla Atlantic,0.143803,0.172174,66.0944,0.69403,0.27037,0.298701,0.465208,0.233333,7.22222,15.4661
Belmont,0.160047,0.179189,68.5863,0.713445,0.208303,0.343239,0.502844,0.265217,9.8125,17.6784
Bradley,0.191164,0.172792,63.2211,0.729306,0.30595,0.369258,0.501899,0.303468,5.46875,20.5133
Troy,0.166159,0.182044,67.8671,0.677647,0.207462,0.333333,0.487871,0.30285,6.62963,19.8645
St Peters,0.180856,0.168253,63.543,0.707193,0.309456,0.311667,0.505159,0.304985,5.67647,22.7729
Gonzaga,0.147609,0.138783,67.0524,0.748413,0.229455,0.32967,0.551045,0.320717,6.94595,21.7257
Army,0.162936,0.166051,71.7108,0.703501,0.283756,0.35654,0.488429,0.268737,7.34483,17.8879
Air Force,0.173149,0.167276,62.4341,0.686967,0.251017,0.365891,0.4875,0.273418,7.17241,16.514
St Fran (NY),0.177008,0.161644,67.7691,0.737198,0.277934,0.366525,0.545228,0.395997,5.38235,23.3058
S Mississippi,0.171767,0.195442,64.2991,0.670116,0.230026,0.360406,0.461584,0.252874,6.25926,16.3011
Illinois St,0.17765,0.166215,66.3846,0.729677,0.275949,0.328179,0.530666,0.339406,6.02941,20.6905
Geo Wshgtn,0.156793,0.155822,65.1225,0.702609,0.21478,0.318862,0.527378,0.345946,5.48571,22.2877
IPFW,0.140774,0.167709,66.3304,0.74826,0.209232,0.359848,0.500279,0.228643,7.07143,21.7526
Pittsburgh,0.150537,0.132597,63.6625,0.717949,0.27232,0.349237,0.506063,0.318408,4.75758,20.4202
Montana,0.174426,0.159327,66.9085,0.73141,0.29877,0.361248,0.494924,0.251409,8.12903,19.1885
Lg Beach St,0.183278,0.180253,68.8653,0.678243,0.25512,0.32967,0.483813,0.292482,6.77419,18.8774
Bryant,0.141994,0.158615,66.1343,0.689146,0.262242,0.315271,0.49,0.272234,7.29032,20.1935
Syracuse,0.181317,0.15132,68.3919,0.71,0.214509,0.314241,0.51168,0.324675,5.0,19.5741
Quinnipiac,0.121186,0.164362,69.8667,0.754419,0.252966,0.350909,0.579328,0.411153,5.5,23.7595
Maryland BC,0.170686,0.215952,65.9296,0.700787,0.236197,0.36121,0.465188,0.20595,5.1,17.544
Rhode Island,0.189344,0.178473,68.4238,0.736097,0.306052,0.272517,0.519707,0.299895,4.40625,23.5207
High Point,0.170354,0.152727,67.1158,0.699666,0.227723,0.357698,0.495914,0.280936,6.5,20.6111
Radford,0.160407,0.153459,68.052,0.691131,0.261128,0.334,0.509749,0.33368,6.03226,20.1933
Duquesne,0.134783,0.157016,69.2817,0.687316,0.251622,0.384615,0.496081,0.292632,7.7,17.08
Monmouth,0.180928,0.172914,66.6322,0.682524,0.258921,0.341823,0.488698,0.272919,5.18182,22.8755
Cal Poly,0.149494,0.124048,61.319,0.732984,0.22908,0.356164,0.501374,0.300228,5.74074,18.845
Cornell,0.165888,0.168076,66.2806,0.727473,0.288461,0.332743,0.468405,0.210177,5.75862,22.6831
Nicholls St,0.17379,0.216714,70.7784,0.669211,0.339009,0.357143,0.477654,0.28375,5.30769,19.454
TX Christian,0.169672,0.15201,66.8337,0.695485,0.32428,0.335731,0.51836,0.358577,4.54545,23.4413
Fairfield,0.155743,0.17526,65.0161,0.682403,0.300671,0.343387,0.466635,0.255497,6.3871,20.7889
Arkansas,0.191109,0.142342,72.3306,0.681019,0.265934,0.351735,0.501939,0.345199,6.61111,22.7735
NW State,0.164062,0.138862,75.9594,0.621849,0.261374,0.40146,0.454151,0.276151,8.46429,21.9572
Dayton,0.184147,0.160657,65.942,0.741208,0.218722,0.324921,0.48699,0.203815,6.63889,24.4322
SE Missouri,0.165842,0.163872,68.5263,0.705607,0.290685,0.392116,0.498206,0.302558,6.25,19.7005
Binghamton,0.17513,0.189843,65.0071,0.690639,0.239959,0.374587,0.463673,0.237069,5.1,19.9978
Old Dominion,0.184135,0.145096,63.0939,0.763726,0.279673,0.311927,0.53892,0.349776,5.91429,17.8419
Sam Hous St,0.178239,0.165436,68.6915,0.752667,0.282666,0.32244,0.541852,0.346881,7.16129,26.4389
TX-Arlington,0.167081,0.179898,72.2275,0.68952,0.291083,0.318444,0.500458,0.293994,6.53333,20.3524
Detroit,0.185521,0.16848,70.3673,0.721616,0.319325,0.336923,0.491136,0.269663,6.87097,18.1077
St Bonavent,0.170187,0.159736,67.5234,0.732724,0.241488,0.362218,0.527765,0.3238,5.09677,22.0234
Austin Peay,0.178305,0.177354,69.4223,0.724439,0.26561,0.386029,0.497122,0.304852,5.0,21.7612
Rutgers,0.1564,0.170952,66.5711,0.705528,0.234394,0.336826,0.4869,0.286111,4.75,17.4625
S Carolina,0.178476,0.165672,66.7719,0.70202,0.300202,0.317114,0.514932,0.324378,5.53125,22.605
Murray St,0.15934,0.144719,68.6902,0.688406,0.262374,0.33694,0.52418,0.349222,7.51515,23.69
Fresno St,0.173178,0.151808,66.2188,0.689113,0.303062,0.348162,0.464952,0.233634,5.46667,21.2427
W Michigan,0.163909,0.157606,67.2836,0.714134,0.260933,0.354286,0.497349,0.277419,6.78125,23.7799
Massachusetts Lowell,0.204269,0.184417,66.3781,0.70557,0.233588,0.358047,0.44382,0.193396,7.42857,17.2174
Boise State,0.171507,0.141721,64.5715,0.755814,0.22766,0.3125,0.515077,0.258278,8.625,19.4068
Colgate,0.144048,0.16924,62.6328,0.740466,0.259198,0.37757,0.488912,0.217184,7.59375,15.1678
USC,0.161175,0.171282,71.3402,0.671614,0.227541,0.329897,0.487898,0.300562,5.3125,17.4779
Siena,0.179908,0.157247,69.0262,0.64342,0.337022,0.361511,0.490892,0.340816,4.90323,24.1143
Florida Intl,0.163534,0.19709,67.9089,0.701702,0.261737,0.336858,0.492964,0.261803,4.58065,18.2408
AR Lit Rock,0.172571,0.134218,68.9158,0.716143,0.285901,0.362862,0.478893,0.269307,6.93333,21.1369
UNLV,0.137298,0.150725,66.9715,0.700092,0.227209,0.351399,0.483941,0.251246,6.96875,17.7314
U Penn,0.157618,0.206923,64.9969,0.722291,0.280482,0.376404,0.503986,0.264516,5.53571,18.3525
Arkansas St,0.150107,0.171837,69.4915,0.707048,0.255,0.330935,0.48556,0.275488,5.57143,18.399
Manhattan,0.212751,0.189335,71.5269,0.690722,0.330779,0.323851,0.487361,0.28869,6.51515,24.2757
Weber State,0.144201,0.179215,66.1179,0.718424,0.234446,0.358796,0.494054,0.273159,7.07143,25.9817
Utah,0.159555,0.157862,64.2305,0.747456,0.248694,0.312261,0.530937,0.303097,7.52941,23.9487
Ohio State,0.184523,0.146035,68.0436,0.704188,0.200329,0.32337,0.514523,0.317625,6.74286,19.7772
Jacksonville,0.164116,0.161938,67.3052,0.685611,0.273979,0.367797,0.460342,0.247826,6.13793,20.5446
Stanford,0.149858,0.13844,68.4416,0.747019,0.264019,0.373676,0.53012,0.313708,6.64865,24.2464
Morgan St,0.184594,0.133278,67.904,0.663905,0.290076,0.361396,0.477976,0.324097,5.25806,18.4796
Longwood,0.177487,0.182325,69.8617,0.66359,0.304263,0.375,0.457505,0.249,8.09375,17.1321
NC State,0.127476,0.135409,66.6601,0.718568,0.260066,0.329705,0.523318,0.32528,6.55556,20.7937
Texas Tech,0.172135,0.183995,65.0387,0.692226,0.261155,0.339593,0.506121,0.322289,5.28125,22.871
Fordham,0.163313,0.188343,68.1029,0.732684,0.293002,0.341256,0.517607,0.321875,5.86667,19.1377
Miss Val St,0.173813,0.179791,73.7602,0.615616,0.256529,0.355828,0.442017,0.274151,4.90625,17.4552
Oakland,0.140722,0.160038,70.2073,0.717532,0.254777,0.365231,0.494291,0.277439,7.70968,20.9518
