Name,date,FTO,FTD,Three_O,Three_D,REBO,REBD,REB,TOP,TOFP,POSS
North Dakota,11/21/2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Mexico,11/22/2016,36.0828,0.201015,2.66667,0.381579,0.341463,0.692308,0.557214,0.172198,0.204956,73.9042
Air Force,11/22/2016,35.4197,0.237198,10.0,0.27907,0.346154,0.826087,0.616541,0.185199,0.134626,71.9938
Georgetown,11/22/2016,33.3691,0.277091,6.0,0.283951,0.264463,0.630435,0.47931,0.173302,0.217714,75.6687
LA Lafayette,11/22/2016,33.1167,0.288876,7.66667,0.421053,0.347458,0.666667,0.497908,0.146664,0.213844,79.5167
Oklahoma St,11/22/2016,32.3102,0.361722,10.25,0.444444,0.345324,0.798658,0.565916,0.139014,0.207855,85.1125
E Kentucky,11/22/2016,32.2514,0.312444,8.75,0.337838,0.230769,0.651163,0.438356,0.148429,0.134724,75.9656
TX A&M-CC,11/22/2016,32.2368,0.331361,4.0,0.465116,0.328125,0.706897,0.521127,0.138728,0.242604,76.0
Geo Wshgtn,11/22/2016,30.7504,0.201147,6.5,0.316456,0.333333,0.783784,0.569536,0.193837,0.113145,71.5437
Arizona,11/22/2016,30.7129,0.148487,4.75,0.32967,0.282051,0.769231,0.52518,0.125186,0.195877,71.6312
California,11/22/2016,30.0906,0.266853,8.0,0.314286,0.34,0.882883,0.615385,0.161839,0.120514,73.1125
UNLV,11/22/2016,29.9915,0.205483,5.0,0.285714,0.302083,0.702703,0.51073,0.152572,0.150161,73.3542
UAB,11/22/2016,29.8569,0.205702,5.75,0.4,0.275591,0.768707,0.543046,0.199145,0.166946,75.3594
Auburn,11/22/2016,29.7944,0.234175,8.66667,0.25,0.363636,0.708333,0.538462,0.174991,0.219539,79.4333
Wichita St,11/22/2016,29.6619,0.233419,8.75,0.265823,0.333333,0.830986,0.602694,0.146905,0.215464,77.5406
Col Charlestn,11/22/2016,29.6285,0.240279,4.8,0.3,0.244186,0.732484,0.473684,0.159316,0.193268,68.1775
Winthrop,11/22/2016,29.5248,0.31068,9.0,0.376812,0.262626,0.666667,0.481818,0.175663,0.15887,82.4167
N Illinois,11/22/2016,29.45,0.275968,5.0,0.253333,0.322034,0.719626,0.517647,0.137598,0.157148,76.9667
Wyoming,11/22/2016,29.4382,0.277997,9.5,0.313726,0.166667,0.712121,0.453901,0.126435,0.157953,69.6375
IL-Chicago,11/22/2016,29.3303,0.312398,7.5,0.378378,0.446154,0.647887,0.559748,0.224418,0.223885,83.5312
Rice,11/22/2016,29.0944,0.312738,9.75,0.340426,0.267857,0.742857,0.530249,0.185656,0.16216,77.3344
Harvard,11/22/2016,29.0094,0.500947,4.0,0.166667,0.225,0.714286,0.461538,0.141447,0.128149,75.8375
TN State,11/22/2016,29.0045,0.275722,5.25,0.306306,0.32,0.772414,0.562069,0.177825,0.181726,71.5406
St Peters,11/22/2016,28.7613,0.260711,6.75,0.298701,0.308333,0.880734,0.565385,0.170049,0.194664,68.6687
SE Louisiana,11/22/2016,28.7385,0.27331,7.5,0.302326,0.3,0.606061,0.5,0.224753,0.159431,74.8125
Maryland,11/22/2016,28.7211,0.291196,6.66667,0.358491,0.322581,0.722772,0.518692,0.189779,0.166398,70.7958
Colorado St,11/22/2016,28.6914,0.227992,3.0,0.22449,0.362319,0.776119,0.532468,0.208457,0.196327,71.45
Florida,11/22/2016,28.6126,0.195966,6.25,0.333333,0.389706,0.703704,0.537954,0.144293,0.223524,71.6469
Morgan St,11/22/2016,28.5795,0.251488,4.33333,0.333333,0.313726,0.611111,0.48927,0.182223,0.140986,73.4792
Marshall,11/22/2016,28.5585,0.158803,7.5,0.27027,0.263566,0.701863,0.509259,0.153557,0.144624,76.1594
Utah,11/22/2016,28.5575,0.313112,12.0,0.318182,0.342857,0.866667,0.627907,0.146006,0.180641,77.0375
Minnesota,11/22/2016,28.4937,0.248342,6.25,0.346535,0.30303,0.746988,0.530675,0.139066,0.146748,78.0875
Valparaiso,11/22/2016,28.208,0.254609,5.0,0.295455,0.284553,0.686567,0.498282,0.161873,0.173879,70.0156
App State,11/22/2016,28.1338,0.313273,8.5,0.414634,0.323529,0.671642,0.52349,0.175872,0.126408,79.975
Colorado,11/22/2016,27.9054,0.23059,7.5,0.258065,0.337838,0.768293,0.552632,0.143824,0.134267,76.15
James Mad,11/22/2016,27.6326,0.355513,7.0,0.333333,0.286885,0.705882,0.519573,0.206427,0.114272,68.7594
Baylor,11/22/2016,27.6174,0.161326,6.66667,0.301887,0.35,0.75,0.560847,0.154083,0.161326,66.3833
Howard,11/22/2016,27.5924,0.305405,3.75,0.425532,0.289474,0.719298,0.496241,0.201883,0.125377,69.7656
Wash State,11/22/2016,27.5233,0.206718,5.0,0.362832,0.175439,0.790541,0.531034,0.198519,0.122284,78.1156
NC State,11/22/2016,27.483,0.228172,6.8,0.313043,0.295302,0.651685,0.490196,0.138518,0.130384,73.5
Brown,11/22/2016,27.4802,0.291998,6.2,0.365591,0.216561,0.710145,0.469512,0.159387,0.174217,73.5075
NJIT,11/22/2016,27.4117,0.246938,8.66667,0.368421,0.21,0.806452,0.521127,0.178208,0.168545,79.0417
AR Lit Rock,11/22/2016,27.4022,0.33184,4.5,0.290323,0.285714,0.79661,0.510345,0.155594,0.199104,69.3375
Nevada,11/22/2016,27.3814,0.159768,6.25,0.239437,0.283333,0.714286,0.505576,0.149106,0.15037,70.3031
SIU Edward,11/22/2016,27.3084,0.273331,5.0,0.376812,0.253968,0.743363,0.483271,0.158241,0.144343,74.1531
S Utah,11/22/2016,27.2094,0.395472,8.33333,0.339286,0.324561,0.698795,0.471861,0.158573,0.162143,75.9542
Pittsburgh,11/22/2016,26.9349,0.207467,7.75,0.278481,0.290323,0.733333,0.519481,0.160983,0.107997,77.9656
Mercer,11/22/2016,26.7583,0.295316,6.0,0.321429,0.31746,0.631579,0.483221,0.168244,0.141506,67.2688
Northeastrn,11/22/2016,26.737,0.230781,9.4,0.330357,0.248366,0.688623,0.492997,0.183061,0.154672,71.0625
Maryland BC,11/22/2016,26.3939,0.201297,7.33333,0.328358,0.27619,0.71028,0.491453,0.113138,0.162586,75.775
Purdue,11/22/2016,26.354,0.172086,7.33333,0.3125,0.32967,0.75,0.562791,0.169375,0.16008,74.625
Lipscomb,11/22/2016,26.3496,0.41976,9.25,0.405405,0.213235,0.688,0.452962,0.217519,0.157053,77.8
USC,11/22/2016,26.2785,0.176911,6.0,0.32,0.368852,0.735849,0.537255,0.127958,0.16887,73.5708
Tennessee,11/22/2016,26.2775,0.342127,5.0,0.349206,0.326733,0.666667,0.473934,0.154637,0.192206,77.3792
LIU-Brooklyn,11/22/2016,26.2095,0.310808,7.0,0.376471,0.346774,0.677419,0.519164,0.164839,0.166392,69.6312
Duke,11/22/2016,25.9904,0.182871,8.4,0.197674,0.294872,0.756906,0.532258,0.148914,0.170996,75.4125
Massachusetts Lowell,11/22/2016,25.9708,0.293523,9.0,0.362903,0.202614,0.614907,0.424856,0.223158,0.185047,81.63
Mississippi,11/22/2016,25.9142,0.241435,9.0,0.451128,0.394118,0.72619,0.548556,0.179363,0.176605,80.265
Florida St,11/22/2016,25.8396,0.248456,5.0,0.306931,0.376,0.75974,0.573825,0.122212,0.161915,80.3031
Hofstra,11/22/2016,25.7365,0.225796,9.5,0.444444,0.335821,0.756522,0.496377,0.149868,0.176307,73.825
Akron,11/22/2016,25.7338,0.228221,9.33333,0.350877,0.315217,0.81,0.551402,0.154088,0.177505,72.5375
CS Fullerton,11/22/2016,25.6306,0.351623,9.0,0.435484,0.237113,0.835443,0.515152,0.167411,0.158423,81.9333
Nebraska,11/22/2016,25.6091,0.204375,6.0,0.266667,0.272727,0.774648,0.534722,0.145042,0.197988,70.2875
Kentucky,11/22/2016,25.4224,0.199005,5.75,0.208791,0.333333,0.702899,0.511475,0.134548,0.241649,77.6875
Central Ark,11/22/2016,25.2429,0.253631,5.5,0.336066,0.286765,0.698413,0.488136,0.188194,0.153358,75.2688
Vanderbilt,11/22/2016,25.0533,0.170075,8.5,0.313726,0.29771,0.737226,0.517123,0.165448,0.13606,71.8469
Xavier,11/22/2016,25.0508,0.268448,5.2,0.362205,0.301282,0.807692,0.549724,0.165817,0.201336,77.4425
Arkansas,11/22/2016,25.0123,0.26777,8.0,0.36,0.333333,0.633929,0.497778,0.158984,0.174794,75.9625
Chattanooga,11/22/2016,24.9631,0.348866,6.25,0.333333,0.296875,0.546154,0.435811,0.191366,0.191314,74.1094
GA Southern,11/22/2016,24.8557,0.389659,7.5,0.2,0.341463,0.617647,0.475,0.100703,0.107906,70.4062
Notre Dame,11/22/2016,24.7829,0.181267,8.5,0.307692,0.330769,0.725352,0.536667,0.0849805,0.187411,71.6219
Rutgers,11/22/2016,24.7692,0.216689,6.0,0.359375,0.478723,0.754717,0.62605,0.166039,0.141681,71.325
WI-Grn Bay,11/22/2016,24.7052,0.196853,8.0,0.324074,0.264901,0.697531,0.486647,0.14502,0.163582,77.9187
E Michigan,11/22/2016,24.5761,0.382098,6.0,0.388889,0.311688,0.669421,0.472492,0.141152,0.198125,78.3281
Clemson,11/22/2016,24.5608,0.159566,8.0,0.364583,0.302158,0.690476,0.488215,0.137252,0.183652,73.2875
Wright State,11/22/2016,24.4921,0.23929,8.33333,0.465517,0.333333,0.755556,0.537688,0.159185,0.166286,74.8542
Gonzaga,11/22/2016,24.4855,0.204732,7.33333,0.344262,0.290323,0.816667,0.560166,0.128849,0.193143,78.9583
Oakland,11/22/2016,24.471,0.237675,8.33333,0.350877,0.193878,0.831933,0.545082,0.152828,0.14112,83.0917
N Carolina,11/22/2016,24.218,0.165389,7.25,0.304762,0.492754,0.735484,0.60625,0.150918,0.188202,77.4219
Oregon St,11/22/2016,24.0934,0.277828,3.0,0.288889,0.272727,0.75,0.543131,0.241079,0.146074,76.7844
Prairie View,11/22/2016,24.0807,0.330229,5.75,0.309524,0.119718,0.643939,0.383838,0.163429,0.158058,76.825
TX Southern,11/22/2016,23.9538,0.246324,7.2,0.311321,0.378531,0.717105,0.524725,0.132749,0.191027,70.97
BYU,11/22/2016,23.8033,0.184943,5.75,0.236842,0.26087,0.812183,0.567568,0.16394,0.120615,84.0219
Michigan,11/22/2016,23.7367,0.2537,9.5,0.333333,0.243243,0.786885,0.501945,0.138222,0.179281,67.4062
Towson,11/22/2016,23.6138,0.329201,5.33333,0.296875,0.403846,0.752577,0.561404,0.15893,0.179185,71.9917
DePaul,11/22/2016,23.5713,0.26596,7.33333,0.236364,0.268293,0.626263,0.458128,0.172844,0.174536,67.8792
Evansville,11/22/2016,23.5235,0.248108,4.33333,0.24,0.288889,0.62,0.458128,0.177148,0.172414,66.6
N Dakota St,11/22/2016,23.4615,0.218353,5.0,0.343284,0.235849,0.716418,0.503906,0.214338,0.191886,66.0656
Bradley,11/22/2016,23.4288,0.280514,7.66667,0.387755,0.197802,0.71,0.478049,0.16853,0.136132,71.1375
Pacific,11/22/2016,23.4021,0.299832,8.0,0.41791,0.357664,0.737864,0.517647,0.137944,0.149916,75.4917
Fresno St,11/22/2016,23.3852,0.281459,6.66667,0.279412,0.234043,0.678261,0.481982,0.159599,0.185069,74.1208
Stanford,11/22/2016,23.3616,0.30547,4.75,0.230769,0.305344,0.780142,0.552901,0.167826,0.202639,74.9094
Cal St Nrdge,11/22/2016,23.334,0.30682,4.33333,0.381818,0.2,0.614754,0.444915,0.19496,0.130065,84.2833
South Dakota,11/22/2016,23.3198,0.23821,7.33333,0.327586,0.339623,0.713043,0.529167,0.155731,0.138315,75.7583
E Carolina,11/22/2016,23.302,0.187361,5.5,0.273684,0.369231,0.76875,0.579937,0.214348,0.140521,70.8094
Richmond,11/22/2016,23.2793,0.274761,6.33333,0.344828,0.229167,0.650943,0.449541,0.16345,0.177787,70.1625
San Diego St,11/22/2016,23.26,0.253526,6.33333,0.358491,0.186916,0.731959,0.467532,0.121389,0.164792,70.2208
Northwestern,11/22/2016,23.2558,0.288157,8.75,0.346667,0.285714,0.755725,0.544803,0.142495,0.151995,70.95
Wagner,11/22/2016,23.2504,0.348862,8.33333,0.403509,0.438776,0.759036,0.576923,0.209262,0.195703,71.6833
Dayton,11/22/2016,23.246,0.289323,9.33333,0.295775,0.241758,0.68932,0.459716,0.140051,0.171917,68.8292
Indiana,11/22/2016,23.2309,0.26379,11.6667,0.295775,0.442105,0.82906,0.645299,0.208796,0.139432,81.7875
Norfolk St,11/22/2016,23.2214,0.280977,4.0,0.43038,0.245455,0.673684,0.454128,0.163857,0.148753,70.3375
Kent State,11/22/2016,23.1555,0.301722,8.0,0.421875,0.429907,0.760417,0.569038,0.134601,0.186591,76.2958
UCLA,11/22/2016,23.1553,0.220987,10.0,0.382979,0.258333,0.782051,0.554795,0.140288,0.169151,83.1344
Neb Omaha,11/22/2016,23.112,0.257732,7.5,0.358696,0.251799,0.693431,0.471572,0.166569,0.166094,76.8
S Dakota St,11/22/2016,23.1067,0.216274,10.25,0.377193,0.18543,0.740458,0.448052,0.155141,0.143167,73.5719
Texas Tech,11/22/2016,23.1027,0.234617,7.66667,0.319444,0.240506,0.833333,0.569307,0.131677,0.174896,72.1417
TX El Paso,11/22/2016,23.0697,0.250637,5.66667,0.453125,0.2625,0.735632,0.497382,0.201371,0.140187,70.8
IUPUI,11/22/2016,23.0041,0.382803,9.0,0.277778,0.236641,0.681159,0.481481,0.146969,0.147232,73.9
Montana St,11/22/2016,22.9537,0.480557,10.25,0.297872,0.201342,0.734266,0.473373,0.130938,0.153551,78.4187
La Salle,11/22/2016,22.914,0.273484,9.0,0.338983,0.165049,0.771739,0.44186,0.112767,0.146651,77.1
Fordham,11/22/2016,22.8928,0.298461,8.25,0.313253,0.186992,0.736842,0.451362,0.202377,0.257619,72.075
Kansas St,11/22/2016,22.8598,0.221433,9.66667,0.403509,0.355556,0.757282,0.558252,0.154252,0.196365,71.45
S Carolina,11/22/2016,22.8384,0.290636,9.0,0.280488,0.391304,0.757812,0.592593,0.176653,0.175007,72.2469
Toledo,11/22/2016,22.8338,0.222017,7.0,0.309091,0.28972,0.768519,0.528139,0.152036,0.13691,81.75
Incarnate Word,11/22/2016,22.8091,0.343643,6.0,0.166667,0.229167,0.866667,0.481481,0.127253,0.171821,83.3
TX Christian,11/22/2016,22.7623,0.263073,9.0,0.387097,0.37931,0.755814,0.572973,0.155818,0.228571,70.2917
Old Dominion,11/22/2016,22.7362,0.204875,5.5,0.314286,0.382353,0.766667,0.552448,0.149788,0.169551,63.775
St Fran (PA),11/22/2016,22.7147,0.257721,9.5,0.416667,0.290323,0.666667,0.492857,0.226645,0.168079,79.2438
Arizona St,11/22/2016,22.6362,0.24556,9.0,0.331034,0.255952,0.81457,0.506964,0.137652,0.180412,74.2175
Albany,11/22/2016,22.5448,0.28505,5.75,0.322222,0.336207,0.767442,0.551852,0.204974,0.120837,73.1875
Niagara,11/22/2016,22.5203,0.326333,7.0,0.329114,0.258741,0.745614,0.472973,0.156365,0.166188,75.4875
Troy,11/22/2016,22.5086,0.230322,5.33333,0.375,0.283333,0.79,0.515021,0.191304,0.176855,74.0458
Iowa,11/22/2016,22.4818,0.215661,11.0,0.413793,0.326531,0.720238,0.519288,0.166453,0.202824,85.625
Wake Forest,11/22/2016,22.4504,0.217561,9.4,0.366071,0.319444,0.7,0.525373,0.13823,0.157544,70.3775
St Bonavent,11/22/2016,22.3264,0.370152,6.33333,0.5,0.322581,0.673913,0.492683,0.185076,0.208703,74.65
Ste F Austin,11/22/2016,22.2677,0.239723,6.0,0.307692,0.403509,0.8,0.582677,0.290288,0.215136,76.3438
Texas,11/22/2016,22.2622,0.17666,7.0,0.267327,0.238462,0.732484,0.509615,0.13933,0.143723,72.9938
Austin Peay,11/22/2016,22.2335,0.224235,7.25,0.300885,0.218045,0.662252,0.446945,0.144238,0.14949,74.2125
Miami (FL),11/22/2016,22.1895,0.116081,6.33333,0.2875,0.397849,0.743363,0.572034,0.13963,0.204143,73.6083
Rhode Island,11/22/2016,22.1444,0.271527,6.8,0.3,0.390728,0.733766,0.545455,0.129886,0.173476,71.35
Manhattan,11/22/2016,22.0404,0.369836,7.25,0.367089,0.40458,0.721311,0.563177,0.218495,0.171604,75.9969
Miami (OH),11/22/2016,22.0358,0.328292,7.5,0.336634,0.225564,0.730159,0.475352,0.163089,0.158067,73.7438
Indiana St,11/22/2016,21.9629,0.315935,8.0,0.228571,0.194444,0.682927,0.462857,0.134898,0.142171,81.9563
Davidson,11/22/2016,21.9335,0.261772,9.25,0.311111,0.298387,0.748252,0.528053,0.182991,0.138408,74.0875
Dartmouth,11/22/2016,21.909,0.239972,4.5,0.25,0.191176,0.647059,0.464052,0.214047,0.156261,77.5938
U Mass,11/22/2016,21.8342,0.340175,8.25,0.282609,0.251969,0.753165,0.519481,0.218378,0.184819,83.5844
Oregon,11/22/2016,21.8291,0.229796,5.75,0.320513,0.358779,0.709924,0.536913,0.169172,0.158373,71.0062
TX-San Ant,11/22/2016,21.7888,0.421256,4.75,0.31746,0.363636,0.798387,0.54321,0.177378,0.177995,78.0219
F Dickinson,11/22/2016,21.7595,0.329935,5.5,0.346154,0.176471,0.66187,0.437276,0.179201,0.143583,70.0844
High Point,11/22/2016,21.6408,0.175889,6.25,0.362745,0.204724,0.70229,0.455882,0.173462,0.169374,67.0031
Sam Hous St,11/22/2016,21.6184,0.302389,7.33333,0.378788,0.283019,0.714286,0.491304,0.182281,0.208793,83.2625
N Mex State,11/22/2016,21.5585,0.322863,6.75,0.237288,0.335938,0.632353,0.473154,0.186734,0.182753,69.5781
Washington,11/22/2016,21.5578,0.330563,8.0,0.378788,0.273973,0.754902,0.541463,0.160789,0.127718,80.4042
Abilene Christian,11/22/2016,21.4982,0.201362,5.0,0.208333,0.0333333,0.736842,0.447368,0.185615,0.213207,74.425
Jacksonville,11/22/2016,21.4844,0.260391,8.0,0.367347,0.230216,0.715278,0.474026,0.181865,0.185278,71.68
E Washingtn,11/22/2016,21.4765,0.307446,5.66667,0.365079,0.244186,0.775281,0.494949,0.178581,0.106752,71.3958
St Johns,11/22/2016,21.4293,0.22321,11.0,0.314286,0.317757,0.730435,0.53719,0.142149,0.170245,77.775
Beth-Cook,11/22/2016,21.4165,0.364341,7.0,0.454545,0.311927,0.675676,0.470297,0.16078,0.175889,71.5958
St Marys,11/22/2016,21.3625,0.350836,9.0,0.296296,0.4,0.806122,0.609375,0.109685,0.132749,63.975
Illinois,11/22/2016,21.2938,0.20181,9.25,0.350515,0.221311,0.792308,0.520446,0.184004,0.20181,77.4875
Alabama,11/22/2016,21.2929,0.269659,8.5,0.381579,0.313433,0.773109,0.519031,0.147295,0.203889,69.2719
Hartford,11/22/2016,21.2791,0.277114,7.0,0.316456,0.133333,0.689189,0.440625,0.168238,0.135786,78.7156
IPFW,11/22/2016,21.2213,0.196987,8.33333,0.42029,0.326923,0.695652,0.514019,0.177425,0.177675,76.9667
Duquesne,11/22/2016,21.1265,0.222407,6.4,0.37069,0.253165,0.714286,0.497283,0.198534,0.174257,77.6275
Georgia,11/22/2016,21.0921,0.215428,5.5,0.348315,0.29661,0.834586,0.573529,0.152514,0.142514,69.9313
Denver,11/22/2016,20.9561,0.341932,8.0,0.404762,0.254545,0.78125,0.543307,0.233953,0.167966,76.35
NW State,11/22/2016,20.9314,0.259628,4.5,0.333333,0.277778,0.52381,0.408163,0.214297,0.150007,71.6625
Saint Louis,11/22/2016,20.9208,0.270061,6.5,0.356322,0.222973,0.699248,0.465409,0.166439,0.157536,78.8688
Connecticut,11/22/2016,20.895,0.292173,7.0,0.387097,0.292857,0.703125,0.48366,0.155417,0.159926,71.7875
Seton Hall,11/22/2016,20.7677,0.284234,7.66667,0.301587,0.288462,0.767241,0.543103,0.144355,0.146065,75.4375
N Kentucky,11/22/2016,20.7483,0.324074,7.25,0.333333,0.342466,0.788732,0.565359,0.171512,0.157407,73.5
Elon,11/22/2016,20.7321,0.25959,9.5,0.538462,0.295082,0.716418,0.503546,0.174064,0.178829,77.175
S Methodist,11/22/2016,20.6893,0.24587,7.0,0.314286,0.439024,0.775,0.606618,0.162583,0.187817,66.4594
Wofford,11/22/2016,20.6205,0.270802,6.0,0.27027,0.278689,0.610169,0.455882,0.196351,0.119657,67.8938
Columbia,11/22/2016,20.5938,0.302089,8.33333,0.289474,0.207792,0.626087,0.469298,0.179095,0.107069,72.8375
Kansas,11/22/2016,20.5884,0.285543,6.0,0.409091,0.323077,0.741497,0.519608,0.148164,0.183765,78.9281
TN Martin,11/22/2016,20.5704,0.247919,7.75,0.28972,0.365079,0.695035,0.542763,0.207189,0.178279,78.9969
S Illinois,11/22/2016,20.4787,0.307939,7.5,0.487805,0.314815,0.72,0.513308,0.180435,0.158543,73.2469
N Arizona,11/22/2016,20.4297,0.240205,8.0,0.311828,0.265823,0.733871,0.473856,0.168391,0.164042,77.0938
Loyola-MD,11/22/2016,20.4251,0.230904,5.33333,0.290909,0.300971,0.644444,0.445415,0.178035,0.160808,70.175
Liberty,11/22/2016,20.3654,0.315402,8.66667,0.393443,0.134615,0.746835,0.39604,0.161728,0.253151,73.6542
Miss State,11/22/2016,20.3535,0.261939,7.25,0.272727,0.227941,0.740157,0.494774,0.131812,0.162913,70.0125
Samford,11/22/2016,20.3525,0.220433,6.33333,0.25,0.346154,0.768519,0.566524,0.169168,0.164244,68.7875
Stetson,11/22/2016,20.3425,0.223122,9.0,0.405405,0.184211,0.66055,0.431535,0.122196,0.17274,80.2917
Delaware,11/22/2016,20.3191,0.27406,5.6,0.269841,0.274854,0.772222,0.543536,0.176578,0.125504,69.885
W Michigan,11/22/2016,20.2951,0.284698,5.0,0.3875,0.234375,0.773585,0.482625,0.175041,0.181456,73.9094
St Josephs,11/22/2016,20.2041,0.210493,6.6,0.373984,0.307229,0.770833,0.502874,0.138245,0.200349,72.2625
Utah State,11/22/2016,20.1556,0.221982,9.0,0.301075,0.191011,0.827586,0.542986,0.141512,0.15621,74.4208
Missouri,11/22/2016,20.0915,0.24739,5.75,0.261905,0.276423,0.756944,0.519355,0.163462,0.177538,77.1469
W Kentucky,11/22/2016,20.0387,0.0667849,8.0,0.388235,0.236559,0.803922,0.516279,0.182138,0.141918,73.1917
Seattle,11/22/2016,20.0022,0.257717,6.66667,0.329268,0.161616,0.695652,0.453782,0.199191,0.126935,74.9917
S Mississippi,11/22/2016,19.9981,0.160825,3.5,0.444444,0.213115,0.870968,0.534351,0.168905,0.14684,67.5062
Tulane,11/22/2016,19.9862,0.309281,9.4,0.408163,0.286517,0.67284,0.469496,0.166952,0.170797,76.0525
Vermont,11/22/2016,19.9624,0.197115,5.25,0.417722,0.292453,0.760331,0.53937,0.202188,0.184398,71.3844
GA Tech,11/22/2016,19.8464,0.176264,3.33333,0.323529,0.357143,0.677966,0.518828,0.15408,0.148222,70.5417
Villanova,11/22/2016,19.8424,0.16142,10.8,0.27027,0.270073,0.811688,0.53681,0.126416,0.169492,68.54
E Tenn St,11/22/2016,19.7608,0.223005,8.0,0.383333,0.351351,0.845361,0.623656,0.201076,0.193552,74.2208
Ohio State,11/22/2016,19.7504,0.191925,6.25,0.30303,0.292683,0.767123,0.550523,0.180988,0.165901,68.3531
Drake,11/22/2016,19.6061,0.195345,5.0,0.372549,0.322581,0.66129,0.492063,0.227255,0.195345,71.4062
Boston U,11/22/2016,19.6045,0.310475,9.75,0.363636,0.336066,0.696296,0.515901,0.156745,0.159759,72.6875
E Illinois,11/22/2016,19.5784,0.290398,8.25,0.320513,0.253425,0.723077,0.463918,0.143233,0.229261,72.7844
TX-Pan Am,11/22/2016,19.5261,0.342207,8.25,0.352273,0.292208,0.649254,0.46519,0.219642,0.179,83.2219
Arkansas St,11/22/2016,19.4863,0.437748,6.0,0.2,0.288288,0.742188,0.524345,0.206842,0.168121,70.5625
Charlotte,11/22/2016,19.4474,0.261496,10.0,0.351351,0.217391,0.758621,0.467153,0.11816,0.208008,77.1312
Iona,11/22/2016,19.3086,0.407601,7.5,0.314286,0.258824,0.676923,0.45283,0.131471,0.154227,80.275
Lehigh,11/22/2016,19.3035,0.192204,8.66667,0.320755,0.240506,0.71875,0.5,0.21058,0.149056,75.9792
Providence,11/22/2016,19.285,0.213237,7.75,0.241379,0.226562,0.765625,0.505455,0.154694,0.190273,68.7063
Rider,11/22/2016,19.2803,0.226698,3.66667,0.278689,0.366071,0.764706,0.56087,0.178013,0.202409,74.3417
Louisville,11/22/2016,19.1686,0.251647,6.66667,0.258065,0.447154,0.76,0.584615,0.110982,0.192667,74.775
Hawaii,11/22/2016,19.1596,0.18504,6.25,0.3625,0.230089,0.644444,0.47619,0.207626,0.158179,71.7656
VA Military,11/22/2016,19.142,0.392851,8.5,0.4,0.263889,0.833333,0.5,0.145213,0.167445,73.1375
Florida A&M,11/22/2016,19.123,0.357457,7.0,0.416667,0.211765,0.641509,0.393548,0.106101,0.199238,75.825
Coppin State,11/22/2016,19.1159,0.272377,7.66667,0.335294,0.229091,0.653846,0.42315,0.137575,0.169062,76.725
Navy,11/22/2016,19.0959,0.281641,6.75,0.415385,0.325581,0.696078,0.489796,0.180844,0.205146,64.15
Butler,11/22/2016,19.0288,0.26709,9.25,0.347222,0.275229,0.810811,0.544681,0.123167,0.230365,69.6312
S Florida,11/22/2016,19.0282,0.292141,5.0,0.30137,0.336842,0.672727,0.50885,0.205757,0.167494,73.575
Ohio,11/22/2016,19.0108,0.2044,11.0,0.34,0.25,0.672414,0.47479,0.154647,0.174119,75.3958
TN Tech,11/22/2016,18.9484,0.235285,7.0,0.37037,0.381579,0.694215,0.524917,0.152184,0.192506,72.5656
Grambling St,11/22/2016,18.7639,0.312239,3.66667,0.34,0.329897,0.653846,0.479592,0.191983,0.227488,65.7292
Furman,11/22/2016,18.7062,0.336951,12.0,0.321429,0.26506,0.716049,0.486631,0.173545,0.142556,69.4958
Central Mich,11/22/2016,18.701,0.130146,12.0,0.270833,0.3125,0.614286,0.466216,0.117838,0.181072,74.8625
Marist,11/22/2016,18.6916,0.325184,7.2,0.434783,0.173653,0.669065,0.420118,0.168278,0.142117,73.83
Virginia,11/22/2016,18.6903,0.123132,4.66667,0.258065,0.371795,0.853933,0.632979,0.132756,0.215481,60.6375
CS Bakersfld,11/22/2016,18.6363,0.383871,11.5,0.413793,0.279412,0.614035,0.434783,0.151408,0.21051,69.7562
Bowling Grn,11/22/2016,18.6257,0.258562,6.8,0.377358,0.273196,0.78125,0.511278,0.156974,0.163677,77.3125
Lamar,11/22/2016,18.5966,0.262193,7.0,0.344828,0.252874,0.732143,0.442177,0.131589,0.230979,72.5938
Houston Bap,11/22/2016,18.5892,0.419734,10.0,0.482759,0.222222,0.775,0.429752,0.162041,0.169146,75.3125
LA Tech,11/22/2016,18.5825,0.260547,6.66667,0.350877,0.30303,0.719101,0.495192,0.171563,0.211694,73.5458
Stony Brook,11/22/2016,18.5455,0.307042,6.0,0.441176,0.318681,0.740741,0.496855,0.0973724,0.181718,72.7937
UC Davis,11/22/2016,18.507,0.251031,8.25,0.259615,0.229508,0.72028,0.491289,0.19057,0.163462,75.6469
Rob Morris,11/22/2016,18.5061,0.295683,5.0,0.275362,0.308725,0.689394,0.511401,0.203963,0.180367,74.3
Illinois St,11/22/2016,18.4125,0.258535,9.0,0.366197,0.285714,0.72,0.507317,0.20184,0.183477,70.6042
Yale,11/22/2016,18.3623,0.240826,6.33333,0.362069,0.29,0.732558,0.495327,0.125589,0.137022,72.6125
Geo Mason,11/22/2016,18.2962,0.198682,3.0,0.388889,0.234694,0.708333,0.483568,0.194516,0.137861,72.875
Boston Col,11/22/2016,18.2771,0.244745,7.0,0.242424,0.293478,0.756303,0.551282,0.187009,0.122372,74.775
