Name,date,FTO,FTD,Three_O,Three_D,REBO,REBD,REB,TOP,TOFP,POSS
Cal St Nrdge,12/25/2016,24.268,0.31428,4.6,0.4,0.268987,0.648148,0.470922,0.184674,0.140182,77.0563
TX Christian,12/25/2016,24.2553,0.231151,7.45455,0.356098,0.363889,0.726519,0.542526,0.14612,0.202684,70.8375
BYU,12/25/2016,24.2189,0.217275,6.46154,0.307246,0.284444,0.789474,0.550792,0.165397,0.14542,81.3096
Hofstra,12/25/2016,24.1979,0.222115,9.08333,0.379845,0.374696,0.723971,0.537445,0.140354,0.133878,72.6646
W Virginia,12/25/2016,24.176,0.220079,7.83333,0.302905,0.399083,0.7,0.528302,0.113581,0.302728,77.2115
Howard,12/25/2016,24.016,0.246238,4.6,0.424893,0.277778,0.667857,0.465046,0.181687,0.165462,67.455
SIU Edward,12/25/2016,24.0109,0.279561,4.25,0.344186,0.29064,0.739837,0.501742,0.174385,0.149909,74.2719
Auburn,12/25/2016,23.9372,0.227455,9.08333,0.294702,0.266344,0.694253,0.480932,0.15368,0.191248,78.6781
N Illinois,12/25/2016,23.9096,0.267615,4.2,0.298643,0.298551,0.718182,0.505882,0.166017,0.18721,74.0287
Clemson,12/25/2016,23.8964,0.154339,8.09091,0.309013,0.335165,0.699438,0.50438,0.131671,0.203138,70.3795
E Kentucky,12/25/2016,23.8854,0.321897,8.76923,0.382143,0.237443,0.706311,0.470264,0.177648,0.169514,76.0038
Stanford,12/25/2016,23.8506,0.244025,4.36364,0.348624,0.300578,0.771831,0.539894,0.173309,0.174472,69.7523
Toledo,12/25/2016,23.8423,0.241906,7.41667,0.31746,0.265356,0.784689,0.529876,0.173926,0.12292,77.2438
Air Force,12/25/2016,23.781,0.231271,9.09091,0.33574,0.254237,0.790368,0.526178,0.159379,0.154181,71.1034
Winthrop,12/25/2016,23.697,0.245233,8.66667,0.345794,0.220736,0.709265,0.475113,0.173775,0.170765,76.4278
UAB,12/25/2016,23.6853,0.212024,5.16667,0.374101,0.291785,0.72315,0.526995,0.194297,0.162315,72.4781
Colorado,12/25/2016,23.6251,0.25453,6.83333,0.293893,0.311436,0.755924,0.525516,0.153305,0.14382,71.9573
N Carolina,12/25/2016,23.5598,0.19065,6.91667,0.311828,0.41519,0.757009,0.581858,0.13895,0.183735,75.6937
Morgan St,12/25/2016,23.5543,0.255554,4.4,0.30137,0.291105,0.662687,0.472542,0.174829,0.156556,75.57
Wright State,12/25/2016,23.5214,0.248072,8.90909,0.347639,0.288089,0.729508,0.512195,0.191043,0.173431,73.8205
Ste F Austin,12/25/2016,23.4723,0.261871,5.875,0.34058,0.32906,0.731959,0.512245,0.222179,0.195595,70.8281
Loyola-MD,12/25/2016,23.4385,0.247439,5.3,0.306748,0.315634,0.675676,0.489569,0.175409,0.180295,70.8238
Chattanooga,12/25/2016,23.2668,0.27742,6.5,0.337838,0.30137,0.633987,0.476969,0.170938,0.198676,71.3463
Marshall,12/25/2016,23.2333,0.242322,10.3636,0.347518,0.236074,0.661578,0.46,0.152009,0.148361,79.8227
Baylor,12/25/2016,23.1989,0.170643,6.63636,0.280543,0.344262,0.719677,0.538051,0.151635,0.169467,67.7932
St Peters,12/25/2016,23.1518,0.243075,6.90909,0.329317,0.258427,0.808511,0.517693,0.151737,0.176782,68.3239
Wake Forest,12/25/2016,23.1484,0.223135,8.5,0.338129,0.314516,0.736715,0.533256,0.15695,0.161266,73.0792
Florida St,12/25/2016,23.122,0.255888,6.92308,0.292763,0.335979,0.715746,0.539432,0.144084,0.174429,76.1846
USC,12/25/2016,23.0601,0.180213,8.15385,0.328313,0.313225,0.717842,0.522478,0.124806,0.153818,74.0538
La Salle,12/25/2016,23.0275,0.273848,9.3,0.430693,0.228125,0.745704,0.478645,0.133451,0.150253,75.1275
VA Tech,12/25/2016,23.0122,0.171185,8.81818,0.307985,0.25,0.769231,0.524968,0.143555,0.166738,73.8739
Indiana,12/25/2016,23.0058,0.212138,9.75,0.27027,0.397143,0.767591,0.597547,0.181945,0.141756,74.9812
Lipscomb,12/25/2016,22.8099,0.329537,10.2308,0.348592,0.239905,0.697039,0.483351,0.203917,0.165203,78.2385
Northeastrn,12/25/2016,22.8078,0.225124,7.33333,0.365672,0.249284,0.73545,0.515528,0.181316,0.157797,70.8823
Pacific,12/25/2016,22.7598,0.3102,6.16667,0.342629,0.310195,0.779661,0.532973,0.151034,0.145604,71.3979
Niagara,12/25/2016,22.657,0.234666,6.92308,0.316364,0.312785,0.701794,0.502513,0.155571,0.125094,74.0135
Utah,12/25/2016,22.6455,0.225912,6.55556,0.394595,0.339623,0.782748,0.573668,0.182347,0.152422,74.0889
Maryland BC,12/25/2016,22.5224,0.198142,8.4,0.354167,0.24159,0.699438,0.485095,0.145468,0.158279,74.5925
Vanderbilt,12/25/2016,22.3521,0.232618,9.41667,0.352459,0.274457,0.764706,0.525547,0.176598,0.148526,68.9719
S Utah,12/25/2016,22.308,0.358043,8.72727,0.408257,0.271357,0.714744,0.468983,0.157462,0.161766,76.2057
Miami (FL),12/25/2016,22.279,0.175528,5.90909,0.278302,0.361194,0.749347,0.555831,0.163718,0.167337,68.9602
CS Fullerton,12/25/2016,22.275,0.314344,6.72727,0.393305,0.250704,0.767908,0.506297,0.181729,0.161967,77.9511
Wm & Mary,12/25/2016,22.2434,0.227774,9.5,0.361111,0.269091,0.741259,0.517647,0.158386,0.129726,73.6172
Wash State,12/25/2016,22.2053,0.196011,6.0,0.33452,0.168142,0.745,0.491272,0.171472,0.134345,73.283
Iowa,12/25/2016,22.1337,0.220592,9.30769,0.345395,0.298901,0.703488,0.509634,0.15741,0.157689,77.501
Oakland,12/25/2016,22.073,0.211698,7.81818,0.350962,0.250712,0.727041,0.507246,0.165742,0.178162,77.017
TN State,12/25/2016,21.9607,0.324359,5.0,0.315353,0.332344,0.724234,0.524503,0.188654,0.187981,71.4912
Washington,12/25/2016,21.933,0.27676,8.0,0.388,0.364829,0.744526,0.544318,0.159521,0.152266,78.2688
Kentucky,12/25/2016,21.9269,0.229856,7.33333,0.293893,0.375,0.716628,0.534447,0.122093,0.192008,80.1906
Boise State,12/25/2016,21.9228,0.282937,7.3,0.30137,0.283333,0.785256,0.527653,0.172974,0.162785,70.7025
Villanova,12/25/2016,21.8877,0.143683,9.75,0.287313,0.28254,0.794872,0.548263,0.13564,0.175983,68.151
Dartmouth,12/25/2016,21.8653,0.259625,7.09091,0.342105,0.246377,0.738028,0.500657,0.187829,0.145895,70.6807
TX A&M-CC,12/25/2016,21.8593,0.253954,3.625,0.380208,0.297297,0.625,0.465729,0.160695,0.189719,72.0516
Xavier,12/25/2016,21.823,0.226481,7.0,0.327068,0.328912,0.794805,0.558926,0.152211,0.185013,71.7896
South Dakota,12/25/2016,21.8112,0.22001,6.38462,0.375887,0.280922,0.728929,0.499501,0.140081,0.15967,73.7096
Gonzaga,12/25/2016,21.7364,0.220593,8.33333,0.26749,0.293956,0.708678,0.525871,0.14839,0.152199,74.7594
Illinois,12/25/2016,21.7155,0.2198,7.66667,0.337037,0.280654,0.765586,0.533253,0.178289,0.161527,73.6802
Central Mich,12/25/2016,21.6978,0.236699,13.1,0.309735,0.233516,0.671388,0.455128,0.112244,0.152638,78.81
W Kentucky,12/25/2016,21.6965,0.166832,6.0,0.359736,0.236641,0.759124,0.496544,0.175334,0.147826,70.6719
Memphis,12/25/2016,21.6656,0.235404,6.41667,0.327586,0.346535,0.744578,0.545455,0.129613,0.157593,75.7729
Texas Tech,12/25/2016,21.6298,0.195626,6.58333,0.349315,0.322884,0.819892,0.587366,0.138626,0.201216,68.9635
Montana St,12/25/2016,21.6009,0.384212,10.7273,0.377953,0.251282,0.734637,0.488623,0.146003,0.159204,77.017
Louisville,12/25/2016,21.5915,0.254362,6.66667,0.281513,0.391593,0.737418,0.554979,0.133624,0.192791,72.5594
Oregon,12/25/2016,21.5673,0.199806,6.41667,0.282143,0.352151,0.73236,0.546498,0.173919,0.185678,73.4135
Massachusetts Lowell,12/25/2016,21.5038,0.275683,8.0,0.344203,0.235602,0.66287,0.470067,0.211987,0.17025,77.625
UNLV,12/25/2016,21.4488,0.209588,7.30769,0.355872,0.280742,0.741419,0.520041,0.174597,0.145028,73.5202
Purdue,12/25/2016,21.4258,0.138474,9.53846,0.32852,0.328912,0.791209,0.577558,0.16355,0.167124,73.2404
Seton Hall,12/25/2016,21.4092,0.274826,5.5,0.305085,0.328571,0.765281,0.54505,0.161638,0.170617,73.5667
Albany,12/25/2016,21.3662,0.228943,4.75,0.357143,0.30659,0.795455,0.548892,0.176016,0.155996,68.2542
Oklahoma,12/25/2016,21.3483,0.233486,7.72727,0.359848,0.289894,0.746631,0.519808,0.164322,0.180661,77.5023
Rutgers,12/25/2016,21.3403,0.189894,4.58333,0.325758,0.375,0.755245,0.57361,0.161783,0.162617,70.6802
Campbell,12/25/2016,21.3392,0.309785,7.55556,0.307292,0.216667,0.695925,0.460857,0.17886,0.148492,76.0208
Harvard,12/25/2016,21.3203,0.300096,7.875,0.321678,0.263374,0.700361,0.496416,0.199202,0.147691,69.1828
Grand Canyon,12/25/2016,21.3179,0.236807,6.53846,0.362445,0.269767,0.724299,0.493048,0.158172,0.182598,71.8067
California,12/25/2016,21.2976,0.229306,6.33333,0.289474,0.271505,0.824645,0.559551,0.163499,0.151085,71.6042
Siena,12/25/2016,21.2863,0.283123,5.08333,0.345,0.315789,0.703896,0.498301,0.147452,0.156171,73.2083
Lamar,12/25/2016,21.2653,0.267728,7.88889,0.347826,0.261682,0.738806,0.484472,0.154913,0.183977,73.15
E Michigan,12/25/2016,21.257,0.341291,6.375,0.363636,0.326389,0.666667,0.478778,0.144566,0.198965,76.4453
Samford,12/25/2016,21.2523,0.214385,8.0,0.301158,0.280556,0.719251,0.507426,0.156508,0.167972,72.7193
F Dickinson,12/25/2016,21.226,0.32161,6.8,0.383178,0.212389,0.64486,0.433989,0.155481,0.138173,72.5525
Hawaii,12/25/2016,21.2126,0.228911,5.9,0.362162,0.235099,0.680412,0.473201,0.199037,0.179588,69.77
San Diego,12/25/2016,21.1929,0.284598,9.27273,0.291846,0.202247,0.708895,0.473159,0.163953,0.131696,71.6364
Notre Dame,12/25/2016,21.1797,0.187014,10.5833,0.329787,0.299735,0.727494,0.522248,0.111674,0.170297,70.4292
E Washingtn,12/25/2016,21.1346,0.255659,7.81818,0.393258,0.243968,0.723757,0.477387,0.140349,0.124495,72.6943
Georgia,12/25/2016,21.1072,0.228258,5.27273,0.34375,0.321127,0.772727,0.542033,0.162395,0.15864,71.9273
S Methodist,12/25/2016,21.0971,0.199597,7.15385,0.325806,0.397436,0.758701,0.581081,0.160918,0.172568,65.9952
Missouri,12/25/2016,21.0748,0.236929,5.81818,0.283401,0.262467,0.755155,0.502299,0.141168,0.180153,74.6261
North Texas,12/25/2016,21.0691,0.247022,5.8,0.347619,0.261682,0.706452,0.483051,0.160214,0.182746,70.245
Monmouth,12/25/2016,21.0619,0.242606,9.66667,0.343234,0.286445,0.697789,0.495516,0.15338,0.175913,75.9667
App State,12/25/2016,21.0546,0.292383,8.0,0.377358,0.280757,0.72043,0.496229,0.167663,0.166127,74.9375
E Carolina,12/25/2016,21.0357,0.174256,5.84615,0.305369,0.322816,0.740586,0.544343,0.199764,0.149918,69.4788
N Kentucky,12/25/2016,21.0293,0.269291,8.63636,0.328042,0.3297,0.764865,0.549313,0.17685,0.142633,71.7614
Central FL,12/25/2016,20.9689,0.165805,6.25,0.277778,0.337079,0.800403,0.585653,0.188461,0.116279,69.15
San Diego St,12/25/2016,20.9683,0.198653,8.3,0.334842,0.289552,0.726154,0.509589,0.142445,0.177005,69.6288
Butler,12/25/2016,20.9639,0.252438,8.41667,0.307018,0.245509,0.742382,0.497355,0.130482,0.193933,69.1667
WI-Grn Bay,12/25/2016,20.9532,0.238092,6.8,0.366534,0.250667,0.711957,0.483354,0.159369,0.157251,79.7012
Michigan,12/25/2016,20.9356,0.196891,9.61539,0.378788,0.264789,0.772973,0.51519,0.133057,0.180752,65.0346
St Josephs,12/25/2016,20.9002,0.199256,6.45455,0.375,0.30491,0.768328,0.515528,0.137024,0.164901,72.2045
Arizona St,12/25/2016,20.8971,0.221437,9.92308,0.354749,0.267391,0.742718,0.48152,0.132101,0.171929,77.3019
Dayton,12/25/2016,20.8161,0.247143,8.36364,0.331967,0.230994,0.788571,0.501302,0.1442,0.192609,71.6227
Marquette,12/25/2016,20.813,0.254167,9.66667,0.362445,0.243697,0.761538,0.513682,0.148152,0.184573,74.8729
Miami (OH),12/25/2016,20.7914,0.284007,7.54545,0.341727,0.199468,0.724044,0.474065,0.170879,0.169333,75.6432
Rhode Island,12/25/2016,20.7678,0.291439,5.91667,0.307292,0.359788,0.728495,0.52801,0.136186,0.179431,68.2146
Manhattan,12/25/2016,20.7422,0.370407,7.53846,0.360515,0.314286,0.715278,0.523707,0.23088,0.176765,77.1375
Old Dominion,12/25/2016,20.7183,0.248839,5.18182,0.320856,0.361111,0.728571,0.536232,0.167465,0.201499,66.2568
Canisius,12/25/2016,20.6718,0.2344,10.0769,0.363309,0.287805,0.676674,0.492958,0.183634,0.164882,75.5394
TN Tech,12/25/2016,20.6177,0.294754,7.23077,0.388112,0.30445,0.719677,0.498881,0.175547,0.188528,72.3798
Seattle,12/25/2016,20.6002,0.245199,7.9,0.350195,0.206395,0.715447,0.470513,0.174411,0.158524,77.1837
Akron,12/25/2016,20.5168,0.236068,10.8333,0.358407,0.319767,0.76,0.537129,0.165348,0.158101,69.4552
GA Tech,12/25/2016,20.4864,0.197012,4.09091,0.334802,0.329577,0.695876,0.517284,0.180792,0.174027,72.3318
Weber State,12/25/2016,20.4424,0.218837,7.55556,0.363636,0.19573,0.732601,0.464527,0.173236,0.171637,69.5722
Austin Peay,12/25/2016,20.4308,0.213154,6.81818,0.419708,0.223757,0.666667,0.438231,0.163846,0.150274,74.7534
Northwestern,12/25/2016,20.4261,0.254719,8.61539,0.320463,0.288889,0.730769,0.52322,0.136239,0.16279,71.176
E Tenn St,12/25/2016,20.419,0.256814,7.8,0.331606,0.266667,0.738095,0.514493,0.187721,0.191999,72.9713
S Illinois,12/25/2016,20.3781,0.259879,6.0,0.406639,0.268012,0.675749,0.474149,0.165212,0.174296,69.9281
Bradley,12/25/2016,20.3301,0.276412,6.41667,0.333333,0.235897,0.682028,0.481982,0.182295,0.147352,70.5031
Texas,12/25/2016,20.3291,0.190215,6.36364,0.304527,0.275568,0.715818,0.503106,0.149849,0.159644,70.6557
Charlotte,12/25/2016,20.2532,0.262822,7.1,0.346341,0.206997,0.660256,0.431944,0.154249,0.188222,76.5312
Troy,12/25/2016,20.0786,0.244041,8.0,0.367273,0.305747,0.732323,0.505531,0.156722,0.174171,73.4615
Jacksonville,12/25/2016,19.988,0.26921,8.83333,0.363636,0.235127,0.742604,0.486911,0.15873,0.183106,69.2083
Miss State,12/25/2016,19.9815,0.178837,8.18182,0.336364,0.247093,0.733333,0.499346,0.146077,0.188067,70.0648
Denver,12/25/2016,19.9804,0.291285,7.69231,0.301038,0.270557,0.758454,0.529002,0.19149,0.149122,69.6837
Houston,12/25/2016,19.9322,0.228501,8.5,0.334694,0.353261,0.725849,0.534856,0.131194,0.187543,68.5656
James Mad,12/25/2016,19.9106,0.290897,6.66667,0.349624,0.297753,0.764858,0.541463,0.217085,0.137338,69.4771
LIU-Brooklyn,12/25/2016,19.8819,0.281306,5.83333,0.4,0.321244,0.701613,0.510588,0.180056,0.17123,72.5115
Hampton,12/25/2016,19.8424,0.343569,5.8,0.347418,0.256637,0.713311,0.474453,0.18681,0.182482,71.06
Alab A&M,12/25/2016,19.8318,0.24722,4.5,0.398148,0.253165,0.62724,0.433846,0.181406,0.110867,68.0725
Oregon St,12/25/2016,19.8185,0.267277,5.75,0.330855,0.266304,0.68894,0.491329,0.218778,0.168061,71.0615
Citadel,12/25/2016,19.7639,0.300741,13.2,0.4,0.255924,0.658892,0.448441,0.146217,0.153844,89.0512
Penn State,12/25/2016,19.7581,0.208781,7.53846,0.361538,0.25,0.728665,0.486948,0.158514,0.187276,76.3077
Temple,12/25/2016,19.7321,0.207621,9.0,0.364238,0.249423,0.727273,0.487983,0.138013,0.161378,72.5096
Tulane,12/25/2016,19.6963,0.304789,7.58333,0.405405,0.27561,0.696,0.478711,0.16459,0.165428,73.6177
N Dakota St,12/25/2016,19.6943,0.250127,5.36364,0.35514,0.256024,0.717808,0.498013,0.187746,0.166364,68.7784
SE Louisiana,12/25/2016,19.6741,0.294216,7.5,0.362637,0.28013,0.708075,0.498555,0.19684,0.17435,73.1925
Vermont,12/25/2016,19.672,0.19316,6.33333,0.396907,0.288136,0.704023,0.500643,0.160597,0.172426,67.7781
Ohio State,12/25/2016,19.6563,0.18279,6.07692,0.321981,0.297561,0.752083,0.541754,0.173679,0.169392,71.224
Davidson,12/25/2016,19.6462,0.26099,9.6,0.339623,0.283489,0.720994,0.51039,0.164662,0.134743,72.2787
Kent State,12/25/2016,19.5608,0.231373,7.18182,0.387931,0.410127,0.713896,0.545667,0.143061,0.17959,72.9659
S Carolina,12/25/2016,19.5428,0.30948,6.63636,0.269036,0.339233,0.712291,0.526992,0.161097,0.204417,70.242
Sacred Hrt,12/25/2016,19.5351,0.222279,5.61538,0.413194,0.267442,0.777512,0.521645,0.191265,0.16811,75.2096
Nebraska,12/25/2016,19.5334,0.23496,5.18182,0.375,0.321867,0.736264,0.511377,0.160084,0.175377,72.1375
Fordham,12/25/2016,19.4887,0.266735,7.83333,0.373913,0.186529,0.700326,0.417437,0.179527,0.26245,70.126
Southern,12/25/2016,19.4803,0.288483,5.44444,0.307692,0.316498,0.690625,0.510854,0.185452,0.139793,76.4306
San Jose St,12/25/2016,19.4793,0.241967,6.66667,0.329114,0.280645,0.772563,0.504717,0.16374,0.180426,72.4417
Kansas St,12/25/2016,19.4638,0.197622,7.91667,0.337553,0.318052,0.71734,0.529412,0.165375,0.203929,69.3594
Hartford,12/25/2016,19.4148,0.257141,9.07692,0.343629,0.172749,0.671233,0.441983,0.194352,0.173792,75.676
TN Martin,12/25/2016,19.391,0.243785,7.23077,0.339286,0.355231,0.689579,0.528796,0.192745,0.168774,75.3721
St Johns,12/25/2016,19.3875,0.245006,10.4615,0.361868,0.290909,0.734205,0.509018,0.163356,0.172412,75.3856
AR Lit Rock,12/25/2016,19.2971,0.229375,5.90909,0.371681,0.289256,0.768546,0.509186,0.15619,0.185852,70.1943
S Florida,12/25/2016,19.2937,0.264652,5.36364,0.35,0.285714,0.700748,0.502404,0.19595,0.153563,72.5625
Alabama,12/25/2016,19.2702,0.244994,6.81818,0.35514,0.290698,0.773913,0.520725,0.166891,0.199801,69.3489
NW State,12/25/2016,19.253,0.235795,6.28571,0.361111,0.270833,0.678571,0.476954,0.191633,0.161787,72.7161
GA Southern,12/25/2016,19.2435,0.268913,8.54545,0.324818,0.273657,0.672316,0.470732,0.140787,0.166836,72.2795
TX-San Ant,12/25/2016,19.2409,0.305421,5.09091,0.306034,0.32304,0.772727,0.530565,0.175238,0.159448,73.2341
Stony Brook,12/25/2016,19.2348,0.299847,8.45455,0.415,0.27845,0.712025,0.46625,0.124373,0.170843,69.9489
Syracuse,12/25/2016,19.188,0.210439,9.33333,0.286567,0.321053,0.67907,0.510799,0.159892,0.171358,71.6594
Rob Morris,12/25/2016,19.1867,0.287824,5.23077,0.304348,0.289641,0.689826,0.480382,0.195356,0.204232,71.3635
TX Southern,12/25/2016,19.1359,0.244882,7.07692,0.368627,0.345912,0.642317,0.483229,0.147501,0.141278,70.749
Portland,12/25/2016,19.0928,0.21792,8.54545,0.356322,0.24507,0.69403,0.488568,0.170461,0.142812,74.7545
Richmond,12/25/2016,19.0769,0.284102,6.83333,0.302419,0.212121,0.69213,0.462585,0.157206,0.176442,72.5135
IUPUI,12/25/2016,19.0608,0.312113,7.91667,0.334764,0.261614,0.693767,0.47641,0.149954,0.164059,73.8865
Providence,12/25/2016,19.0476,0.199405,7.92308,0.302419,0.245098,0.744526,0.497225,0.159521,0.200397,69.4615
VCU,12/25/2016,19.041,0.271597,6.58333,0.352632,0.256338,0.737705,0.501868,0.175365,0.199519,71.775
Arkansas St,12/25/2016,19.0312,0.328089,7.33333,0.287805,0.270718,0.739946,0.512852,0.185519,0.183647,72.6875
North Dakota,12/25/2016,18.9217,0.318224,5.71429,0.360656,0.217949,0.755656,0.469262,0.166982,0.176597,73.9893
Gard-Webb,12/25/2016,18.9061,0.300765,5.8,0.35533,0.266871,0.700935,0.489598,0.180002,0.178053,73.5212
SE Missouri,12/25/2016,18.8888,0.277056,7.76923,0.405797,0.232143,0.744928,0.457077,0.148886,0.199988,72.0817
Fla Atlantic,12/25/2016,18.8766,0.258593,7.75,0.384615,0.268116,0.672535,0.475954,0.153218,0.162372,71.5172
Tulsa,12/25/2016,18.8679,0.207431,7.54545,0.342975,0.287066,0.745902,0.527851,0.211332,0.161842,71.3091
Missouri St,12/25/2016,18.8642,0.21236,8.66667,0.327731,0.32967,0.735537,0.526382,0.147841,0.178772,68.9135
Utah Val St,12/25/2016,18.8506,0.251684,9.2,0.363636,0.190217,0.779292,0.479644,0.160099,0.159252,81.695
Rider,12/25/2016,18.822,0.233881,4.66667,0.302905,0.30735,0.720721,0.517708,0.167007,0.160487,74.824
Bucknell,12/25/2016,18.8089,0.240059,8.0,0.395745,0.24,0.731884,0.487972,0.171471,0.175723,71.5702
Delaware,12/25/2016,18.6403,0.268869,5.9,0.29148,0.272464,0.747159,0.520261,0.166656,0.128033,69.205
Fresno St,12/25/2016,18.6386,0.306772,7.1,0.302885,0.2443,0.716814,0.493431,0.183894,0.184063,71.8938
Montana,12/25/2016,18.6382,0.319778,7.84615,0.342105,0.254854,0.735661,0.489068,0.165396,0.174955,70.9875
Sam Hous St,12/25/2016,18.5982,0.335405,5.33333,0.345361,0.286604,0.714286,0.490881,0.164053,0.189236,76.4708
Wagner,12/25/2016,18.5912,0.312791,6.55556,0.338624,0.376307,0.724528,0.535885,0.189904,0.175048,69.3278
Columbia,12/25/2016,18.5761,0.287503,8.75,0.35122,0.221739,0.675277,0.473776,0.178746,0.133378,73.3469
E Illinois,12/25/2016,18.5558,0.281705,8.54545,0.303571,0.288783,0.687003,0.474419,0.143594,0.203809,74.4682
Texas A&M,12/25/2016,18.5472,0.18784,6.27273,0.354839,0.391304,0.706493,0.539877,0.142463,0.160012,68.1307
Connecticut,12/25/2016,18.5423,0.272315,6.1,0.317391,0.263473,0.720117,0.483912,0.158772,0.155962,71.1888
Quinnipiac,12/25/2016,18.4989,0.292516,7.63636,0.364444,0.319559,0.741935,0.518057,0.176221,0.166542,77.1545
Buffalo,12/25/2016,18.4627,0.311735,7.9,0.368182,0.300613,0.727794,0.52576,0.195028,0.142976,75.8288
N Arizona,12/25/2016,18.4332,0.217682,7.75,0.316901,0.28976,0.71504,0.482085,0.161215,0.151168,73.6896
Murray St,12/25/2016,18.3877,0.313289,9.83333,0.364,0.29717,0.706173,0.488499,0.142227,0.153163,73.8719
Duquesne,12/25/2016,18.3628,0.21233,7.0,0.338078,0.246411,0.725322,0.496976,0.180911,0.164032,74.5654
New Orleans,12/25/2016,18.338,0.280812,4.125,0.339181,0.288538,0.671756,0.486679,0.213256,0.146381,72.9359
Wisconsin,12/25/2016,18.2728,0.18562,8.46154,0.344398,0.37931,0.836983,0.605747,0.146664,0.176181,68.1971
Drake,12/25/2016,18.234,0.202303,8.0,0.363636,0.298507,0.674419,0.485273,0.177167,0.174607,71.8438
UC Davis,12/25/2016,18.2132,0.266929,7.0,0.358566,0.25,0.740964,0.502063,0.189793,0.169968,71.8761
LA Tech,12/25/2016,18.1762,0.200396,8.09091,0.318841,0.255385,0.78022,0.527851,0.178279,0.172092,73.0227
Sac State,12/25/2016,18.1676,0.207428,5.11111,0.435294,0.188272,0.744898,0.452055,0.145818,0.130343,70.9444
Utah State,12/25/2016,18.1556,0.248747,6.8,0.324786,0.197492,0.766571,0.490934,0.160749,0.154693,72.705
Liberty,12/25/2016,18.1035,0.304291,9.6,0.412037,0.115894,0.779412,0.432258,0.180565,0.192041,67.9425
W Michigan,12/25/2016,18.0962,0.236378,5.8,0.40404,0.279279,0.728571,0.489645,0.167969,0.172691,74.0488
TX El Paso,12/25/2016,18.0788,0.285528,6.7,0.408654,0.223242,0.727891,0.463596,0.177974,0.178931,70.8012
TX-Arlington,12/25/2016,18.0743,0.274322,7.90909,0.279412,0.299685,0.703412,0.51436,0.197689,0.163473,70.9193
Fairfield,12/25/2016,18.0463,0.220007,7.9,0.32,0.234234,0.712766,0.490066,0.187493,0.166151,76.47
Drexel,12/25/2016,18.0253,0.274504,7.90909,0.391892,0.345088,0.6875,0.502973,0.161996,0.166814,75.6511
Central Ark,12/25/2016,17.9069,0.231144,6.07692,0.398496,0.234091,0.694313,0.477297,0.191553,0.140305,75.6048
Bowling Grn,12/25/2016,17.8704,0.246836,7.36364,0.349206,0.26076,0.736544,0.495181,0.154496,0.176936,74.7807
Texas State,12/25/2016,17.8388,0.273862,6.7,0.345946,0.258675,0.744337,0.491354,0.168573,0.186019,69.5113
Navy,12/25/2016,17.8313,0.236192,6.54545,0.39823,0.32493,0.749153,0.511268,0.182211,0.210224,66.7875
IPFW,12/25/2016,17.8244,0.207466,9.54545,0.354167,0.293629,0.760598,0.536496,0.167984,0.167649,78.0341
Boston Col,12/25/2016,17.8176,0.254402,7.38462,0.293706,0.258824,0.796253,0.525263,0.192277,0.172095,75.5519
N Hampshire,12/25/2016,17.7714,0.227706,8.7,0.375,0.247619,0.814371,0.535865,0.190783,0.131622,69.775
Idaho,12/25/2016,17.7249,0.323122,7.88889,0.326923,0.282828,0.756364,0.501577,0.171774,0.160118,69.5819
Norfolk St,12/25/2016,17.7037,0.292536,5.72727,0.412017,0.236842,0.719136,0.464052,0.169011,0.142221,70.35
Portland St,12/25/2016,17.6762,0.224628,8.25,0.395939,0.274809,0.675106,0.46558,0.139949,0.181771,74.9594
Nicholls St,12/25/2016,17.6532,0.247829,8.11111,0.466667,0.256579,0.625,0.432137,0.187394,0.165647,75.5292
Middle Tenn,12/25/2016,17.6439,0.272683,6.41667,0.333333,0.231844,0.769863,0.506971,0.132624,0.189885,68.4844
UCLA,12/25/2016,17.5585,0.171633,10.7692,0.355263,0.272021,0.736842,0.538697,0.143181,0.150071,78.4192
Marist,12/25/2016,17.5358,0.284138,7.46154,0.357977,0.201923,0.674074,0.446409,0.172649,0.143963,71.0635
Ohio,12/25/2016,17.5265,0.226772,9.7,0.324607,0.225434,0.767568,0.511628,0.157492,0.15958,74.7438
NJIT,12/25/2016,17.4797,0.248579,9.66667,0.372624,0.243902,0.771429,0.496411,0.178284,0.185929,75.8021
Detroit,12/25/2016,17.4766,0.337535,7.09091,0.350877,0.219577,0.702941,0.456522,0.176383,0.150723,76.4659
Mercer,12/25/2016,17.4544,0.28718,7.7,0.372549,0.323899,0.69375,0.514045,0.15894,0.123265,66.4587
Holy Cross,12/25/2016,17.4519,0.195413,7.84615,0.348592,0.164265,0.707317,0.42246,0.165509,0.219297,63.4712
Furman,12/25/2016,17.4507,0.263194,8.72727,0.296137,0.250784,0.785933,0.509722,0.180573,0.16937,68.2443
Iona,12/25/2016,17.4349,0.274013,9.83333,0.315589,0.236908,0.687215,0.473742,0.14498,0.151791,73.1292
Michigan St,12/25/2016,17.4031,0.240125,8.23077,0.350195,0.29771,0.751073,0.529349,0.184239,0.142154,71.1635
Kansas,12/25/2016,17.3828,0.261253,8.66667,0.350877,0.34949,0.740991,0.546961,0.147761,0.164897,74.3073
Kennesaw St,12/25/2016,17.3723,0.26668,6.0,0.403756,0.323155,0.728,0.516285,0.184702,0.14827,72.4333
