Name,date,FTO,FTOlast3,FTOprevSeason,FTD,FTDlast3,FTDprevSeason,Three_O,Three_Olast3,Three_OprevSeason,Three_D,Three_Dlast3,Three_DprevSeason,REBO,REBOlast3,REBOprevSeason,REBD,REBDlast3,REBDprevSeason,REB,REBlast3,REBprevSeason,TOP,TOPlast3,TOPprevSeason,TOFP,TOFPlast3,TOFPprevSeason,POSS,POSSlast3,POSSprevSeason
Oklahoma,2013-11-08,0.0,0.0,22.437,0.0,0.0,0.22751,0.0,0.0,4.96875,0.0,0.0,0.32852600000000004,0.0,0.0,0.31917,0.0,0.0,0.706946,0.0,0.0,0.510266,0.0,0.0,0.14866500000000002,0.0,0.0,0.168246,0.0,0.0,68.943
Alabama,2013-11-08,0.0,0.0,19.4459,0.0,0.0,0.228936,0.0,0.0,5.37143,0.0,0.0,0.3125,0.0,0.0,0.299038,0.0,0.0,0.691105,0.0,0.0,0.4952220000000001,0.0,0.0,0.170477,0.0,0.0,0.193116,0.0,0.0,64.3543
TCU,2013-11-08,0.0,0.0,18.999,0.0,0.0,0.244935,0.0,0.0,3.67742,0.0,0.0,0.341573,0.0,0.0,0.300316,0.0,0.0,0.697353,0.0,0.0,0.488534,0.0,0.0,0.186358,0.0,0.0,0.172895,0.0,0.0,63.1613
SMU,2013-11-08,0.0,0.0,23.3322,0.0,0.0,0.271466,0.0,0.0,3.5161300000000004,0.0,0.0,0.343658,0.0,0.0,0.332949,0.0,0.0,0.698429,0.0,0.0,0.520119,0.0,0.0,0.195354,0.0,0.0,0.182552,0.0,0.0,65.8097
Colorado,2013-11-08,0.0,0.0,22.286,0.0,0.0,0.18875,0.0,0.0,5.39394,0.0,0.0,0.32,0.0,0.0,0.318093,0.0,0.0,0.716458,0.0,0.0,0.5228149999999999,0.0,0.0,0.17018599999999998,0.0,0.0,0.16578900000000002,0.0,0.0,68.2587
Baylor,2013-11-08,0.0,0.0,21.1077,0.0,0.0,0.24190100000000006,0.0,0.0,6.861110000000001,0.0,0.0,0.321543,0.0,0.0,0.329193,0.0,0.0,0.689739,0.0,0.0,0.50963,0.0,0.0,0.147092,0.0,0.0,0.158973,0.0,0.0,70.1431
Boston College,2013-11-08,0.0,0.0,22.2259,0.0,0.0,0.21736100000000005,0.0,0.0,7.090910000000001,0.0,0.0,0.375,0.0,0.0,0.259182,0.0,0.0,0.709677,0.0,0.0,0.491461,0.0,0.0,0.155943,0.0,0.0,0.154559,0.0,0.0,65.5799
Providence,2013-11-08,0.0,0.0,22.0401,0.0,0.0,0.237352,0.0,0.0,5.4705900000000005,0.0,0.0,0.29682,0.0,0.0,0.355206,0.0,0.0,0.6894979999999999,0.0,0.0,0.522303,0.0,0.0,0.158194,0.0,0.0,0.168892,0.0,0.0,68.1912
Maryland,2013-11-08,0.0,0.0,18.8632,0.0,0.0,0.224069,0.0,0.0,5.76316,0.0,0.0,0.302752,0.0,0.0,0.354667,0.0,0.0,0.748714,0.0,0.0,0.5594020000000001,0.0,0.0,0.187556,0.0,0.0,0.135718,0.0,0.0,69.3359
Connecticut,2013-11-08,0.0,0.0,21.7861,0.0,0.0,0.22474,0.0,0.0,6.36667,0.0,0.0,0.314917,0.0,0.0,0.26166100000000003,0.0,0.0,0.651561,0.0,0.0,0.47512,0.0,0.0,0.159557,0.0,0.0,0.16803800000000002,0.0,0.0,69.0042
