Name,FTO,FTD,Three_O,Three_D,REBO,REBD,REB,TOP,TOFP,POSS
Morgan St,18.5659,0.265018,4.15625,0.305606,0.368868,0.661836,0.510902,0.184676,0.183355,70.1891
SC Upstate,18.5179,0.25037,6.22581,0.345395,0.353406,0.716216,0.521375,0.167647,0.174881,68.1121
VCU,18.4741,0.255672,7.80556,0.329451,0.365416,0.676806,0.498006,0.140959,0.246293,70.5191
DePaul,18.4009,0.250367,4.84375,0.365344,0.294172,0.651663,0.472068,0.170394,0.183087,73.8754
Wright State,18.3988,0.283268,5.8,0.305369,0.246246,0.718812,0.488496,0.183487,0.215972,64.9111
UC Davis,18.3326,0.234323,8.29032,0.367781,0.243488,0.709091,0.495681,0.184853,0.134602,68.8004
Central Conn,18.2972,0.214593,7.06667,0.366112,0.242157,0.650934,0.458959,0.153972,0.159189,73.5996
Holy Cross,18.2929,0.234456,6.5,0.318258,0.263699,0.71928,0.502235,0.173041,0.135087,63.9592
San Fransco,18.2588,0.238162,8.2069,0.340619,0.20852,0.716667,0.473467,0.161232,0.150821,67.7991
Bradley,18.2507,0.244907,5.28571,0.353957,0.284201,0.69631,0.485977,0.153704,0.187848,67.9425
Mt St Marys,18.2062,0.256984,8.5625,0.390547,0.272639,0.682927,0.458414,0.159613,0.209126,69.173
E Illinois,18.1962,0.258246,6.03226,0.389073,0.27797,0.707986,0.495713,0.18665,0.184923,62.0476
N Colorado,18.1874,0.240743,6.62069,0.356282,0.30778,0.720183,0.505771,0.174216,0.165683,66.9276
Monmouth,18.1674,0.270314,5.45161,0.360248,0.260116,0.651698,0.460389,0.182049,0.217105,72.7996
Virginia,18.1472,0.226749,6.08571,0.311667,0.263211,0.739423,0.509222,0.159093,0.182614,62.8196
TX A&M-CC,18.1005,0.322973,4.82143,0.36157,0.282932,0.665432,0.4688,0.161669,0.16269,64.5205
Clemson,18.0728,0.235392,5.06452,0.347561,0.303665,0.70021,0.5,0.157093,0.17466,63.5423
N Hampshire,18.0526,0.259839,6.14286,0.278723,0.254292,0.710227,0.478326,0.160985,0.161509,66.0768
St Fran (NY),18.0438,0.264727,6.86667,0.332046,0.329077,0.676856,0.492372,0.152968,0.169341,69.4604
Fordham,18.0331,0.319038,5.41935,0.352181,0.351351,0.701789,0.514873,0.190117,0.139957,70.3008
S Illinois,17.9305,0.279765,4.46667,0.369261,0.30205,0.692702,0.484233,0.16654,0.211092,64.3225
F Dickinson,17.9189,0.260453,6.12903,0.36289,0.236025,0.628968,0.446789,0.196886,0.148609,71.2891
Maryland ES,17.9093,0.23357,4.39286,0.363107,0.328326,0.673052,0.489175,0.196597,0.182916,67.0045
Charl South,17.8759,0.210685,9.06897,0.343598,0.315476,0.717277,0.515152,0.151314,0.168109,69.2513
Vanderbilt,17.8528,0.243182,7.78788,0.311224,0.263106,0.720773,0.496406,0.170659,0.15889,63.1428
Coppin State,17.8451,0.25168,7.48387,0.296183,0.263864,0.608955,0.440308,0.180986,0.193364,71.4028
Howard,17.8447,0.254866,3.31034,0.333333,0.337676,0.670602,0.498486,0.199565,0.193622,63.5754
Campbell,17.8237,0.272891,4.13333,0.335206,0.308577,0.667384,0.489443,0.172589,0.172831,70.3183
Florida,17.7321,0.212053,8.10811,0.309791,0.334915,0.739362,0.537923,0.15149,0.194849,64.3206
American,17.7028,0.212332,5.9,0.410811,0.265283,0.744633,0.507796,0.175234,0.136396,61.3838
Air Force,17.7015,0.26047,8.4,0.323529,0.21957,0.69163,0.469083,0.167447,0.164742,65.5312
Cornell,17.7011,0.260318,6.5,0.387324,0.269889,0.736225,0.4858,0.169869,0.1824,67.7925
Denver,17.6657,0.266504,7.875,0.331445,0.210337,0.682209,0.447398,0.167323,0.226822,61.2062
Cleveland St,17.6405,0.301128,6.31034,0.354379,0.292411,0.691343,0.487507,0.186678,0.189397,67.4388
Ohio,17.6129,0.295543,7.88235,0.330134,0.255193,0.67471,0.467481,0.16342,0.21806,69.8018
Seton Hall,17.6054,0.275801,7.90909,0.340426,0.301603,0.687856,0.495323,0.204867,0.165797,66.6117
Utah Val St,17.4725,0.206992,5.46429,0.344045,0.245238,0.709966,0.487467,0.167508,0.150199,66.8397
S Florida,17.3815,0.222801,6.12903,0.299283,0.294058,0.659619,0.473905,0.151122,0.164122,62.729
Maine,17.3791,0.251191,5.13793,0.35443,0.293501,0.707614,0.505592,0.187317,0.147532,70.2388
UAB,17.3568,0.262515,6.5,0.361301,0.320037,0.706522,0.509013,0.18596,0.195076,72.7379
Elon,17.3152,0.259762,7.48387,0.367505,0.250752,0.708455,0.48623,0.15357,0.164889,68.1855
Brown,17.312,0.244967,7.18518,0.37827,0.290286,0.749409,0.511182,0.185814,0.161817,66.5347
LSU,17.2847,0.263977,7.54839,0.315118,0.337989,0.671456,0.497638,0.172173,0.183264,71.6649
E Washingtn,17.2402,0.267793,8.51613,0.351103,0.278765,0.665445,0.472611,0.166257,0.132729,71.1016
Michigan,17.2258,0.168401,7.45946,0.322034,0.301971,0.722128,0.522364,0.125036,0.162258,65.8973
Lafayette,17.1417,0.225976,8.09091,0.364103,0.229232,0.680741,0.468205,0.169212,0.174924,67.1761
UC Irvine,17.1077,0.276252,6.62857,0.323077,0.290925,0.701456,0.501703,0.159878,0.138488,68.4739
N Dakota St,17.0899,0.255365,6.875,0.323864,0.289934,0.770475,0.5345,0.157533,0.16022,62.5371
Prairie View,17.0627,0.296807,3.74194,0.313629,0.376565,0.683519,0.517632,0.176457,0.179689,70.329
Lamar,17.0493,0.221147,1.83871,0.358156,0.307018,0.663551,0.497182,0.219186,0.135209,72.8439
St Fran (PA),17.0444,0.279586,7.13793,0.375242,0.258137,0.666258,0.459502,0.192911,0.164409,66.9651
USC,17.0418,0.269375,5.1875,0.34507,0.269933,0.719349,0.498685,0.170463,0.152169,69.498
VA Military,17.0189,0.22705,8.78571,0.363118,0.307544,0.646997,0.467332,0.148819,0.156486,74.0772
Binghamton,16.9548,0.233243,5.10345,0.358098,0.247951,0.713519,0.477241,0.202259,0.144709,67.5224
E Tenn St,16.9483,0.235882,6.3871,0.371935,0.255929,0.646432,0.451185,0.175917,0.1797,67.3774
Longwood,16.9408,0.25206,5.16129,0.383784,0.267677,0.665306,0.468561,0.199723,0.157681,73.5008
Ark Pine Bl,16.8699,0.258904,5.3,0.317181,0.309142,0.656576,0.47366,0.178018,0.200137,70.1446
SIU Edward,16.8531,0.257459,5.92,0.330097,0.267263,0.691884,0.478576,0.189068,0.182323,67.1685
UCSB,16.8255,0.274473,7.72414,0.373214,0.301991,0.706667,0.495744,0.191026,0.155733,66.4017
McNeese St,16.8139,0.258263,4.96429,0.328421,0.303607,0.642398,0.466413,0.151659,0.15751,69.2455
N Arizona,16.7892,0.269984,5.65625,0.366013,0.243243,0.699179,0.474446,0.180797,0.175587,71.2883
N Carolina,16.737,0.195335,7.4,0.34407,0.326756,0.693356,0.508805,0.145439,0.184046,73.2339
Wofford,16.6865,0.258471,5.6129,0.306418,0.239712,0.738286,0.483647,0.178585,0.195539,64.375
TX Southern,16.6499,0.223082,8.93548,0.31746,0.301906,0.689423,0.497112,0.153551,0.148859,67.8101
Florida A&M,16.6436,0.280417,5.44828,0.35443,0.28878,0.629348,0.461045,0.192522,0.19021,72.7215
Hartford,16.5856,0.271508,7.58065,0.34188,0.23127,0.704439,0.468766,0.196365,0.216944,65.7391
Rice,16.5784,0.311643,7.51724,0.366525,0.16302,0.63198,0.399347,0.152597,0.179137,64.6875
Duquesne,16.5763,0.241316,8.13333,0.3792,0.28867,0.681363,0.485637,0.179051,0.147628,71.5883
Wisconsin,16.57,0.19424,7.4,0.289362,0.314751,0.758713,0.524597,0.131847,0.156994,63.6261
E Michigan,16.448,0.260248,4.87097,0.296943,0.317047,0.652866,0.484316,0.194331,0.188712,62.9548
Samford,16.4312,0.25818,6.32258,0.358696,0.242356,0.667421,0.461062,0.186197,0.170796,63.6085
N Kentucky,16.4174,0.249368,7.55556,0.335498,0.243413,0.690667,0.460036,0.166417,0.18107,61.362
Nebraska,16.4002,0.278843,5.0,0.333962,0.241706,0.710417,0.474561,0.150406,0.155712,63.192
Fairfield,16.3071,0.307899,5.68571,0.319809,0.328008,0.699805,0.505372,0.182044,0.185761,63.9511
Savannah St,16.1519,0.289495,3.8125,0.288136,0.321503,0.688819,0.507966,0.23101,0.222238,65.5883
Central Ark,16.111,0.283591,6.85714,0.355932,0.317536,0.641206,0.480838,0.167209,0.162512,76.0348
Neb Omaha,16.077,0.216391,6.13793,0.383871,0.226974,0.644397,0.438914,0.180187,0.149619,72.2815
St Johns,15.9707,0.211155,3.63636,0.331288,0.290043,0.66313,0.475069,0.142466,0.169073,69.825
UMKC,15.8789,0.293152,6.12903,0.400818,0.277185,0.710801,0.485919,0.20115,0.169009,66.0238
N Florida,15.8773,0.264145,7.77419,0.348624,0.3,0.633399,0.469718,0.190329,0.15476,67.6561
Colgate,15.8129,0.247943,6.875,0.35545,0.245837,0.740566,0.500883,0.174785,0.132563,67.7848
Presbyterian,15.735,0.253936,5.96552,0.393597,0.208845,0.651967,0.443697,0.193397,0.145305,64.2099
Boston U,15.7063,0.234854,8.0,0.311321,0.24581,0.697849,0.477811,0.168431,0.184839,67.2767
Bowling Grn,15.6613,0.242725,4.9,0.342799,0.286311,0.700319,0.491819,0.171655,0.171491,66.4058
Alabama St,15.4712,0.270184,5.25806,0.351667,0.312261,0.674134,0.489987,0.185605,0.165023,69.4319
Maryland BC,15.2787,0.301082,6.73333,0.309028,0.27957,0.688043,0.469043,0.184422,0.174266,69.8138
GA Tech,15.1111,0.238375,5.58065,0.323268,0.311838,0.736842,0.518733,0.164305,0.164672,67.8843
Chicago St,15.0197,0.311583,6.86207,0.360465,0.284148,0.682353,0.4691,0.181624,0.203113,70.4823
UC Riverside,14.9258,0.237042,4.60714,0.369151,0.27972,0.74012,0.512366,0.195742,0.157865,65.3232
S Car State,14.8387,0.26182,4.5,0.33892,0.342564,0.630992,0.485259,0.189633,0.15459,68.1134
St Peters,14.7893,0.281369,4.9,0.349515,0.281893,0.684524,0.476931,0.171606,0.190102,66.0387
Troy,14.7861,0.259912,6.42424,0.358306,0.283304,0.687564,0.474957,0.140099,0.163769,65.172
Seattle,14.6224,0.293999,6.0,0.320819,0.359213,0.724206,0.534554,0.213584,0.171115,72.6332
Navy,14.3948,0.263307,5.46667,0.319398,0.230185,0.668998,0.448887,0.162022,0.182684,62.0596
LA Monroe,13.9413,0.273558,5.96296,0.361742,0.252121,0.662371,0.461098,0.208876,0.178242,68.0102
IUPUI,13.2962,0.234694,6.83333,0.392336,0.201517,0.670915,0.436044,0.169951,0.145984,67.9392
Grambling St,11.2169,0.264844,5.10714,0.37833,0.266816,0.61674,0.449283,0.232682,0.122062,66.8634
