Name,date,FTO,FTOlast3,FTOprevSeason,FTD,FTDlast3,FTDprevSeason,Three_O,Three_Olast3,Three_OprevSeason,Three_D,Three_Dlast3,Three_DprevSeason,REBO,REBOlast3,REBOprevSeason,REBD,REBDlast3,REBDprevSeason,REB,REBlast3,REBprevSeason,TOP,TOPlast3,TOPprevSeason,TOFP,TOFPlast3,TOFPprevSeason,POSS,POSSlast3,POSSprevSeason
UIC,2011-11-11,0.0,0.0,16.5613,0.0,0.0,0.256396,0.0,0.0,4.5666699999999985,0.0,0.0,0.363992,0.0,0.0,0.33657,0.0,0.0,0.696905,0.0,0.0,0.521004,0.0,0.0,0.202066,0.0,0.0,0.152195,0.0,0.0,67.6275
Eastern Michigan,2011-11-11,0.0,0.0,17.3959,0.0,0.0,0.30093600000000004,0.0,0.0,6.75,0.0,0.0,0.328283,0.0,0.0,0.26155500000000004,0.0,0.0,0.7411760000000001,0.0,0.0,0.481218,0.0,0.0,0.189489,0.0,0.0,0.178038,0.0,0.0,68.571
Northern Illinois,2011-11-11,0.0,0.0,21.1265,0.0,0.0,0.304898,0.0,0.0,5.68966,0.0,0.0,0.349716,0.0,0.0,0.285414,0.0,0.0,0.713376,0.0,0.0,0.5047659999999999,0.0,0.0,0.176886,0.0,0.0,0.144965,0.0,0.0,71.3272
Purdue,2011-11-11,0.0,0.0,20.8313,0.0,0.0,0.217306,0.0,0.0,6.911760000000001,0.0,0.0,0.326255,0.0,0.0,0.303977,0.0,0.0,0.725472,0.0,0.0,0.513617,0.0,0.0,0.133839,0.0,0.0,0.182691,0.0,0.0,67.9125
Dartmouth,2011-11-11,0.0,0.0,16.6481,0.0,0.0,0.255238,0.0,0.0,5.07143,0.0,0.0,0.369676,0.0,0.0,0.238302,0.0,0.0,0.6448149999999999,0.0,0.0,0.447451,0.0,0.0,0.17668399999999998,0.0,0.0,0.176703,0.0,0.0,67.5754
Rutgers,2011-11-11,0.0,0.0,17.8392,0.0,0.0,0.303323,0.0,0.0,5.46875,0.0,0.0,0.34551,0.0,0.0,0.303823,0.0,0.0,0.6902,0.0,0.0,0.492122,0.0,0.0,0.158343,0.0,0.0,0.183146,0.0,0.0,66.7422
Louisiana Monroe,2011-11-11,0.0,0.0,17.361,0.0,0.0,0.285716,0.0,0.0,5.068969999999998,0.0,0.0,0.388258,0.0,0.0,0.308585,0.0,0.0,0.6890649999999999,0.0,0.0,0.491895,0.0,0.0,0.189514,0.0,0.0,0.170762,0.0,0.0,64.1547
Ole Miss,2011-11-11,0.0,0.0,21.8309,0.0,0.0,0.277133,0.0,0.0,7.6470600000000015,0.0,0.0,0.34925900000000004,0.0,0.0,0.336457,0.0,0.0,0.7121069999999999,0.0,0.0,0.5177069999999999,0.0,0.0,0.159138,0.0,0.0,0.162535,0.0,0.0,69.6529
Towson,2011-11-11,0.0,0.0,22.0261,0.0,0.0,0.251208,0.0,0.0,5.96667,0.0,0.0,0.402214,0.0,0.0,0.279045,0.0,0.0,0.664466,0.0,0.0,0.47166,0.0,0.0,0.154876,0.0,0.0,0.14736400000000002,0.0,0.0,67.1929
Kansas,2011-11-11,0.0,0.0,21.7249,0.0,0.0,0.229975,0.0,0.0,7.1315800000000005,0.0,0.0,0.297619,0.0,0.0,0.363951,0.0,0.0,0.743356,0.0,0.0,0.557235,0.0,0.0,0.16095,0.0,0.0,0.171904,0.0,0.0,70.8622
Little Rock,2011-11-11,0.0,0.0,23.5449,0.0,0.0,0.307244,0.0,0.0,6.764710000000001,0.0,0.0,0.341021,0.0,0.0,0.265363,0.0,0.0,0.701403,0.0,0.0,0.4801220000000001,0.0,0.0,0.154597,0.0,0.0,0.177122,0.0,0.0,66.9559
Tulsa,2011-11-11,0.0,0.0,24.2677,0.0,0.0,0.290254,0.0,0.0,6.6875,0.0,0.0,0.333952,0.0,0.0,0.32,0.0,0.0,0.754263,0.0,0.0,0.5400550000000001,0.0,0.0,0.174202,0.0,0.0,0.149005,0.0,0.0,68.893
Saint Joseph's,2011-11-11,0.0,0.0,19.8916,0.0,0.0,0.257587,0.0,0.0,6.27273,0.0,0.0,0.367381,0.0,0.0,0.258157,0.0,0.0,0.667644,0.0,0.0,0.469343,0.0,0.0,0.144626,0.0,0.0,0.138547,0.0,0.0,65.8114
Western Kentucky,2011-11-11,0.0,0.0,19.719,0.0,0.0,0.224189,0.0,0.0,5.59375,0.0,0.0,0.363025,0.0,0.0,0.351699,0.0,0.0,0.660634,0.0,0.0,0.501691,0.0,0.0,0.177671,0.0,0.0,0.166432,0.0,0.0,70.5223
Cornell,2011-11-11,0.0,0.0,17.7856,0.0,0.0,0.301537,0.0,0.0,8.96429,0.0,0.0,0.343685,0.0,0.0,0.269565,0.0,0.0,0.711634,0.0,0.0,0.4738770000000001,0.0,0.0,0.155522,0.0,0.0,0.17765,0.0,0.0,68.0728
St Bonaventure,2011-11-11,0.0,0.0,23.2802,0.0,0.0,0.249545,0.0,0.0,5.45161,0.0,0.0,0.327616,0.0,0.0,0.31946,0.0,0.0,0.702569,0.0,0.0,0.522374,0.0,0.0,0.187028,0.0,0.0,0.145636,0.0,0.0,69.1435
Wright State,2011-11-11,0.0,0.0,22.644,0.0,0.0,0.28355,0.0,0.0,6.67742,0.0,0.0,0.322835,0.0,0.0,0.22449,0.0,0.0,0.701623,0.0,0.0,0.460404,0.0,0.0,0.154401,0.0,0.0,0.206878,0.0,0.0,63.3935
Ohio State,2011-11-11,0.0,0.0,22.0267,0.0,0.0,0.150302,0.0,0.0,7.7027,0.0,0.0,0.33967800000000004,0.0,0.0,0.343662,0.0,0.0,0.74262,0.0,0.0,0.541439,0.0,0.0,0.132385,0.0,0.0,0.200157,0.0,0.0,65.6453
BYU,2011-11-11,0.0,0.0,24.2492,0.0,0.0,0.238192,0.0,0.0,8.33333,0.0,0.0,0.332815,0.0,0.0,0.291806,0.0,0.0,0.735955,0.0,0.0,0.515152,0.0,0.0,0.130999,0.0,0.0,0.17528,0.0,0.0,73.4274
Utah State,2011-11-11,0.0,0.0,25.4382,0.0,0.0,0.249371,0.0,0.0,5.84848,0.0,0.0,0.300172,0.0,0.0,0.322851,0.0,0.0,0.76,0.0,0.0,0.554545,0.0,0.0,0.155459,0.0,0.0,0.163225,0.0,0.0,65.5182
Troy,2011-11-11,0.0,0.0,16.1987,0.0,0.0,0.258921,0.0,0.0,8.64286,0.0,0.0,0.369925,0.0,0.0,0.279003,0.0,0.0,0.684817,0.0,0.0,0.483094,0.0,0.0,0.167848,0.0,0.0,0.165036,0.0,0.0,74.0799
Texas Tech,2011-11-11,0.0,0.0,22.2033,0.0,0.0,0.277163,0.0,0.0,5.59375,0.0,0.0,0.351456,0.0,0.0,0.30306,0.0,0.0,0.6650050000000001,0.0,0.0,0.484522,0.0,0.0,0.165621,0.0,0.0,0.161176,0.0,0.0,72.4836
Loyola (CHI),2011-11-11,0.0,0.0,22.4855,0.0,0.0,0.239355,0.0,0.0,6.45161,0.0,0.0,0.359848,0.0,0.0,0.33642,0.0,0.0,0.71123,0.0,0.0,0.515021,0.0,0.0,0.160632,0.0,0.0,0.175922,0.0,0.0,67.5706
Illinois,2011-11-11,0.0,0.0,17.038,0.0,0.0,0.239338,0.0,0.0,6.82353,0.0,0.0,0.30506,0.0,0.0,0.298156,0.0,0.0,0.700717,0.0,0.0,0.512174,0.0,0.0,0.165152,0.0,0.0,0.156024,0.0,0.0,67.8415
Missouri State,2011-11-11,0.0,0.0,23.2939,0.0,0.0,0.246383,0.0,0.0,6.9142899999999985,0.0,0.0,0.347573,0.0,0.0,0.315789,0.0,0.0,0.752742,0.0,0.0,0.527488,0.0,0.0,0.141693,0.0,0.0,0.15454600000000002,0.0,0.0,63.5361
Nevada,2011-11-11,0.0,0.0,22.9725,0.0,0.0,0.29070300000000004,0.0,0.0,6.67742,0.0,0.0,0.345588,0.0,0.0,0.324458,0.0,0.0,0.690945,0.0,0.0,0.50874,0.0,0.0,0.174016,0.0,0.0,0.150571,0.0,0.0,70.2101
Oregon,2011-11-11,0.0,0.0,19.0741,0.0,0.0,0.245781,0.0,0.0,7.02632,0.0,0.0,0.370079,0.0,0.0,0.285124,0.0,0.0,0.69119,0.0,0.0,0.480709,0.0,0.0,0.154319,0.0,0.0,0.193138,0.0,0.0,69.5349
Vanderbilt,2011-11-11,0.0,0.0,26.219,0.0,0.0,0.21195100000000006,0.0,0.0,7.735289999999999,0.0,0.0,0.312789,0.0,0.0,0.322866,0.0,0.0,0.704641,0.0,0.0,0.517099,0.0,0.0,0.16251300000000002,0.0,0.0,0.145831,0.0,0.0,69.7743
Loyola Marymount,2011-11-11,0.0,0.0,21.1055,0.0,0.0,0.267089,0.0,0.0,4.76667,0.0,0.0,0.345936,0.0,0.0,0.325697,0.0,0.0,0.693613,0.0,0.0,0.510638,0.0,0.0,0.16810999999999998,0.0,0.0,0.154372,0.0,0.0,71.3875
UCLA,2011-11-11,0.0,0.0,23.4485,0.0,0.0,0.241764,0.0,0.0,5.08824,0.0,0.0,0.347826,0.0,0.0,0.347059,0.0,0.0,0.707254,0.0,0.0,0.531736,0.0,0.0,0.182169,0.0,0.0,0.151476,0.0,0.0,68.8618
CSU Northridge,2011-11-11,0.0,0.0,24.4656,0.0,0.0,0.363962,0.0,0.0,5.63333,0.0,0.0,0.339071,0.0,0.0,0.313025,0.0,0.0,0.69697,0.0,0.0,0.495631,0.0,0.0,0.1922,0.0,0.0,0.178233,0.0,0.0,70.7117
USC,2011-11-11,0.0,0.0,18.8562,0.0,0.0,0.26005700000000004,0.0,0.0,6.0,0.0,0.0,0.335088,0.0,0.0,0.284369,0.0,0.0,0.7336590000000001,0.0,0.0,0.506813,0.0,0.0,0.15315,0.0,0.0,0.16009600000000002,0.0,0.0,65.8232
Illinois State,2011-11-11,0.0,0.0,19.0307,0.0,0.0,0.250695,0.0,0.0,4.93548,0.0,0.0,0.355124,0.0,0.0,0.28526,0.0,0.0,0.743889,0.0,0.0,0.514397,0.0,0.0,0.180071,0.0,0.0,0.157746,0.0,0.0,64.4121
Fresno State,2011-11-11,0.0,0.0,20.2661,0.0,0.0,0.273293,0.0,0.0,6.03333,0.0,0.0,0.36381,0.0,0.0,0.323762,0.0,0.0,0.711663,0.0,0.0,0.5075609999999999,0.0,0.0,0.169974,0.0,0.0,0.174771,0.0,0.0,68.9163
UC Irvine,2011-11-11,0.0,0.0,24.3926,0.0,0.0,0.281409,0.0,0.0,7.290319999999999,0.0,0.0,0.329446,0.0,0.0,0.240518,0.0,0.0,0.698592,0.0,0.0,0.475636,0.0,0.0,0.155122,0.0,0.0,0.166719,0.0,0.0,74.5863
California,2011-11-11,0.0,0.0,24.8196,0.0,0.0,0.245834,0.0,0.0,5.12121,0.0,0.0,0.363762,0.0,0.0,0.284848,0.0,0.0,0.730306,0.0,0.0,0.515653,0.0,0.0,0.17016099999999998,0.0,0.0,0.156302,0.0,0.0,71.0583
Southern Utah,2011-11-11,0.0,0.0,24.5869,0.0,0.0,0.340252,0.0,0.0,3.28571,0.0,0.0,0.370143,0.0,0.0,0.341804,0.0,0.0,0.681818,0.0,0.0,0.515953,0.0,0.0,0.197458,0.0,0.0,0.161982,0.0,0.0,69.433
UC Davis,2011-11-11,0.0,0.0,19.3974,0.0,0.0,0.28649,0.0,0.0,7.8928600000000015,0.0,0.0,0.345992,0.0,0.0,0.209135,0.0,0.0,0.6692560000000001,0.0,0.0,0.452062,0.0,0.0,0.179266,0.0,0.0,0.164272,0.0,0.0,70.8857
Army,2011-11-11,0.0,0.0,17.33,0.0,0.0,0.28785,0.0,0.0,8.86207,0.0,0.0,0.366025,0.0,0.0,0.261522,0.0,0.0,0.701019,0.0,0.0,0.4836470000000001,0.0,0.0,0.175378,0.0,0.0,0.171225,0.0,0.0,69.84100000000001
Air Force,2011-11-11,0.0,0.0,20.2692,0.0,0.0,0.235138,0.0,0.0,6.7,0.0,0.0,0.342593,0.0,0.0,0.173638,0.0,0.0,0.6604359999999999,0.0,0.0,0.449099,0.0,0.0,0.169166,0.0,0.0,0.167764,0.0,0.0,63.8079
North Dakota State,2011-11-11,0.0,0.0,22.2956,0.0,0.0,0.273271,0.0,0.0,5.44444,0.0,0.0,0.340633,0.0,0.0,0.321853,0.0,0.0,0.705951,0.0,0.0,0.518858,0.0,0.0,0.159968,0.0,0.0,0.157212,0.0,0.0,70.7662
San Francisco,2011-11-11,0.0,0.0,20.5489,0.0,0.0,0.253791,0.0,0.0,6.75,0.0,0.0,0.323276,0.0,0.0,0.290698,0.0,0.0,0.729112,0.0,0.0,0.517256,0.0,0.0,0.174294,0.0,0.0,0.13939,0.0,0.0,70.4113
UL Lafayette,2011-11-11,0.0,0.0,23.2481,0.0,0.0,0.313364,0.0,0.0,5.14815,0.0,0.0,0.343115,0.0,0.0,0.336449,0.0,0.0,0.7027329999999999,0.0,0.0,0.517512,0.0,0.0,0.183388,0.0,0.0,0.173331,0.0,0.0,71.531
Northern Arizona,2011-11-11,0.0,0.0,17.8632,0.0,0.0,0.263827,0.0,0.0,6.4,0.0,0.0,0.327273,0.0,0.0,0.28125,0.0,0.0,0.686504,0.0,0.0,0.498994,0.0,0.0,0.173593,0.0,0.0,0.164082,0.0,0.0,67.3637
Eastern Illinois,2011-11-11,0.0,0.0,19.0395,0.0,0.0,0.276689,0.0,0.0,3.92593,0.0,0.0,0.360748,0.0,0.0,0.307789,0.0,0.0,0.7008439999999999,0.0,0.0,0.506696,0.0,0.0,0.184569,0.0,0.0,0.16131900000000002,0.0,0.0,64.9722
Indiana State,2011-11-11,0.0,0.0,21.2293,0.0,0.0,0.313633,0.0,0.0,6.75758,0.0,0.0,0.332168,0.0,0.0,0.292779,0.0,0.0,0.722382,0.0,0.0,0.507105,0.0,0.0,0.182077,0.0,0.0,0.166206,0.0,0.0,67.0886
Western Carolina,2011-11-11,0.0,0.0,17.008,0.0,0.0,0.318241,0.0,0.0,5.8125,0.0,0.0,0.313373,0.0,0.0,0.327338,0.0,0.0,0.705637,0.0,0.0,0.498467,0.0,0.0,0.16555799999999998,0.0,0.0,0.193218,0.0,0.0,70.9227
South Carolina,2011-11-11,0.0,0.0,15.9093,0.0,0.0,0.271079,0.0,0.0,6.9,0.0,0.0,0.350294,0.0,0.0,0.349631,0.0,0.0,0.657492,0.0,0.0,0.501095,0.0,0.0,0.158975,0.0,0.0,0.17841600000000002,0.0,0.0,70.8179
Marist,2011-11-11,0.0,0.0,20.0562,0.0,0.0,0.276025,0.0,0.0,6.27273,0.0,0.0,0.343511,0.0,0.0,0.257332,0.0,0.0,0.6694760000000001,0.0,0.0,0.47124,0.0,0.0,0.189566,0.0,0.0,0.134533,0.0,0.0,67.6886
Kentucky,2011-11-11,0.0,0.0,21.6495,0.0,0.0,0.224523,0.0,0.0,7.39474,0.0,0.0,0.323575,0.0,0.0,0.328631,0.0,0.0,0.730408,0.0,0.0,0.524954,0.0,0.0,0.135114,0.0,0.0,0.154231,0.0,0.0,68.0701
UT Martin,2011-11-11,0.0,0.0,22.7056,0.0,0.0,0.26876300000000003,0.0,0.0,5.58065,0.0,0.0,0.329365,0.0,0.0,0.272727,0.0,0.0,0.653319,0.0,0.0,0.467894,0.0,0.0,0.186817,0.0,0.0,0.17538299999999998,0.0,0.0,71.6036
Louisville,2011-11-11,0.0,0.0,16.887999999999998,0.0,0.0,0.270718,0.0,0.0,8.82857,0.0,0.0,0.311424,0.0,0.0,0.338409,0.0,0.0,0.678481,0.0,0.0,0.500787,0.0,0.0,0.158559,0.0,0.0,0.196183,0.0,0.0,70.3796
Loyola (MD),2011-11-11,0.0,0.0,21.6869,0.0,0.0,0.277065,0.0,0.0,6.0,0.0,0.0,0.338462,0.0,0.0,0.347413,0.0,0.0,0.704289,0.0,0.0,0.520803,0.0,0.0,0.162117,0.0,0.0,0.17164100000000002,0.0,0.0,67.7829
Wake Forest,2011-11-11,0.0,0.0,21.5533,0.0,0.0,0.240443,0.0,0.0,5.75,0.0,0.0,0.370432,0.0,0.0,0.243243,0.0,0.0,0.663551,0.0,0.0,0.462461,0.0,0.0,0.192239,0.0,0.0,0.146291,0.0,0.0,72.0598
UNC Greensboro,2011-11-11,0.0,0.0,20.0574,0.0,0.0,0.298,0.0,0.0,6.0,0.0,0.0,0.382353,0.0,0.0,0.301698,0.0,0.0,0.658137,0.0,0.0,0.4817520000000001,0.0,0.0,0.18256,0.0,0.0,0.16428199999999998,0.0,0.0,73.6597
Tennessee,2011-11-11,0.0,0.0,22.3393,0.0,0.0,0.263072,0.0,0.0,5.14706,0.0,0.0,0.33237,0.0,0.0,0.362736,0.0,0.0,0.706209,0.0,0.0,0.5259050000000001,0.0,0.0,0.16183499999999998,0.0,0.0,0.176378,0.0,0.0,69.3846
Elon,2011-11-11,0.0,0.0,22.4509,0.0,0.0,0.272073,0.0,0.0,8.89286,0.0,0.0,0.392197,0.0,0.0,0.261622,0.0,0.0,0.680272,0.0,0.0,0.46775,0.0,0.0,0.155569,0.0,0.0,0.16607,0.0,0.0,70.7893
Massachusetts,2011-11-11,0.0,0.0,20.2775,0.0,0.0,0.290763,0.0,0.0,5.48276,0.0,0.0,0.32958200000000004,0.0,0.0,0.33742300000000003,0.0,0.0,0.688679,0.0,0.0,0.5036970000000001,0.0,0.0,0.166971,0.0,0.0,0.16633299999999998,0.0,0.0,70.4026
Tennessee Tech,2011-11-11,0.0,0.0,21.9649,0.0,0.0,0.305788,0.0,0.0,4.4333300000000015,0.0,0.0,0.345794,0.0,0.0,0.32105900000000004,0.0,0.0,0.723727,0.0,0.0,0.524438,0.0,0.0,0.187999,0.0,0.0,0.182901,0.0,0.0,73.1471
Miami,2011-11-11,0.0,0.0,22.6296,0.0,0.0,0.271719,0.0,0.0,7.861110000000001,0.0,0.0,0.353535,0.0,0.0,0.342056,0.0,0.0,0.702773,0.0,0.0,0.527632,0.0,0.0,0.17467,0.0,0.0,0.152033,0.0,0.0,67.758
Saint Peter's,2011-11-11,0.0,0.0,19.4822,0.0,0.0,0.289743,0.0,0.0,5.79412,0.0,0.0,0.305944,0.0,0.0,0.311399,0.0,0.0,0.680909,0.0,0.0,0.492866,0.0,0.0,0.188933,0.0,0.0,0.180663,0.0,0.0,67.3316
Buffalo,2011-11-11,0.0,0.0,18.4906,0.0,0.0,0.260844,0.0,0.0,6.06061,0.0,0.0,0.366667,0.0,0.0,0.356206,0.0,0.0,0.6905439999999999,0.0,0.0,0.522187,0.0,0.0,0.189375,0.0,0.0,0.190335,0.0,0.0,68.8311
Valparaiso,2011-11-11,23.1924,23.1924,18.053,0.403531,0.403531,0.284428,5.0,5.0,6.21212,0.363636,0.363636,0.334483,0.205882,0.205882,0.301758,0.8,0.8,0.68616,0.484848,0.484848,0.496011,0.224159,0.224159,0.169133,0.189155,0.189155,0.181623,73.3,73.3,69.828
Georgia Southern,2011-11-11,0.0,0.0,19.191,0.0,0.0,0.324675,0.0,0.0,4.4137900000000005,0.0,0.0,0.370441,0.0,0.0,0.290764,0.0,0.0,0.657928,0.0,0.0,0.472697,0.0,0.0,0.220618,0.0,0.0,0.19253,0.0,0.0,69.3573
Southeast Missouri State,2011-11-11,0.0,0.0,22.1131,0.0,0.0,0.310544,0.0,0.0,4.87097,0.0,0.0,0.33737399999999995,0.0,0.0,0.29798,0.0,0.0,0.7023689999999999,0.0,0.0,0.494884,0.0,0.0,0.182416,0.0,0.0,0.147858,0.0,0.0,69.0
Missouri,2011-11-11,0.0,0.0,21.1565,0.0,0.0,0.269364,0.0,0.0,7.0606100000000005,0.0,0.0,0.343066,0.0,0.0,0.309936,0.0,0.0,0.652908,0.0,0.0,0.479527,0.0,0.0,0.145579,0.0,0.0,0.206877,0.0,0.0,74.6242
Austin Peay,2011-11-11,0.0,0.0,21.8571,0.0,0.0,0.25222100000000003,0.0,0.0,5.1875,0.0,0.0,0.321667,0.0,0.0,0.337512,0.0,0.0,0.6716270000000001,0.0,0.0,0.5008859999999999,0.0,0.0,0.17455199999999998,0.0,0.0,0.19502,0.0,0.0,71.0582
Middle Tennessee,2011-11-11,0.0,0.0,26.0402,0.0,0.0,0.357419,0.0,0.0,5.19355,0.0,0.0,0.352031,0.0,0.0,0.330621,0.0,0.0,0.716501,0.0,0.0,0.511728,0.0,0.0,0.188798,0.0,0.0,0.20901,0.0,0.0,69.9911
Tennessee State,2011-11-11,0.0,0.0,22.371,0.0,0.0,0.253929,0.0,0.0,7.214289999999999,0.0,0.0,0.339695,0.0,0.0,0.30264800000000003,0.0,0.0,0.660671,0.0,0.0,0.482495,0.0,0.0,0.191943,0.0,0.0,0.172046,0.0,0.0,67.5299
Saint Louis,2011-11-11,0.0,0.0,17.1082,0.0,0.0,0.275695,0.0,0.0,5.5,0.0,0.0,0.345345,0.0,0.0,0.255708,0.0,0.0,0.711785,0.0,0.0,0.484958,0.0,0.0,0.179076,0.0,0.0,0.186184,0.0,0.0,66.245
Wofford,2011-11-11,0.0,0.0,23.5783,0.0,0.0,0.285494,0.0,0.0,5.79412,0.0,0.0,0.348148,0.0,0.0,0.324597,0.0,0.0,0.6828770000000001,0.0,0.0,0.508024,0.0,0.0,0.153374,0.0,0.0,0.17122,0.0,0.0,67.2353
Georgia,2011-11-11,0.0,0.0,20.7839,0.0,0.0,0.253391,0.0,0.0,4.72727,0.0,0.0,0.318792,0.0,0.0,0.345455,0.0,0.0,0.706422,0.0,0.0,0.5343939999999999,0.0,0.0,0.169425,0.0,0.0,0.151331,0.0,0.0,67.7973
Idaho State,2011-11-11,0.0,0.0,23.3328,0.0,0.0,0.290723,0.0,0.0,4.44444,0.0,0.0,0.383743,0.0,0.0,0.32105900000000004,0.0,0.0,0.6658569999999999,0.0,0.0,0.486219,0.0,0.0,0.166356,0.0,0.0,0.15853299999999998,0.0,0.0,67.1444
