,Name,date,ORTG,ORTGlast3,home_ORTG,away_ORTG,ORTGprevSeason,DRTG,DRTGlast3,home_DRTG,away_DRTG,DRTGprevSeason
19104,AR Lit Rock,01/07/2016,1.01891,0.9722219999999999,1.17488,0.9812,1.0005,0.865935,0.9567899999999999,0.9370209999999999,0.8487459999999999,1.02322
19799,AR Lit Rock,01/09/2016,1.0225600000000001,1.05459,1.13475,0.9812,1.0005,0.858284,0.8812969999999999,0.8841610000000001,0.8487459999999999,1.02322
21560,AR Lit Rock,01/14/2016,1.01949,1.0306799999999998,1.10065,0.9812,1.0005,0.865562,0.892914,0.9012,0.8487459999999999,1.02322
22942,AR Lit Rock,01/18/2016,1.03205,1.07879,1.11812,0.9812,1.0005,0.8611340000000001,0.84405,0.8821040000000001,0.8487459999999999,1.02322
23656,AR Lit Rock,01/21/2016,1.02859,1.05211,1.11812,0.9817469999999999,1.0005,0.873542,0.933002,0.8821040000000001,0.8690620000000001,1.02322
24352,AR Lit Rock,01/23/2016,1.0311,1.0768,1.11812,0.9901399999999999,1.0005,0.8838010000000001,0.9556,0.8821040000000001,0.884599,1.02322
26126,AR Lit Rock,01/28/2016,1.02263,0.983865,1.11812,0.981942,1.0005,0.879818,0.956787,0.8821040000000001,0.8788450000000001,1.02322
26807,AR Lit Rock,01/30/2016,1.03328,1.05498,1.1341700000000001,0.981942,1.0005,0.8874540000000001,0.951823,0.904374,0.8788450000000001,1.02322
28564,AR Lit Rock,02/04/2016,1.03092,1.02996,1.11405,0.981942,1.0005,0.8845459999999999,0.888401,0.894224,0.8788450000000001,1.02322
29250,AR Lit Rock,02/06/2016,1.0384200000000001,1.13277,1.1233799999999998,0.981942,1.0005,0.881337,0.8904110000000001,0.885085,0.8788450000000001,1.02322
30995,AR Lit Rock,02/11/2016,1.04365,1.10971,1.1264,0.981942,1.0005,0.8715069999999999,0.769894,0.8616659999999999,0.8788450000000001,1.02322
31695,AR Lit Rock,02/13/2016,1.04688,1.14854,1.1264,0.9926389999999999,1.0005,0.886192,0.896669,0.8616659999999999,0.9029219999999999,1.02322
33450,AR Lit Rock,02/18/2016,1.04888,1.1179700000000001,1.1264,0.999517,1.0005,0.8921030000000001,0.963254,0.8616659999999999,0.911482,1.02322
34158,AR Lit Rock,02/20/2016,1.04502,1.05471,1.1264,0.996344,1.0005,0.8891479999999999,1.01395,0.8616659999999999,0.9055840000000001,1.02322
35909,AR Lit Rock,02/25/2016,1.04972,1.07195,1.1264,1.00665,1.0005,0.891443,0.932601,0.8616659999999999,0.908165,1.02322
36609,AR Lit Rock,02/27/2016,1.05005,1.0593299999999999,1.11937,1.00665,1.0005,0.891057,0.8827729999999999,0.863728,0.908165,1.02322
37651,AR Lit Rock,03/01/2016,1.05461,1.13293,1.12468,1.00665,1.0005,0.898333,0.9732860000000001,0.88397,0.908165,1.02322
38340,AR Lit Rock,03/03/2016,1.06466,1.18993,1.14222,1.00665,1.0005,0.909159,1.05772,0.910487,0.908165,1.02322
41503,AR Lit Rock,03/12/2016,1.06045,1.15185,1.14222,1.0029299999999999,1.0005,0.9135120000000001,1.1109,0.910487,0.91564,1.02322
41852,AR Lit Rock,03/13/2016,1.06073,1.11491,1.14222,1.00666,1.0005,0.9152610000000001,1.06514,0.910487,0.918429,1.02322
43251,AR Lit Rock,03/17/2016,1.06322,1.04967,1.14222,1.01337,1.0005,0.912315,0.94214,0.910487,0.9134680000000001,1.02322
43955,AR Lit Rock,03/19/2016,1.0608,1.06392,1.14222,1.0126700000000002,1.0005,0.914966,0.927998,0.910487,0.9176129999999999,1.02322
49221,AR Lit Rock,04/04/2016,1.05808,1.033,1.14222,1.0106,1.0005,0.9242239999999999,1.00909,0.910487,0.9319780000000001,1.02322
3153,AR Lit Rock,11/21/2015,0.0,0.0,0.0,0.0,1.0005,0.0,0.0,0.0,0.0,1.02322
4898,AR Lit Rock,11/26/2015,0.814292,0.814292,0.0,0.814292,1.0005,0.7145819999999999,0.7145819999999999,0.0,0.7145819999999999,1.02322
5602,AR Lit Rock,11/28/2015,0.811743,0.811743,0.0,0.811743,1.0005,0.7014090000000001,0.7014090000000001,0.0,0.7014090000000001,1.02322
6626,AR Lit Rock,12/01/2015,0.891975,0.891975,0.0,0.891975,1.0005,0.795834,0.795834,0.0,0.795834,1.02322
7958,AR Lit Rock,12/05/2015,0.96136,1.00658,1.15056,0.891975,1.0005,0.867569,0.914607,1.0631700000000002,0.795834,1.02322
10391,AR Lit Rock,12/12/2015,0.976916,1.08697,1.15056,0.9289700000000001,1.0005,0.869771,0.981949,1.0631700000000002,0.816368,1.02322
11764,AR Lit Rock,12/16/2015,0.9924120000000001,1.09053,1.15056,0.957408,1.0005,0.844606,0.892251,1.0631700000000002,0.7962279999999999,1.02322
13145,AR Lit Rock,12/20/2015,1.01105,1.07721,1.15056,0.985799,1.0005,0.834728,0.7909970000000001,1.0631700000000002,0.793384,1.02322
13811,AR Lit Rock,12/22/2015,1.03643,1.13048,1.17488,0.985799,1.0005,0.8318459999999999,0.771912,0.9370209999999999,0.793384,1.02322
16305,AR Lit Rock,12/30/2015,1.01146,1.04677,1.17488,0.960468,1.0005,0.850316,0.860899,0.9370209999999999,0.823258,1.02322
16651,AR Lit Rock,12/31/2015,1.01611,1.0274299999999998,1.17488,0.972907,1.0005,0.857297,0.907731,0.9370209999999999,0.835601,1.02322
19935,Abilene Christian,01/09/2016,0.9389219999999999,0.9456040000000001,0.975519,0.9306059999999999,0.922215,1.0878299999999999,1.07263,1.08722,1.08796,1.08636
20999,Abilene Christian,01/12/2016,0.933124,0.9165530000000001,0.975519,0.924524,0.922215,1.07002,0.99687,1.08722,1.06653,1.08636
22388,Abilene Christian,01/16/2016,0.949942,0.953996,1.02939,0.924524,0.922215,1.0575299999999999,0.8861760000000001,1.02939,1.06653,1.08636
23442,Abilene Christian,01/19/2016,0.950111,0.988117,1.02939,0.927018,0.922215,1.08752,1.08646,1.02939,1.1044399999999999,1.08636
24480,Abilene Christian,01/23/2016,0.9613879999999999,1.06877,1.05103,0.927018,0.922215,1.08169,1.12602,1.02233,1.1044399999999999,1.08636
25196,Abilene Christian,01/25/2016,0.956149,0.983218,1.05103,0.9228930000000001,0.922215,1.08184,1.18785,1.02233,1.10269,1.08636
26966,Abilene Christian,01/30/2016,0.9446610000000001,0.91937,1.05103,0.910277,0.922215,1.0813700000000002,1.05283,1.02233,1.10045,1.08636
28011,Abilene Christian,02/02/2016,0.9522149999999999,0.908334,1.05445,0.910277,0.922215,1.0730899999999999,1.03198,1.0064,1.10045,1.08636
29402,Abilene Christian,02/06/2016,0.9595469999999999,0.976517,1.05911,0.910277,0.922215,1.06815,0.999767,1.0028700000000002,1.10045,1.08636
30112,Abilene Christian,02/08/2016,0.955626,1.0135399999999999,1.05911,0.9081629999999999,0.922215,1.07425,1.0366799999999998,1.0028700000000002,1.10699,1.08636
32568,Abilene Christian,02/15/2016,0.9597469999999999,1.00352,1.05911,0.917284,0.922215,1.06989,1.05131,1.0028700000000002,1.09854,1.08636
33613,Abilene Christian,02/18/2016,0.964098,0.992934,1.05873,0.917284,0.922215,1.07799,1.1404,1.03646,1.09854,1.08636
34660,Abilene Christian,02/21/2016,0.9685459999999999,1.05544,1.05873,0.926717,0.922215,1.07887,1.10994,1.03646,1.09854,1.08636
35340,Abilene Christian,02/23/2016,0.9813729999999999,1.131,1.08416,0.926717,0.922215,1.08006,1.15042,1.04531,1.09854,1.08636
36748,Abilene Christian,02/27/2016,0.9792860000000001,1.09122,1.08416,0.926668,0.922215,1.0778,1.07641,1.04531,1.0941100000000001,1.08636
38494,Abilene Christian,03/03/2016,0.984225,1.09741,1.08476,0.926668,0.922215,1.0766200000000001,1.06037,1.04608,1.0941100000000001,1.08636
39198,Abilene Christian,03/05/2016,0.9836309999999999,1.0006899999999999,1.07312,0.926668,0.922215,1.0745799999999999,1.03312,1.0439,1.0941100000000001,1.08636
49387,Abilene Christian,04/04/2016,0.980511,0.9896,1.0569899999999999,0.926668,0.922215,1.07045,1.01587,1.03685,1.0941100000000001,1.08636
3508,Abilene Christian,11/22/2015,0.0,0.0,0.0,0.0,0.922215,0.0,0.0,0.0,0.0,1.08636
4207,Abilene Christian,11/24/2015,0.725076,0.725076,0.0,0.725076,0.922215,1.10669,1.10669,0.0,1.10669,1.08636
5153,Abilene Christian,11/27/2015,0.950651,0.950651,0.0,0.950651,0.922215,1.18074,1.18074,0.0,1.18074,1.08636
5497,Abilene Christian,11/28/2015,0.9549129999999999,0.9549129999999999,0.0,0.9549129999999999,0.922215,1.0716700000000001,1.0716700000000001,0.0,1.0716700000000001,1.08636
7295,Abilene Christian,12/03/2015,0.92748,0.9967360000000001,0.0,0.92748,0.922215,1.1090799999999998,1.1099,0.0,1.1090799999999998,1.08636
7971,Abilene Christian,12/05/2015,0.9468540000000001,0.943953,1.02881,0.92748,0.922215,1.12259,1.0781399999999999,1.1797,1.1090799999999998,1.08636
12551,Abilene Christian,12/18/2015,0.9394040000000001,0.9218219999999999,1.02881,0.922183,0.922215,1.11,1.15346,1.1797,1.0965799999999999,1.08636
13256,Abilene Christian,12/20/2015,0.9361520000000001,0.949235,0.975519,0.922183,0.922215,1.0941299999999998,1.07156,1.08722,1.0965799999999999,1.08636
13953,Abilene Christian,12/22/2015,0.939124,0.9246280000000001,0.975519,0.92827,0.922215,1.0965,1.04758,1.08722,1.09927,1.08636
16754,Abilene Christian,12/31/2015,0.9485680000000001,0.969125,0.975519,0.941585,0.922215,1.1156,1.12816,1.08722,1.12296,1.08636
18852,Air Force,01/06/2016,0.9561930000000001,0.944758,0.9782219999999999,0.922989,1.0369700000000002,0.9584729999999999,0.926848,0.928932,1.003,1.0552
19926,Air Force,01/09/2016,0.9439559999999999,0.8854479999999999,0.9782219999999999,0.9005489999999999,1.0369700000000002,0.958788,0.875771,0.928932,0.9966079999999999,1.0552
20998,Air Force,01/12/2016,0.933715,0.829184,0.9565309999999999,0.9005489999999999,1.0369700000000002,0.969928,0.958888,0.951575,0.9966079999999999,1.0552
22408,Air Force,01/16/2016,0.9286030000000001,0.815756,0.9565309999999999,0.8938659999999999,1.0369700000000002,0.9798870000000001,1.0674700000000001,0.951575,1.0151,1.0552
23465,Air Force,01/19/2016,0.9277209999999999,0.857454,0.9565309999999999,0.896394,1.0369700000000002,1.0069,1.2151100000000001,0.951575,1.06705,1.0552
24506,Air Force,01/23/2016,0.9419040000000001,0.982397,0.9796219999999999,0.896394,1.0369700000000002,1.02006,1.2679200000000002,0.9811110000000001,1.06705,1.0552
25925,Air Force,01/27/2016,0.935176,0.97035,0.964377,0.896394,1.0369700000000002,1.0100200000000001,1.1712799999999999,0.967082,1.06705,1.0552
26981,Air Force,01/30/2016,0.927891,0.928861,0.964377,0.884807,1.0369700000000002,1.02017,1.09596,0.967082,1.08285,1.0552
28039,Air Force,02/02/2016,0.923631,0.812434,0.964377,0.880027,1.0369700000000002,1.02641,1.06508,0.967082,1.0899,1.0552
29441,Air Force,02/06/2016,0.931307,0.9059280000000001,0.9754430000000001,0.880027,1.0369700000000002,1.02437,1.11849,0.967968,1.0899,1.0552
30846,Air Force,02/10/2016,0.928953,0.9362940000000001,0.9677100000000001,0.880027,1.0369700000000002,1.01276,0.961599,0.951658,1.0899,1.0552
31906,Air Force,02/13/2016,0.9236270000000001,0.923601,0.9677100000000001,0.872785,1.0369700000000002,1.01636,0.943789,0.951658,1.0909799999999998,1.0552
32957,Air Force,02/16/2016,0.926118,0.886624,0.9677100000000001,0.881755,1.0369700000000002,1.0208,0.9936309999999999,0.951658,1.09455,1.0552
34357,Air Force,02/20/2016,0.9317280000000001,0.953268,0.9748879999999999,0.881755,1.0369700000000002,1.01957,1.07243,0.9548200000000001,1.09455,1.0552
35760,Air Force,02/24/2016,0.9337040000000001,1.01047,0.9751690000000001,0.881755,1.0369700000000002,1.01567,1.01047,0.9527180000000001,1.09455,1.0552
37869,Air Force,03/01/2016,0.934376,0.998283,0.9751690000000001,0.887091,1.0369700000000002,1.01403,0.961649,0.9527180000000001,1.0851,1.0552
39271,Air Force,03/05/2016,0.9360219999999999,0.972123,0.975677,0.887091,1.0369700000000002,1.0196,1.01978,0.966507,1.0851,1.0552
40671,Air Force,03/09/2016,0.9391809999999999,0.988808,0.975677,0.8975,1.0369700000000002,1.0266899999999999,1.12655,0.966507,1.09543,1.0552
49442,Air Force,04/04/2016,0.943041,1.01282,0.975677,0.9092959999999999,1.0369700000000002,1.02928,1.15208,0.966507,1.09419,1.0552
48,Air Force,11/13/2015,0.0,0.0,0.0,0.0,1.0369700000000002,0.0,0.0,0.0,0.0,1.0552
1163,Air Force,11/16/2015,1.04913,1.04913,0.0,1.04913,1.0369700000000002,1.07711,1.07711,0.0,1.07711,1.0552
2206,Air Force,11/19/2015,1.0620100000000001,1.0620100000000001,1.07437,1.04913,1.0369700000000002,1.00719,1.00719,0.9400709999999999,1.07711,1.0552
3310,Air Force,11/22/2015,1.0141799999999999,1.0141799999999999,0.996992,1.04913,1.0369700000000002,0.972686,0.972686,0.921358,1.07711,1.0552
4396,Air Force,11/25/2015,0.988944,0.968994,0.968994,1.04913,1.0369700000000002,0.915818,0.862359,0.862359,1.07711,1.0552
5459,Air Force,11/28/2015,0.984941,0.932248,0.968994,1.0088700000000002,1.0369700000000002,0.957117,0.9228790000000001,0.862359,1.09932,1.0552
6888,Air Force,12/02/2015,0.9716600000000001,0.9288290000000001,0.953124,1.0088700000000002,1.0369700000000002,0.9438979999999999,0.9148959999999999,0.866476,1.09932,1.0552
7891,Air Force,12/05/2015,1.0009700000000001,1.01603,0.997921,1.0088700000000002,1.0369700000000002,0.96999,1.03783,0.920126,1.09932,1.0552
8961,Air Force,12/08/2015,0.991785,1.0028,0.997921,0.980894,1.0369700000000002,0.960899,0.9669840000000001,0.920126,1.0332700000000001,1.0552
10414,Air Force,12/12/2015,0.960098,0.9375700000000001,0.997921,0.9099799999999999,1.0369700000000002,0.9692709999999999,1.01871,0.920126,1.03439,1.0552
12875,Air Force,12/19/2015,0.960358,0.8653299999999999,0.991445,0.9099799999999999,1.0369700000000002,0.9820610000000001,1.01031,0.9497700000000001,1.03439,1.0552
16728,Air Force,12/31/2015,0.961717,0.8831610000000001,0.991445,0.922989,1.0369700000000002,0.972886,1.0042,0.9497700000000001,1.003,1.0552
18349,Akron,01/05/2016,1.04799,1.10094,1.09502,1.01394,1.0066,0.9278280000000001,0.956324,0.907934,0.9422309999999999,0.94506
19390,Akron,01/08/2016,1.05283,1.0940299999999998,1.09502,1.02589,1.0066,0.937039,0.9954219999999999,0.907934,0.955622,0.94506
20810,Akron,01/12/2016,1.04596,1.04339,1.0726,1.02589,1.0066,0.928741,0.9472290000000001,0.8930600000000001,0.955622,0.94506
21858,Akron,01/15/2016,1.04955,1.05607,1.0726,1.03417,1.0066,0.950659,1.0463799999999999,0.8930600000000001,0.989075,0.94506
23276,Akron,01/19/2016,1.0428899999999999,0.998192,1.0726,1.0249700000000002,1.0066,0.9621959999999999,1.07535,0.8930600000000001,1.0038799999999999,0.94506
24305,Akron,01/23/2016,1.0560100000000001,1.10265,1.09999,1.0249700000000002,1.0066,0.976866,1.20035,0.938574,1.0038799999999999,0.94506
25350,Akron,01/26/2016,1.06261,1.13117,1.11,1.0249700000000002,1.0066,0.964658,1.03813,0.915267,1.0038799999999999,0.94506
26756,Akron,01/30/2016,1.06275,1.17193,1.1049799999999999,1.0249700000000002,1.0066,0.962559,0.9645530000000001,0.9163600000000001,1.0038799999999999,0.94506
27803,Akron,02/02/2016,1.0649600000000001,1.11923,1.1049799999999999,1.03219,1.0066,0.9630629999999999,0.879395,0.9163600000000001,1.0013,0.94506
28854,Akron,02/05/2016,1.0665,1.09009,1.1049799999999999,1.03769,1.0066,0.9615290000000001,0.94252,0.9163600000000001,0.995338,0.94506
30244,Akron,02/09/2016,1.07806,1.17718,1.12668,1.03769,1.0066,0.9745590000000001,1.05225,0.9495299999999999,0.995338,0.94506
31636,Akron,02/13/2016,1.08264,1.20028,1.12668,1.04887,1.0066,0.9743790000000001,1.04966,0.9495299999999999,0.9934379999999999,0.94506
32687,Akron,02/16/2016,1.08372,1.20515,1.12668,1.05314,1.0066,0.98059,1.115,0.9495299999999999,1.0027,0.94506
33740,Akron,02/19/2016,1.08456,1.13183,1.12459,1.05314,1.0066,0.98,1.01958,0.9510799999999999,1.0027,0.94506
35149,Akron,02/23/2016,1.08389,1.09328,1.12459,1.05408,1.0066,0.988265,1.09328,0.9510799999999999,1.01549,0.94506
36208,Akron,02/26/2016,1.07833,1.03529,1.12459,1.04651,1.0066,0.9929629999999999,1.09176,0.9510799999999999,1.02177,0.94506
37605,Akron,03/01/2016,1.08425,1.08172,1.1345,1.04651,1.0066,0.984308,1.02031,0.934434,1.02177,0.94506
38649,Akron,03/04/2016,1.09096,1.1525100000000001,1.14557,1.04651,1.0066,0.9871790000000001,0.977741,0.9446899999999999,1.02177,0.94506
40757,Akron,03/10/2016,1.0895700000000001,1.19011,1.13869,1.04651,1.0066,0.982635,0.890242,0.9379850000000001,1.02177,0.94506
41111,Akron,03/11/2016,1.0860299999999998,1.1029200000000001,1.13869,1.04245,1.0066,0.981447,0.9542649999999999,0.9379850000000001,1.01741,0.94506
41459,Akron,03/12/2016,1.0884,1.06285,1.13869,1.04904,1.0066,0.980799,0.9172530000000001,0.9379850000000001,1.01431,0.94506
42517,Akron,03/15/2016,1.08286,1.01291,1.13869,1.04139,1.0066,0.9796940000000001,0.9489860000000001,0.9379850000000001,1.01068,0.94506
49194,Akron,04/04/2016,1.07586,0.9699270000000001,1.13869,1.03162,1.0066,0.9796040000000001,0.960418,0.9379850000000001,1.0089,0.94506
597,Akron,11/14/2015,0.0,0.0,0.0,0.0,1.0066,0.0,0.0,0.0,0.0,0.94506
1941,Akron,11/18/2015,0.973965,0.973965,0.0,0.973965,1.0066,0.7941560000000001,0.7941560000000001,0.0,0.7941560000000001,0.94506
3223,Akron,11/22/2015,1.1025,1.1025,0.0,1.1025,1.0066,0.9583860000000001,0.9583860000000001,0.0,0.9583860000000001,0.94506
4021,Akron,11/24/2015,1.00991,1.00991,0.0,1.00991,1.0066,1.0050700000000001,1.0050700000000001,0.0,1.0050700000000001,0.94506
5148,Akron,11/27/2015,0.954428,0.9484540000000001,0.0,0.954428,1.0066,0.9614459999999999,1.0126,0.0,0.9614459999999999,0.94506
6840,Akron,12/02/2015,1.00149,0.93619,1.1973,0.954428,1.0066,0.9392459999999999,0.926875,0.8468700000000001,0.9614459999999999,0.94506
7548,Akron,12/04/2015,0.9985809999999999,0.9881489999999999,1.0844,0.954428,1.0066,0.933708,0.8679690000000001,0.8797950000000001,0.9614459999999999,0.94506
10351,Akron,12/12/2015,0.998692,1.0556,1.0844,0.9637889999999999,1.0066,0.923692,0.8751549999999999,0.8797950000000001,0.9415690000000001,0.94506
13492,Akron,12/21/2015,1.01594,1.03873,1.10218,0.9637889999999999,1.0066,0.913831,0.8737809999999999,0.8679680000000001,0.9415690000000001,0.94506
14167,Akron,12/23/2015,1.0305600000000001,1.09346,1.10218,0.994577,1.0066,0.9184459999999999,0.888433,0.8679680000000001,0.94381,0.94506
16258,Akron,12/30/2015,1.04064,1.14038,1.10218,1.01394,1.0066,0.9197639999999999,0.910424,0.8679680000000001,0.9422309999999999,0.94506
16600,Akron,12/31/2015,1.04664,1.13014,1.10359,1.01394,1.0066,0.923875,0.951204,0.8918969999999999,0.9422309999999999,0.94506
18124,Alab A&M,01/04/2016,0.9722299999999999,1.0055100000000001,1.00356,0.968089,0.9254479999999999,1.01973,1.12521,0.759451,1.0541399999999999,1.03762
19883,Alab A&M,01/09/2016,0.9714809999999999,1.0245600000000001,1.00356,0.9677030000000001,0.9254479999999999,1.01577,1.04942,0.759451,1.04595,1.03762
20554,Alab A&M,01/11/2016,0.9914459999999999,1.08847,1.09372,0.9677030000000001,0.9254479999999999,1.0121799999999999,1.0361799999999999,0.8667239999999999,1.04595,1.03762
22292,Alab A&M,01/16/2016,1.0023,1.09515,1.10555,0.9677030000000001,0.9254479999999999,1.02862,1.0560399999999999,0.9768879999999999,1.04595,1.03762
24402,Alab A&M,01/23/2016,1.00461,1.11306,1.10555,0.974518,0.9254479999999999,1.02321,1.04759,0.9768879999999999,1.03702,1.03762
25123,Alab A&M,01/25/2016,0.996033,1.01302,1.10555,0.9661870000000001,0.9254479999999999,1.0184799999999998,1.04183,0.9768879999999999,1.0298200000000002,1.03762
26906,Alab A&M,01/30/2016,0.979806,0.891548,1.10555,0.948367,0.9254479999999999,1.0207899999999999,0.990087,0.9768879999999999,1.03177,1.03762
27591,Alab A&M,02/01/2016,0.991721,0.934681,1.12125,0.948367,0.9254479999999999,1.0176100000000001,0.9927959999999999,0.9753059999999999,1.03177,1.03762
29345,Alab A&M,02/06/2016,0.9927040000000001,0.9768540000000001,1.10016,0.948367,0.9254479999999999,1.02138,1.0351700000000001,0.99621,1.03177,1.03762
30037,Alab A&M,02/08/2016,0.9991190000000001,1.10048,1.10016,0.960359,0.9254479999999999,1.02234,1.03045,0.99621,1.03236,1.03762
31795,Alab A&M,02/13/2016,0.9986010000000001,1.0384200000000001,1.10016,0.962249,0.9254479999999999,1.0222,1.0487600000000001,0.99621,1.0315,1.03762
34250,Alab A&M,02/20/2016,1.00247,1.06311,1.0976,0.962249,0.9254479999999999,1.02935,1.0788200000000001,1.02426,1.0315,1.03762
34958,Alab A&M,02/22/2016,1.0021200000000001,1.02226,1.08464,0.962249,0.9254479999999999,1.0306899999999999,1.0868200000000001,1.02901,1.0315,1.03762
36693,Alab A&M,02/27/2016,1.00892,1.0807200000000001,1.0933,0.962249,0.9254479999999999,1.0282200000000001,1.07013,1.02229,1.0315,1.03762
37419,Alab A&M,02/29/2016,0.9988549999999999,0.973361,1.0933,0.9501069999999999,0.9254479999999999,1.0319399999999999,1.0502,1.02229,1.03692,1.03762
38480,Alab A&M,03/03/2016,0.993,0.931167,1.0933,0.9447120000000001,0.9254479999999999,1.03673,1.0777,1.02229,1.04368,1.03762
39186,Alab A&M,03/05/2016,0.990058,0.8534229999999999,1.07426,0.9447120000000001,0.9254479999999999,1.03626,1.0945,1.02247,1.04368,1.03762
40246,Alab A&M,03/08/2016,0.9875780000000001,0.8976799999999999,1.0600399999999999,0.9447120000000001,0.9254479999999999,1.03054,1.0194,1.00833,1.04368,1.03762
40602,Alab A&M,03/09/2016,0.985649,0.921193,1.0600399999999999,0.9440860000000001,0.9254479999999999,1.02272,0.8998940000000001,1.00833,1.0307600000000001,1.03762
49370,Alab A&M,04/04/2016,0.989411,0.983497,1.0600399999999999,0.9519489999999999,0.9254479999999999,1.02947,0.967462,1.00833,1.04069,1.03762
315,Alab A&M,11/13/2015,0.0,0.0,0.0,0.0,0.9254479999999999,0.0,0.0,0.0,0.0,1.03762
2348,Alab A&M,11/19/2015,0.9041049999999999,0.9041049999999999,0.0,0.9041049999999999,0.9254479999999999,0.890809,0.890809,0.0,0.890809,1.03762
4089,Alab A&M,11/24/2015,0.95334,0.95334,1.00356,0.9041049999999999,0.9254479999999999,0.82578,0.82578,0.759451,0.890809,1.03762
5447,Alab A&M,11/28/2015,0.9965809999999999,0.9965809999999999,1.00356,0.992958,0.9254479999999999,0.88997,0.88997,0.759451,0.9577469999999999,1.03762
10393,Alab A&M,12/12/2015,0.9759120000000001,1.00193,1.00356,0.96616,0.9254479999999999,0.9016569999999999,0.905588,0.759451,0.9518120000000001,1.03762
11851,Alab A&M,12/16/2015,0.936689,0.924744,1.00356,0.919256,0.9254479999999999,0.9254709999999999,0.9969899999999999,0.759451,0.9687540000000001,1.03762
13932,Alab A&M,12/22/2015,0.9557889999999999,0.913264,1.00356,0.945694,0.9254479999999999,0.967618,1.04856,0.759451,1.0116100000000001,1.03762
16047,Alab A&M,12/29/2015,0.95009,0.9162950000000001,1.00356,0.940817,0.9254479999999999,1.0022,1.1338,0.759451,1.04431,1.03762
16742,Alab A&M,12/31/2015,0.955075,0.9871110000000001,1.00356,0.947741,0.9254479999999999,1.00319,1.1386,0.759451,1.04005,1.03762
19191,Alabama,01/07/2016,0.964249,1.0047,1.08956,0.8689629999999999,1.03277,0.942472,0.890869,0.9103,0.966935,0.9953989999999999
19898,Alabama,01/09/2016,0.962995,0.9821049999999999,1.08956,0.879182,1.03277,0.951836,0.8892690000000001,0.9103,0.979342,0.9953989999999999
21309,Alabama,01/13/2016,0.9623,0.991925,1.0687200000000001,0.879182,1.03277,0.968548,1.01736,0.954728,0.979342,0.9953989999999999
22348,Alabama,01/16/2016,0.9701040000000001,0.994159,1.07043,0.879182,1.03277,0.9535620000000001,0.99913,0.9251159999999999,0.979342,0.9953989999999999
23412,Alabama,01/19/2016,0.968899,0.995641,1.07043,0.886962,1.03277,0.960673,1.0006899999999999,0.9251159999999999,0.989367,0.9953989999999999
24461,Alabama,01/23/2016,0.9728969999999999,1.0217100000000001,1.07043,0.902825,1.03277,0.9703299999999999,0.978535,0.9251159999999999,1.00281,0.9953989999999999
25503,Alabama,01/26/2016,0.977318,1.01309,1.06861,0.902825,1.03277,0.976508,1.09027,0.9442719999999999,1.00281,0.9953989999999999
26920,Alabama,01/30/2016,0.970735,0.9801059999999999,1.04425,0.902825,1.03277,0.965384,0.989441,0.9248649999999999,1.00281,0.9953989999999999
27987,Alabama,02/02/2016,0.964117,0.916386,1.04425,0.8974780000000001,1.03277,0.969176,0.9629030000000001,0.9248649999999999,1.0060200000000001,0.9953989999999999
29388,Alabama,02/06/2016,0.9682959999999999,0.9192870000000001,1.04425,0.911093,1.03277,0.971715,0.945678,0.9248649999999999,1.0070000000000001,0.9953989999999999
30782,Alabama,02/10/2016,0.977203,1.01522,1.05635,0.911093,1.03277,0.97459,1.0286899999999999,0.93579,1.0070000000000001,0.9953989999999999
31827,Alabama,02/13/2016,0.978557,1.07392,1.0527,0.911093,1.03277,0.975418,1.01665,0.9407110000000001,1.0070000000000001,0.9953989999999999
33239,Alabama,02/17/2016,0.9751549999999999,1.02558,1.0527,0.9099219999999999,1.03277,0.968533,0.945139,0.9407110000000001,0.9919370000000001,0.9953989999999999
34288,Alabama,02/20/2016,0.980708,1.00775,1.0527,0.9243969999999999,1.03277,0.9703,0.937205,0.9407110000000001,0.9934430000000001,0.9953989999999999
35343,Alabama,02/23/2016,0.980243,0.993726,1.04617,0.9243969999999999,1.03277,0.973548,0.9585950000000001,0.9500639999999999,0.9934430000000001,0.9953989999999999
36756,Alabama,02/27/2016,0.975564,0.979066,1.04617,0.9193959999999999,1.03277,0.9825709999999999,1.10274,0.9500639999999999,1.00843,0.9953989999999999
38168,Alabama,03/02/2016,0.9739559999999999,0.914315,1.0371700000000001,0.9193959999999999,1.03277,0.976554,1.0318,0.9396200000000001,1.00843,0.9953989999999999
39219,Alabama,03/05/2016,0.974499,0.921493,1.0342200000000001,0.9193959999999999,1.03277,0.977519,1.01416,0.9440149999999999,1.00843,0.9953989999999999
40972,Alabama,03/10/2016,0.9741540000000001,0.9608540000000001,1.0342200000000001,0.9220299999999999,1.03277,0.9804889999999999,0.9608540000000001,0.9440149999999999,1.01214,0.9953989999999999
41314,Alabama,03/11/2016,0.9793129999999999,1.03119,1.0342200000000001,0.934593,1.03277,0.981667,1.03119,0.9440149999999999,1.01233,0.9953989999999999
42719,Alabama,03/15/2016,0.979284,1.02739,1.0342200000000001,0.936732,1.03277,0.993476,1.15392,0.9440149999999999,1.03179,0.9953989999999999
49395,Alabama,04/04/2016,0.9745959999999999,0.9791799999999999,1.0342200000000001,0.9307620000000001,1.03277,0.9963719999999999,1.16088,0.9440149999999999,1.0348700000000002,0.9953989999999999
92,Alabama,11/13/2015,0.0,0.0,0.0,0.0,1.03277,0.0,0.0,0.0,0.0,0.9953989999999999
