,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1,Name,date,ORTG,ORTGlast3,home_ORTG,away_ORTG,ORTGprevSeason,DRTG,DRTGlast3,home_DRTG,away_DRTG,DRTGprevSeason
0,0,0,18061,18061,18061,18061,18061,AR Lit Rock,01/02/2017,1.00398,0.931381,1.01744,0.994966,1.05808,0.986238,1.09132,0.923066,1.02853,0.924224
1,1,1,19835,19835,19835,19835,19835,AR Lit Rock,01/07/2017,0.99536,1.00366,0.995861,0.994966,1.05808,0.99757,1.18254,0.958234,1.02853,0.924224
2,2,2,20518,20518,20518,20518,20518,AR Lit Rock,01/09/2017,1.00874,1.05397,0.995861,1.01774,1.05808,1.00254,1.07943,0.958234,1.03354,0.924224
3,3,3,22276,22276,22276,22276,22276,AR Lit Rock,01/14/2017,1.00506,1.00991,0.995861,1.01083,1.05808,1.00216,1.07336,0.958234,1.02969,0.924224
4,4,4,23335,23335,23335,23335,23335,AR Lit Rock,01/17/2017,1.00355,1.04011,0.993749,1.01083,1.05808,1.00536,1.04011,0.972561,1.02969,0.924224
5,5,5,2805,2805,2805,2805,2805,AR Lit Rock,11/18/2016,0.0,0.0,0.0,0.0,1.05808,0.0,0.0,0.0,0.0,0.924224
6,6,6,3824,3824,3824,3824,3824,AR Lit Rock,11/21/2016,0.839161,0.839161,0.839161,0.0,1.05808,0.956938,0.956938,0.956938,0.0,0.924224
7,7,7,4142,4142,4142,4142,4142,AR Lit Rock,11/22/2016,0.901388,0.901388,0.839161,0.961131,1.05808,0.937444,0.937444,0.956938,0.918728,0.924224
8,8,8,4491,4491,4491,4491,4491,AR Lit Rock,11/23/2016,0.916546,0.916546,0.839161,0.95426,1.05808,0.94549,0.94549,0.956938,0.93991,0.924224
9,9,9,6489,6489,6489,6489,6489,AR Lit Rock,11/29/2016,0.998357,1.0490000000000002,0.839161,1.0490000000000002,1.05808,0.97704,0.983434,0.956938,0.983434,0.924224
10,10,10,7861,7861,7861,7861,7861,AR Lit Rock,12/03/2016,1.01673,1.08774,0.839161,1.05748,1.05808,0.994745,1.0300200000000002,0.956938,1.00342,0.924224
11,11,11,9608,9608,9608,9608,9608,AR Lit Rock,12/08/2016,1.01717,1.10897,0.931072,1.05748,1.05808,0.97575,1.00336,0.916637,1.00342,0.924224
12,12,12,10299,10299,10299,10299,10299,AR Lit Rock,12/10/2016,1.02779,1.06654,0.983689,1.05748,1.05808,0.961155,0.940241,0.8983690000000001,1.00342,0.924224
13,13,13,11695,11695,11695,11695,11695,AR Lit Rock,12/14/2016,1.03103,1.05736,1.00155,1.05748,1.05808,0.952678,0.875229,0.896127,1.00342,0.924224
14,14,14,13457,13457,13457,13457,13457,AR Lit Rock,12/19/2016,1.02835,1.05283,1.00155,1.0477299999999998,1.05808,0.950952,0.896669,0.896127,0.990577,0.924224
15,15,15,14218,14218,14218,14218,14218,AR Lit Rock,12/21/2016,0.992986,0.910398,1.00155,0.987795,1.05808,0.944686,0.905606,0.896127,0.974107,0.924224
16,16,16,17372,17372,17372,17372,17372,AR Lit Rock,12/31/2016,0.997232,0.907094,1.00155,0.994966,1.05808,0.982986,1.06382,0.896127,1.02853,0.924224
17,17,17,19255,19255,19255,19255,19255,Abilene Christian,01/05/2017,0.917039,0.81839,0.998847,0.907833,0.980511,1.03361,1.13612,1.01421,1.03579,1.07045
18,18,18,19950,19950,19950,19950,19950,Abilene Christian,01/07/2017,0.927125,0.948155,1.00678,0.907833,0.980511,1.03849,1.1232,1.0496299999999998,1.03579,1.07045
19,19,19,21701,21701,21701,21701,21701,Abilene Christian,01/12/2017,0.932726,0.949413,1.00137,0.907833,0.980511,1.02283,1.03572,0.987066,1.03579,1.07045
20,20,20,22426,22426,22426,22426,22426,Abilene Christian,01/14/2017,0.917686,0.919649,0.938247,0.907833,0.980511,1.0077,0.929081,0.949073,1.03579,1.07045
21,21,21,23477,23477,23477,23477,23477,Abilene Christian,01/17/2017,0.920012,0.895415,0.940263,0.907833,0.980511,0.999919,0.8665299999999999,0.940263,1.03579,1.07045
22,22,22,2455,2455,2455,2455,2455,Abilene Christian,11/17/2016,0.0,0.0,0.0,0.0,0.980511,0.0,0.0,0.0,0.0,1.07045
23,23,23,4159,4159,4159,4159,4159,Abilene Christian,11/22/2016,0.8733620000000001,0.8733620000000001,0.0,0.8733620000000001,0.980511,0.765872,0.765872,0.0,0.765872,1.07045
24,24,24,5182,5182,5182,5182,5182,Abilene Christian,11/25/2016,0.9319,0.9319,0.998847,0.8733620000000001,0.980511,0.8817200000000001,0.8817200000000001,1.01421,0.765872,1.07045
25,25,25,6981,6981,6981,6981,6981,Abilene Christian,11/30/2016,0.8840790000000001,0.8840790000000001,0.998847,0.8356950000000001,0.980511,0.8886360000000001,0.8886360000000001,1.01421,0.8356950000000001,1.07045
26,26,26,8032,8032,8032,8032,8032,Abilene Christian,12/03/2016,0.8869100000000001,0.891797,0.998847,0.853136,0.980511,0.922529,0.979038,1.01421,0.8948649999999999,1.07045
27,27,27,12901,12901,12901,12901,12901,Abilene Christian,12/17/2016,0.942604,0.949555,0.998847,0.929951,0.980511,0.962359,1.01472,1.01421,0.950694,1.07045
28,28,28,13571,13571,13571,13571,13571,Abilene Christian,12/19/2016,0.964077,1.04527,0.998847,0.957971,0.980511,0.984735,1.08227,1.01421,0.979559,1.07045
29,29,29,16794,16794,16794,16794,16794,Abilene Christian,12/29/2016,0.918688,0.957154,0.998847,0.907035,0.980511,1.00451,1.10375,1.01421,1.0031,1.07045
30,30,30,17101,17101,17101,17101,17101,Abilene Christian,12/30/2016,0.951348,0.966092,0.998847,0.945158,0.980511,1.04524,1.18501,1.01421,1.04929,1.07045
31,31,31,17490,17490,17490,17490,17490,Abilene Christian,12/31/2016,0.926721,0.901721,0.998847,0.917596,0.980511,1.01818,1.10605,1.01421,1.01869,1.07045
32,32,32,19735,19735,19735,19735,19735,Air Force,01/07/2017,1.0533,1.02721,1.11483,0.958493,0.943041,1.03073,1.01363,0.999623,1.07865,1.02928
33,33,33,21163,21163,21163,21163,21163,Air Force,01/11/2017,1.03799,0.954676,1.11483,0.938504,0.943041,1.04399,1.11073,0.999623,1.10142,1.02928
34,34,34,22207,22207,22207,22207,22207,Air Force,01/14/2017,1.04784,1.06132,1.12322,0.938504,0.943041,1.04503,1.1249,1.00615,1.10142,1.02928
35,35,35,23240,23240,23240,23240,23240,Air Force,01/17/2017,1.05881,1.08363,1.13357,0.938504,0.943041,1.05969,1.19006,1.03376,1.10142,1.02928
36,36,36,1375,1375,1375,1375,1375,Air Force,11/14/2016,0.0,0.0,0.0,0.0,0.943041,0.0,0.0,0.0,0.0,1.02928
37,37,37,3167,3167,3167,3167,3167,Air Force,11/20/2016,1.24009,1.24009,1.24009,0.0,0.943041,0.980534,0.980534,0.980534,0.0,1.02928
38,38,38,3875,3875,3875,3875,3875,Air Force,11/22/2016,1.20149,1.20149,1.20149,0.0,0.943041,0.902856,0.902856,0.902856,0.0,1.02928
39,39,39,4933,4933,4933,4933,4933,Air Force,11/25/2016,1.16775,1.16775,1.16775,0.0,0.943041,0.914286,0.914286,0.914286,0.0,1.02928
40,40,40,5290,5290,5290,5290,5290,Air Force,11/26/2016,1.1462,1.11676,1.16775,1.07778,0.943041,0.984425,0.985645,0.914286,1.20711,1.02928
41,41,41,6718,6718,6718,6718,6718,Air Force,11/30/2016,1.09125,1.01873,1.16775,0.972173,0.943041,0.98102,1.03243,0.914286,1.08489,1.02928
42,42,42,7770,7770,7770,7770,7770,Air Force,12/03/2016,1.09245,1.01155,1.16775,1.01155,0.943041,1.01744,1.12827,0.914286,1.12827,1.02928
43,43,43,9159,9159,9159,9159,9159,Air Force,12/07/2016,1.1125200000000002,1.0643,1.18464,1.01155,0.943041,1.0213299999999998,1.07416,0.944937,1.12827,1.02928
44,44,44,10232,10232,10232,10232,10232,Air Force,12/10/2016,1.08252,1.06743,1.18464,0.979334,0.943041,1.0179200000000002,1.08173,0.944937,1.09166,1.02928
45,45,45,13401,13401,13401,13401,13401,Air Force,12/19/2016,1.0704,1.0263,1.14346,0.979334,0.943041,1.03133,1.05911,0.982926,1.09166,1.02928
46,46,46,14460,14460,14460,14460,14460,Air Force,12/22/2016,1.06142,0.944663,1.11651,0.979334,0.943041,1.03605,1.06969,0.998734,1.09166,1.02928
47,47,47,16216,16216,16216,16216,16216,Air Force,12/28/2016,1.06119,1.0028700000000002,1.10809,0.979334,0.943041,1.0254,1.04585,0.987431,1.09166,1.02928
48,48,48,17285,17285,17285,17285,17285,Air Force,12/31/2016,1.04465,0.970917,1.10809,0.958493,0.943041,1.02612,1.01119,0.987431,1.07865,1.02928
49,49,49,19328,19328,19328,19328,19328,Akron,01/06/2017,1.12527,1.24279,1.18285,1.07283,1.07586,1.01252,1.10033,0.939321,1.07917,0.979604
50,50,50,20734,20734,20734,20734,20734,Akron,01/10/2017,1.11715,1.14875,1.15939,1.07283,1.07586,1.00482,1.00951,0.933954,1.07917,0.979604
51,51,51,22134,22134,22134,22134,22134,Akron,01/14/2017,1.12344,1.15832,1.15939,1.09081,1.07586,1.01522,1.08236,0.933954,1.0889799999999998,0.979604
52,52,52,23187,23187,23187,23187,23187,Akron,01/17/2017,1.12149,1.10501,1.15939,1.0908799999999998,1.07586,1.01627,1.03263,0.933954,1.08275,0.979604
53,53,53,600,600,600,600,600,Akron,11/12/2016,0.0,0.0,0.0,0.0,1.07586,0.0,0.0,0.0,0.0,0.979604
54,54,54,2234,2234,2234,2234,2234,Akron,11/17/2016,1.03797,1.03797,0.0,1.03797,1.07586,1.13924,1.13924,0.0,1.13924,0.979604
55,55,55,3277,3277,3277,3277,3277,Akron,11/20/2016,1.04327,1.04327,1.04937,1.03797,1.07586,1.02972,1.02972,0.903625,1.13924,0.979604
56,56,56,3912,3912,3912,3912,3912,Akron,11/22/2016,1.11207,1.11207,1.1543,1.03797,1.07586,0.886898,0.886898,0.743079,1.13924,0.979604
57,57,57,4969,4969,4969,4969,4969,Akron,11/25/2016,1.09528,1.11679,1.11679,1.03797,1.07586,0.898333,0.8078890000000001,0.8078890000000001,1.13924,0.979604
58,58,58,5299,5299,5299,5299,5299,Akron,11/26/2016,1.11695,1.1684,1.11679,1.11719,1.07586,0.933115,0.865658,0.8078890000000001,1.11046,0.979604
59,59,59,7749,7749,7749,7749,7749,Akron,12/03/2016,1.11804,1.12457,1.11679,1.11932,1.07586,0.954894,1.02918,0.8078890000000001,1.10478,0.979604
60,60,60,9168,9168,9168,9168,9168,Akron,12/07/2016,1.1006200000000002,1.10844,1.11679,1.08831,1.07586,0.985626,1.1135,0.8078890000000001,1.12085,0.979604
61,61,61,10208,10208,10208,10208,10208,Akron,12/10/2016,1.11387,1.10834,1.13887,1.08831,1.07586,0.970835,1.03844,0.8240860000000001,1.12085,0.979604
62,62,62,12704,12704,12704,12704,12704,Akron,12/17/2016,1.0675,0.965775,1.13887,1.00835,1.07586,0.968123,0.994749,0.8240860000000001,1.0875,0.979604
63,63,63,14089,14089,14089,14089,14089,Akron,12/21/2016,1.09114,1.06959,1.16961,1.00835,1.07586,0.98702,0.990192,0.891791,1.0875,0.979604
64,64,64,14428,14428,14428,14428,14428,Akron,12/22/2016,1.10889,1.09563,1.16961,1.05549,1.07586,1.00359,1.09087,0.891791,1.10191,0.979604
65,65,65,17228,17228,17228,17228,17228,Akron,12/31/2016,1.11463,1.25492,1.16961,1.07283,1.07586,0.998245,1.08792,0.891791,1.07917,0.979604
66,66,66,18943,18943,18943,18943,18943,Alab A&M,01/04/2017,0.857786,0.796705,0.991473,0.833151,0.989411,1.23052,1.06719,1.12631,1.24973,1.02947
67,67,67,19994,19994,19994,19994,19994,Alab A&M,01/07/2017,0.866094,0.84385,0.981282,0.833151,0.989411,1.21162,1.06486,1.07839,1.24973,1.02947
68,68,68,20692,20692,20692,20692,20692,Alab A&M,01/09/2017,0.881898,0.963266,0.981282,0.856243,0.989411,1.19754,1.01705,1.07839,1.22829,1.02947
69,69,69,22445,22445,22445,22445,22445,Alab A&M,01/14/2017,0.887257,1.00047,0.981282,0.8649700000000001,0.989411,1.1977,1.0716,1.07839,1.2259799999999998,1.02947
70,70,70,23498,23498,23498,23498,23498,Alab A&M,01/17/2017,0.89438,1.02222,0.991868,0.8649700000000001,0.989411,1.19127,1.09927,1.0762,1.2259799999999998,1.02947
71,71,71,315,315,315,315,315,Alab A&M,11/11/2016,0.0,0.0,0.0,0.0,0.989411,0.0,0.0,0.0,0.0,1.02947
72,72,72,847,847,847,847,847,Alab A&M,11/13/2016,0.968939,0.968939,0.0,0.968939,0.989411,1.50029,1.50029,0.0,1.50029,1.02947
73,73,73,2425,2425,2425,2425,2425,Alab A&M,11/17/2016,0.780057,0.780057,0.0,0.780057,0.989411,1.43501,1.43501,0.0,1.43501,1.02947
74,74,74,3834,3834,3834,3834,3834,Alab A&M,11/21/2016,0.818026,0.818026,0.0,0.818026,0.989411,1.42052,1.42052,0.0,1.42052,1.02947
75,75,75,5601,5601,5601,5601,5601,Alab A&M,11/26/2016,0.834312,0.791687,0.0,0.834312,0.989411,1.32663,1.27165,0.0,1.32663,1.02947
76,76,76,6656,6656,6656,6656,6656,Alab A&M,11/29/2016,0.840311,0.8828299999999999,0.0,0.840311,0.989411,1.3518,1.29309,0.0,1.3518,1.02947
77,77,77,8067,8067,8067,8067,8067,Alab A&M,12/03/2016,0.806052,0.793457,0.0,0.806052,0.989411,1.30324,1.1798799999999998,0.0,1.30324,1.02947
78,78,78,10516,10516,10516,10516,10516,Alab A&M,12/10/2016,0.8527629999999999,0.8776709999999999,1.13912,0.806052,0.989411,1.29102,1.24295,1.21609,1.30324,1.02947
79,79,79,11921,11921,11921,11921,11921,Alab A&M,12/14/2016,0.8507049999999999,0.867341,1.13912,0.810732,0.989411,1.28543,1.17919,1.21609,1.29504,1.02947
80,80,80,14721,14721,14721,14721,14721,Alab A&M,12/22/2016,0.878252,1.01606,1.13912,0.846981,0.989411,1.28525,1.2509,1.21609,1.29354,1.02947
81,81,81,16827,16827,16827,16827,16827,Alab A&M,12/29/2016,0.872599,0.914837,1.13912,0.8444809999999999,0.989411,1.25454,1.17688,1.21609,1.2586,1.02947
82,82,82,17536,17536,17536,17536,17536,Alab A&M,12/31/2016,0.859684,0.881926,1.13912,0.833151,0.989411,1.24681,1.15115,1.21609,1.24973,1.02947
83,83,83,19866,19866,19866,19866,19866,Alabama,01/07/2017,0.979955,1.00868,1.06164,0.906817,0.974596,0.87987,0.786582,0.828823,0.925578,0.996372
84,84,84,20928,20928,20928,20928,20928,Alabama,01/10/2017,0.975222,0.993848,1.04159,0.906817,0.974596,0.878726,0.8234739999999999,0.8332700000000001,0.925578,0.996372
85,85,85,22348,22348,22348,22348,22348,Alabama,01/14/2017,0.968721,0.91905,1.02081,0.906817,0.974596,0.891567,0.91905,0.86295,0.925578,0.996372
86,86,86,23388,23388,23388,23388,23388,Alabama,01/17/2017,0.975631,0.957447,1.02081,0.929248,0.974596,0.89033,0.93432,0.86295,0.918443,0.996372
87,87,87,92,92,92,92,92,Alabama,11/11/2016,0.0,0.0,0.0,0.0,0.974596,0.0,0.0,0.0,0.0,0.996372
88,88,88,1537,1537,1537,1537,1537,Alabama,11/15/2016,1.02227,1.02227,1.02227,0.0,0.974596,0.774005,0.774005,0.774005,0.0,0.996372
89,89,89,2589,2589,2589,2589,2589,Alabama,11/18/2016,1.02945,1.02945,1.02945,0.0,0.974596,0.942456,0.942456,0.942456,0.0,0.996372
90,90,90,3614,3614,3614,3614,3614,Alabama,11/21/2016,1.04528,1.04528,1.04528,0.0,0.974596,0.902094,0.902094,0.902094,0.0,0.996372
91,91,91,4357,4357,4357,4357,4357,Alabama,11/23/2016,1.0069,1.00186,1.04528,0.8879020000000001,0.974596,0.927505,0.97789,0.902094,1.00629,0.996372
92,92,92,6504,6504,6504,6504,6504,Alabama,11/29/2016,0.9902,0.963972,1.04528,0.904625,0.974596,0.911797,0.8913110000000001,0.902094,0.92687,0.996372
93,93,93,7547,7547,7547,7547,7547,Alabama,12/02/2016,0.994278,0.943363,1.03677,0.904625,0.974596,0.858369,0.8147220000000001,0.825902,0.92687,0.996372
94,94,94,10709,10709,10709,10709,10709,Alabama,12/11/2016,0.993242,0.975321,1.03677,0.932458,0.974596,0.894942,0.8522219999999999,0.825902,0.99135,0.996372
95,95,95,12148,12148,12148,12148,12148,Alabama,12/15/2016,0.972562,0.943897,1.03677,0.905327,0.974596,0.902452,0.8872629999999999,0.825902,0.982611,0.996372
96,96,96,13172,13172,13172,13172,13172,Alabama,12/18/2016,0.989865,0.98088,1.05483,0.905327,0.974596,0.900314,0.985736,0.837074,0.982611,0.996372
97,97,97,14256,14256,14256,14256,14256,Alabama,12/21/2016,0.971,0.917969,1.05483,0.883685,0.974596,0.90896,0.942383,0.837074,0.983836,0.996372
98,98,98,16717,16717,16717,16717,16717,Alabama,12/29/2016,0.970062,0.963331,1.05483,0.896817,0.974596,0.8940309999999999,0.8713540000000001,0.837074,0.943246,0.996372
99,99,99,17402,17402,17402,17402,17402,Alabama,12/31/2016,0.981222,0.955895,1.06164,0.896817,0.974596,0.88465,0.838751,0.828823,0.943246,0.996372
100,100,100,18948,18948,18948,18948,18948,Alabama St,01/04/2017,0.817696,0.73318,0.991188,0.7845880000000001,0.968293,1.02799,0.921962,0.984207,1.03635,1.02023
101,101,101,20002,20002,20002,20002,20002,Alabama St,01/07/2017,0.8248610000000001,0.8473290000000001,0.970046,0.7845880000000001,0.968293,1.02404,0.959682,0.979651,1.03635,1.02023
102,102,102,20704,20704,20704,20704,20704,Alabama St,01/09/2017,0.820779,0.895386,0.970046,0.7834300000000001,0.968293,1.01204,0.927364,0.979651,1.02014,1.02023
103,103,103,22461,22461,22461,22461,22461,Alabama St,01/14/2017,0.8298530000000001,0.8793709999999999,0.970046,0.797603,0.968293,1.01127,0.94316,0.979651,1.01855,1.02023
104,104,104,23515,23515,23515,23515,23515,Alabama St,01/17/2017,0.840752,0.914066,0.970046,0.812665,0.968293,1.01216,0.957364,0.979651,1.01922,1.02023
105,105,105,592,592,592,592,592,Alabama St,11/12/2016,0.0,0.0,0.0,0.0,0.968293,0.0,0.0,0.0,0.0,1.02023
106,106,106,1298,1298,1298,1298,1298,Alabama St,11/14/2016,0.8299280000000001,0.8299280000000001,0.0,0.8299280000000001,0.968293,0.993398,0.993398,0.0,0.993398,1.02023
107,107,107,2044,2044,2044,2044,2044,Alabama St,11/16/2016,0.827341,0.827341,0.0,0.827341,0.968293,1.14406,1.14406,0.0,1.14406,1.02023
108,108,108,4198,4198,4198,4198,4198,Alabama St,11/22/2016,0.794816,0.794816,0.0,0.794816,0.968293,1.14039,1.14039,0.0,1.14039,1.02023
109,109,109,5240,5240,5240,5240,5240,Alabama St,11/25/2016,0.8436319999999999,0.848498,0.0,0.8436319999999999,0.968293,1.1303299999999998,1.17897,0.0,1.1303299999999998,1.02023
110,110,110,5598,5598,5598,5598,5598,Alabama St,11/26/2016,0.8404379999999999,0.849744,0.0,0.8404379999999999,0.968293,1.11163,1.08859,0.0,1.11163,1.02023
111,111,111,6649,6649,6649,6649,6649,Alabama St,11/29/2016,0.851949,0.910706,0.0,0.851949,0.968293,1.05344,0.964016,0.0,1.05344,1.02023
112,112,112,8405,8405,8405,8405,8405,Alabama St,12/04/2016,0.868308,0.901735,0.973717,0.851949,0.968293,1.04842,0.937448,1.01605,1.05344,1.02023
113,113,113,11211,11211,11211,11211,11211,Alabama St,12/12/2016,0.870035,0.918234,0.973717,0.8561799999999999,0.968293,1.0580200000000002,0.970704,1.01605,1.06362,1.02023
114,114,114,11922,11922,11922,11922,11922,Alabama St,12/14/2016,0.846593,0.834924,0.973717,0.831461,0.968293,1.06424,1.08779,1.01605,1.06998,1.02023
115,115,115,14736,14736,14736,14736,14736,Alabama St,12/22/2016,0.818421,0.6976479999999999,0.973717,0.8021050000000001,0.968293,1.04248,1.02811,1.01605,1.04526,1.02023
116,116,116,17545,17545,17545,17545,17545,Alabama St,12/31/2016,0.800901,0.612384,0.973717,0.7845880000000001,0.968293,1.0346,0.970742,1.01605,1.03635,1.02023
117,117,117,19090,19090,19090,19090,19090,Albany,01/05/2017,1.0205,0.983355,1.08313,0.986518,1.07588,1.01003,1.00896,0.928399,1.05433,0.954097
118,118,118,20125,20125,20125,20125,20125,Albany,01/08/2017,1.03093,1.07218,1.08313,1.00537,1.07588,1.02702,1.03775,0.928399,1.07531,0.954097
119,119,119,21174,21174,21174,21174,21174,Albany,01/11/2017,1.03219,1.08742,1.08313,1.00945,1.07588,1.03035,1.07744,0.928399,1.07586,0.954097
120,120,120,22929,22929,22929,22929,22929,Albany,01/16/2017,1.03477,1.10451,1.08268,1.00945,1.07588,1.03999,1.18632,0.972148,1.07586,0.954097
121,121,121,23261,23261,23261,23261,23261,Albany,01/17/2017,1.04466,1.118,1.08268,1.02611,1.07588,1.02736,1.02919,0.972148,1.05431,0.954097
122,122,122,47,47,47,47,47,Albany,11/11/2016,0.0,0.0,0.0,0.0,1.07588,0.0,0.0,0.0,0.0,0.954097
123,123,123,1137,1137,1137,1137,1137,Albany,11/14/2016,1.0853,1.0853,0.0,1.0853,1.07588,1.01045,1.01045,0.0,1.01045,0.954097
124,124,124,3033,3033,3033,3033,3033,Albany,11/19/2016,0.937261,0.937261,0.0,0.937261,1.07588,1.05272,1.05272,0.0,1.05272,0.954097
125,125,125,3343,3343,3343,3343,3343,Albany,11/20/2016,0.983026,0.983026,0.0,0.983026,1.07588,1.08361,1.08361,0.0,1.08361,0.954097
126,126,126,5764,5764,5764,5764,5764,Albany,11/27/2016,1.00769,0.978421,0.0,1.00769,1.07588,1.0691700000000002,1.09132,0.0,1.0691700000000002,0.954097
127,127,127,6762,6762,6762,6762,6762,Albany,11/30/2016,1.04361,1.11711,1.19933,1.00769,1.07588,1.06859,1.07956,1.06607,1.0691700000000002,0.954097
128,128,128,7866,7866,7866,7866,7866,Albany,12/03/2016,1.01302,1.04569,1.02534,1.00769,1.07588,1.04877,1.01083,1.00168,1.0691700000000002,0.954097
129,129,129,9306,9306,9306,9306,9306,Albany,12/07/2016,0.995644,0.977027,1.02534,0.985048,1.07588,1.03505,0.982308,1.00168,1.0469700000000002,0.954097
130,130,130,10324,10324,10324,10324,10324,Albany,12/10/2016,1.01151,0.951075,1.0594,0.985048,1.07588,1.0242,0.940623,0.983001,1.0469700000000002,0.954097
131,131,131,10994,10994,10994,10994,10994,Albany,12/12/2016,1.03026,1.06756,1.0594,1.01654,1.07588,1.02863,0.985044,0.983001,1.05011,0.954097
132,132,132,12778,12778,12778,12778,12778,Albany,12/17/2016,1.01255,1.05225,1.0594,0.993814,1.07588,1.03001,1.01815,0.983001,1.0488,0.954097
133,133,133,13807,13807,13807,13807,13807,Albany,12/20/2016,1.03004,1.07907,1.09614,0.993814,1.07588,1.01031,0.973563,0.940084,1.0488,0.954097
134,134,134,16975,16975,16975,16975,16975,Albany,12/30/2016,1.02069,0.992158,1.09614,0.98377,1.07588,1.02436,1.01161,0.940084,1.0656,0.954097
135,135,135,17325,17325,17325,17325,17325,Albany,12/31/2016,1.0197200000000002,1.04426,1.09614,0.986518,1.07588,1.0197200000000002,0.984585,0.940084,1.05433,0.954097
136,136,136,18950,18950,18950,18950,18950,Alcorn State,01/04/2017,0.802199,0.787762,0.945283,0.785146,0.950155,1.07476,0.956568,0.974368,1.08673,1.03676
137,137,137,20705,20705,20705,20705,20705,Alcorn State,01/09/2017,0.8154859999999999,0.8671059999999999,0.941261,0.785146,0.950155,1.04589,0.871819,0.8765940000000001,1.08673,1.03676
138,138,138,21408,21408,21408,21408,21408,Alcorn State,01/11/2017,0.820161,0.916049,0.941261,0.794171,0.950155,1.03599,0.8970629999999999,0.8765940000000001,1.0702,1.03676
139,139,139,22460,22460,22460,22460,22460,Alcorn State,01/14/2017,0.8312209999999999,0.921648,0.941261,0.809765,0.950155,1.01529,0.829966,0.8765940000000001,1.04233,1.03676
140,140,140,23163,23163,23163,23163,23163,Alcorn State,01/16/2017,0.838657,0.913717,0.930961,0.809765,0.950155,1.01364,0.909194,0.92201,1.04233,1.03676
141,141,141,23511,23511,23511,23511,23511,Alcorn State,01/17/2017,0.8543200000000001,0.972139,0.95955,0.809765,0.950155,0.998019,0.867043,0.893374,1.04233,1.03676
142,142,142,314,314,314,314,314,Alcorn State,11/11/2016,0.0,0.0,0.0,0.0,0.950155,0.0,0.0,0.0,0.0,1.03676
143,143,143,1338,1338,1338,1338,1338,Alcorn State,11/14/2016,0.670221,0.670221,0.0,0.670221,0.950155,1.05103,1.05103,0.0,1.05103,1.03676
144,144,144,5962,5962,5962,5962,5962,Alcorn State,11/27/2016,0.7610600000000001,0.7610600000000001,0.0,0.7610600000000001,0.950155,1.11573,1.11573,0.0,1.11573,1.03676
145,145,145,7014,7014,7014,7014,7014,Alcorn State,11/30/2016,0.7942279999999999,0.7942279999999999,0.0,0.7942279999999999,0.950155,1.13954,1.13954,0.0,1.13954,1.03676
146,146,146,8065,8065,8065,8065,8065,Alcorn State,12/03/2016,0.811126,0.85456,0.0,0.811126,0.950155,1.10902,1.12689,0.0,1.10902,1.03676
147,147,147,8770,8770,8770,8770,8770,Alcorn State,12/05/2016,0.807623,0.8365889999999999,0.0,0.807623,0.950155,1.11084,1.10779,0.0,1.11084,1.03676
148,148,148,13334,13334,13334,13334,13334,Alcorn State,12/18/2016,0.809319,0.822633,0.0,0.809319,0.950155,1.13305,1.12731,0.0,1.13305,1.03676
149,149,149,14036,14036,14036,14036,14036,Alcorn State,12/20/2016,0.7937489999999999,0.772261,0.0,0.7937489999999999,0.950155,1.11919,1.13176,0.0,1.11919,1.03676
150,150,150,17546,17546,17546,17546,17546,Alcorn State,12/31/2016,0.785146,0.749749,0.0,0.785146,0.950155,1.08673,1.04876,0.0,1.08673,1.03676
151,151,151,19271,19271,19271,19271,19271,American,01/05/2017,0.9004989999999999,0.884383,0.96775,0.823419,0.902649,1.00996,1.08471,0.971976,1.05349,1.02958
152,152,152,20328,20328,20328,20328,20328,American,01/08/2017,0.899748,0.941521,0.95804,0.823419,0.902649,1.01091,0.980548,0.978384,1.05349,1.02958
153,153,153,21379,21379,21379,21379,21379,American,01/11/2017,0.906987,0.930936,0.95804,0.850166,0.902649,1.0161,0.986792,0.978384,1.05808,1.02958
154,154,154,22430,22430,22430,22430,22430,American,01/14/2017,0.912544,0.964264,0.95804,0.86797,0.902649,1.02421,1.0854,0.978384,1.06911,1.02958
155,155,155,23487,23487,23487,23487,23487,American,01/17/2017,0.905706,0.933929,0.94024,0.86797,0.902649,1.01481,1.03328,0.965114,1.06911,1.02958
156,156,156,177,177,177,177,177,American,11/11/2016,0.0,0.0,0.0,0.0,0.902649,0.0,0.0,0.0,0.0,1.02958
157,157,157,1286,1286,1286,1286,1286,American,11/14/2016,0.8665379999999999,0.8665379999999999,0.0,0.8665379999999999,0.902649,0.959381,0.959381,0.0,0.959381,1.02958
158,158,158,2410,2410,2410,2410,2410,American,11/17/2016,0.82032,0.82032,0.0,0.82032,0.902649,1.03857,1.03857,0.0,1.03857,1.02958
159,159,159,4176,4176,4176,4176,4176,American,11/22/2016,0.8486879999999999,0.8486879999999999,0.0,0.8486879999999999,0.902649,1.04225,1.04225,0.0,1.04225,1.02958
160,160,160,5580,5580,5580,5580,5580,American,11/26/2016,0.8678459999999999,0.8682540000000001,0.92264,0.8486879999999999,0.902649,1.0406799999999998,1.06602,1.0362,1.04225,1.02958
161,161,161,6638,6638,6638,6638,6638,American,11/29/2016,0.874927,0.909857,0.91293,0.8486879999999999,0.902649,1.03347,1.03021,1.02076,1.04225,1.02958
