Name,date,FTO,FTOlast3,FTOprevSeason,FTD,FTDlast3,FTDprevSeason,Three_O,Three_Olast3,Three_OprevSeason,Three_D,Three_Dlast3,Three_DprevSeason,REBO,REBOlast3,REBOprevSeason,REBD,REBDlast3,REBDprevSeason,REB,REBlast3,REBprevSeason,TOP,TOPlast3,TOPprevSeason,TOFP,TOFPlast3,TOFPprevSeason,POSS,POSSlast3,POSSprevSeason
Evansville,2016-11-11,0.0,0.0,25.2936,0.0,0.0,0.21764699999999998,0.0,0.0,4.75758,0.0,0.0,0.32623,0.0,0.0,0.227902,0.0,0.0,0.78071,0.0,0.0,0.520609,0.0,0.0,0.163101,0.0,0.0,0.162169,0.0,0.0,70.8049
Louisville,2016-11-11,0.0,0.0,19.3566,0.0,0.0,0.274966,0.0,0.0,6.0,0.0,0.0,0.32105300000000003,0.0,0.0,0.371769,0.0,0.0,0.726388,0.0,0.0,0.546673,0.0,0.0,0.14363900000000002,0.0,0.0,0.185833,0.0,0.0,67.6605
Georgia,2016-11-11,0.0,0.0,24.2885,0.0,0.0,0.297511,0.0,0.0,6.4705900000000005,0.0,0.0,0.331202,0.0,0.0,0.29551700000000003,0.0,0.0,0.724225,0.0,0.0,0.5201100000000001,0.0,0.0,0.16267,0.0,0.0,0.133733,0.0,0.0,70.5974
Clemson,2016-11-11,0.0,0.0,20.4014,0.0,0.0,0.21287899999999998,0.0,0.0,7.67742,0.0,0.0,0.35162899999999997,0.0,0.0,0.29149400000000003,0.0,0.0,0.719067,0.0,0.0,0.503745,0.0,0.0,0.135195,0.0,0.0,0.15446700000000002,0.0,0.0,65.6185
Georgia Southern,2016-11-11,0.0,0.0,22.2106,0.0,0.0,0.30236599999999997,0.0,0.0,8.827589999999999,0.0,0.0,0.338323,0.0,0.0,0.26159899999999997,0.0,0.0,0.670614,0.0,0.0,0.467616,0.0,0.0,0.139695,0.0,0.0,0.168762,0.0,0.0,72.8138
NC State,2016-11-11,0.0,0.0,23.3392,0.0,0.0,0.225527,0.0,0.0,6.27273,0.0,0.0,0.37415,0.0,0.0,0.34629,0.0,0.0,0.7111109999999999,0.0,0.0,0.526825,0.0,0.0,0.133894,0.0,0.0,0.127472,0.0,0.0,70.5019
Bowling Green,2016-11-11,0.0,0.0,20.8967,0.0,0.0,0.26153000000000004,0.0,0.0,5.71875,0.0,0.0,0.379161,0.0,0.0,0.269305,0.0,0.0,0.7313149999999999,0.0,0.0,0.500219,0.0,0.0,0.161168,0.0,0.0,0.14865899999999999,0.0,0.0,70.5852
Oakland,2016-11-11,0.0,0.0,26.3392,0.0,0.0,0.23927199999999998,0.0,0.0,9.02857,0.0,0.0,0.349306,0.0,0.0,0.299239,0.0,0.0,0.71485,0.0,0.0,0.51636,0.0,0.0,0.131987,0.0,0.0,0.142243,0.0,0.0,76.2579
James Madison,2016-11-11,0.0,0.0,20.6999,0.0,0.0,0.272367,0.0,0.0,8.48387,0.0,0.0,0.286641,0.0,0.0,0.281925,0.0,0.0,0.748428,0.0,0.0,0.5212720000000001,0.0,0.0,0.148548,0.0,0.0,0.133545,0.0,0.0,70.4383
Old Dominion,2016-11-11,0.0,0.0,19.1026,0.0,0.0,0.259897,0.0,0.0,4.18421,0.0,0.0,0.315143,0.0,0.0,0.349718,0.0,0.0,0.7573529999999999,0.0,0.0,0.54532,0.0,0.0,0.119325,0.0,0.0,0.14949500000000002,0.0,0.0,64.8852
Dartmouth,2016-11-11,0.0,0.0,22.0842,0.0,0.0,0.286074,0.0,0.0,5.59259,0.0,0.0,0.351027,0.0,0.0,0.31869400000000003,0.0,0.0,0.7197600000000001,0.0,0.0,0.507783,0.0,0.0,0.178047,0.0,0.0,0.183068,0.0,0.0,70.4375
Rhode Island,2016-11-11,0.0,0.0,20.4529,0.0,0.0,0.278508,0.0,0.0,6.65625,0.0,0.0,0.333333,0.0,0.0,0.287149,0.0,0.0,0.773605,0.0,0.0,0.5185529999999999,0.0,0.0,0.15049200000000001,0.0,0.0,0.167021,0.0,0.0,67.6859
Coastal Carolina,2016-11-11,0.0,0.0,19.4516,0.0,0.0,0.23899299999999998,0.0,0.0,7.03333,0.0,0.0,0.309192,0.0,0.0,0.302277,0.0,0.0,0.731173,0.0,0.0,0.516273,0.0,0.0,0.16006099999999998,0.0,0.0,0.131552,0.0,0.0,69.4029
Alabama,2016-11-11,0.0,0.0,20.3541,0.0,0.0,0.28094600000000003,0.0,0.0,7.84848,0.0,0.0,0.32866,0.0,0.0,0.272642,0.0,0.0,0.676964,0.0,0.0,0.47541700000000003,0.0,0.0,0.172498,0.0,0.0,0.15366,0.0,0.0,68.1867
Eastern Michigan,2016-11-11,0.0,0.0,25.2502,0.0,0.0,0.29473299999999997,0.0,0.0,5.89655,0.0,0.0,0.36756,0.0,0.0,0.293333,0.0,0.0,0.646154,0.0,0.0,0.472667,0.0,0.0,0.14971500000000001,0.0,0.0,0.17635699999999999,0.0,0.0,73.7448
Pittsburgh,2016-11-11,0.0,0.0,23.0727,0.0,0.0,0.238271,0.0,0.0,6.1875,0.0,0.0,0.353896,0.0,0.0,0.349544,0.0,0.0,0.751468,0.0,0.0,0.548903,0.0,0.0,0.146675,0.0,0.0,0.149278,0.0,0.0,68.2625
Louisiana Tech,2016-11-11,0.0,0.0,22.8143,0.0,0.0,0.244668,0.0,0.0,7.06452,0.0,0.0,0.320251,0.0,0.0,0.26177,0.0,0.0,0.72507,0.0,0.0,0.499572,0.0,0.0,0.148055,0.0,0.0,0.163364,0.0,0.0,75.7871
South Carolina,2016-11-11,0.0,0.0,24.1612,0.0,0.0,0.265592,0.0,0.0,6.303030000000001,0.0,0.0,0.35841799999999996,0.0,0.0,0.356498,0.0,0.0,0.727109,0.0,0.0,0.540816,0.0,0.0,0.15825699999999998,0.0,0.0,0.176696,0.0,0.0,73.6216
La Salle,2016-11-11,0.0,0.0,16.4819,0.0,0.0,0.25130399999999997,0.0,0.0,8.3,0.0,0.0,0.380795,0.0,0.0,0.218426,0.0,0.0,0.6809470000000001,0.0,0.0,0.445259,0.0,0.0,0.165358,0.0,0.0,0.163262,0.0,0.0,68.56
Temple,2016-11-11,0.0,0.0,16.2364,0.0,0.0,0.218075,0.0,0.0,7.72727,0.0,0.0,0.311606,0.0,0.0,0.271937,0.0,0.0,0.7213109999999999,0.0,0.0,0.49256099999999997,0.0,0.0,0.11668900000000001,0.0,0.0,0.137997,0.0,0.0,68.6822
Brown,2016-11-11,0.0,0.0,20.6107,0.0,0.0,0.268468,0.0,0.0,8.074069999999999,0.0,0.0,0.36593600000000004,0.0,0.0,0.24145500000000003,0.0,0.0,0.69917,0.0,0.0,0.478734,0.0,0.0,0.165018,0.0,0.0,0.13511700000000001,0.0,0.0,73.137
Cincinnati,2016-11-11,0.0,0.0,20.4083,0.0,0.0,0.19895,0.0,0.0,7.636360000000001,0.0,0.0,0.357143,0.0,0.0,0.358696,0.0,0.0,0.716727,0.0,0.0,0.531932,0.0,0.0,0.13597599999999999,0.0,0.0,0.174226,0.0,0.0,68.8966
Indiana State,2016-11-11,0.0,0.0,22.7475,0.0,0.0,0.30479,0.0,0.0,6.48387,0.0,0.0,0.323993,0.0,0.0,0.24331799999999998,0.0,0.0,0.761165,0.0,0.0,0.499571,0.0,0.0,0.16224,0.0,0.0,0.157001,0.0,0.0,72.6065
Northern Illinois,2016-11-11,0.0,0.0,22.4478,0.0,0.0,0.28644899999999995,0.0,0.0,7.066669999999999,0.0,0.0,0.351796,0.0,0.0,0.296559,0.0,0.0,0.7438020000000001,0.0,0.0,0.518012,0.0,0.0,0.158108,0.0,0.0,0.173299,0.0,0.0,70.9796
Wright State,2016-11-11,0.0,0.0,18.0246,0.0,0.0,0.32035399999999997,0.0,0.0,7.575760000000001,0.0,0.0,0.330494,0.0,0.0,0.167984,0.0,0.0,0.759682,0.0,0.0,0.46786000000000005,0.0,0.0,0.150599,0.0,0.0,0.182776,0.0,0.0,69.0974
Southern Illinois,2016-11-11,0.0,0.0,21.3444,0.0,0.0,0.300192,0.0,0.0,6.625,0.0,0.0,0.318182,0.0,0.0,0.29980100000000004,0.0,0.0,0.767442,0.0,0.0,0.522319,0.0,0.0,0.16807,0.0,0.0,0.189303,0.0,0.0,72.0328
Ball State,2016-11-11,0.0,0.0,19.0616,0.0,0.0,0.278506,0.0,0.0,8.64706,0.0,0.0,0.350746,0.0,0.0,0.26579899999999995,0.0,0.0,0.75434,0.0,0.0,0.517313,0.0,0.0,0.17286500000000002,0.0,0.0,0.144793,0.0,0.0,68.6629
Saint Louis,2016-11-11,0.0,0.0,20.1295,0.0,0.0,0.276861,0.0,0.0,6.21875,0.0,0.0,0.328317,0.0,0.0,0.183085,0.0,0.0,0.7346739999999999,0.0,0.0,0.46631000000000006,0.0,0.0,0.176525,0.0,0.0,0.161893,0.0,0.0,71.2574
UL Lafayette,2016-11-11,0.0,0.0,24.7025,0.0,0.0,0.257923,0.0,0.0,6.46875,0.0,0.0,0.37785599999999997,0.0,0.0,0.36612,0.0,0.0,0.7566039999999999,0.0,0.0,0.551347,0.0,0.0,0.14573699999999998,0.0,0.0,0.145347,0.0,0.0,72.9938
Minnesota,2016-11-11,0.0,0.0,21.2618,0.0,0.0,0.248088,0.0,0.0,6.16129,0.0,0.0,0.382114,0.0,0.0,0.23229499999999997,0.0,0.0,0.733954,0.0,0.0,0.477191,0.0,0.0,0.14438199999999998,0.0,0.0,0.155106,0.0,0.0,71.1561
Pacific,2016-11-11,0.0,0.0,20.3306,0.0,0.0,0.341422,0.0,0.0,6.576919999999999,0.0,0.0,0.366224,0.0,0.0,0.259833,0.0,0.0,0.7117220000000001,0.0,0.0,0.49536800000000003,0.0,0.0,0.17091900000000002,0.0,0.0,0.14294300000000001,0.0,0.0,70.375
UCLA,2016-11-11,0.0,0.0,19.0243,0.0,0.0,0.251076,0.0,0.0,6.25,0.0,0.0,0.354029,0.0,0.0,0.31043699999999996,0.0,0.0,0.712424,0.0,0.0,0.515892,0.0,0.0,0.14336300000000002,0.0,0.0,0.137962,0.0,0.0,73.9187
North Carolina,2016-11-11,0.0,0.0,21.4918,0.0,0.0,0.22384400000000002,0.0,0.0,5.6,0.0,0.0,0.36235300000000004,0.0,0.0,0.39953099999999997,0.0,0.0,0.733526,0.0,0.0,0.558844,0.0,0.0,0.127149,0.0,0.0,0.15746300000000002,0.0,0.0,71.7716
Tulane,2016-11-11,0.0,0.0,17.3732,0.0,0.0,0.263437,0.0,0.0,6.35294,0.0,0.0,0.352745,0.0,0.0,0.29857,0.0,0.0,0.721771,0.0,0.0,0.50079,0.0,0.0,0.161947,0.0,0.0,0.162171,0.0,0.0,71.1033
