,Name,date,FTO,FTOlast3,FTOprevSeason,FTD,FTDlast3,FTDprevSeason,Three_O,Three_Olast3,Three_OprevSeason,Three_D,Three_Dlast3,Three_DprevSeason,REBO,REBOlast3,REBOprevSeason,REBD,REBDlast3,REBDprevSeason,REB,REBlast3,REBprevSeason,TOP,TOPlast3,TOPprevSeason,TOFP,TOFPlast3,TOFPprevSeason,POSS,POSSlast3,POSSprevSeason
19389,AR Lit Rock,01/04/2014,24.9946,23.6344,21.835,0.343648,0.284034,0.28497100000000003,5.09091,4.66667,5.03226,0.355263,0.365385,0.340206,0.258721,0.253333,0.291667,0.746518,0.808511,0.700864,0.508238,0.547872,0.491138,0.179452,0.189992,0.192025,0.15013800000000002,0.159769,0.200446,73.4705,69.1083,71.2085
21156,AR Lit Rock,01/09/2014,24.7285,25.1081,21.835,0.336527,0.24883400000000003,0.28497100000000003,5.0,4.0,5.03226,0.358333,0.39215700000000003,0.340206,0.26052600000000004,0.313253,0.291667,0.739796,0.77551,0.700864,0.507532,0.5594060000000001,0.491138,0.177447,0.172932,0.192025,0.155555,0.18448,0.200446,73.4646,70.3625,71.2085
21856,AR Lit Rock,01/11/2014,24.7355,25.8821,21.835,0.328932,0.277326,0.28497100000000003,4.923080000000001,4.33333,5.03226,0.346715,0.333333,0.340206,0.25304099999999996,0.23333299999999998,0.291667,0.736111,0.737374,0.700864,0.504782,0.509524,0.491138,0.174565,0.155022,0.192025,0.154128,0.17332899999999998,0.200446,73.0808,68.2583,71.2085
23631,AR Lit Rock,01/16/2014,23.9297,19.7781,21.835,0.335237,0.304151,0.28497100000000003,4.85714,4.0,5.03226,0.353535,0.347826,0.340206,0.25167,0.228571,0.291667,0.7268819999999999,0.660377,0.700864,0.498039,0.463203,0.491138,0.16836900000000002,0.125378,0.192025,0.151426,0.156186,0.200446,72.5339,69.1,71.2085
24331,AR Lit Rock,01/18/2014,23.9408,20.6124,21.835,0.32974499999999995,0.302137,0.28497100000000003,4.86667,4.33333,5.03226,0.36196300000000003,0.372093,0.340206,0.250531,0.20879099999999998,0.291667,0.728916,0.688679,0.700864,0.498612,0.46330299999999996,0.491138,0.168848,0.131803,0.192025,0.151813,0.13658199999999998,0.200446,72.6792,69.5375,71.2085
26077,AR Lit Rock,01/23/2014,24.184,21.758000000000003,21.835,0.329243,0.33059499999999997,0.28497100000000003,4.6875,3.66667,5.03226,0.369444,0.44186000000000003,0.340206,0.25754499999999997,0.27907,0.291667,0.728653,0.6947369999999999,0.700864,0.5021909999999999,0.49,0.491138,0.173098,0.166658,0.192025,0.148198,0.12244300000000001,0.200446,72.8789,72.0042,71.2085
26760,AR Lit Rock,01/25/2014,24.5107,27.2861,21.835,0.327277,0.288671,0.28497100000000003,4.76471,4.33333,5.03226,0.362667,0.397436,0.340206,0.259117,0.305556,0.291667,0.727273,0.729412,0.700864,0.5,0.511364,0.491138,0.17240899999999998,0.191847,0.192025,0.15021400000000001,0.144335,0.200446,72.2375,70.8542,71.2085
28164,AR Lit Rock,01/29/2014,24.6,28.0119,21.835,0.33018600000000004,0.332457,0.28497100000000003,4.61111,3.33333,5.03226,0.356061,0.328571,0.340206,0.258407,0.29787199999999997,0.291667,0.7221270000000001,0.682353,0.700864,0.494949,0.475728,0.491138,0.17072,0.180199,0.192025,0.14971199999999998,0.138874,0.200446,72.2674,70.2083,71.2085
28847,AR Lit Rock,02/01/2014,25.3102,31.7189,21.835,0.33311999999999997,0.354815,0.28497100000000003,4.52632,3.66667,5.03226,0.348558,0.214286,0.340206,0.262185,0.28571399999999997,0.291667,0.721232,0.677778,0.700864,0.497788,0.474419,0.491138,0.16961500000000002,0.150263,0.192025,0.149061,0.153895,0.200446,72.1572,68.3083,71.2085
30598,AR Lit Rock,02/06/2014,25.5195,31.5285,21.835,0.32895599999999997,0.33875,0.28497100000000003,4.45,2.66667,5.03226,0.349206,0.272727,0.340206,0.27416799999999997,0.345455,0.291667,0.720062,0.677419,0.700864,0.49964899999999995,0.497817,0.491138,0.169238,0.151538,0.192025,0.153636,0.17360899999999999,0.200446,71.71,68.7208,71.2085
31303,AR Lit Rock,02/08/2014,25.2005,29.0462,21.835,0.327639,0.31151999999999996,0.28497100000000003,4.33333,2.66667,5.03226,0.34716199999999997,0.290323,0.340206,0.27177199999999996,0.346535,0.291667,0.718935,0.698925,0.700864,0.49766800000000005,0.514019,0.491138,0.169146,0.15958,0.192025,0.154079,0.18172,0.200446,71.6161,67.7083,71.2085
33053,AR Lit Rock,02/13/2014,25.5084,26.8342,21.835,0.326975,0.286965,0.28497100000000003,4.45455,4.0,5.03226,0.35041,0.361111,0.340206,0.268786,0.309278,0.291667,0.714286,0.670103,0.700864,0.49553,0.48095200000000005,0.491138,0.170266,0.174496,0.192025,0.156184,0.20256400000000002,0.200446,71.6341,68.3208,71.2085
33761,AR Lit Rock,02/15/2014,25.1759,23.0347,21.835,0.335769,0.377736,0.28497100000000003,4.52174,5.0,5.03226,0.348249,0.342466,0.340206,0.270862,0.25,0.291667,0.715436,0.686275,0.700864,0.49817700000000004,0.488688,0.491138,0.169147,0.16857,0.192025,0.156159,0.171698,0.200446,72.3603,76.6958,71.2085
