Name,date,ORTG,ORTGlast3,home_ORTG,away_ORTG,ORTGprevSeason,DRTG,DRTGlast3,home_DRTG,away_DRTG,DRTGprevSeason
Little Rock,2011-11-11,0.0,0.0,0.0,0.0,0.994509,0.0,0.0,0.0,0.0,1.01472
Tulsa,2011-11-11,0.0,0.0,0.0,0.0,1.0228700000000002,0.0,0.0,0.0,0.0,0.982049
Saint Joseph's,2011-11-11,0.0,0.0,0.0,0.0,0.980304,0.0,0.0,0.0,0.0,1.0595
Western Kentucky,2011-11-11,0.0,0.0,0.0,0.0,0.993481,0.0,0.0,0.0,0.0,1.00279
Cornell,2011-11-11,0.0,0.0,0.0,0.0,0.99998,0.0,0.0,0.0,0.0,1.02936
St Bonaventure,2011-11-11,0.0,0.0,0.0,0.0,1.00586,0.0,0.0,0.0,0.0,1.0119200000000002
Wright State,2011-11-11,0.0,0.0,0.0,0.0,1.0116,0.0,0.0,0.0,0.0,0.983615
Ohio State,2011-11-11,0.0,0.0,0.0,0.0,1.17503,0.0,0.0,0.0,0.0,0.909063
BYU,2011-11-11,0.0,0.0,0.0,0.0,1.10426,0.0,0.0,0.0,0.0,0.928733
Utah State,2011-11-11,0.0,0.0,0.0,0.0,1.08644,0.0,0.0,0.0,0.0,0.8921879999999999
Troy,2011-11-11,0.0,0.0,0.0,0.0,0.952639,0.0,0.0,0.0,0.0,1.05292
Texas Tech,2011-11-11,0.0,0.0,0.0,0.0,1.00971,0.0,0.0,0.0,0.0,1.03946
Loyola (CHI),2011-11-11,0.0,0.0,0.0,0.0,1.02784,0.0,0.0,0.0,0.0,0.985827
Illinois,2011-11-11,0.0,0.0,0.0,0.0,1.0461200000000002,0.0,0.0,0.0,0.0,0.963317
Missouri State,2011-11-11,0.0,0.0,0.0,0.0,1.09949,0.0,0.0,0.0,0.0,0.993361
Nevada,2011-11-11,0.0,0.0,0.0,0.0,0.995629,0.0,0.0,0.0,0.0,1.01768
Oregon,2011-11-11,0.0,0.0,0.0,0.0,0.997985,0.0,0.0,0.0,0.0,0.997985
Vanderbilt,2011-11-11,0.0,0.0,0.0,0.0,1.08796,0.0,0.0,0.0,0.0,0.969935
Loyola Marymount,2011-11-11,0.0,0.0,0.0,0.0,0.974494,0.0,0.0,0.0,0.0,1.01745
UCLA,2011-11-11,0.0,0.0,0.0,0.0,1.01738,0.0,0.0,0.0,0.0,0.962713
CSU Northridge,2011-11-11,0.0,0.0,0.0,0.0,0.965423,0.0,0.0,0.0,0.0,1.01916
USC,2011-11-11,0.0,0.0,0.0,0.0,1.00626,0.0,0.0,0.0,0.0,0.952195
Illinois State,2011-11-11,0.0,0.0,0.0,0.0,0.948029,0.0,0.0,0.0,0.0,0.990097
Fresno State,2011-11-11,0.0,0.0,0.0,0.0,0.977999,0.0,0.0,0.0,0.0,0.990091
UC Irvine,2011-11-11,0.0,0.0,0.0,0.0,0.999924,0.0,0.0,0.0,0.0,1.01895
California,2011-11-11,0.0,0.0,0.0,0.0,1.01965,0.0,0.0,0.0,0.0,1.01581
Southern Utah,2011-11-11,0.0,0.0,0.0,0.0,0.997878,0.0,0.0,0.0,0.0,1.06063
UC Davis,2011-11-11,0.0,0.0,0.0,0.0,1.0006,0.0,0.0,0.0,0.0,1.05401
Army,2011-11-11,0.0,0.0,0.0,0.0,0.973641,0.0,0.0,0.0,0.0,1.03289
Air Force,2011-11-11,0.0,0.0,0.0,0.0,1.0192,0.0,0.0,0.0,0.0,1.02861
North Dakota State,2011-11-11,0.0,0.0,0.0,0.0,1.0451700000000002,0.0,0.0,0.0,0.0,1.0174299999999998
San Francisco,2011-11-11,0.0,0.0,0.0,0.0,0.988389,0.0,0.0,0.0,0.0,1.00659
UL Lafayette,2011-11-11,0.0,0.0,0.0,0.0,0.978596,0.0,0.0,0.0,0.0,0.996201
Northern Arizona,2011-11-11,0.0,0.0,0.0,0.0,1.0445799999999998,0.0,0.0,0.0,0.0,0.98025
Eastern Illinois,2011-11-11,0.0,0.0,0.0,0.0,0.918911,0.0,0.0,0.0,0.0,1.01924
Indiana State,2011-11-11,0.0,0.0,0.0,0.0,0.978805,0.0,0.0,0.0,0.0,0.971126
Western Carolina,2011-11-11,0.0,0.0,0.0,0.0,0.97201,0.0,0.0,0.0,0.0,0.981703
South Carolina,2011-11-11,0.0,0.0,0.0,0.0,0.95409,0.0,0.0,0.0,0.0,0.97433
Marist,2011-11-11,0.0,0.0,0.0,0.0,0.885964,0.0,0.0,0.0,0.0,1.06683
Kentucky,2011-11-11,0.0,0.0,0.0,0.0,1.09987,0.0,0.0,0.0,0.0,0.932476
UT Martin,2011-11-11,0.0,0.0,0.0,0.0,0.949222,0.0,0.0,0.0,0.0,1.05779
Louisville,2011-11-11,0.0,0.0,0.0,0.0,1.06484,0.0,0.0,0.0,0.0,0.917067
Loyola (MD),2011-11-11,0.0,0.0,0.0,0.0,0.994843,0.0,0.0,0.0,0.0,0.988941
Wake Forest,2011-11-11,0.0,0.0,0.0,0.0,0.932819,0.0,0.0,0.0,0.0,1.07073
UNC Greensboro,2011-11-11,0.0,0.0,0.0,0.0,0.965206,0.0,0.0,0.0,0.0,1.09527
Tennessee,2011-11-11,0.0,0.0,0.0,0.0,1.00717,0.0,0.0,0.0,0.0,0.973263
Elon,2011-11-11,0.0,0.0,0.0,0.0,1.02114,0.0,0.0,0.0,0.0,1.06655
Massachusetts,2011-11-11,0.0,0.0,0.0,0.0,0.933057,0.0,0.0,0.0,0.0,0.971261
Tennessee Tech,2011-11-11,0.0,0.0,0.0,0.0,0.988419,0.0,0.0,0.0,0.0,0.986597
Miami,2011-11-11,0.0,0.0,0.0,0.0,1.05728,0.0,0.0,0.0,0.0,0.997422
Saint Peter's,2011-11-11,0.0,0.0,0.0,0.0,0.90378,0.0,0.0,0.0,0.0,0.891985
Buffalo,2011-11-11,0.0,0.0,0.0,0.0,1.02139,0.0,0.0,0.0,0.0,0.946542
Valparaiso,2011-11-11,0.873124,0.873124,0.0,0.873124,1.02199,0.995907,0.995907,0.0,0.995907,0.985538
Georgia Southern,2011-11-11,0.0,0.0,0.0,0.0,0.900882,0.0,0.0,0.0,0.0,1.08484
Southeast Missouri State,2011-11-11,0.0,0.0,0.0,0.0,0.942496,0.0,0.0,0.0,0.0,1.04208
Missouri,2011-11-11,0.0,0.0,0.0,0.0,1.0761,0.0,0.0,0.0,0.0,0.96524
Austin Peay,2011-11-11,0.0,0.0,0.0,0.0,1.01018,0.0,0.0,0.0,0.0,0.959161
Middle Tennessee,2011-11-11,0.0,0.0,0.0,0.0,0.980769,0.0,0.0,0.0,0.0,0.956342
Tennessee State,2011-11-11,0.0,0.0,0.0,0.0,0.991624,0.0,0.0,0.0,0.0,1.02706
Saint Louis,2011-11-11,0.0,0.0,0.0,0.0,0.946487,0.0,0.0,0.0,0.0,0.950009
Wofford,2011-11-11,0.0,0.0,0.0,0.0,1.09449,0.0,0.0,0.0,0.0,1.01181
Georgia,2011-11-11,0.0,0.0,0.0,0.0,1.01327,0.0,0.0,0.0,0.0,0.9498
Idaho State,2011-11-11,0.0,0.0,0.0,0.0,0.954824,0.0,0.0,0.0,0.0,1.08721
Oklahoma,2011-11-11,0.0,0.0,0.0,0.0,0.985289,0.0,0.0,0.0,0.0,1.02572
Montana,2011-11-11,0.0,0.0,0.0,0.0,1.01227,0.0,0.0,0.0,0.0,0.941494
Colorado State,2011-11-11,0.0,0.0,0.0,0.0,1.02331,0.0,0.0,0.0,0.0,0.990996
Portland State,2011-11-11,0.0,0.0,0.0,0.0,1.02617,0.0,0.0,0.0,0.0,1.0731
Denver,2011-11-11,0.0,0.0,0.0,0.0,0.990453,0.0,0.0,0.0,0.0,0.999807
Montana State,2011-11-11,0.0,0.0,0.0,0.0,0.97583,0.0,0.0,0.0,0.0,1.03253
Arizona State,2011-11-11,0.0,0.0,0.0,0.0,0.970364,0.0,0.0,0.0,0.0,1.01441
Eastern Washington,2011-11-11,0.0,0.0,0.0,0.0,0.954265,0.0,0.0,0.0,0.0,1.0468
Gonzaga,2011-11-11,0.0,0.0,0.0,0.0,1.08053,0.0,0.0,0.0,0.0,0.940285
Rhode Island,2011-11-11,0.0,0.0,0.0,0.0,0.997695,0.0,0.0,0.0,0.0,0.976587
George Mason,2011-11-11,0.0,0.0,0.0,0.0,1.0945,0.0,0.0,0.0,0.0,0.939662
Belmont,2011-11-11,0.0,0.0,0.0,0.0,1.12249,0.0,0.0,0.0,0.0,0.876265
Duke,2011-11-11,0.0,0.0,0.0,0.0,1.12488,0.0,0.0,0.0,0.0,0.899751
The Citadel,2011-11-11,0.0,0.0,0.0,0.0,0.976689,0.0,0.0,0.0,0.0,1.08407
VMI,2011-11-11,0.0,0.0,0.0,0.0,1.07681,0.0,0.0,0.0,0.0,1.06105
Fordham,2011-11-12,0.0,0.0,0.0,0.0,0.928248,0.0,0.0,0.0,0.0,1.06994
Syracuse,2011-11-12,0.0,0.0,0.0,0.0,1.07587,0.0,0.0,0.0,0.0,0.928396
Idaho,2011-11-12,0.0,0.0,0.0,0.0,1.00157,0.0,0.0,0.0,0.0,0.989083
Long Beach State,2011-11-12,0.0,0.0,0.0,0.0,1.01511,0.0,0.0,0.0,0.0,0.985756
San Jose State,2011-11-12,0.0,0.0,0.0,0.0,1.00181,0.0,0.0,0.0,0.0,1.02231
Cal Poly,2011-11-12,0.0,0.0,0.0,0.0,0.950467,0.0,0.0,0.0,0.0,0.941687
Northern Iowa,2011-11-12,0.0,0.0,0.0,0.0,1.03824,0.0,0.0,0.0,0.0,0.997365
Old Dominion,2011-11-12,0.0,0.0,0.0,0.0,1.0598299999999998,0.0,0.0,0.0,0.0,0.94249
Butler,2011-11-12,0.0,0.0,0.0,0.0,1.06386,0.0,0.0,0.0,0.0,0.966151
Evansville,2011-11-12,0.0,0.0,0.0,0.0,0.980186,0.0,0.0,0.0,0.0,1.01142
South Alabama,2011-11-12,0.0,0.0,0.0,0.0,0.975425,0.0,0.0,0.0,0.0,1.05246
Mississippi State,2011-11-12,0.951874,0.951874,0.951874,0.0,1.00647,0.951874,0.951874,0.951874,0.0,1.01205
North Dakota State,2011-11-12,0.939058,0.939058,0.0,0.939058,1.0451700000000002,0.836147,0.836147,0.0,0.836147,1.0174299999999998
UL Lafayette,2011-11-12,1.03847,1.03847,0.0,1.03847,0.978596,0.825774,0.825774,0.0,0.825774,0.996201
Northern Arizona,2011-11-12,0.825774,0.825774,0.0,0.825774,1.0445799999999998,1.03847,1.03847,0.0,1.03847,0.98025
San Francisco,2011-11-12,0.836147,0.836147,0.836147,0.0,0.988389,0.939058,0.939058,0.939058,0.0,1.00659
Southern Utah,2011-11-12,1.02185,1.02185,0.0,1.02185,0.997878,1.0084,1.0084,0.0,1.0084,1.06063
San Diego State,2011-11-12,1.05801,1.05801,1.05801,0.0,1.08172,0.888732,0.888732,0.888732,0.0,0.904564
Florida Atlantic,2011-11-12,0.0,0.0,0.0,0.0,1.00947,0.0,0.0,0.0,0.0,1.00645
Portland,2011-11-12,0.0,0.0,0.0,0.0,1.0658,0.0,0.0,0.0,0.0,1.02828
Georgia State,2011-11-12,0.0,0.0,0.0,0.0,0.936852,0.0,0.0,0.0,0.0,0.970537
Washington,2011-11-12,0.0,0.0,0.0,0.0,1.11926,0.0,0.0,0.0,0.0,0.952541
Army,2011-11-12,0.81868,0.81868,0.0,0.81868,0.973641,1.00317,1.00317,0.0,1.00317,1.03289
The Citadel,2011-11-12,1.17336,1.17336,0.0,1.17336,0.976689,1.20857,1.20857,0.0,1.20857,1.08407
VMI,2011-11-12,1.20857,1.20857,0.0,1.20857,1.07681,1.17336,1.17336,0.0,1.17336,1.06105
Air Force,2011-11-12,1.00317,1.00317,1.00317,0.0,1.0192,0.81868,0.81868,0.81868,0.0,1.02861
Youngstown State,2011-11-12,0.0,0.0,0.0,0.0,0.953035,0.0,0.0,0.0,0.0,1.05543
Samford,2011-11-12,0.0,0.0,0.0,0.0,0.942684,0.0,0.0,0.0,0.0,1.05518
New Mexico State,2011-11-12,0.0,0.0,0.0,0.0,0.999561,0.0,0.0,0.0,0.0,1.00732
Northern Colorado,2011-11-12,0.0,0.0,0.0,0.0,1.03585,0.0,0.0,0.0,0.0,0.982339
Presbyterian College,2011-11-12,0.0,0.0,0.0,0.0,0.97239,0.0,0.0,0.0,0.0,1.04906
Duke,2011-11-12,1.02122,1.02122,1.02122,0.0,1.12488,1.00796,1.00796,1.00796,0.0,0.899751
Green Bay,2011-11-13,0.0,0.0,0.0,0.0,0.992487,0.0,0.0,0.0,0.0,1.02781
Duquesne,2011-11-13,0.845878,0.845878,0.0,0.845878,1.04816,0.960573,0.960573,0.0,0.960573,0.927692
Cleveland State,2011-11-13,0.0,0.0,0.0,0.0,1.04079,0.0,0.0,0.0,0.0,0.95373
Vanderbilt,2011-11-13,1.06923,1.06923,1.06923,0.0,1.08796,0.8773129999999999,0.8773129999999999,0.8773129999999999,0.0,0.969935
Middle Tennessee,2011-11-13,1.06083,1.06083,1.06083,0.0,0.980769,0.941489,0.941489,0.941489,0.0,0.956342
Loyola Marymount,2011-11-13,0.999819,0.999819,0.0,0.999819,0.974494,0.840427,0.840427,0.0,0.840427,1.01745
UC Riverside,2011-11-13,0.0,0.0,0.0,0.0,0.947859,0.0,0.0,0.0,0.0,1.0487799999999998
UTEP,2011-11-13,0.944127,0.944127,0.944127,0.0,1.01584,1.07689,1.07689,1.07689,0.0,0.923759
Bowling Green,2011-11-13,1.00418,1.00418,1.00418,0.0,0.937345,0.765093,0.765093,0.765093,0.0,0.994922
Georgia,2011-11-13,0.939038,0.939038,0.939038,0.0,1.01327,0.742143,0.742143,0.742143,0.0,0.9498
Ball State,2011-11-13,0.0,0.0,0.0,0.0,1.0126700000000002,0.0,0.0,0.0,0.0,0.972164
Arizona,2011-11-13,0.978679,0.978679,0.978679,0.0,1.10421,0.8598389999999999,0.8598389999999999,0.8598389999999999,0.0,0.980676
UNC Wilmington,2011-11-13,0.0,0.0,0.0,0.0,0.994036,0.0,0.0,0.0,0.0,1.04034
Maryland,2011-11-13,0.0,0.0,0.0,0.0,1.04913,0.0,0.0,0.0,0.0,0.922954
George Washington,2011-11-13,0.8349639999999999,0.8349639999999999,0.8349639999999999,0.0,0.979381,0.626223,0.626223,0.626223,0.0,0.986199
California,2011-11-13,1.13507,1.13507,1.13507,0.0,1.01965,0.8255020000000001,0.8255020000000001,0.8255020000000001,0.0,1.01581
UC Davis,2011-11-13,0.962259,0.962259,0.0,0.962259,1.0006,1.01804,1.01804,0.0,1.01804,1.05401
San Diego State,2011-11-13,1.01781,1.01781,1.01781,0.0,1.08172,0.701939,0.701939,0.701939,0.0,0.904564
North Dakota State,2011-11-13,1.03416,1.03416,0.0,1.03416,1.0451700000000002,0.8423940000000001,0.8423940000000001,0.0,0.8423940000000001,1.0174299999999998
Northern Arizona,2011-11-13,0.788512,0.788512,0.0,0.788512,1.0445799999999998,1.03322,1.03322,0.0,1.03322,0.98025
UL Lafayette,2011-11-13,0.951417,0.951417,0.0,0.951417,0.978596,0.97166,0.97166,0.0,0.97166,0.996201
San Francisco,2011-11-13,0.924616,0.924616,0.924616,0.0,0.988389,0.848715,0.848715,0.848715,0.0,1.00659
Georgia State,2011-11-13,0.940429,0.940429,0.0,0.940429,0.936852,1.15647,1.15647,0.0,1.15647,0.970537
Portland,2011-11-13,1.02979,1.02979,0.0,1.02979,1.0658,0.956234,0.956234,0.0,0.956234,1.02828
Florida Atlantic,2011-11-13,0.956234,0.956234,0.0,0.956234,1.00947,1.02979,1.02979,0.0,1.02979,1.00645
Washington,2011-11-13,1.15647,1.15647,1.15647,0.0,1.11926,0.940429,0.940429,0.940429,0.0,0.952541
Rider,2011-11-13,0.787021,0.787021,0.0,0.787021,1.03567,1.14601,1.14601,0.0,1.14601,0.974843
Pittsburgh,2011-11-13,1.45099,1.45099,1.45099,0.0,1.13616,0.912981,0.912981,0.912981,0.0,0.936859
Canisius,2011-11-13,0.0,0.0,0.0,0.0,0.98803,0.0,0.0,0.0,0.0,0.978842
James Madison,2011-11-13,0.0,0.0,0.0,0.0,1.04656,0.0,0.0,0.0,0.0,1.00301
UT Martin,2011-11-13,0.6620689999999999,0.6620689999999999,0.0,0.6620689999999999,0.949222,1.14483,1.14483,0.0,1.14483,1.05779
Ohio,2011-11-13,0.0,0.0,0.0,0.0,1.02924,0.0,0.0,0.0,0.0,1.0071
Jacksonville State,2011-11-13,0.0,0.0,0.0,0.0,0.930585,0.0,0.0,0.0,0.0,1.01944
Marshall,2011-11-13,0.982945,0.982945,0.982945,0.0,1.04274,0.71887,0.71887,0.71887,0.0,0.979649
Chattanooga,2011-11-13,0.0,0.0,0.0,0.0,0.959793,0.0,0.0,0.0,0.0,1.05356
Indiana,2011-11-13,1.3663,1.3663,1.3663,0.0,1.04132,0.939335,0.939335,0.939335,0.0,1.02074
Morehead State,2011-11-13,0.0,0.0,0.0,0.0,1.03209,0.0,0.0,0.0,0.0,0.941988
NC State,2011-11-13,1.06565,1.06565,1.06565,0.0,1.01988,0.951475,0.951475,0.951475,0.0,1.01662
North Carolina,2011-11-13,0.92991,0.92991,0.0,0.92991,1.04072,0.763359,0.763359,0.0,0.763359,0.923515
UNC Asheville,2011-11-13,0.951475,0.951475,0.0,0.951475,0.987307,1.06565,1.06565,0.0,1.06565,0.955646
Northeastern,2011-11-14,0.0,0.0,0.0,0.0,1.0310700000000002,0.0,0.0,0.0,0.0,1.0905200000000002
Massachusetts,2011-11-14,1.00547,1.00547,1.00547,0.0,0.933057,0.7925479999999999,0.7925479999999999,0.7925479999999999,0.0,0.971261
Temple,2011-11-14,0.0,0.0,0.0,0.0,1.04644,0.0,0.0,0.0,0.0,0.926095
Penn,2011-11-14,0.87716,0.87716,0.0,0.87716,0.998417,0.669021,0.669021,0.0,0.669021,1.01873
UCF,2011-11-14,0.0,0.0,0.0,0.0,1.01581,0.0,0.0,0.0,0.0,0.951259
Florida State,2011-11-14,1.09913,1.09913,1.09913,0.0,0.972262,0.932174,0.932174,0.932174,0.0,0.873296
Indiana State,2011-11-14,1.06901,1.06901,1.06901,0.0,0.978805,0.97429,0.97429,0.97429,0.0,0.971126
Louisiana Monroe,2011-11-14,0.526407,0.526407,0.0,0.526407,0.914814,0.831169,0.831169,0.0,0.831169,1.07552
Loyola (CHI),2011-11-14,0.74852,0.74852,0.0,0.74852,1.02784,1.02349,1.02349,0.0,1.02349,0.985827
Kansas State,2011-11-14,0.885609,0.885609,0.885609,0.0,1.0322,0.824108,0.824108,0.824108,0.0,0.944167
Milwaukee,2011-11-14,0.0,0.0,0.0,0.0,1.00575,0.0,0.0,0.0,0.0,1.02084
Northern Illinois,2011-11-14,0.439489,0.439489,0.0,0.439489,0.95432,1.24091,1.24091,0.0,1.24091,1.03554
Towson,2011-11-14,0.7814760000000001,0.7814760000000001,0.0,0.7814760000000001,1.01846,1.44718,1.44718,0.0,1.44718,1.13058
Michigan,2011-11-14,0.0,0.0,0.0,0.0,1.04286,0.0,0.0,0.0,0.0,0.98704
Detroit Mercy,2011-11-14,0.0,0.0,0.0,0.0,1.01423,0.0,0.0,0.0,0.0,1.00094
Notre Dame,2011-11-14,1.13818,1.13818,1.13818,0.0,1.12624,0.953228,0.953228,0.953228,0.0,0.980507
Nevada,2011-11-14,0.69121,0.69121,0.69121,0.0,0.995629,1.02179,1.02179,1.02179,0.0,1.01768
UNLV,2011-11-14,0.0,0.0,0.0,0.0,1.04067,0.0,0.0,0.0,0.0,0.914711
Nebraska,2011-11-14,0.954479,0.954479,0.954479,0.0,0.99713,0.704846,0.704846,0.704846,0.0,0.908872
USC,2011-11-14,0.865858,0.865858,0.865858,0.0,1.00626,0.7740239999999999,0.7740239999999999,0.7740239999999999,0.0,0.952195
UC Irvine,2011-11-14,0.8255020000000001,0.8255020000000001,0.0,0.8255020000000001,0.999924,1.13507,1.13507,0.0,1.13507,1.01895
San Jose State,2011-11-14,0.742459,0.742459,0.0,0.742459,1.00181,1.12797,1.12797,0.0,1.12797,1.02231
Brown,2011-11-14,0.0,0.0,0.0,0.0,1.00608,0.0,0.0,0.0,0.0,1.05076
Albany,2011-11-14,0.912981,0.912981,0.0,0.912981,0.981772,1.45099,1.45099,0.0,1.45099,0.998842
Manhattan,2011-11-14,0.922791,0.922791,0.922791,0.0,0.914561,0.7144189999999999,0.7144189999999999,0.7144189999999999,0.0,1.06142
Syracuse,2011-11-14,1.05745,1.05745,1.05745,0.0,1.07587,0.718522,0.718522,0.718522,0.0,0.928396
Monmouth,2011-11-14,0.836945,0.836945,0.0,0.836945,0.911552,1.26737,1.26737,0.0,1.26737,0.990774
Virginia Tech,2011-11-14,0.916249,0.916249,0.916249,0.0,1.0359200000000002,0.7587689999999999,0.7587689999999999,0.7587689999999999,0.0,0.924522
Florida Intl,2011-11-14,0.0,0.0,0.0,0.0,0.986139,0.0,0.0,0.0,0.0,1.05693
George Mason,2011-11-14,1.02208,1.02208,1.02208,0.0,1.0945,0.999861,0.999861,0.999861,0.0,0.939662
SMU,2011-11-14,0.0,0.0,0.0,0.0,1.02207,0.0,0.0,0.0,0.0,0.999082
Colorado State,2011-11-14,0.97431,0.97431,0.97431,0.0,1.02331,0.882969,0.882969,0.882969,0.0,0.990996
Fresno State,2011-11-14,0.8461540000000001,0.8461540000000001,0.8461540000000001,0.0,0.977999,0.7230770000000001,0.7230770000000001,0.7230770000000001,0.0,0.990091
Stanford,2011-11-14,1.26962,1.26962,1.26962,0.0,0.984483,0.7254970000000001,0.7254970000000001,0.7254970000000001,0.0,0.966305
Georgia State,2011-11-14,0.930874,0.930874,0.0,0.930874,0.936852,1.08257,1.08257,0.0,1.08257,0.970537
Florida Atlantic,2011-11-14,0.917524,0.917524,0.0,0.917524,1.00947,0.991736,0.991736,0.0,0.991736,1.00645
Portland,2011-11-14,1.01256,1.01256,0.0,1.01256,1.0658,0.938111,0.938111,0.0,0.938111,1.02828
Washington,2011-11-14,1.05702,1.05702,1.05702,0.0,1.11926,0.912308,0.912308,0.912308,0.0,0.952541
UNC Greensboro,2011-11-14,0.957629,0.957629,0.0,0.957629,0.965206,1.39844,1.39844,0.0,1.39844,1.09527
Georgetown,2011-11-14,1.23604,1.23604,1.23604,0.0,1.06095,0.8041699999999999,0.8041699999999999,0.8041699999999999,0.0,0.997516
Marist,2011-11-14,0.7530020000000001,0.7530020000000001,0.0,0.7530020000000001,0.885964,1.40214,1.40214,0.0,1.40214,1.06683
South Florida,2011-11-14,1.16025,1.16025,1.16025,0.0,0.94998,1.12221,1.12221,1.12221,0.0,1.02062
Furman,2011-11-14,0.0,0.0,0.0,0.0,1.0446,0.0,0.0,0.0,0.0,0.99427
Columbia,2011-11-14,0.842261,0.842261,0.0,0.842261,1.00643,1.03436,1.03436,0.0,1.03436,1.01221
Providence,2011-11-14,1.11671,1.11671,1.11671,0.0,1.02806,0.946103,0.946103,0.946103,0.0,1.0217
Fairfield,2011-11-14,0.990883,0.990883,0.0,0.990883,0.967227,0.825735,0.825735,0.0,0.825735,0.865555
Tennessee State,2011-11-14,0.5786899999999999,0.5786899999999999,0.0,0.5786899999999999,0.991624,1.11046,1.11046,0.0,1.11046,1.02706
Western Kentucky,2011-11-14,0.8259989999999999,0.8259989999999999,0.8259989999999999,0.0,0.993481,0.974949,0.974949,0.974949,0.0,1.00279
Richmond,2011-11-14,1.06538,1.06538,1.06538,0.0,1.0792,0.903955,0.903955,0.903955,0.0,0.948542
Davidson,2011-11-14,0.0,0.0,0.0,0.0,1.02865,0.0,0.0,0.0,0.0,1.00298
CSU Northridge,2011-11-15,0.7875,0.7875,0.0,0.7875,0.965423,0.95,0.95,0.0,0.95,1.01916
Hawai'i,2011-11-15,1.02656,1.02656,1.02656,0.0,0.976866,0.7997609999999999,0.7997609999999999,0.7997609999999999,0.0,0.957274
Kent State,2011-11-15,0.0,0.0,0.0,0.0,1.01105,0.0,0.0,0.0,0.0,0.959141
West Virginia,2011-11-15,1.03775,1.03775,1.03775,0.0,1.06047,0.94462,0.94462,0.94462,0.0,0.982646
San Diego State,2011-11-15,1.09072,1.09072,1.09072,0.0,1.08172,0.8110470000000001,0.8110470000000001,0.8110470000000001,0.0,0.904564
Baylor,2011-11-15,1.16241,1.16241,1.16241,0.0,1.01593,0.797868,0.797868,0.797868,0.0,0.940096
Rhode Island,2011-11-15,0.999861,0.999861,0.0,0.999861,0.997695,1.02208,1.02208,0.0,1.02208,0.976587
