,Name,date,FTO,FTOlast3,FTOprevSeason,FTD,FTDlast3,FTDprevSeason,Three_O,Three_Olast3,Three_OprevSeason,Three_D,Three_Dlast3,Three_DprevSeason,REBO,REBOlast3,REBOprevSeason,REBD,REBDlast3,REBDprevSeason,REB,REBlast3,REBprevSeason,TOP,TOPlast3,TOPprevSeason,TOFP,TOFPlast3,TOFPprevSeason,POSS,POSSlast3,POSSprevSeason
17643,AR Lit Rock,01/05/2015,22.4417,22.3396,24.3034,0.273402,0.319787,0.34086500000000003,6.81818,8.66667,4.83333,0.400943,0.37735799999999997,0.349325,0.259843,0.29,0.287615,0.685879,0.616162,0.719424,0.461823,0.43668100000000004,0.503458,0.139964,0.136221,0.163571,0.168767,0.13939400000000002,0.158798,70.8909,68.6375,72.555
18684,AR Lit Rock,01/08/2015,22.8014,20.2886,24.3034,0.283204,0.36015,0.34086500000000003,6.83333,8.33333,4.83333,0.40174699999999997,0.403846,0.349325,0.254279,0.272727,0.287615,0.6943699999999999,0.666667,0.719424,0.460571,0.454545,0.503458,0.13783099999999998,0.136745,0.163571,0.168673,0.148297,0.158798,70.5365,69.0042,72.555
19392,AR Lit Rock,01/10/2015,22.6293,22.522,24.3034,0.28802300000000003,0.376372,0.34086500000000003,6.692310000000001,8.0,4.83333,0.393701,0.375,0.349325,0.26,0.28571399999999997,0.287615,0.699029,0.7111109999999999,0.719424,0.469008,0.49537,0.503458,0.138756,0.161742,0.163571,0.164449,0.14218499999999998,0.158798,71.3846,71.0417,72.555
21854,AR Lit Rock,01/17/2015,22.2621,21.5905,24.3034,0.280943,0.309777,0.34086500000000003,6.35714,4.66667,4.83333,0.387454,0.338983,0.349325,0.258947,0.255319,0.287615,0.701124,0.755102,0.719424,0.472868,0.513636,0.503458,0.139486,0.137679,0.163571,0.164106,0.146284,0.158798,70.5875,69.475,72.555
22548,AR Lit Rock,01/19/2015,22.6688,22.1287,24.3034,0.288627,0.31080399999999997,0.34086500000000003,6.13333,3.33333,4.83333,0.37762199999999996,0.280702,0.349325,0.25540300000000005,0.26,0.287615,0.704403,0.7403850000000001,0.719424,0.473206,0.522124,0.503458,0.140166,0.149653,0.163571,0.163974,0.144758,0.158798,70.2875,69.2917,72.555
23613,AR Lit Rock,01/22/2015,22.3173,20.8452,24.3034,0.293311,0.31863400000000003,0.34086500000000003,6.0,3.0,4.83333,0.37666700000000003,0.282609,0.349325,0.264117,0.282828,0.287615,0.711198,0.762887,0.719424,0.478778,0.52381,0.503458,0.139404,0.14242,0.163571,0.16827999999999999,0.186629,0.158798,70.293,65.5625,72.555
24317,AR Lit Rock,01/24/2015,22.177,21.7606,24.3034,0.29241,0.349248,0.34086500000000003,6.11765,5.0,4.83333,0.373089,0.303571,0.349325,0.262887,0.28037399999999996,0.287615,0.714025,0.769231,0.719424,0.48083100000000006,0.5181819999999999,0.503458,0.137708,0.129199,0.163571,0.166985,0.181256,0.158798,70.025,67.4,72.555
26095,AR Lit Rock,01/29/2015,21.7789,17.2765,24.3034,0.294224,0.323905,0.34086500000000003,6.27778,7.0,4.83333,0.376771,0.373134,0.349325,0.256452,0.261261,0.287615,0.723776,0.821053,0.719424,0.47809700000000005,0.502242,0.503458,0.133644,0.101106,0.163571,0.16963599999999998,0.199667,0.158798,70.1493,69.4583,72.555
26782,AR Lit Rock,01/31/2015,22.1065,20.9513,24.3034,0.28887399999999996,0.26404099999999997,0.34086500000000003,6.3684199999999995,8.33333,4.83333,0.379404,0.391304,0.349325,0.253823,0.2,0.287615,0.718802,0.7608699999999999,0.719424,0.47519799999999995,0.455399,0.503458,0.131691,0.08840269999999999,0.163571,0.173458,0.202431,0.158798,69.9961,68.4125,72.555
28537,AR Lit Rock,02/05/2015,22.0009,20.9782,24.3034,0.289534,0.272757,0.34086500000000003,6.35,7.66667,4.83333,0.382872,0.428571,0.349325,0.264234,0.271845,0.287615,0.712264,0.701149,0.719424,0.477551,0.458716,0.503458,0.134484,0.11589200000000001,0.163571,0.171059,0.194826,0.158798,69.77,68.325,72.555
29233,AR Lit Rock,02/07/2015,22.180999999999997,24.7444,24.3034,0.284898,0.22704899999999997,0.34086500000000003,6.2381,6.0,4.83333,0.38106799999999996,0.40678000000000003,0.349325,0.266943,0.330097,0.287615,0.712766,0.6395350000000001,0.719424,0.47622200000000003,0.464455,0.503458,0.13303399999999999,0.129296,0.163571,0.171545,0.183386,0.158798,69.5577,66.0083,72.555
30984,AR Lit Rock,02/12/2015,22.3374,23.935,24.3034,0.288599,0.286754,0.34086500000000003,6.27273,5.66667,4.83333,0.37587,0.35483899999999996,0.349325,0.273936,0.408163,0.287615,0.7126439999999999,0.6736840000000001,0.719424,0.48191999999999996,0.525822,0.503458,0.134829,0.155047,0.163571,0.168398,0.134416,0.158798,69.1869,64.0625,72.555
31682,AR Lit Rock,02/14/2015,22.4151,25.3453,24.3034,0.290931,0.300992,0.34086500000000003,6.17391,5.0,4.83333,0.374449,0.315789,0.349325,0.272144,0.329787,0.287615,0.718019,0.758242,0.719424,0.48379399999999995,0.530612,0.503458,0.13631300000000002,0.14894300000000002,0.163571,0.169107,0.155056,0.158798,69.2467,65.7583,72.555
33433,AR Lit Rock,02/19/2015,22.4756,24.5927,24.3034,0.292484,0.347539,0.34086500000000003,6.29167,6.66667,4.83333,0.37605,0.34375,0.349325,0.27518400000000004,0.340659,0.287615,0.717507,0.75,0.719424,0.48383400000000004,0.543147,0.503458,0.13824,0.17498,0.163571,0.17261400000000002,0.180368,0.158798,69.3344,67.7708,72.555
34150,AR Lit Rock,02/21/2015,22.2414,21.5264,24.3034,0.286225,0.26825,0.34086500000000003,6.36,7.0,4.83333,0.37551,0.372881,0.349325,0.27381,0.272727,0.287615,0.7162850000000001,0.744444,0.719424,0.48302700000000004,0.492228,0.503458,0.136467,0.148862,0.163571,0.17286400000000002,0.206684,0.158798,69.0605,68.1333,72.555
35908,AR Lit Rock,02/26/2015,22.1254,19.7844,24.3034,0.288005,0.264426,0.34086500000000003,6.38462,8.0,4.83333,0.369863,0.333333,0.349325,0.275029,0.3,0.287615,0.717258,0.7111109999999999,0.719424,0.48523900000000003,0.497462,0.503458,0.13801300000000002,0.151701,0.163571,0.172209,0.197199,0.158798,68.8385,65.7083,72.555
36609,AR Lit Rock,02/28/2015,22.1419,19.3188,24.3034,0.287044,0.24139499999999997,0.34086500000000003,6.66667,9.66667,4.83333,0.366224,0.27451,0.349325,0.27716199999999996,0.295455,0.287615,0.716312,0.706522,0.719424,0.48549200000000003,0.5,0.503458,0.136446,0.12123900000000001,0.163571,0.170417,0.151989,0.158798,68.9157,65.5667,72.555
38374,AR Lit Rock,03/05/2015,21.7698,17.7548,24.3034,0.28778000000000004,0.301201,0.34086500000000003,6.892860000000001,11.3333,4.83333,0.36531399999999997,0.269231,0.349325,0.275936,0.29473699999999997,0.287615,0.716916,0.722892,0.719424,0.484666,0.5,0.503458,0.13761400000000001,0.14733800000000002,0.163571,0.171013,0.15503,0.158798,68.9027,67.5875,72.555
40845,AR Lit Rock,03/12/2015,21.4972,16.034000000000002,24.3034,0.288366,0.291542,0.34086500000000003,6.931030000000001,11.6667,4.83333,0.367673,0.346154,0.349325,0.271503,0.239583,0.287615,0.714765,0.688312,0.719424,0.48072200000000004,0.43548400000000004,0.503458,0.135541,0.11363,0.163571,0.17106500000000002,0.161001,0.158798,68.8142,68.6042,72.555
48930,AR Lit Rock,04/06/2015,21.1369,12.0919,24.3034,0.285901,0.27541,0.34086500000000003,6.933330000000001,9.33333,4.83333,0.36286199999999996,0.333333,0.349325,0.269307,0.203704,0.287615,0.716143,0.714286,0.719424,0.478893,0.415842,0.503458,0.134218,0.11366099999999998,0.163571,0.172571,0.19235,0.158798,68.9158,68.9167,72.555
1746,AR Lit Rock,11/18/2014,0.0,0.0,24.3034,0.0,0.0,0.34086500000000003,0.0,0.0,4.83333,0.0,0.0,0.349325,0.0,0.0,0.287615,0.0,0.0,0.719424,0.0,0.0,0.503458,0.0,0.0,0.163571,0.0,0.0,0.158798,0.0,0.0,72.555
3019,AR Lit Rock,11/22/2014,18.12,18.12,24.3034,0.22405799999999998,0.22405799999999998,0.34086500000000003,6.0,6.0,4.83333,0.35,0.35,0.349325,0.175,0.175,0.287615,0.636364,0.636364,0.719424,0.4125,0.4125,0.503458,0.166147,0.166147,0.163571,0.123232,0.123232,0.158798,77.2625,77.2625,72.555
3294,AR Lit Rock,11/23/2014,21.8272,21.8272,24.3034,0.22575,0.22575,0.34086500000000003,6.0,6.0,4.83333,0.372093,0.372093,0.349325,0.19697,0.19697,0.287615,0.643836,0.643836,0.719424,0.449664,0.449664,0.503458,0.213171,0.213171,0.163571,0.163668,0.163668,0.158798,75.5938,75.5938,72.555
5303,AR Lit Rock,11/29/2014,26.3461,26.3461,24.3034,0.23262199999999997,0.23262199999999997,0.34086500000000003,5.33333,5.33333,4.83333,0.333333,0.333333,0.349325,0.25217399999999995,0.25217399999999995,0.287615,0.681416,0.681416,0.719424,0.479508,0.479508,0.503458,0.16037300000000002,0.16037300000000002,0.163571,0.15629300000000002,0.15629300000000002,0.158798,79.7083,79.7083,72.555
7042,AR Lit Rock,12/04/2014,27.1691,30.1838,24.3034,0.214179,0.210799,0.34086500000000003,5.0,4.66667,4.83333,0.364706,0.369231,0.349325,0.25,0.28,0.287615,0.705036,0.7264149999999999,0.719424,0.491749,0.520179,0.503458,0.151086,0.146203,0.163571,0.165631,0.180137,0.158798,77.2937,77.3042,72.555
8106,AR Lit Rock,12/07/2014,25.9566,28.7624,24.3034,0.21598299999999998,0.20875700000000003,0.34086500000000003,5.8,5.66667,4.83333,0.37963,0.384615,0.349325,0.24096399999999998,0.27,0.287615,0.736196,0.8111109999999999,0.719424,0.494475,0.525822,0.503458,0.14261500000000002,0.09618760000000001,0.163571,0.163187,0.162831,0.158798,74.74,74.1708,72.555
10569,AR Lit Rock,12/14/2014,24.9585,23.3449,24.3034,0.25774400000000003,0.289505,0.34086500000000003,6.66667,8.0,4.83333,0.41269799999999995,0.48484799999999995,0.349325,0.24056599999999997,0.226804,0.287615,0.741935,0.835616,0.719424,0.481735,0.48453599999999997,0.503458,0.129101,0.09226210000000001,0.163571,0.170476,0.188408,0.158798,74.1229,68.5375,72.555
13037,AR Lit Rock,12/21/2014,24.1017,19.3873,24.3034,0.24810500000000002,0.301581,0.34086500000000003,6.42857,8.33333,4.83333,0.410959,0.47541000000000005,0.349325,0.251029,0.252427,0.287615,0.719457,0.7439020000000001,0.719424,0.476654,0.45497600000000005,0.503458,0.133021,0.105651,0.163571,0.17472200000000002,0.189051,0.158798,72.9054,67.0542,72.555
13443,AR Lit Rock,12/22/2014,22.4783,15.985,24.3034,0.255859,0.328677,0.34086500000000003,6.125,6.66667,4.83333,0.40880500000000003,0.470588,0.349325,0.24911,0.26087,0.287615,0.7137100000000001,0.670588,0.719424,0.47169799999999995,0.434389,0.503458,0.141329,0.139017,0.163571,0.179876,0.210353,0.158798,71.7359,66.7292,72.555
