Name,FTO,FTD,Three_O,Three_D,REBO,REBD,REB,TOP,TOFP,POSS
Texas A&M,17.84,0.218749,6.125,0.351124,0.385714,0.711986,0.54632,0.175538,0.147144,69.3664
Oral Roberts,17.8238,0.216881,7.0,0.40404,0.238676,0.694794,0.47054,0.156236,0.146235,73.2662
UCLA,17.8183,0.191641,10.8421,0.361702,0.274611,0.724832,0.5218,0.141028,0.144929,77.0941
NC-Wilmgton,17.8136,0.271589,9.17647,0.35124,0.315697,0.709677,0.49569,0.117864,0.201689,72.3176
Jackson St,17.7815,0.346317,6.4,0.342561,0.324226,0.732394,0.498597,0.148004,0.181993,67.8608
Illinois St,17.7712,0.246684,8.82353,0.312336,0.294118,0.737478,0.515841,0.160246,0.165706,69.511
Prairie View,17.7591,0.347574,5.875,0.370861,0.180113,0.648305,0.4125,0.16706,0.175697,71.4422
Wisconsin,17.7089,0.189345,8.17647,0.346278,0.360721,0.801136,0.582747,0.141145,0.179799,67.7625
W Michigan,17.6775,0.227856,6.2,0.380062,0.290456,0.737089,0.502012,0.159853,0.168597,72.4083
Indiana St,17.6362,0.276558,8.47059,0.369697,0.204147,0.687107,0.456318,0.150517,0.155438,75.7132
S Florida,17.5817,0.278804,5.5,0.35809,0.291188,0.691336,0.494983,0.199089,0.16213,71.8078
N Florida,17.5703,0.267242,8.3125,0.417178,0.291902,0.679834,0.492589,0.201782,0.159144,73.6328
Drexel,17.5628,0.268828,7.52941,0.377095,0.319149,0.71719,0.50237,0.161178,0.164517,75.025
Idaho State,17.5473,0.255155,8.33333,0.371681,0.184584,0.68254,0.424303,0.190835,0.161925,72.1858
Delaware,17.4986,0.269508,6.0,0.336658,0.265018,0.738053,0.506053,0.16943,0.128227,67.9044
Portland St,17.474,0.229879,8.33333,0.388889,0.2725,0.703297,0.477086,0.141325,0.194513,75.8271
Yale,17.4641,0.228985,8.07143,0.305369,0.293023,0.744136,0.525628,0.169236,0.142098,70.3482
Morehead St,17.459,0.31344,7.625,0.408046,0.330813,0.719745,0.51,0.155074,0.173796,74.1023
Missouri St,17.4115,0.245141,8.61111,0.334311,0.326203,0.767098,0.535596,0.149625,0.163183,68.9201
NC A&T,17.3841,0.286075,5.4375,0.36338,0.291667,0.644135,0.481884,0.196089,0.134148,66.1523
Fla Gulf Cst,17.3741,0.271351,7.0625,0.310241,0.315673,0.730469,0.53508,0.174654,0.132502,70.1477
TX-Pan Am,17.3426,0.33118,8.83333,0.35014,0.299187,0.669381,0.48415,0.185338,0.172066,78.8042
Temple,17.3313,0.234305,8.52632,0.350617,0.248834,0.717105,0.479482,0.140508,0.161657,71.3645
Kennesaw St,17.3188,0.262723,6.94118,0.400641,0.316901,0.725926,0.511392,0.174484,0.152409,72.3456
Michigan St,17.3071,0.254285,7.78947,0.340845,0.274956,0.758569,0.526161,0.182897,0.147948,71.1605
Mercer,17.3052,0.299361,7.82353,0.352217,0.319312,0.711359,0.522553,0.157603,0.127738,65.9441
Middle Tenn,17.2991,0.283038,6.70588,0.349112,0.272553,0.786408,0.529464,0.138046,0.187906,68.3478
E Illinois,17.2978,0.289059,8.625,0.325733,0.286885,0.686813,0.475541,0.143369,0.193935,74.0703
Navy,17.2549,0.238724,6.82353,0.373913,0.332061,0.75641,0.524725,0.194002,0.209788,66.4772
St Marys,17.1429,0.205415,9.0,0.315353,0.336245,0.813953,0.584762,0.155546,0.140095,62.7941
Central Conn,17.1299,0.22819,4.05882,0.396067,0.268382,0.686475,0.468158,0.180347,0.177147,69.3662
NC Central,17.1205,0.215382,7.07143,0.305648,0.244755,0.701613,0.487757,0.173945,0.177014,71.3429
Detroit,17.0593,0.339126,7.0,0.370149,0.23964,0.690021,0.457066,0.178218,0.171394,76.2047
NC-Grnsboro,17.0551,0.252747,8.5625,0.369565,0.336016,0.703557,0.524514,0.185073,0.183599,69.2609
Fordham,17.0302,0.272011,7.76471,0.358663,0.206093,0.711752,0.431942,0.173696,0.240859,69.7721
NC-Asheville,17.0275,0.226619,8.11765,0.347222,0.226277,0.695733,0.459003,0.139314,0.202495,70.8199
TX El Paso,17.0252,0.289474,5.75,0.369318,0.217899,0.757638,0.483989,0.185309,0.166883,71.5852
Cincinnati,17.0038,0.193379,7.0,0.299735,0.343925,0.733002,0.534884,0.13209,0.166808,70.2265
St Fran (NY),16.9969,0.322084,8.11111,0.361111,0.268012,0.687732,0.448251,0.142534,0.168906,71.9083
Loyola-Chi,16.9715,0.226558,8.0,0.378788,0.149254,0.742633,0.46305,0.145097,0.187785,69.6669
Georgia St,16.9454,0.277032,7.0,0.330532,0.326797,0.71789,0.513007,0.189035,0.193567,71.6589
Boston U,16.9287,0.256568,9.6875,0.352941,0.293333,0.732839,0.509402,0.172282,0.160547,72.3625
W Illinois,16.9157,0.296099,9.46667,0.428044,0.187123,0.754,0.475564,0.173664,0.120942,71.7283
Cleveland St,16.8838,0.294324,6.76471,0.362275,0.25222,0.677606,0.456613,0.179821,0.190233,72.1191
Mt St Marys,16.8695,0.246225,7.47368,0.336667,0.19739,0.652174,0.425743,0.16502,0.171203,71.1342
Jksnville St,16.8405,0.257841,7.27778,0.429348,0.306238,0.731922,0.52381,0.17405,0.145128,66.9681
U Mass,16.7971,0.312905,7.61111,0.322086,0.252046,0.728707,0.490385,0.177177,0.181562,76.7326
Connecticut,16.6939,0.243726,6.0625,0.310811,0.273622,0.738889,0.502099,0.164357,0.146396,68.8875
Radford,16.6824,0.223116,8.0625,0.357143,0.346821,0.726027,0.527923,0.210819,0.133073,69.6844
UC Irvine,16.6428,0.301042,6.66667,0.330667,0.273369,0.764136,0.531882,0.18571,0.138393,69.7667
VA Military,16.6306,0.299599,8.92857,0.437956,0.248421,0.708029,0.460499,0.17381,0.146669,71.2973
Florida A&M,16.6111,0.256153,6.4,0.382749,0.225926,0.660455,0.441681,0.169851,0.164397,76.2542
Norfolk St,16.5856,0.293715,5.8,0.377976,0.229412,0.733051,0.476235,0.174713,0.14105,71.95
Saint Louis,16.5786,0.272459,6.88235,0.34593,0.188948,0.742537,0.47561,0.18534,0.139607,70.2537
Holy Cross,16.5687,0.194048,7.89474,0.346341,0.162476,0.691992,0.420161,0.160278,0.218583,62.8961
Grambling St,16.5131,0.268587,5.73333,0.391304,0.278085,0.661017,0.45446,0.179617,0.198204,73.0733
Princeton,16.4766,0.274409,9.93333,0.339041,0.22547,0.773913,0.493124,0.138485,0.170842,68.38
Binghamton,16.4675,0.235589,7.5,0.347003,0.203095,0.734531,0.467087,0.170951,0.156794,70.2141
IPFW,16.4544,0.209142,10.5,0.377129,0.296935,0.760223,0.529974,0.162741,0.170249,77.107
Abilene Christian,16.4134,0.29393,6.30769,0.3125,0.182051,0.686461,0.442938,0.199584,0.188077,71.2365
SC Upstate,16.3465,0.220266,8.8125,0.333333,0.305206,0.702564,0.506073,0.156838,0.123289,72.2633
Creighton,16.2137,0.174747,8.82353,0.325581,0.234216,0.716172,0.493322,0.14137,0.167785,74.3743
Coppin State,16.0806,0.253686,6.47059,0.368421,0.250379,0.641366,0.440213,0.162605,0.166974,70.9662
N Colorado,16.0785,0.226705,8.2,0.338753,0.238384,0.764591,0.50669,0.187062,0.148136,73.39
Stetson,16.0317,0.230632,8.0625,0.341737,0.171849,0.669535,0.429899,0.138999,0.131988,77.9703
UC Riverside,15.9674,0.243225,6.07692,0.351254,0.237136,0.737349,0.476645,0.17792,0.161196,72.2625
LSU,15.9667,0.252292,6.5,0.351801,0.303867,0.711986,0.5033,0.171846,0.152549,75.1562
Savannah St,15.837,0.221274,13.3333,0.360784,0.221691,0.638047,0.438491,0.164639,0.142437,86.2958
CS Bakersfld,15.8218,0.325089,7.2,0.357143,0.339286,0.710262,0.521898,0.180885,0.194058,70.7883
Youngs St,15.7177,0.220134,7.11765,0.331646,0.216772,0.694491,0.461653,0.141814,0.148078,78.2184
Army,15.6433,0.231948,9.17647,0.314448,0.228319,0.758503,0.5,0.167724,0.152039,74.8301
S Mississippi,15.6035,0.243435,6.06667,0.365994,0.194882,0.742072,0.468126,0.181876,0.152575,69.6425
Coastal Car,15.537,0.225991,8.75,0.354212,0.284956,0.75,0.527464,0.166782,0.133118,72.0055
St Fran (PA),15.5366,0.195445,8.0,0.380829,0.268293,0.720307,0.49827,0.190613,0.168383,74.0188
Colgate,15.5204,0.292927,8.11111,0.390977,0.242685,0.740809,0.484578,0.184226,0.153875,70.8743
Maryland ES,15.5032,0.318446,7.375,0.369628,0.246429,0.689805,0.445333,0.153931,0.169052,70.55
Belmont,15.4579,0.241266,10.4,0.316151,0.265086,0.757202,0.51133,0.169689,0.151846,71.1608
Alcorn State,15.3647,0.323379,5.69231,0.331858,0.252632,0.738499,0.483316,0.187285,0.155949,72.0933
Alabama St,15.3409,0.291802,6.25,0.342466,0.320819,0.684848,0.489609,0.194861,0.182188,72.9258
Loyola Mymt,15.1587,0.271777,6.5625,0.365696,0.323353,0.722567,0.507623,0.162783,0.169564,70.5039
San Fransco,15.1579,0.225716,9.61111,0.354286,0.253165,0.733777,0.496403,0.158466,0.165294,71.1035
Cal Poly,15.153,0.304915,8.26667,0.399142,0.235052,0.697337,0.457,0.145979,0.165601,67.7533
Beth-Cook,15.1094,0.294461,6.53333,0.346032,0.288625,0.660832,0.457069,0.1428,0.160972,74.5675
Chicago St,15.0577,0.253745,7.0,0.361472,0.246933,0.695886,0.452703,0.160201,0.159894,70.4694
Miss Val St,15.0551,0.242123,5.94118,0.407745,0.23817,0.651923,0.428345,0.166235,0.168314,74.6279
LA Monroe,15.0388,0.278572,7.13333,0.335526,0.266925,0.719745,0.48895,0.171278,0.155501,71.3708
Virginia,14.9302,0.224573,6.9375,0.33,0.284689,0.76701,0.538308,0.13972,0.197732,62.7922
Maine,14.9216,0.259027,7.27778,0.394521,0.271429,0.709386,0.481197,0.158466,0.151963,71.4847
Delaware St,14.6838,0.260336,7.5,0.365039,0.232645,0.591398,0.415921,0.178731,0.176602,70.2305
Elon,14.6769,0.210749,10.0,0.318801,0.236264,0.719064,0.491071,0.161725,0.133982,71.3404
Cornell,14.5116,0.233857,9.2,0.371237,0.184959,0.746032,0.46832,0.170622,0.130992,74.4233
Ark Pine Bl,14.5053,0.366297,6.5625,0.340426,0.269084,0.639913,0.44977,0.217051,0.207568,71.5258
UCSB,14.4741,0.248154,5.85714,0.356589,0.32973,0.731235,0.49675,0.142604,0.152006,70.0759
U Penn,14.3844,0.255379,8.14286,0.347826,0.243421,0.708061,0.477912,0.169865,0.181764,69.0232
WI-Milwkee,14.2436,0.227101,8.11765,0.350975,0.231343,0.75102,0.484545,0.162524,0.158812,66.9029
Lafayette,14.0877,0.217103,7.5625,0.402878,0.170455,0.716535,0.447907,0.191367,0.159769,72.7586
Iowa State,14.0586,0.156934,9.0,0.325459,0.279863,0.724662,0.507558,0.115394,0.182103,74.243
Presbyterian,13.9989,0.254972,6.06667,0.404199,0.271008,0.669065,0.47006,0.190983,0.14495,67.1483
American,13.9406,0.296117,5.35294,0.387097,0.206262,0.746964,0.465889,0.167338,0.178139,67.9353
Pepperdine,13.6032,0.230721,5.88235,0.428571,0.240741,0.736328,0.488372,0.172754,0.134278,71.35
W Carolina,13.5776,0.342203,6.125,0.342767,0.30648,0.70894,0.495712,0.211667,0.161177,69.968
Santa Clara,13.4571,0.238702,9.83333,0.393443,0.181979,0.775281,0.472481,0.143095,0.172984,66.8792
S Car State,13.3441,0.267684,5.07692,0.337931,0.227166,0.616622,0.428571,0.164613,0.128565,69.175
Longwood,13.3253,0.220787,7.33333,0.38535,0.183223,0.658537,0.44084,0.21465,0.147983,73.0442
