Name,TOFP,TOP,POSS,REBD,FTD,Three_D,REB,REBO,Three_O,FTO
Lipscomb,0.153941,0.164093,76.7367,0.716153,0.259054,0.369811,0.482419,0.247672,9.74194,19.2951
Georgetown,0.140153,0.166278,71.3367,0.73412,0.342638,0.348511,0.508394,0.2643,7.90909,22.4713
Iona,0.165523,0.152588,74.3049,0.71441,0.26052,0.357939,0.496737,0.281393,9.90909,18.8821
Vermont,0.145501,0.168734,70.6691,0.737719,0.270716,0.369942,0.515631,0.258341,6.72222,21.2257
Beth-Cook,0.148824,0.155655,70.9575,0.658052,0.252758,0.346395,0.479076,0.300094,7.66667,17.7571
Purdue,0.119834,0.149425,70.3164,0.798069,0.217914,0.314204,0.573302,0.325427,7.65714,21.8604
NC A&T,0.155786,0.167675,71.5113,0.698869,0.333885,0.3375,0.488064,0.284304,6.25806,21.0208
Penn State,0.153313,0.145566,68.5305,0.742886,0.302947,0.365854,0.490491,0.269991,6.59375,19.6993
Holy Cross,0.171122,0.148755,67.1629,0.721,0.23805,0.35733,0.456399,0.205882,7.17143,19.8239
Houston,0.155315,0.129037,69.3645,0.693309,0.260819,0.303266,0.514996,0.350145,6.71875,21.0392
Hampton,0.146195,0.157487,74.8254,0.742995,0.258355,0.337662,0.529387,0.325497,6.48387,22.2022
Portland,0.157901,0.144963,74.8569,0.684105,0.290371,0.384615,0.478012,0.272296,8.87097,19.1333
Albany,0.163893,0.157636,69.7977,0.753528,0.200759,0.308642,0.553411,0.33822,5.78125,26.147
WI-Grn Bay,0.182592,0.134782,79.6188,0.705831,0.2509,0.36326,0.485971,0.293607,7.14706,22.6077
Maryland ES,0.167188,0.203163,70.3673,0.719823,0.333965,0.352848,0.506286,0.285714,6.19355,20.0331
Youngs St,0.134285,0.139703,76.8546,0.670565,0.243225,0.346424,0.441228,0.2,8.23333,17.5223
N Arizona,0.153635,0.161007,73.7924,0.714773,0.24944,0.399371,0.450172,0.206381,7.17857,19.9401
Coppin State,0.15205,0.1505,75.5289,0.669065,0.302507,0.367491,0.468736,0.289746,7.7931,21.5492
Bucknell,0.156174,0.163907,74.3737,0.734796,0.290724,0.351822,0.511955,0.273595,7.36667,24.2917
Citadel,0.165516,0.148087,83.0293,0.65194,0.303935,0.351946,0.43443,0.237598,11.069,18.9381
Idaho State,0.15178,0.16319,72.9121,0.730612,0.25647,0.340611,0.481535,0.217801,7.62069,21.8497
Oregon St,0.166329,0.142798,70.1617,0.69495,0.275332,0.324444,0.482337,0.266601,6.83871,20.5516
Connecticut,0.154186,0.140829,68.9812,0.743632,0.257215,0.326087,0.511408,0.264815,7.08333,19.6511
W Illinois,0.133926,0.161103,69.7984,0.746819,0.305737,0.390777,0.494076,0.239744,6.70833,18.3863
N Illinois,0.173299,0.158108,70.9796,0.743802,0.286449,0.351796,0.518012,0.296559,7.06667,22.4478
Drexel,0.159502,0.145336,67.3163,0.736534,0.324796,0.364754,0.476494,0.256972,5.46667,20.9459
TX-Pan Am,0.12066,0.155931,69.75,0.656422,0.239499,0.350097,0.438253,0.220153,7.0,16.1954
Drake,0.127119,0.180949,68.1733,0.742072,0.231959,0.37746,0.497249,0.221077,6.96667,19.0201
Missouri St,0.15389,0.16176,71.0903,0.74375,0.248592,0.372204,0.492497,0.259152,5.29032,21.1453
Missouri,0.140089,0.158952,70.8153,0.719962,0.293023,0.336182,0.490491,0.251246,5.64516,22.184
E Tenn St,0.153468,0.158691,72.8346,0.716696,0.283325,0.34143,0.490767,0.262681,8.29412,19.787
Cincinnati,0.172495,0.135754,68.8057,0.716727,0.199181,0.357143,0.531932,0.358696,7.63636,20.4352
Fla Atlantic,0.141397,0.156538,70.5028,0.687008,0.274806,0.353712,0.448122,0.200573,7.09677,18.7135
Air Force,0.170128,0.167218,71.5062,0.741309,0.263532,0.348866,0.479011,0.220528,6.3,20.511
Bradley,0.149599,0.22197,68.9577,0.752556,0.35761,0.345351,0.489729,0.232,5.16129,18.6182
Troy,0.151411,0.145031,71.4629,0.695198,0.254607,0.362153,0.479761,0.260827,6.86207,19.6871
St Peters,0.155743,0.167966,68.1937,0.75435,0.233177,0.340524,0.521287,0.297521,6.1,18.7212
Gonzaga,0.129847,0.147347,69.8971,0.758373,0.216047,0.303468,0.549184,0.300584,7.77143,21.501
Army,0.141853,0.158565,75.3742,0.746479,0.23815,0.350534,0.519792,0.297578,8.96875,18.3667
Belmont,0.14228,0.172822,74.0843,0.697907,0.270104,0.353293,0.492166,0.25,10.6452,19.6812
St Fran (NY),0.160326,0.17272,68.898,0.719192,0.252295,0.331081,0.504867,0.30352,7.25806,19.524
Siena,0.148653,0.187057,74.3397,0.726098,0.275518,0.321023,0.553884,0.371511,6.32353,23.1845
Illinois St,0.177559,0.159139,69.3496,0.736025,0.266546,0.319149,0.50206,0.278107,7.41935,17.3036
Geo Wshgtn,0.151902,0.140919,69.5793,0.743489,0.202424,0.32956,0.536658,0.319562,7.07895,24.4326
IPFW,0.138368,0.150949,72.3562,0.762927,0.225922,0.386707,0.507304,0.247813,10.3125,19.6078
Pittsburgh,0.149278,0.146675,68.2625,0.751468,0.238271,0.353896,0.548903,0.349544,6.1875,23.0727
Furman,0.16768,0.176904,67.6303,0.734064,0.268129,0.349606,0.518704,0.301328,7.0,23.2548
Lg Beach St,0.171714,0.150452,72.9144,0.718095,0.272003,0.349854,0.479322,0.264602,8.18182,20.9045
Bryant,0.136173,0.174265,70.1579,0.671702,0.236554,0.327446,0.462666,0.245788,6.23333,14.206
Syracuse,0.169625,0.152126,67.2328,0.665571,0.205554,0.306509,0.4929,0.318709,8.51351,20.3408
Quinnipiac,0.15015,0.175576,72.885,0.734574,0.286464,0.309609,0.535449,0.371806,7.63333,15.7325
Maryland BC,0.169812,0.156386,72.7184,0.714286,0.272238,0.38024,0.47127,0.214567,6.75,22.1316
Rhode Island,0.167021,0.150492,67.6859,0.773605,0.278508,0.333333,0.518553,0.287149,6.65625,20.4529
High Point,0.179803,0.136819,68.6366,0.693567,0.230414,0.347403,0.499478,0.303511,5.96552,22.3064
Radford,0.147614,0.161224,70.4056,0.722595,0.251118,0.339147,0.514756,0.319876,7.13793,16.0646
Duquesne,0.134792,0.165459,75.4591,0.731648,0.283419,0.402036,0.508294,0.261261,9.57576,18.5531
Monmouth,0.172488,0.143143,76.274,0.712225,0.262732,0.314193,0.496799,0.258246,7.83333,23.7812
Cal Poly,0.138096,0.129872,70.4772,0.733333,0.290729,0.4,0.494332,0.280899,8.0,20.422
Cornell,0.167271,0.1594,74.7981,0.651007,0.254766,0.363636,0.426383,0.202703,8.33333,16.8849
Nicholls St,0.154938,0.194783,73.2415,0.669931,0.282264,0.359191,0.452855,0.234834,6.29032,19.8195
TX Christian,0.181641,0.179121,71.4724,0.705589,0.281506,0.347759,0.479914,0.278276,5.66667,23.4886
Fairfield,0.160711,0.156007,75.3652,0.682717,0.247195,0.336898,0.460611,0.227273,8.87879,19.2598
Arkansas,0.168693,0.132575,74.5398,0.712676,0.293541,0.358696,0.5,0.276498,6.75,21.7585
NW State,0.157152,0.171747,76.8208,0.627907,0.260356,0.371197,0.443483,0.251889,7.16667,21.3701
Dayton,0.159248,0.16239,70.8837,0.781882,0.238872,0.349206,0.53196,0.263258,6.69697,21.3752
SE Missouri,0.162037,0.171374,73.1005,0.710956,0.231803,0.347068,0.479302,0.268612,5.0,18.3917
Binghamton,0.160138,0.181188,68.9333,0.734375,0.247955,0.336634,0.480056,0.23996,5.7,19.2456
Old Dominion,0.149495,0.119325,64.8852,0.757353,0.259897,0.315143,0.54532,0.349718,4.18421,19.1026
Sam Hous St,0.167394,0.145554,70.3621,0.768478,0.305956,0.356452,0.509943,0.271055,7.76667,20.9867
TX-Arlington,0.176255,0.156462,75.2691,0.760563,0.294928,0.337469,0.548063,0.350649,8.73529,20.5146
Detroit,0.150909,0.153751,77.0194,0.724947,0.322689,0.356013,0.509246,0.304523,7.51724,22.7887
St Bonavent,0.161214,0.142288,71.5484,0.685714,0.266456,0.320117,0.492844,0.293939,8.25806,23.8503
Austin Peay,0.161038,0.174772,72.6581,0.709417,0.228316,0.364428,0.510025,0.30187,6.14706,24.2069
Rutgers,0.134849,0.166229,74.1177,0.659963,0.224749,0.373752,0.449684,0.219012,5.03226,18.6277
S Carolina,0.176696,0.158257,73.6216,0.727109,0.265592,0.358418,0.540816,0.356498,6.30303,24.1612
Murray St,0.170631,0.155589,66.1565,0.751834,0.283285,0.361446,0.504875,0.27797,7.27586,19.9631
Fresno St,0.18301,0.129562,72.6314,0.725508,0.312194,0.330056,0.496689,0.279965,6.30303,21.9039
W Michigan,0.151494,0.153736,71.6246,0.764894,0.27598,0.355714,0.518744,0.284855,5.83333,24.8053
Massachusetts Lowell,0.165886,0.19031,76.0103,0.687638,0.271639,0.371048,0.46445,0.232816,8.25,17.2909
Boise State,0.180021,0.1444,72.2017,0.758621,0.256394,0.360258,0.501484,0.252665,7.96667,23.0373
Colgate,0.168551,0.161322,67.8267,0.711268,0.291011,0.375439,0.474097,0.238624,8.65517,16.472
USC,0.140982,0.143471,75.3688,0.702703,0.213517,0.324607,0.511086,0.297966,7.82353,19.7851
S Mississippi,0.153479,0.180867,67.144,0.7162,0.278119,0.355487,0.468767,0.208485,8.92593,19.4717
Florida Intl,0.121819,0.167562,69.4454,0.722915,0.268087,0.330882,0.519088,0.289417,5.76667,19.1997
AR Lit Rock,0.182198,0.135739,66.3292,0.738118,0.26679,0.308588,0.492377,0.256231,7.42424,19.1424
UNLV,0.167939,0.165332,77.2419,0.729805,0.282257,0.327273,0.49036,0.267956,7.58065,21.967
U Penn,0.143292,0.16812,70.2384,0.709497,0.247631,0.347913,0.48922,0.262092,7.03704,17.401
Arkansas St,0.125884,0.155517,75.8341,0.708409,0.281949,0.355588,0.492934,0.266272,5.86207,23.1449
Manhattan,0.197009,0.184217,71.1032,0.686947,0.309183,0.33652,0.451454,0.215481,7.48387,22.0034
Weber State,0.136986,0.174673,70.4004,0.760736,0.214584,0.35619,0.519342,0.253049,7.875,23.1266
Utah,0.133144,0.157892,69.6396,0.742591,0.18093,0.371179,0.52716,0.285429,7.48571,21.7856
Ohio State,0.148062,0.161196,70.3036,0.736928,0.227124,0.333766,0.513482,0.285838,6.25714,19.9543
Jacksonville,0.153739,0.138043,74.5214,0.763417,0.245375,0.365889,0.494782,0.247734,8.46429,17.4446
Stanford,0.169983,0.150187,69.3384,0.703535,0.279636,0.368679,0.488789,0.289502,5.65517,24.5175
Morgan St,0.177006,0.143705,71.4846,0.666311,0.265713,0.311688,0.47088,0.275829,5.16667,20.5172
Longwood,0.152006,0.179301,69.4617,0.73224,0.264508,0.382271,0.503458,0.280488,6.5,18.8113
NC State,0.127472,0.133894,70.5019,0.711111,0.225527,0.37415,0.526825,0.34629,6.27273,23.3392
Oakland,0.142243,0.131987,76.2579,0.71485,0.239272,0.349306,0.51636,0.299239,9.02857,26.3392
Fordham,0.198591,0.174392,70.4475,0.759116,0.273652,0.333871,0.51268,0.288136,7.86667,18.3588
Miss Val St,0.163404,0.160455,74.42,0.668629,0.252443,0.30303,0.456881,0.244898,5.11429,17.7372
Texas Tech,0.159619,0.1534,69.1008,0.708333,0.23923,0.356006,0.501385,0.292147,5.78125,24.8731
