Name,TOFP,TOP,POSS,REBD,FTD,Three_D,REB,REBO,Three_O,FTO
Georgetown,0.156452,0.154194,67.1011,0.70428,0.354599,0.332787,0.504344,0.298554,5.45455,25.3801
Iona,0.140842,0.131289,72.917,0.661276,0.22276,0.340625,0.464119,0.24466,10.2424,21.9427
Vermont,0.176086,0.156614,65.1375,0.740022,0.279614,0.324853,0.534247,0.318182,5.74194,25.9005
Beth-Cook,0.164716,0.167686,65.0479,0.632335,0.355113,0.353057,0.457474,0.285256,6.8,19.8315
Stony Brook,0.166481,0.159315,68.0542,0.747563,0.291841,0.328551,0.538221,0.332008,5.36364,22.6201
NC A&T,0.152515,0.187912,70.319,0.699588,0.364499,0.358891,0.502913,0.303337,5.25806,29.5887
Navy,0.180894,0.171701,65.2504,0.721879,0.292831,0.356618,0.484678,0.268449,6.65517,15.2727
Holy Cross,0.164727,0.157746,66.0893,0.746421,0.220037,0.374341,0.510251,0.27907,6.38235,23.0526
Houston,0.139134,0.162776,68.9508,0.674157,0.255396,0.348915,0.491598,0.301357,6.42424,20.5241
Hampton,0.18655,0.17132,75.2427,0.683568,0.348002,0.35206,0.492638,0.315443,5.51613,25.5946
Portland,0.145338,0.147553,70.5633,0.737738,0.31068,0.369449,0.518106,0.304891,6.16129,23.589
Albany,0.158931,0.17059,65.3805,0.735831,0.214977,0.349112,0.525257,0.302006,4.79412,24.5621
WI-Grn Bay,0.17067,0.159647,69.9522,0.711454,0.244522,0.324376,0.516512,0.316986,4.57143,24.4044
Maryland ES,0.162909,0.158533,68.2545,0.66076,0.305168,0.380567,0.472383,0.309706,6.0,24.4359
Virginia,0.160811,0.140245,62.5199,0.772727,0.237128,0.322735,0.546895,0.316148,5.56757,23.0413
N Arizona,0.161437,0.169488,65.3532,0.73536,0.280855,0.400729,0.521359,0.309471,5.25806,20.04
Coppin State,0.161724,0.147919,69.8004,0.637007,0.253685,0.353566,0.459315,0.276022,7.41935,24.2627
Bucknell,0.125114,0.146653,65.1675,0.769231,0.240108,0.33892,0.528218,0.253915,6.53333,19.6928
Citadel,0.124269,0.168479,67.4246,0.663883,0.272251,0.350877,0.469013,0.249441,5.93103,19.4854
Idaho State,0.164823,0.161518,66.5069,0.688264,0.251135,0.38746,0.51638,0.329616,5.55556,25.7283
Oregon St,0.130298,0.170838,70.991,0.702231,0.272617,0.367973,0.507166,0.287472,5.53125,26.3238
Loyola-Chi,0.156537,0.18296,65.5931,0.712707,0.296505,0.345216,0.481959,0.243986,5.96774,20.3109
Connecticut,0.165761,0.150629,68.0141,0.693862,0.255043,0.33007,0.502956,0.286364,7.20513,23.9015
W Illinois,0.164702,0.192258,64.0625,0.744764,0.324208,0.348028,0.48483,0.232932,4.85185,19.7145
N Illinois,0.178293,0.191262,66.6403,0.715328,0.31554,0.305,0.521419,0.341863,4.22581,26.2362
Drexel,0.147131,0.111731,67.3758,0.718367,0.326038,0.308163,0.494004,0.265784,5.13333,23.4505
TX-Pan Am,0.180256,0.153841,69.325,0.667033,0.311981,0.331683,0.463482,0.267552,4.77419,19.3106
Drake,0.148133,0.166707,65.8158,0.744797,0.279505,0.344768,0.50233,0.241898,7.73333,21.1702
Missouri St,0.157594,0.149231,66.7051,0.727835,0.299346,0.35122,0.49131,0.254049,6.96875,23.0492
Missouri,0.135859,0.163083,68.2975,0.719697,0.278694,0.331606,0.536274,0.330629,5.77143,29.4091
E Tenn St,0.167909,0.142355,73.1408,0.685589,0.291557,0.329923,0.475351,0.255854,7.73529,25.3339
Cincinnati,0.192236,0.143469,65.4335,0.708167,0.24943,0.320423,0.529641,0.380907,5.76471,23.3286
Fla Atlantic,0.140456,0.165648,67.0379,0.670478,0.298522,0.338362,0.497438,0.314196,6.3,19.2926
Belmont,0.176665,0.165231,70.7018,0.675626,0.294205,0.345481,0.483727,0.267692,8.88571,23.4789
Bradley,0.17449,0.15999,65.3094,0.706257,0.295745,0.326466,0.499531,0.298039,4.8125,21.0536
Troy,0.154049,0.160049,67.4845,0.695364,0.227044,0.325497,0.495584,0.32228,7.17241,23.2493
St Peters,0.155102,0.160496,65.9694,0.710692,0.290386,0.33274,0.495763,0.291841,5.25806,23.4713
Gonzaga,0.150001,0.151302,68.5139,0.728728,0.279045,0.31759,0.522822,0.292292,6.91429,23.1027
Army,0.171257,0.162923,70.33,0.679204,0.250427,0.38921,0.487067,0.30623,7.53333,18.7687
Air Force,0.153982,0.18137,67.0223,0.707692,0.306551,0.337248,0.479913,0.235981,7.14286,19.8228
St Fran (NY),0.158927,0.163126,69.5036,0.743299,0.306622,0.337808,0.520127,0.326572,6.0,20.05
S Mississippi,0.199971,0.172023,66.3342,0.721946,0.302521,0.343243,0.547511,0.381433,5.52941,27.6231
Illinois St,0.173015,0.157851,70.3148,0.702502,0.288485,0.354354,0.480067,0.237132,7.09091,22.6255
Geo Wshgtn,0.167947,0.161705,69.6299,0.701252,0.240141,0.312409,0.524541,0.337851,5.66667,23.9361
IPFW,0.156636,0.162832,68.6599,0.736896,0.235548,0.34753,0.523515,0.305174,7.63636,21.8027
Pittsburgh,0.166166,0.137488,65.1656,0.727437,0.257557,0.325914,0.545607,0.356311,5.08333,26.13
Montana,0.156405,0.143021,63.8844,0.6625,0.315238,0.356459,0.456432,0.215139,7.39286,24.1508
Lg Beach St,0.159151,0.153632,68.7608,0.678571,0.264688,0.329412,0.501401,0.324701,5.93333,17.5972
Bryant,0.151842,0.158362,70.0706,0.672816,0.239918,0.363914,0.484225,0.257787,6.25806,20.8546
Syracuse,0.187979,0.121866,62.4165,0.702538,0.253399,0.345185,0.527972,0.379541,4.91176,23.8436
Quinnipiac,0.104076,0.143198,73.759,0.753927,0.276276,0.346831,0.574081,0.4,5.40625,28.7253
Maryland BC,0.187709,0.185273,70.8996,0.696323,0.365471,0.367113,0.479803,0.282129,5.86207,20.9135
Rhode Island,0.148863,0.178337,69.3613,0.708498,0.303043,0.286307,0.512442,0.311422,4.64516,23.2071
High Point,0.154066,0.159253,66.6332,0.683215,0.254504,0.350427,0.486835,0.274971,6.27586,19.665
Radford,0.151475,0.136117,70.1648,0.693939,0.279012,0.383268,0.496801,0.303393,6.15625,22.8925
Duquesne,0.153644,0.139805,69.9529,0.734953,0.245149,0.393443,0.500472,0.276465,7.26667,22.8725
Monmouth,0.183424,0.174377,72.3262,0.705649,0.32013,0.353024,0.505983,0.304545,5.53125,20.6962
Cal Poly,0.153998,0.12474,62.3672,0.690848,0.302277,0.338028,0.477952,0.290452,6.28125,19.5916
Cornell,0.134157,0.158163,67.2162,0.687084,0.332221,0.41129,0.45977,0.261153,6.88889,15.8692
Nicholls St,0.167488,0.159529,68.7268,0.703379,0.393735,0.336634,0.474227,0.265143,6.14286,20.0068
TX Christian,0.157756,0.156271,67.6367,0.620476,0.25625,0.343206,0.429469,0.227225,4.7,25.1836
Fairfield,0.144569,0.187576,68.8852,0.730159,0.390498,0.346067,0.500221,0.285439,6.875,18.872
Arkansas,0.196054,0.134603,75.0081,0.657895,0.288493,0.346341,0.476971,0.309137,7.44118,24.0758
NW State,0.169355,0.145855,79.3461,0.651588,0.296654,0.361667,0.484458,0.308738,5.82759,23.9457
Dayton,0.16382,0.155807,67.3473,0.725421,0.297304,0.332242,0.526767,0.315356,6.56757,22.393
SE Missouri,0.138992,0.160414,73.7592,0.738997,0.308375,0.376396,0.523467,0.309267,6.5,21.873
Binghamton,0.169609,0.186819,68.1996,0.679769,0.281534,0.384858,0.47456,0.256813,6.06667,23.265
Old Dominion,0.170206,0.17157,66.409,0.726542,0.305556,0.358459,0.514653,0.32376,5.27778,19.7011
Sam Hous St,0.178469,0.161199,69.178,0.706599,0.332053,0.350877,0.50361,0.319048,6.78788,26.9397
TX-Arlington,0.14512,0.161604,73.1792,0.692462,0.302634,0.380682,0.493394,0.290355,7.9,23.6862
Detroit,0.169539,0.1573,70.7613,0.716418,0.336984,0.36136,0.503047,0.309217,5.6,22.8939
St Bonavent,0.18713,0.157966,70.5087,0.725389,0.302108,0.354949,0.519875,0.347181,4.69697,23.8097
Austin Peay,0.170474,0.188009,74.133,0.666296,0.248345,0.362416,0.47639,0.274827,5.03571,24.4252
Rutgers,0.153222,0.155099,70.7156,0.691522,0.314632,0.373754,0.491421,0.305195,5.875,21.1675
S Carolina,0.171056,0.17726,68.7088,0.680723,0.371124,0.325543,0.522836,0.372787,5.73529,25.5982
Murray St,0.144854,0.153876,70.3438,0.693472,0.256699,0.322344,0.509534,0.320487,7.46875,24.2559
Fresno St,0.142098,0.130492,68.5524,0.689597,0.3014,0.315328,0.466795,0.234097,7.56757,23.8524
W Michigan,0.158359,0.182928,69.091,0.700285,0.250207,0.314735,0.510014,0.29148,5.8125,27.1381
Massachusetts Lowell,0.152841,0.182489,66.2815,0.651497,0.256657,0.318008,0.459178,0.259615,6.62963,21.122
Boise State,0.150268,0.128088,67.5957,0.752193,0.294676,0.353141,0.525061,0.313726,7.5,23.439
Colgate,0.140889,0.162961,64.9071,0.726667,0.257157,0.337615,0.487714,0.218634,8.36667,16.2283
USC,0.134831,0.169009,73.0323,0.706209,0.284386,0.32093,0.49738,0.290732,4.45161,22.0406
Siena,0.157383,0.167489,70.2523,0.680488,0.349378,0.330303,0.51833,0.369796,4.44737,24.3483
Florida Intl,0.155118,0.174156,69.2379,0.689655,0.271457,0.335306,0.500763,0.313364,4.89286,22.3866
AR Lit Rock,0.158814,0.163587,72.5471,0.719424,0.340898,0.349325,0.50369,0.28791,4.83333,24.3061
UNLV,0.129709,0.139182,68.9042,0.717687,0.199936,0.30212,0.522465,0.330902,5.90909,21.6374
U Penn,0.154289,0.20145,72.2071,0.67169,0.336084,0.383212,0.478837,0.250888,5.0,19.9327
Arkansas St,0.156829,0.156274,72.7342,0.698347,0.260709,0.324653,0.482501,0.239061,8.9,23.6019
Manhattan,0.185682,0.167528,74.0473,0.692451,0.344683,0.326693,0.507395,0.322581,6.30303,27.6645
Weber State,0.120069,0.167494,66.0491,0.734325,0.265999,0.336927,0.516301,0.266996,7.2069,27.5135
Utah,0.16335,0.161706,68.0125,0.725904,0.258673,0.325626,0.508591,0.255149,6.03226,22.9559
Ohio State,0.193072,0.153334,67.3389,0.73133,0.210418,0.292724,0.504082,0.279412,5.71429,23.1664
Jacksonville,0.162314,0.165311,71.4179,0.670127,0.274752,0.389587,0.480553,0.313417,6.10714,23.6535
Stanford,0.148965,0.146469,68.7986,0.743567,0.268643,0.348529,0.513061,0.277574,5.77778,24.8713
Morgan St,0.168366,0.153132,72.5714,0.674926,0.305309,0.355899,0.503594,0.346957,4.51613,21.1138
Longwood,0.155897,0.165506,70.9397,0.659731,0.308703,0.377049,0.447895,0.234066,5.53571,18.2247
NC State,0.146484,0.133425,67.5719,0.666959,0.302568,0.320786,0.494653,0.325853,4.44444,20.5954
Texas Tech,0.153675,0.158517,65.2543,0.688043,0.296404,0.330128,0.524802,0.359649,4.375,23.1786
Fordham,0.152384,0.135527,70.956,0.66034,0.299255,0.356688,0.487929,0.344974,7.09677,21.6399
Miss Val St,0.161259,0.176077,75.0853,0.689143,0.332316,0.371824,0.473882,0.266925,6.31034,19.2884
Oakland,0.173663,0.141879,71.1544,0.71573,0.294454,0.393443,0.45702,0.2375,8.51613,22.1236
